n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Dejounte Murray OVER PTS 11.5 (GOBLIN) [id:10670769] | Dyson Daniels OVER REB 4.5 (GOBLIN) [id:10689090] | Jayson Tatum OVER PA 19.5 (GOBLIN) [id:10677793] | Jarace Walker UNDER PA 20.5 (STANDARD) [id:10675280] | LeBron James OVER AST 5.5 (STANDARD) [id:10669463],0.1441027902504616,20.0,0.5331357683246534,10.662715366493067,1.5365270359581242,20.0,pp_kernel,0.6862054287268851,0.05978026192721482,Dejounte Murray OVER PTS 11.5 (GOBLIN) [id:10670769] | Dyson Daniels OVER REB 4.5 (GOBLIN) [id:10689090] | Jayson Tatum OVER PA 19.5 (GOBLIN) [id:10677793] | Jarace Walker UNDER PA 20.5 (STANDARD) [id:10675280] | LeBron James OVER AST 5.5 (STANDARD) [id:10669463],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.5365270359581242,"['dejounte murray', 'dyson daniels', 'jayson tatum', 'jarace walker', 'lebron james']",1.5365270359581242,1,Dejounte Murray OVER PTS 11.5 (GOBLIN) [id:10670769],Dyson Daniels OVER REB 4.5 (GOBLIN) [id:10689090],Jayson Tatum OVER PA 19.5 (GOBLIN) [id:10677793],Jarace Walker UNDER PA 20.5 (STANDARD) [id:10675280],LeBron James OVER AST 5.5 (STANDARD) [id:10669463],0,
5,Rui Hachimura OVER REB 1.5 (GOBLIN) [id:10674125] | Sandro Mamukelashvili OVER REB 2.5 (GOBLIN) [id:10690622] | Dyson Daniels OVER PTS 7.5 (GOBLIN) [id:10681755] | Brook Lopez UNDER PTS 9.5 (STANDARD) [id:10669720] | Jeremiah Fears OVER PTS 9.5 (STANDARD) [id:10690628],0.14731390876967054,20.0,0.5182894863139277,10.365789726278553,1.527025002062587,20.0,pp_kernel,0.6847137640738785,0.049581829460050554,Rui Hachimura OVER REB 1.5 (GOBLIN) [id:10674125] | Sandro Mamukelashvili OVER REB 2.5 (GOBLIN) [id:10690622] | Dyson Daniels OVER PTS 7.5 (GOBLIN) [id:10681755] | Brook Lopez UNDER PTS 9.5 (STANDARD) [id:10669720] | Jeremiah Fears OVER PTS 9.5 (STANDARD) [id:10690628],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.527025002062587,"['rui hachimura', 'sandro mamukelashvili', 'dyson daniels', 'brook lopez', 'jeremiah fears']",1.527025002062587,1,Rui Hachimura OVER REB 1.5 (GOBLIN) [id:10674125],Sandro Mamukelashvili OVER REB 2.5 (GOBLIN) [id:10690622],Dyson Daniels OVER PTS 7.5 (GOBLIN) [id:10681755],Brook Lopez UNDER PTS 9.5 (STANDARD) [id:10669720],Jeremiah Fears OVER PTS 9.5 (STANDARD) [id:10690628],0,
5,Kris Dunn OVER PTS 4.5 (GOBLIN) [id:10672738] | Saddiq Bey OVER REB 3.5 (GOBLIN) [id:10692255] | Amen Thompson OVER REB 4.5 (GOBLIN) [id:10688020] | Jonathan Kuminga OVER FG3M 0.5 (STANDARD) [id:10669903] | Gui Santos UNDER REB 6 (STANDARD) [id:10671037],0.1319515206008135,20.0,0.5724626704955571,11.449253409911142,1.5107463971818242,20.0,pp_kernel,0.6772780575392227,0.044661354189267644,Kris Dunn OVER PTS 4.5 (GOBLIN) [id:10672738] | Saddiq Bey OVER REB 3.5 (GOBLIN) [id:10692255] | Amen Thompson OVER REB 4.5 (GOBLIN) [id:10688020] | Jonathan Kuminga OVER FG3M 0.5 (STANDARD) [id:10669903] | Gui Santos UNDER REB 6 (STANDARD) [id:10671037],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.5107463971818242,"['kris dunn', 'saddiq bey', 'amen thompson', 'jonathan kuminga', 'gui santos']",1.5107463971818242,1,Kris Dunn OVER PTS 4.5 (GOBLIN) [id:10672738],Saddiq Bey OVER REB 3.5 (GOBLIN) [id:10692255],Amen Thompson OVER REB 4.5 (GOBLIN) [id:10688020],Jonathan Kuminga OVER FG3M 0.5 (STANDARD) [id:10669903],Gui Santos UNDER REB 6 (STANDARD) [id:10671037],0,
5,Jayson Tatum OVER PA 19.5 (GOBLIN) [id:10677793] | Immanuel Quickley OVER FG3M 1.5 (GOBLIN) [id:10670246] | Dejounte Murray OVER PTS 11.5 (GOBLIN) [id:10670769] | Bones Hyland UNDER AST 4.5 (STANDARD) [id:10677185] | Brook Lopez UNDER PTS 9.5 (STANDARD) [id:10669720],0.14336714351960708,20.0,0.5140447222168163,10.280894444336326,1.4739424693110972,20.0,pp_kernel,0.6840145453379145,0.052778738131205524,Jayson Tatum OVER PA 19.5 (GOBLIN) [id:10677793] | Immanuel Quickley OVER FG3M 1.5 (GOBLIN) [id:10670246] | Dejounte Murray OVER PTS 11.5 (GOBLIN) [id:10670769] | Bones Hyland UNDER AST 4.5 (STANDARD) [id:10677185] | Brook Lopez UNDER PTS 9.5 (STANDARD) [id:10669720],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.4739424693110972,"['jayson tatum', 'immanuel quickley', 'dejounte murray', 'bones hyland', 'brook lopez']",1.4739424693110972,1,Jayson Tatum OVER PA 19.5 (GOBLIN) [id:10677793],Immanuel Quickley OVER FG3M 1.5 (GOBLIN) [id:10670246],Dejounte Murray OVER PTS 11.5 (GOBLIN) [id:10670769],Bones Hyland UNDER AST 4.5 (STANDARD) [id:10677185],Brook Lopez UNDER PTS 9.5 (STANDARD) [id:10669720],0,
5,Amen Thompson OVER REB 4.5 (GOBLIN) [id:10688020] | LeBron James OVER REB 3.5 (GOBLIN) [id:10669477] | Donte DiVincenzo OVER REB 2.5 (GOBLIN) [id:10676802] | Brook Lopez UNDER PTS 9.5 (STANDARD) [id:10669720] | Jeremiah Fears OVER PRA 14.5 (STANDARD) [id:10690631],0.1413405205762381,20.0,0.5182894863139277,10.365789726278553,1.4651061160960315,20.0,pp_kernel,0.6810243037801262,0.056951630790653275,Amen Thompson OVER REB 4.5 (GOBLIN) [id:10688020] | LeBron James OVER REB 3.5 (GOBLIN) [id:10669477] | Donte DiVincenzo OVER REB 2.5 (GOBLIN) [id:10676802] | Brook Lopez UNDER PTS 9.5 (STANDARD) [id:10669720] | Jeremiah Fears OVER PRA 14.5 (STANDARD) [id:10690631],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.4651061160960315,"['amen thompson', 'lebron james', 'donte divincenzo', 'brook lopez', 'jeremiah fears']",1.4651061160960315,1,Amen Thompson OVER REB 4.5 (GOBLIN) [id:10688020],LeBron James OVER REB 3.5 (GOBLIN) [id:10669477],Donte DiVincenzo OVER REB 2.5 (GOBLIN) [id:10676802],Brook Lopez UNDER PTS 9.5 (STANDARD) [id:10669720],Jeremiah Fears OVER PRA 14.5 (STANDARD) [id:10690631],0,
5,Amen Thompson OVER REB 4.5 (GOBLIN) [id:10688020] | Jeremiah Fears OVER RA 3.5 (GOBLIN) [id:10692107] | Rui Hachimura OVER PTS 6.5 (GOBLIN) [id:10674113] | Brook Lopez UNDER REB 4 (STANDARD) [id:10669724] | Ayo Dosunmu UNDER REB 4 (STANDARD) [id:10680657],0.1517558694375303,20.0,0.46779301048177474,9.355860209635495,1.419806700449229,20.0,pp_kernel,0.6939369618144248,0.03537131642358927,Amen Thompson OVER REB 4.5 (GOBLIN) [id:10688020] | Jeremiah Fears OVER RA 3.5 (GOBLIN) [id:10692107] | Rui Hachimura OVER PTS 6.5 (GOBLIN) [id:10674113] | Brook Lopez UNDER REB 4 (STANDARD) [id:10669724] | Ayo Dosunmu UNDER REB 4 (STANDARD) [id:10680657],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.419806700449229,"['amen thompson', 'jeremiah fears', 'rui hachimura', 'brook lopez', 'ayo dosunmu']",1.419806700449229,1,Amen Thompson OVER REB 4.5 (GOBLIN) [id:10688020],Jeremiah Fears OVER RA 3.5 (GOBLIN) [id:10692107],Rui Hachimura OVER PTS 6.5 (GOBLIN) [id:10674113],Brook Lopez UNDER REB 4 (STANDARD) [id:10669724],Ayo Dosunmu UNDER REB 4 (STANDARD) [id:10680657],0,
5,Nickeil Alexander-Walker OVER FG3M 1.5 (GOBLIN) [id:10690634] | John Collins OVER PA 9.5 (GOBLIN) [id:10692785] | Rui Hachimura OVER PTS 5.5 (GOBLIN) [id:10674111] | Daniel Gafford UNDER PTS 9.5 (STANDARD) [id:10669861] | Rob Dillingham UNDER PRA 12.5 (STANDARD) [id:10697882],0.1378695841450644,20.0,0.5096340336323953,10.192680672647906,1.405260645661402,20.0,pp_kernel,0.6774659191087204,0.04088387631265192,Nickeil Alexander-Walker OVER FG3M 1.5 (GOBLIN) [id:10690634] | John Collins OVER PA 9.5 (GOBLIN) [id:10692785] | Rui Hachimura OVER PTS 5.5 (GOBLIN) [id:10674111] | Daniel Gafford UNDER PTS 9.5 (STANDARD) [id:10669861] | Rob Dillingham UNDER PRA 12.5 (STANDARD) [id:10697882],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.405260645661402,"['nickeil alexander-walker', 'john collins', 'rui hachimura', 'daniel gafford', 'rob dillingham']",1.405260645661402,1,Nickeil Alexander-Walker OVER FG3M 1.5 (GOBLIN) [id:10690634],John Collins OVER PA 9.5 (GOBLIN) [id:10692785],Rui Hachimura OVER PTS 5.5 (GOBLIN) [id:10674111],Daniel Gafford UNDER PTS 9.5 (STANDARD) [id:10669861],Rob Dillingham UNDER PRA 12.5 (STANDARD) [id:10697882],0,
5,Austin Reaves OVER PTS 14.5 (GOBLIN) [id:10670788] | Saddiq Bey OVER REB 3.5 (GOBLIN) [id:10692255] | Amen Thompson OVER RA 9.5 (GOBLIN) [id:10676117] | Baylor Scheierman UNDER FG3M 1.5 (STANDARD) [id:10670805] | Matas Buzelis UNDER PA 19.5 (STANDARD) [id:10670402],0.1240774619645181,20.0,0.558162252388762,11.163245047775241,1.3851071128159276,20.0,pp_kernel,0.667416999487786,0.034794170457163744,Austin Reaves OVER PTS 14.5 (GOBLIN) [id:10670788] | Saddiq Bey OVER REB 3.5 (GOBLIN) [id:10692255] | Amen Thompson OVER RA 9.5 (GOBLIN) [id:10676117] | Baylor Scheierman UNDER FG3M 1.5 (STANDARD) [id:10670805] | Matas Buzelis UNDER PA 19.5 (STANDARD) [id:10670402],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.3851071128159276,"['austin reaves', 'saddiq bey', 'amen thompson', 'baylor scheierman', 'matas buzelis']",1.3851071128159276,1,Austin Reaves OVER PTS 14.5 (GOBLIN) [id:10670788],Saddiq Bey OVER REB 3.5 (GOBLIN) [id:10692255],Amen Thompson OVER RA 9.5 (GOBLIN) [id:10676117],Baylor Scheierman UNDER FG3M 1.5 (STANDARD) [id:10670805],Matas Buzelis UNDER PA 19.5 (STANDARD) [id:10670402],0,
5,Jabari Smith OVER PTS 9.5 (GOBLIN) [id:10669422] | Trey Murphy OVER REB 3.5 (GOBLIN) [id:10671447] | Jock Landale OVER PTS 6.5 (GOBLIN) [id:10672341] | GG Jackson UNDER PTS 14.5 (STANDARD) [id:10674985] | Jarace Walker UNDER PRA 27.5 (STANDARD) [id:10675819],0.13450036868559723,20.0,0.5140337648562827,10.280675297125654,1.3827546178003123,20.0,pp_kernel,0.6728248266831671,0.03837176644201089,Jabari Smith OVER PTS 9.5 (GOBLIN) [id:10669422] | Trey Murphy OVER REB 3.5 (GOBLIN) [id:10671447] | Jock Landale OVER PTS 6.5 (GOBLIN) [id:10672341] | GG Jackson UNDER PTS 14.5 (STANDARD) [id:10674985] | Jarace Walker UNDER PRA 27.5 (STANDARD) [id:10675819],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.3827546178003123,"['jabari smith', 'trey murphy', 'jock landale', 'gg jackson', 'jarace walker']",1.3827546178003123,1,Jabari Smith OVER PTS 9.5 (GOBLIN) [id:10669422],Trey Murphy OVER REB 3.5 (GOBLIN) [id:10671447],Jock Landale OVER PTS 6.5 (GOBLIN) [id:10672341],GG Jackson UNDER PTS 14.5 (STANDARD) [id:10674985],Jarace Walker UNDER PRA 27.5 (STANDARD) [id:10675819],0,
5,Darius Garland OVER PTS 14.5 (GOBLIN) [id:10671630] | Sandro Mamukelashvili OVER FG3M 0.5 (GOBLIN) [id:10683280] | Amen Thompson OVER REB 4.5 (GOBLIN) [id:10688020] | Cody Williams UNDER RA 7.5 (STANDARD) [id:10681690] | Jeremiah Fears OVER PRA 14.5 (STANDARD) [id:10690631],0.12779056029065325,20.0,0.5349265339470832,10.698530678941665,1.3671712297486984,20.0,pp_kernel,0.6688919917946791,0.049914833157604296,Darius Garland OVER PTS 14.5 (GOBLIN) [id:10671630] | Sandro Mamukelashvili OVER FG3M 0.5 (GOBLIN) [id:10683280] | Amen Thompson OVER REB 4.5 (GOBLIN) [id:10688020] | Cody Williams UNDER RA 7.5 (STANDARD) [id:10681690] | Jeremiah Fears OVER PRA 14.5 (STANDARD) [id:10690631],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.3671712297486984,"['darius garland', 'sandro mamukelashvili', 'amen thompson', 'cody williams', 'jeremiah fears']",1.3671712297486984,1,Darius Garland OVER PTS 14.5 (GOBLIN) [id:10671630],Sandro Mamukelashvili OVER FG3M 0.5 (GOBLIN) [id:10683280],Amen Thompson OVER REB 4.5 (GOBLIN) [id:10688020],Cody Williams UNDER RA 7.5 (STANDARD) [id:10681690],Jeremiah Fears OVER PRA 14.5 (STANDARD) [id:10690631],0,
