n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Sam Merrill OVER PTS 5.5 (GOBLIN) [id:10646830] | Coby White OVER AST 2.5 (GOBLIN) [id:10643844] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741] | Justin Edwards UNDER PA 15.5 (STANDARD) [id:10647162],0.5356451446452881,10.0,1.0,10.0,5.356451446452882,10.0,atlas,0.866335929988754,0.03873539453538573,Sam Merrill OVER PTS 5.5 (GOBLIN) [id:10646830] | Coby White OVER AST 2.5 (GOBLIN) [id:10643844] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741] | Justin Edwards UNDER PA 15.5 (STANDARD) [id:10647162],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.6856451446452881,"['sam merrill', 'coby white', 'tristan silva', 'justin edwards']",1,Sam Merrill OVER PTS 5.5 (GOBLIN) [id:10646830],Coby White OVER AST 2.5 (GOBLIN) [id:10643844],Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741],Justin Edwards UNDER PA 15.5 (STANDARD) [id:10647162],0,
4,Coby White OVER PR 11.5 (GOBLIN) [id:10653363] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Justin Edwards UNDER PR 15 (STANDARD) [id:10644863] | Cade Cunningham UNDER PR 29.5 (STANDARD) [id:10647445],0.5335082400473357,10.0,1.0,10.0,5.335082400473357,10.0,atlas,0.8588282621844912,0.030254175090281415,Coby White OVER PR 11.5 (GOBLIN) [id:10653363] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Justin Edwards UNDER PR 15 (STANDARD) [id:10644863] | Cade Cunningham UNDER PR 29.5 (STANDARD) [id:10647445],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.6835082400473357,"['coby white', 'jaime jaquez', 'justin edwards', 'cade cunningham']",1,Coby White OVER PR 11.5 (GOBLIN) [id:10653363],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Justin Edwards UNDER PR 15 (STANDARD) [id:10644863],Cade Cunningham UNDER PR 29.5 (STANDARD) [id:10647445],0,
4,Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578] | Grayson Allen OVER REB 1.5 (GOBLIN) [id:10649768] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Caris LeVert UNDER PRA 12.5 (STANDARD) [id:10649745],0.5119885840253463,10.0,1.0,10.0,5.119885840253463,10.0,atlas,0.8525850231269595,0.032400032901710174,Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578] | Grayson Allen OVER REB 1.5 (GOBLIN) [id:10649768] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Caris LeVert UNDER PRA 12.5 (STANDARD) [id:10649745],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.6619885840253463,"['ryan kalkbrenner', 'grayson allen', 'tristan silva', 'caris levert']",1,Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578],Grayson Allen OVER REB 1.5 (GOBLIN) [id:10649768],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],Caris LeVert UNDER PRA 12.5 (STANDARD) [id:10649745],0,
4,Grayson Allen OVER FG3M 1.5 (GOBLIN) [id:10652149] | Grant Williams OVER FG3M 0.5 (GOBLIN) [id:10643896] | Precious Achiuwa UNDER PRA 22.5 (STANDARD) [id:10651820] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741],0.49249649116118477,10.0,1.0,10.0,4.9249649116118475,10.0,atlas,0.8441352712182835,0.02635162659237033,Grayson Allen OVER FG3M 1.5 (GOBLIN) [id:10652149] | Grant Williams OVER FG3M 0.5 (GOBLIN) [id:10643896] | Precious Achiuwa UNDER PRA 22.5 (STANDARD) [id:10651820] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.6424964911611848,"['grayson allen', 'grant williams', 'precious achiuwa', 'tristan silva']",1,Grayson Allen OVER FG3M 1.5 (GOBLIN) [id:10652149],Grant Williams OVER FG3M 0.5 (GOBLIN) [id:10643896],Precious Achiuwa UNDER PRA 22.5 (STANDARD) [id:10651820],Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741],0,
4,Grant Williams OVER FG3M 0.5 (GOBLIN) [id:10643896] | Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Tre Johnson UNDER PRA 17 (STANDARD) [id:10648425] | Cameron Payne UNDER PA 13.5 (STANDARD) [id:10644832],0.4839544453629216,10.0,1.0,10.0,4.839544453629216,10.0,atlas,0.8389880016970535,0.027195834449048245,Grant Williams OVER FG3M 0.5 (GOBLIN) [id:10643896] | Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Tre Johnson UNDER PRA 17 (STANDARD) [id:10648425] | Cameron Payne UNDER PA 13.5 (STANDARD) [id:10644832],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.6339544453629216,"['grant williams', 'collin gillespie', 'tre johnson', 'cameron payne']",1,Grant Williams OVER FG3M 0.5 (GOBLIN) [id:10643896],Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127],Tre Johnson UNDER PRA 17 (STANDARD) [id:10648425],Cameron Payne UNDER PA 13.5 (STANDARD) [id:10644832],0,
4,Grant Williams OVER AST 0.5 (GOBLIN) [id:10645595] | Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Justin Edwards UNDER PTS 12.5 (STANDARD) [id:10647161] | Precious Achiuwa UNDER RA 9.5 (STANDARD) [id:10655250],0.47510522516289505,10.0,1.0,10.0,4.75105225162895,10.0,atlas,0.8332547275348169,0.024827585874422582,Grant Williams OVER AST 0.5 (GOBLIN) [id:10645595] | Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Justin Edwards UNDER PTS 12.5 (STANDARD) [id:10647161] | Precious Achiuwa UNDER RA 9.5 (STANDARD) [id:10655250],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.625105225162895,"['grant williams', 'davion mitchell', 'justin edwards', 'precious achiuwa']",1,Grant Williams OVER AST 0.5 (GOBLIN) [id:10645595],Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884],Justin Edwards UNDER PTS 12.5 (STANDARD) [id:10647161],Precious Achiuwa UNDER RA 9.5 (STANDARD) [id:10655250],0,
4,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490] | Kon Knueppel OVER PRA 24.5 (GOBLIN) [id:10644517] | Will Riley UNDER PA 16.5 (STANDARD) [id:10647533] | Justin Edwards UNDER PR 15 (STANDARD) [id:10644863],0.4737515254545693,10.0,1.0,10.0,4.737515254545693,10.0,atlas,0.8407703363269108,0.034199509656944564,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490] | Kon Knueppel OVER PRA 24.5 (GOBLIN) [id:10644517] | Will Riley UNDER PA 16.5 (STANDARD) [id:10647533] | Justin Edwards UNDER PR 15 (STANDARD) [id:10644863],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.6237515254545692,"['jordan goodwin', 'kon knueppel', 'will riley', 'justin edwards']",1,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490],Kon Knueppel OVER PRA 24.5 (GOBLIN) [id:10644517],Will Riley UNDER PA 16.5 (STANDARD) [id:10647533],Justin Edwards UNDER PR 15 (STANDARD) [id:10644863],0,
4,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Quentin Grimes UNDER PR 24.5 (STANDARD) [id:10644628],0.4737472147991195,10.0,1.0,10.0,4.737472147991195,10.0,atlas,0.8444782440671784,0.032284644997282855,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Quentin Grimes UNDER PR 24.5 (STANDARD) [id:10644628],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.6237472147991195,"['ryan kalkbrenner', 'tyler herro', 'tristan silva', 'quentin grimes']",1,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753],Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],Quentin Grimes UNDER PR 24.5 (STANDARD) [id:10644628],0,
4,Ivica Zubac OVER REB 4.5 (GOBLIN) [id:10653968] | Coby White OVER PA 11.5 (GOBLIN) [id:10653362] | Cade Cunningham UNDER AST 10.5 (STANDARD) [id:10650475] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.46237264934242467,10.0,1.0,10.0,4.623726493424247,10.0,atlas,0.8355873231442152,0.05826449138533091,Ivica Zubac OVER REB 4.5 (GOBLIN) [id:10653968] | Coby White OVER PA 11.5 (GOBLIN) [id:10653362] | Cade Cunningham UNDER AST 10.5 (STANDARD) [id:10650475] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.6123726493424246,"['ivica zubac', 'coby white', 'cade cunningham', 'tristan silva']",1,Ivica Zubac OVER REB 4.5 (GOBLIN) [id:10653968],Coby White OVER PA 11.5 (GOBLIN) [id:10653362],Cade Cunningham UNDER AST 10.5 (STANDARD) [id:10650475],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
4,Coby White OVER PA 11.5 (GOBLIN) [id:10653362] | Isaiah Hartenstein OVER PTS 5.5 (GOBLIN) [id:10648218] | Dylan Harper UNDER RA 7.5 (STANDARD) [id:10650457] | Quentin Grimes UNDER PRA 28.5 (STANDARD) [id:10644629],0.45620783614756855,10.0,1.0,10.0,4.5620783614756855,10.0,atlas,0.8313840541472937,0.04489560972302848,Coby White OVER PA 11.5 (GOBLIN) [id:10653362] | Isaiah Hartenstein OVER PTS 5.5 (GOBLIN) [id:10648218] | Dylan Harper UNDER RA 7.5 (STANDARD) [id:10650457] | Quentin Grimes UNDER PRA 28.5 (STANDARD) [id:10644629],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.6062078361475686,"['coby white', 'isaiah hartenstein', 'dylan harper', 'quentin grimes']",1,Coby White OVER PA 11.5 (GOBLIN) [id:10653362],Isaiah Hartenstein OVER PTS 5.5 (GOBLIN) [id:10648218],Dylan Harper UNDER RA 7.5 (STANDARD) [id:10650457],Quentin Grimes UNDER PRA 28.5 (STANDARD) [id:10644629],0,
