slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
5-leg,True,0.1623,2.145,0.3481,Ajay Mitchell,OKC,LAL,PRA,OVER,GOBLIN,18.5,0.8043
5-leg,True,0.1623,2.145,0.3481,Alex Caruso,OKC,LAL,PRA,OVER,GOBLIN,10.5,0.8157
5-leg,True,0.1623,2.145,0.3481,Tobias Harris,DET,CLE,PTS,OVER,STANDARD,17.5,0.7692
5-leg,True,0.1623,2.145,0.3481,Jalen Duren,DET,CLE,PTS,UNDER,STANDARD,15.5,0.7179
5-leg,True,0.1623,2.145,0.3481,Deandre Ayton,LAL,OKC,REB,OVER,DEMON,9.5,0.5086
4-leg,True,0.3218,1.897,0.6106,Ausar Thompson,DET,CLE,REB,OVER,GOBLIN,5.5,0.7734
4-leg,True,0.3218,1.897,0.6106,Austin Reaves,LAL,OKC,REB,OVER,GOBLIN,2.5,0.7722
4-leg,True,0.3218,1.897,0.6106,Jared McCain,OKC,LAL,PTS,OVER,STANDARD,4.5,0.7797
4-leg,True,0.3218,1.897,0.6106,Isaiah Hartenstein,OKC,LAL,PTS,OVER,STANDARD,7.5,0.7309
3-leg,True,0.4968,1.931,0.9593,Ayo Dosunmu,MIN,SAS,PTS,OVER,GOBLIN,5.5,0.6822
3-leg,True,0.4968,1.931,0.9593,Jaylin Williams,OKC,LAL,PTS,OVER,STANDARD,4.0,0.7106
3-leg,True,0.4968,1.931,0.9593,Rui Hachimura,LAL,OKC,PA,OVER,STANDARD,14.5,0.7163
