slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6773,1.931,1.3078,Derik Queen,NOP,LAC,PTS,OVER,GOBLIN,4.5,0.7946
3-leg,True,0.6773,1.931,1.3078,Isaiah Collier,UTA,MIL,PTS,UNDER,STANDARD,15.5,0.7499
3-leg,True,0.6773,1.931,1.3078,Austin Reaves,LAL,MIA,PR,UNDER,STANDARD,27.5,0.8396
4-leg,True,0.509,1.897,0.9657,Taurean Prince,MIL,UTA,FG3M,OVER,GOBLIN,0.5,0.8968
4-leg,True,0.509,1.897,0.9657,Coby White,CHA,ORL,PTS,OVER,GOBLIN,9.5,0.871
4-leg,True,0.509,1.897,0.9657,Dennis Schröder,CLE,CHI,PTS,UNDER,STANDARD,7.5,0.7834
4-leg,True,0.509,1.897,0.9657,Norman Powell,MIA,LAL,PRA,UNDER,STANDARD,28.0,0.8771
5-leg,True,0.1962,2.145,0.4207,Dean Wade,CLE,CHI,RA,OVER,GOBLIN,3.5,0.8475
5-leg,True,0.1962,2.145,0.4207,Dylan Harper,SAS,PHX,RA,OVER,GOBLIN,4.5,0.8265
5-leg,True,0.1962,2.145,0.4207,Isaac Okoro,CHI,CLE,PR,UNDER,STANDARD,11.5,0.8386
5-leg,True,0.1962,2.145,0.4207,Adem Bona,PHI,SAC,PA,UNDER,STANDARD,8.5,0.7324
5-leg,True,0.1962,2.145,0.4207,VJ Edgecombe,PHI,SAC,REB,OVER,DEMON,5.5,0.5312
