n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Andrew Wiggins OVER PRA 14.5 (GOBLIN) [id:10800244] | Collin Sexton OVER PRA 14.5 (GOBLIN) [id:10801649] | Derrick Jones UNDER PRA 18.5 (STANDARD) [id:10798148] | Cody Williams UNDER PR 17.5 (STANDARD) [id:10802416],0.3530303877749972,10.0,1.0,10.0,3.530303877749972,10.0,atlas,0.773997600239976,0.057975924947629945,Andrew Wiggins OVER PRA 14.5 (GOBLIN) [id:10800244] | Collin Sexton OVER PRA 14.5 (GOBLIN) [id:10801649] | Derrick Jones UNDER PRA 18.5 (STANDARD) [id:10798148] | Cody Williams UNDER PR 17.5 (STANDARD) [id:10802416],0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.9530303877749972,"['andrew wiggins', 'collin sexton', 'derrick jones', 'cody williams']",1,Andrew Wiggins OVER PRA 14.5 (GOBLIN) [id:10800244],Collin Sexton OVER PRA 14.5 (GOBLIN) [id:10801649],Derrick Jones UNDER PRA 18.5 (STANDARD) [id:10798148],Cody Williams UNDER PR 17.5 (STANDARD) [id:10802416],0,
4,Marcus Smart OVER PA 7.5 (GOBLIN) [id:10801339] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10803970] | John Collins UNDER RA 8.5 (STANDARD) [id:10798168] | Rob Dillingham UNDER PRA 15.5 (STANDARD) [id:10797889],0.3140078207697244,10.0,1.0,10.0,3.1400782076972438,10.0,atlas,0.7515506073870164,0.03341150282411787,Marcus Smart OVER PA 7.5 (GOBLIN) [id:10801339] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10803970] | John Collins UNDER RA 8.5 (STANDARD) [id:10798168] | Rob Dillingham UNDER PRA 15.5 (STANDARD) [id:10797889],0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,0.7640078207697243,"['marcus smart', 'bam adebayo', 'john collins', 'rob dillingham']",1,Marcus Smart OVER PA 7.5 (GOBLIN) [id:10801339],Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10803970],John Collins UNDER RA 8.5 (STANDARD) [id:10798168],Rob Dillingham UNDER PRA 15.5 (STANDARD) [id:10797889],0,
4,Andrew Wiggins OVER PRA 14.5 (GOBLIN) [id:10800244] | Wendell Carter OVER RA 7.5 (GOBLIN) [id:10803568] | Marvin Bagley OVER PA 10.5 (STANDARD) [id:10799035] | Cody Williams UNDER PRA 20.5 (STANDARD) [id:10802417],0.3132197119413371,10.0,1.0,10.0,3.132197119413371,10.0,atlas,0.7576742325767424,0.08586586877934542,Andrew Wiggins OVER PRA 14.5 (GOBLIN) [id:10800244] | Wendell Carter OVER RA 7.5 (GOBLIN) [id:10803568] | Marvin Bagley OVER PA 10.5 (STANDARD) [id:10799035] | Cody Williams UNDER PRA 20.5 (STANDARD) [id:10802417],0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.913219711941337,"['andrew wiggins', 'wendell carter', 'marvin bagley', 'cody williams']",1,Andrew Wiggins OVER PRA 14.5 (GOBLIN) [id:10800244],Wendell Carter OVER RA 7.5 (GOBLIN) [id:10803568],Marvin Bagley OVER PA 10.5 (STANDARD) [id:10799035],Cody Williams UNDER PRA 20.5 (STANDARD) [id:10802417],0,
4,Max Christie OVER PTS 7.5 (GOBLIN) [id:10800418] | Keldon Johnson OVER PTS 9.5 (GOBLIN) [id:10800211] | Cody Williams UNDER PA 16.5 (STANDARD) [id:10802415] | Brook Lopez UNDER PRA 17.5 (STANDARD) [id:10798106],0.3122576095595107,10.0,1.0,10.0,3.122576095595107,10.0,atlas,0.753140356533673,0.025552540610714547,Max Christie OVER PTS 7.5 (GOBLIN) [id:10800418] | Keldon Johnson OVER PTS 9.5 (GOBLIN) [id:10800211] | Cody Williams UNDER PA 16.5 (STANDARD) [id:10802415] | Brook Lopez UNDER PRA 17.5 (STANDARD) [id:10798106],0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,0.7622576095595106,"['max christie', 'keldon johnson', 'cody williams', 'brook lopez']",1,Max Christie OVER PTS 7.5 (GOBLIN) [id:10800418],Keldon Johnson OVER PTS 9.5 (GOBLIN) [id:10800211],Cody Williams UNDER PA 16.5 (STANDARD) [id:10802415],Brook Lopez UNDER PRA 17.5 (STANDARD) [id:10798106],0,
4,Max Christie OVER PRA 14.5 (GOBLIN) [id:10799067] | Duncan Robinson OVER REB 1.5 (GOBLIN) [id:10801160] | Andrew Wiggins OVER PRA 19.5 (STANDARD) [id:10796613] | Rob Dillingham UNDER PA 12.5 (STANDARD) [id:10797887],0.288201431807542,10.0,1.0,10.0,2.88201431807542,10.0,atlas,0.7367763223677632,0.05473816621801725,Max Christie OVER PRA 14.5 (GOBLIN) [id:10799067] | Duncan Robinson OVER REB 1.5 (GOBLIN) [id:10801160] | Andrew Wiggins OVER PRA 19.5 (STANDARD) [id:10796613] | Rob Dillingham UNDER PA 12.5 (STANDARD) [id:10797887],0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.888201431807542,"['max christie', 'duncan robinson', 'andrew wiggins', 'rob dillingham']",1,Max Christie OVER PRA 14.5 (GOBLIN) [id:10799067],Duncan Robinson OVER REB 1.5 (GOBLIN) [id:10801160],Andrew Wiggins OVER PRA 19.5 (STANDARD) [id:10796613],Rob Dillingham UNDER PA 12.5 (STANDARD) [id:10797887],0,
4,Khris Middleton OVER REB 1.5 (GOBLIN) [id:10799629] | Andrew Wiggins OVER PR 14.5 (GOBLIN) [id:10800241] | Jalen Smith UNDER RA 7.5 (STANDARD) [id:10797685] | Daniss Jenkins UNDER PTS 14.5 (STANDARD) [id:10801110],0.28492038124224406,10.0,1.0,10.0,2.8492038124224406,10.0,atlas,0.7482251774822517,0.03205690851983803,Khris Middleton OVER REB 1.5 (GOBLIN) [id:10799629] | Andrew Wiggins OVER PR 14.5 (GOBLIN) [id:10800241] | Jalen Smith UNDER RA 7.5 (STANDARD) [id:10797685] | Daniss Jenkins UNDER PTS 14.5 (STANDARD) [id:10801110],0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.884920381242244,"['khris middleton', 'andrew wiggins', 'jalen smith', 'daniss jenkins']",1,Khris Middleton OVER REB 1.5 (GOBLIN) [id:10799629],Andrew Wiggins OVER PR 14.5 (GOBLIN) [id:10800241],Jalen Smith UNDER RA 7.5 (STANDARD) [id:10797685],Daniss Jenkins UNDER PTS 14.5 (STANDARD) [id:10801110],0,
4,Draymond Green OVER PTS 5.5 (GOBLIN) [id:10804067] | Bam Adebayo OVER RA 11.5 (GOBLIN) [id:10796668] | Daniss Jenkins UNDER AST 6.5 (STANDARD) [id:10800835] | Jevon Carter UNDER AST 2.5 (STANDARD) [id:10800084],0.28279773770565136,10.0,1.0,10.0,2.8279773770565138,10.0,atlas,0.7367114860951864,0.03427965610012791,Draymond Green OVER PTS 5.5 (GOBLIN) [id:10804067] | Bam Adebayo OVER RA 11.5 (GOBLIN) [id:10796668] | Daniss Jenkins UNDER AST 6.5 (STANDARD) [id:10800835] | Jevon Carter UNDER AST 2.5 (STANDARD) [id:10800084],0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,0.7327977377056514,"['draymond green', 'bam adebayo', 'daniss jenkins', 'jevon carter']",1,Draymond Green OVER PTS 5.5 (GOBLIN) [id:10804067],Bam Adebayo OVER RA 11.5 (GOBLIN) [id:10796668],Daniss Jenkins UNDER AST 6.5 (STANDARD) [id:10800835],Jevon Carter UNDER AST 2.5 (STANDARD) [id:10800084],0,
4,Wendell Carter OVER RA 7.5 (GOBLIN) [id:10803568] | Derrick Jones OVER PRA 14.5 (GOBLIN) [id:10801278] | Cody Williams UNDER PRA 20.5 (STANDARD) [id:10802417] | Rob Dillingham UNDER PR 11.5 (STANDARD) [id:10797888],0.2756104428834154,10.0,1.0,10.0,2.756104428834154,10.0,atlas,0.736026397360264,0.09463650839972443,Wendell Carter OVER RA 7.5 (GOBLIN) [id:10803568] | Derrick Jones OVER PRA 14.5 (GOBLIN) [id:10801278] | Cody Williams UNDER PRA 20.5 (STANDARD) [id:10802417] | Rob Dillingham UNDER PR 11.5 (STANDARD) [id:10797888],0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.8756104428834154,"['wendell carter', 'derrick jones', 'cody williams', 'rob dillingham']",1,Wendell Carter OVER RA 7.5 (GOBLIN) [id:10803568],Derrick Jones OVER PRA 14.5 (GOBLIN) [id:10801278],Cody Williams UNDER PRA 20.5 (STANDARD) [id:10802417],Rob Dillingham UNDER PR 11.5 (STANDARD) [id:10797888],0,
4,Marcus Smart OVER REB 1.5 (GOBLIN) [id:10801209] | Max Christie OVER RA 3.5 (GOBLIN) [id:10799077] | Daniss Jenkins UNDER PTS 14.5 (STANDARD) [id:10801110] | De'Anthony Melton UNDER PRA 22.5 (STANDARD) [id:10798801],0.2754799757871374,10.0,1.0,10.0,2.754799757871374,10.0,atlas,0.7311983959156438,0.03033765362954456,Marcus Smart OVER REB 1.5 (GOBLIN) [id:10801209] | Max Christie OVER RA 3.5 (GOBLIN) [id:10799077] | Daniss Jenkins UNDER PTS 14.5 (STANDARD) [id:10801110] | De'Anthony Melton UNDER PRA 22.5 (STANDARD) [id:10798801],0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.5754799757871374,"['marcus smart', 'max christie', 'daniss jenkins', ""de'anthony melton""]",1,Marcus Smart OVER REB 1.5 (GOBLIN) [id:10801209],Max Christie OVER RA 3.5 (GOBLIN) [id:10799077],Daniss Jenkins UNDER PTS 14.5 (STANDARD) [id:10801110],De'Anthony Melton UNDER PRA 22.5 (STANDARD) [id:10798801],0,
4,Naji Marshall OVER PRA 19.5 (GOBLIN) [id:10800955] | Kevin Huerter OVER FG3M 0.5 (GOBLIN) [id:10801516] | Jevon Carter UNDER PA 11.5 (STANDARD) [id:10800091] | Brook Lopez UNDER PRA 17.5 (STANDARD) [id:10798106],0.2734864618159968,10.0,1.0,10.0,2.7348646181599676,10.0,atlas,0.7234276572342766,0.029884276482170992,Naji Marshall OVER PRA 19.5 (GOBLIN) [id:10800955] | Kevin Huerter OVER FG3M 0.5 (GOBLIN) [id:10801516] | Jevon Carter UNDER PA 11.5 (STANDARD) [id:10800091] | Brook Lopez UNDER PRA 17.5 (STANDARD) [id:10798106],0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.8734864618159968,"['naji marshall', 'kevin huerter', 'jevon carter', 'brook lopez']",1,Naji Marshall OVER PRA 19.5 (GOBLIN) [id:10800955],Kevin Huerter OVER FG3M 0.5 (GOBLIN) [id:10801516],Jevon Carter UNDER PA 11.5 (STANDARD) [id:10800091],Brook Lopez UNDER PRA 17.5 (STANDARD) [id:10798106],0,
