slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.7538,1.931,1.4556,Jarrett Allen,CLE,TOR,PTS,OVER,GOBLIN,8.5,0.902
3-leg,True,0.7538,1.931,1.4556,Jamal Shead,TOR,CLE,RA,UNDER,STANDARD,8.0,0.7805
3-leg,True,0.7538,1.931,1.4556,Dennis Schröder,CLE,TOR,PA,UNDER,STANDARD,8.0,0.8224
4-leg,True,0.3552,1.897,0.674,Jaylon Tyson,CLE,TOR,PTS,OVER,GOBLIN,4.5,0.7129
4-leg,True,0.3552,1.897,0.674,Sam Merrill,CLE,TOR,PR,OVER,GOBLIN,4.5,0.7942
4-leg,True,0.3552,1.897,0.674,Scottie Barnes,TOR,CLE,REB,UNDER,STANDARD,7.0,0.7853
4-leg,True,0.3552,1.897,0.674,Collin Murray-Boyles,TOR,CLE,PTS,OVER,STANDARD,12.5,0.8642
5-leg,False,0.105,2.145,0.2251,Sandro Mamukelashvili,TOR,CLE,REB,OVER,GOBLIN,1.5,0.6339
5-leg,False,0.105,2.145,0.2251,Dean Wade,CLE,TOR,REB,OVER,GOBLIN,2.5,0.7852
5-leg,False,0.105,2.145,0.2251,Max Strus,CLE,TOR,PA,UNDER,STANDARD,10.5,0.768
5-leg,False,0.105,2.145,0.2251,Jakob Poeltl,TOR,CLE,PR,UNDER,STANDARD,13.0,0.6284
5-leg,False,0.105,2.145,0.2251,Evan Mobley,CLE,TOR,REB,OVER,DEMON,10.5,0.5538
