slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6713,1.931,1.2963,Jose Alvarado,NYK,PHI,RA,OVER,GOBLIN,1.5,0.8598
3-leg,True,0.6713,1.931,1.2963,Naz Reid,MIN,SAS,PRA,UNDER,STANDARD,20.5,0.8609
3-leg,True,0.6713,1.931,1.2963,Andre Drummond,PHI,NYK,REB,UNDER,STANDARD,3.0,0.7997
4-leg,True,0.3666,1.897,0.6955,Luke Kornet,SAS,MIN,PR,OVER,GOBLIN,4.5,0.8059
4-leg,True,0.3666,1.897,0.6955,VJ Edgecombe,PHI,NYK,PA,OVER,GOBLIN,11.5,0.845
4-leg,True,0.3666,1.897,0.6955,Mitchell Robinson,NYK,PHI,PTS,UNDER,STANDARD,5.0,0.6293
4-leg,True,0.3666,1.897,0.6955,Anthony Edwards,MIN,SAS,PA,UNDER,STANDARD,27.5,0.7901
5-leg,True,0.2082,2.145,0.4466,Quentin Grimes,PHI,NYK,PTS,OVER,GOBLIN,3.5,0.7749
5-leg,True,0.2082,2.145,0.4466,Keldon Johnson,SAS,MIN,PTS,OVER,GOBLIN,5.5,0.7599
5-leg,True,0.2082,2.145,0.4466,De'Aaron Fox,SAS,MIN,REB,UNDER,STANDARD,4.0,0.8194
5-leg,True,0.2082,2.145,0.4466,Tyrese Maxey,PHI,NYK,PTS,UNDER,STANDARD,24.5,0.747
5-leg,True,0.2082,2.145,0.4466,Mikal Bridges,NYK,PHI,PA,OVER,DEMON,13.5,0.5719
