slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.7887,1.931,1.5229,Jarrett Allen,CLE,TOR,PTS,OVER,GOBLIN,7.5,0.8873
3-leg,True,0.7887,1.931,1.5229,Anthony Black,ORL,DET,PRA,UNDER,STANDARD,20.0,0.8639
3-leg,True,0.7887,1.931,1.5229,Jamal Shead,TOR,CLE,PA,UNDER,STANDARD,13.5,0.7861
4-leg,True,0.4403,1.897,0.8355,Dean Wade,CLE,TOR,RA,OVER,GOBLIN,3.5,0.861
4-leg,True,0.4403,1.897,0.8355,Evan Mobley,CLE,TOR,PTS,OVER,GOBLIN,11.5,0.8416
4-leg,True,0.4403,1.897,0.8355,Austin Reaves,LAL,HOU,PR,UNDER,STANDARD,27.5,0.7969
4-leg,True,0.4403,1.897,0.8355,Tari Eason,HOU,LAL,PA,UNDER,STANDARD,15.5,0.8
5-leg,True,0.1692,2.145,0.3628,Jaylon Tyson,CLE,TOR,PTS,OVER,GOBLIN,4.5,0.7176
5-leg,True,0.1692,2.145,0.3628,Sam Merrill,CLE,TOR,PA,OVER,GOBLIN,4.5,0.7991
5-leg,True,0.1692,2.145,0.3628,Isaiah Stewart,DET,ORL,PTS,UNDER,STANDARD,5.5,0.7952
5-leg,True,0.1692,2.145,0.3628,Tristan da Silva,ORL,DET,PTS,OVER,STANDARD,5.5,0.7967
5-leg,True,0.1692,2.145,0.3628,Jakob Poeltl,TOR,CLE,PR,OVER,DEMON,14.5,0.4601
