n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Austin Reaves OVER REB 2.5 (GOBLIN) [id:11785279] | Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:11785156] | Jamal Cain UNDER REB 4 (STANDARD) [id:11812271] | Daniss Jenkins OVER PRA 9.5 (STANDARD) [id:11817223],0.24452948054393872,20.0,1.0,20.0,4.8905896108787745,20.0,atlas,0.764346561735912,0.060170738537410416,Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Austin Reaves OVER REB 2.5 (GOBLIN) [id:11785279] | Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:11785156] | Jamal Cain UNDER REB 4 (STANDARD) [id:11812271] | Daniss Jenkins OVER PRA 9.5 (STANDARD) [id:11817223],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.3945294805439387,"['rui hachimura', 'austin reaves', 'donovan mitchell', 'jamal cain', 'daniss jenkins']",1,Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396],Austin Reaves OVER REB 2.5 (GOBLIN) [id:11785279],Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:11785156],Jamal Cain UNDER REB 4 (STANDARD) [id:11812271],Daniss Jenkins OVER PRA 9.5 (STANDARD) [id:11817223],0,
5,Sandro Mamukelashvili OVER PR 4.5 (GOBLIN) [id:11808630] | Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Donovan Mitchell OVER RA 6.5 (GOBLIN) [id:11803143] | Jamal Cain UNDER PTS 8 (STANDARD) [id:11798718] | Anthony Black UNDER PR 16.5 (STANDARD) [id:11785026],0.23486308507774983,20.0,1.0,20.0,4.6972617015549964,20.0,atlas,0.7580025417451107,0.09528008656663492,Sandro Mamukelashvili OVER PR 4.5 (GOBLIN) [id:11808630] | Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Donovan Mitchell OVER RA 6.5 (GOBLIN) [id:11803143] | Jamal Cain UNDER PTS 8 (STANDARD) [id:11798718] | Anthony Black UNDER PR 16.5 (STANDARD) [id:11785026],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.5348630850777498,"['sandro mamukelashvili', 'rui hachimura', 'donovan mitchell', 'jamal cain', 'anthony black']",1,Sandro Mamukelashvili OVER PR 4.5 (GOBLIN) [id:11808630],Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396],Donovan Mitchell OVER RA 6.5 (GOBLIN) [id:11803143],Jamal Cain UNDER PTS 8 (STANDARD) [id:11798718],Anthony Black UNDER PR 16.5 (STANDARD) [id:11785026],0,
5,Sandro Mamukelashvili OVER PR 5.5 (GOBLIN) [id:11808628] | Sam Merrill OVER FG3M 0.5 (GOBLIN) [id:11794234] | Jabari Smith OVER PA 14.5 (GOBLIN) [id:11784504] | Anthony Black UNDER PRA 19.5 (STANDARD) [id:11788501] | Cade Cunningham UNDER PRA 45.5 (STANDARD) [id:11784149],0.23259464818790934,20.0,1.0,20.0,4.651892963758187,20.0,atlas,0.7539077909336117,0.11429979931999532,Sandro Mamukelashvili OVER PR 5.5 (GOBLIN) [id:11808628] | Sam Merrill OVER FG3M 0.5 (GOBLIN) [id:11794234] | Jabari Smith OVER PA 14.5 (GOBLIN) [id:11784504] | Anthony Black UNDER PRA 19.5 (STANDARD) [id:11788501] | Cade Cunningham UNDER PRA 45.5 (STANDARD) [id:11784149],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.38259464818790934,"['sandro mamukelashvili', 'sam merrill', 'jabari smith', 'anthony black', 'cade cunningham']",1,Sandro Mamukelashvili OVER PR 5.5 (GOBLIN) [id:11808628],Sam Merrill OVER FG3M 0.5 (GOBLIN) [id:11794234],Jabari Smith OVER PA 14.5 (GOBLIN) [id:11784504],Anthony Black UNDER PRA 19.5 (STANDARD) [id:11788501],Cade Cunningham UNDER PRA 45.5 (STANDARD) [id:11784149],0,
5,Jakob Poeltl OVER AST 0.5 (GOBLIN) [id:11785179] | Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Ausar Thompson OVER PR 11.5 (GOBLIN) [id:11801917] | Anthony Black UNDER PR 16.5 (STANDARD) [id:11785026] | Austin Reaves UNDER RA 10 (STANDARD) [id:11785470],0.2322366110296869,20.0,1.0,20.0,4.644732220593738,20.0,atlas,0.7570197157039312,0.09497722115332188,Jakob Poeltl OVER AST 0.5 (GOBLIN) [id:11785179] | Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Ausar Thompson OVER PR 11.5 (GOBLIN) [id:11801917] | Anthony Black UNDER PR 16.5 (STANDARD) [id:11785026] | Austin Reaves UNDER RA 10 (STANDARD) [id:11785470],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.38223661102968687,"['jakob poeltl', 'rui hachimura', 'ausar thompson', 'anthony black', 'austin reaves']",1,Jakob Poeltl OVER AST 0.5 (GOBLIN) [id:11785179],Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396],Ausar Thompson OVER PR 11.5 (GOBLIN) [id:11801917],Anthony Black UNDER PR 16.5 (STANDARD) [id:11785026],Austin Reaves UNDER RA 10 (STANDARD) [id:11785470],0,
5,Jakob Poeltl OVER PTS 4.5 (GOBLIN) [id:11785182] | Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:11785156] | Sam Merrill OVER PA 4.5 (GOBLIN) [id:11799416] | Anthony Black UNDER PA 15.5 (STANDARD) [id:11788858] | Cade Cunningham UNDER PR 35.5 (STANDARD) [id:11785051],0.23180580785695165,20.0,1.0,20.0,4.636116157139033,20.0,atlas,0.755597934645536,0.10138393974472681,Jakob Poeltl OVER PTS 4.5 (GOBLIN) [id:11785182] | Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:11785156] | Sam Merrill OVER PA 4.5 (GOBLIN) [id:11799416] | Anthony Black UNDER PA 15.5 (STANDARD) [id:11788858] | Cade Cunningham UNDER PR 35.5 (STANDARD) [id:11785051],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.3818058078569516,"['jakob poeltl', 'donovan mitchell', 'sam merrill', 'anthony black', 'cade cunningham']",1,Jakob Poeltl OVER PTS 4.5 (GOBLIN) [id:11785182],Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:11785156],Sam Merrill OVER PA 4.5 (GOBLIN) [id:11799416],Anthony Black UNDER PA 15.5 (STANDARD) [id:11788858],Cade Cunningham UNDER PR 35.5 (STANDARD) [id:11785051],0,
5,Max Strus OVER REB 2.5 (GOBLIN) [id:11784751] | Donovan Mitchell OVER REB 3.5 (GOBLIN) [id:11784672] | Sandro Mamukelashvili OVER PR 5.5 (GOBLIN) [id:11808628] | Austin Reaves UNDER PRA 33.5 (STANDARD) [id:11784801] | Anthony Black UNDER PR 16.5 (STANDARD) [id:11785026],0.23101394129492703,20.0,1.0,20.0,4.6202788258985406,20.0,atlas,0.7530459388709545,0.10905141149607851,Max Strus OVER REB 2.5 (GOBLIN) [id:11784751] | Donovan Mitchell OVER REB 3.5 (GOBLIN) [id:11784672] | Sandro Mamukelashvili OVER PR 5.5 (GOBLIN) [id:11808628] | Austin Reaves UNDER PRA 33.5 (STANDARD) [id:11784801] | Anthony Black UNDER PR 16.5 (STANDARD) [id:11785026],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.38101394129492705,"['max strus', 'donovan mitchell', 'sandro mamukelashvili', 'austin reaves', 'anthony black']",1,Max Strus OVER REB 2.5 (GOBLIN) [id:11784751],Donovan Mitchell OVER REB 3.5 (GOBLIN) [id:11784672],Sandro Mamukelashvili OVER PR 5.5 (GOBLIN) [id:11808628],Austin Reaves UNDER PRA 33.5 (STANDARD) [id:11784801],Anthony Black UNDER PR 16.5 (STANDARD) [id:11785026],0,
5,Daniss Jenkins OVER RA 2.5 (GOBLIN) [id:11817229] | Desmond Bane OVER REB 2.5 (GOBLIN) [id:11785069] | Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:11785156] | Reed Sheppard UNDER PR 18.5 (STANDARD) [id:11784576] | Jamal Cain UNDER REB 4 (STANDARD) [id:11812271],0.22942500663841656,20.0,1.0,20.0,4.588500132768331,20.0,atlas,0.7552972687438808,0.0967111591956257,Daniss Jenkins OVER RA 2.5 (GOBLIN) [id:11817229] | Desmond Bane OVER REB 2.5 (GOBLIN) [id:11785069] | Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:11785156] | Reed Sheppard UNDER PR 18.5 (STANDARD) [id:11784576] | Jamal Cain UNDER REB 4 (STANDARD) [id:11812271],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.5294250066384165,"['daniss jenkins', 'desmond bane', 'donovan mitchell', 'reed sheppard', 'jamal cain']",1,Daniss Jenkins OVER RA 2.5 (GOBLIN) [id:11817229],Desmond Bane OVER REB 2.5 (GOBLIN) [id:11785069],Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:11785156],Reed Sheppard UNDER PR 18.5 (STANDARD) [id:11784576],Jamal Cain UNDER REB 4 (STANDARD) [id:11812271],0,
5,Sandro Mamukelashvili OVER PR 5.5 (GOBLIN) [id:11808628] | Rui Hachimura OVER PTS 7.5 (GOBLIN) [id:11786403] | Desmond Bane OVER REB 2.5 (GOBLIN) [id:11785069] | Jamal Cain UNDER REB 4 (STANDARD) [id:11812271] | Marcus Smart OVER AST 3 (STANDARD) [id:11784808],0.22683870317573482,20.0,1.0,20.0,4.536774063514696,20.0,atlas,0.7486179688412243,0.061797808691453425,Sandro Mamukelashvili OVER PR 5.5 (GOBLIN) [id:11808628] | Rui Hachimura OVER PTS 7.5 (GOBLIN) [id:11786403] | Desmond Bane OVER REB 2.5 (GOBLIN) [id:11785069] | Jamal Cain UNDER REB 4 (STANDARD) [id:11812271] | Marcus Smart OVER AST 3 (STANDARD) [id:11784808],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.5268387031757348,"['sandro mamukelashvili', 'rui hachimura', 'desmond bane', 'jamal cain', 'marcus smart']",1,Sandro Mamukelashvili OVER PR 5.5 (GOBLIN) [id:11808628],Rui Hachimura OVER PTS 7.5 (GOBLIN) [id:11786403],Desmond Bane OVER REB 2.5 (GOBLIN) [id:11785069],Jamal Cain UNDER REB 4 (STANDARD) [id:11812271],Marcus Smart OVER AST 3 (STANDARD) [id:11784808],0,
5,Jakob Poeltl OVER PRA 9.5 (GOBLIN) [id:11784704] | Sandro Mamukelashvili OVER PTS 2.5 (GOBLIN) [id:11808622] | Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Daniss Jenkins OVER PRA 9.5 (STANDARD) [id:11817223] | Jamal Cain UNDER REB 4 (STANDARD) [id:11812271],0.22502438776477046,20.0,1.0,20.0,4.500487755295409,20.0,atlas,0.748771597645975,0.053141817007260284,Jakob Poeltl OVER PRA 9.5 (GOBLIN) [id:11784704] | Sandro Mamukelashvili OVER PTS 2.5 (GOBLIN) [id:11808622] | Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Daniss Jenkins OVER PRA 9.5 (STANDARD) [id:11817223] | Jamal Cain UNDER REB 4 (STANDARD) [id:11812271],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.37502438776477043,"['jakob poeltl', 'sandro mamukelashvili', 'rui hachimura', 'daniss jenkins', 'jamal cain']",1,Jakob Poeltl OVER PRA 9.5 (GOBLIN) [id:11784704],Sandro Mamukelashvili OVER PTS 2.5 (GOBLIN) [id:11808622],Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396],Daniss Jenkins OVER PRA 9.5 (STANDARD) [id:11817223],Jamal Cain UNDER REB 4 (STANDARD) [id:11812271],0,
5,Desmond Bane OVER REB 2.5 (GOBLIN) [id:11785069] | Daniss Jenkins OVER REB 0.5 (GOBLIN) [id:11817225] | Jabari Smith OVER FG3M 1.5 (GOBLIN) [id:11784496] | Cade Cunningham UNDER PTS 29.5 (STANDARD) [id:11784141] | Jake LaRavia OVER PRA 5.5 (STANDARD) [id:11792813],0.21778660678512532,20.0,1.0,20.0,4.355732135702507,20.0,atlas,0.7458441610186427,0.04921180037048897,Desmond Bane OVER REB 2.5 (GOBLIN) [id:11785069] | Daniss Jenkins OVER REB 0.5 (GOBLIN) [id:11817225] | Jabari Smith OVER FG3M 1.5 (GOBLIN) [id:11784496] | Cade Cunningham UNDER PTS 29.5 (STANDARD) [id:11784141] | Jake LaRavia OVER PRA 5.5 (STANDARD) [id:11792813],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.3677866067851253,"['desmond bane', 'daniss jenkins', 'jabari smith', 'cade cunningham', 'jake laravia']",1,Desmond Bane OVER REB 2.5 (GOBLIN) [id:11785069],Daniss Jenkins OVER REB 0.5 (GOBLIN) [id:11817225],Jabari Smith OVER FG3M 1.5 (GOBLIN) [id:11784496],Cade Cunningham UNDER PTS 29.5 (STANDARD) [id:11784141],Jake LaRavia OVER PRA 5.5 (STANDARD) [id:11792813],0,
