slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6843,1.931,1.3213,Jose Alvarado,NYK,PHI,AST,OVER,GOBLIN,0.5,0.8767
3-leg,True,0.6843,1.931,1.3213,Adem Bona,PHI,NYK,PTS,UNDER,STANDARD,3.5,0.808
3-leg,True,0.6843,1.931,1.3213,Naz Reid,MIN,SAS,REB,UNDER,STANDARD,6.0,0.7963
4-leg,True,0.4032,1.897,0.765,Luke Kornet,SAS,MIN,PR,OVER,GOBLIN,3.5,0.8113
4-leg,True,0.4032,1.897,0.765,VJ Edgecombe,PHI,NYK,RA,OVER,GOBLIN,5.5,0.8341
4-leg,True,0.4032,1.897,0.765,Andre Drummond,PHI,NYK,PR,UNDER,STANDARD,14.5,0.8309
4-leg,True,0.4032,1.897,0.765,Mitchell Robinson,NYK,PHI,PA,UNDER,STANDARD,5.5,0.7416
5-leg,True,0.1824,2.145,0.3911,Rudy Gobert,MIN,SAS,PTS,OVER,GOBLIN,3.5,0.7779
5-leg,True,0.1824,2.145,0.3911,Keldon Johnson,SAS,MIN,PTS,OVER,GOBLIN,4.5,0.7741
5-leg,True,0.1824,2.145,0.3911,Anthony Edwards,MIN,SAS,PRA,UNDER,STANDARD,28.5,0.7946
5-leg,True,0.1824,2.145,0.3911,De'Aaron Fox,SAS,MIN,AST,UNDER,STANDARD,6.0,0.733
5-leg,True,0.1824,2.145,0.3911,Mikal Bridges,NYK,PHI,PA,OVER,DEMON,15.5,0.5625
