n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Ryan Kalkbrenner OVER RA 7.5 (DEMON) [id:10645666],0.06708041453046582,20.0,1.0,20.0,1.3416082906093163,20.0,atlas,0.5881612186838634,0.042655370947928616,Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Ryan Kalkbrenner OVER RA 7.5 (DEMON) [id:10645666],0.0,0.0,0.0,0.0,0.0,0,0.0,1.3416082906093163,"['kon knueppel', 'jaime jaquez', ""kel'el ware"", 'tristan silva', 'ryan kalkbrenner']",1,Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Ryan Kalkbrenner OVER RA 7.5 (DEMON) [id:10645666],0,
5,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Devin Booker OVER PRA 41.5 (DEMON) [id:10649195],0.052395780528338626,20.0,1.0,20.0,1.0479156105667724,20.0,atlas,0.5563889956132523,0.043101123235984674,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Devin Booker OVER PRA 41.5 (DEMON) [id:10649195],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0479156105667724,"['brandon miller', 'davion mitchell', ""de'aaron fox"", 'moussa diabaté', 'devin booker']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023],De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Devin Booker OVER PRA 41.5 (DEMON) [id:10649195],0,
5,LaMelo Ball OVER PRA 29.5 (GOBLIN) [id:10644530] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Ayo Dosunmu OVER PTS 17.5 (DEMON) [id:10649097],0.05159743776196825,20.0,1.0,20.0,1.031948755239365,20.0,atlas,0.5543364665037781,0.035998891038397055,LaMelo Ball OVER PRA 29.5 (GOBLIN) [id:10644530] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Ayo Dosunmu OVER PTS 17.5 (DEMON) [id:10649097],0.0,0.0,0.0,0.0,0.0,0,0.0,1.031948755239365,"['lamelo ball', 'kon knueppel', 'nikola jokić', 'moussa diabaté', 'ayo dosunmu']",1,LaMelo Ball OVER PRA 29.5 (GOBLIN) [id:10644530],Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],Ayo Dosunmu OVER PTS 17.5 (DEMON) [id:10649097],0,
5,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271] | Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.049729164150813895,20.0,1.0,20.0,0.994583283016278,20.0,atlas,0.550038873322931,0.05145900050841028,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271] | Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.0,0.0,0.0,0.0,0.0,0,0.0,0.994583283016278,"['naz reid', 'ayo dosunmu', 'grayson allen', 'moussa diabaté', 'norman powell']",1,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117],Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271],Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053],Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0,
5,Davion Mitchell OVER PR 7.5 (GOBLIN) [id:10650527] | Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029] | Jaime Jaquez OVER PTS 17.5 (DEMON) [id:10644500],0.048687851425363395,20.0,1.0,20.0,0.9737570285072679,20.0,atlas,0.5473949813347783,0.043144956677607274,Davion Mitchell OVER PR 7.5 (GOBLIN) [id:10650527] | Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029] | Jaime Jaquez OVER PTS 17.5 (DEMON) [id:10644500],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9737570285072679,"['davion mitchell', 'brandon miller', 'jett howard', 'shai gilgeous-alexander', 'jaime jaquez']",1,Davion Mitchell OVER PR 7.5 (GOBLIN) [id:10650527],Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029],Jaime Jaquez OVER PTS 17.5 (DEMON) [id:10644500],0,
5,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873] | Rudy Gobert OVER REB 9.5 (GOBLIN) [id:10652125] | Bam Adebayo OVER PR 30.5 (STANDARD) [id:10643799] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Miles Bridges OVER PA 19.5 (DEMON) [id:10648335],0.046779416406698374,20.0,1.0,20.0,0.9355883281339674,20.0,atlas,0.5435364269175418,0.05876450996571654,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873] | Rudy Gobert OVER REB 9.5 (GOBLIN) [id:10652125] | Bam Adebayo OVER PR 30.5 (STANDARD) [id:10643799] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Miles Bridges OVER PA 19.5 (DEMON) [id:10648335],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9355883281339674,"['lamelo ball', 'rudy gobert', 'bam adebayo', 'trendon watford', 'miles bridges']",1,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873],Rudy Gobert OVER REB 9.5 (GOBLIN) [id:10652125],Bam Adebayo OVER PR 30.5 (STANDARD) [id:10643799],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],Miles Bridges OVER PA 19.5 (DEMON) [id:10648335],0,
5,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Bam Adebayo OVER PR 34.5 (DEMON) [id:10644449],0.0467004854702636,20.0,1.0,20.0,0.934009709405272,20.0,atlas,0.5426337839907929,0.04951757879232455,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Bam Adebayo OVER PR 34.5 (DEMON) [id:10644449],0.0,0.0,0.0,0.0,0.0,0,0.0,0.934009709405272,"['lamelo ball', 'tyler herro', 'jett howard', ""royce o'neale"", 'bam adebayo']",1,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625],Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250],Bam Adebayo OVER PR 34.5 (DEMON) [id:10644449],0,
5,Devin Booker OVER PRA 33.5 (GOBLIN) [id:10649197] | Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Jared McCain UNDER PR 8.5 (STANDARD) [id:10649850] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862] | Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0.04627971446357209,20.0,1.0,20.0,0.9255942892714418,20.0,atlas,0.5416191709872545,0.0425674764230822,Devin Booker OVER PRA 33.5 (GOBLIN) [id:10649197] | Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Jared McCain UNDER PR 8.5 (STANDARD) [id:10649850] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862] | Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9255942892714418,"['devin booker', 'brandon miller', 'jared mccain', ""de'aaron fox"", 'jordan goodwin']",1,Devin Booker OVER PRA 33.5 (GOBLIN) [id:10649197],Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461],Jared McCain UNDER PR 8.5 (STANDARD) [id:10649850],De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862],Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0,
5,Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028] | Karl-Anthony Towns UNDER PRA 35.5 (STANDARD) [id:10650141] | Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0.045687454702063736,20.0,1.0,20.0,0.9137490940412747,20.0,atlas,0.53976146314732,0.03582853581784871,Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028] | Karl-Anthony Towns UNDER PRA 35.5 (STANDARD) [id:10650141] | Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9137490940412747,"['collin gillespie', 'kon knueppel', 'shai gilgeous-alexander', 'karl-anthony towns', 'grayson allen']",1,Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223],Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510],Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028],Karl-Anthony Towns UNDER PRA 35.5 (STANDARD) [id:10650141],Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0,
5,Kon Knueppel OVER PR 19.5 (GOBLIN) [id:10644514] | Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.04497182047319088,20.0,1.0,20.0,0.8994364094638175,20.0,atlas,0.538671473733258,0.05841100655465862,Kon Knueppel OVER PR 19.5 (GOBLIN) [id:10644514] | Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8994364094638175,"['kon knueppel', 'naz reid', 'bam adebayo', 'jett howard', 'grant williams']",1,Kon Knueppel OVER PR 19.5 (GOBLIN) [id:10644514],Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0,
5,Bam Adebayo OVER PRA 29.5 (GOBLIN) [id:10644451] | Norman Powell OVER PRA 25.5 (GOBLIN) [id:10654224] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271] | Grant Williams OVER PR 11.5 (DEMON) [id:10650591],0.044182780045273415,20.0,1.0,20.0,0.8836556009054684,20.0,atlas,0.5362872076402251,0.06572033643273005,Bam Adebayo OVER PRA 29.5 (GOBLIN) [id:10644451] | Norman Powell OVER PRA 25.5 (GOBLIN) [id:10654224] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271] | Grant Williams OVER PR 11.5 (DEMON) [id:10650591],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8836556009054684,"['bam adebayo', 'norman powell', 'shai gilgeous-alexander', 'grayson allen', 'grant williams']",1,Bam Adebayo OVER PRA 29.5 (GOBLIN) [id:10644451],Norman Powell OVER PRA 25.5 (GOBLIN) [id:10654224],Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028],Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271],Grant Williams OVER PR 11.5 (DEMON) [id:10650591],0,
5,Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489] | Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Grayson Allen OVER PTS 13.5 (STANDARD) [id:10649268] | Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.04267790510876215,20.0,1.0,20.0,0.853558102175243,20.0,atlas,0.5324036472108463,0.059304130711848535,Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489] | Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Grayson Allen OVER PTS 13.5 (STANDARD) [id:10649268] | Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.0,0.0,0.0,0.0,0.0,0,0.0,0.853558102175243,"['davion mitchell', 'tyler herro', 'grayson allen', 'nikola jokić', 'grant williams']",1,Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489],Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730],Grayson Allen OVER PTS 13.5 (STANDARD) [id:10649268],Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402],Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0,
5,Julius Randle OVER REB 5.5 (GOBLIN) [id:10649395] | James Harden OVER PTS 16.5 (GOBLIN) [id:10652299] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Jalen Green OVER PR 26.5 (STANDARD) [id:10649340] | Davion Mitchell OVER RA 10.5 (DEMON) [id:10645593],0.03867800296707973,20.0,1.0,20.0,0.7735600593415947,20.0,atlas,0.5226249941585726,0.06417219751158214,Julius Randle OVER REB 5.5 (GOBLIN) [id:10649395] | James Harden OVER PTS 16.5 (GOBLIN) [id:10652299] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Jalen Green OVER PR 26.5 (STANDARD) [id:10649340] | Davion Mitchell OVER RA 10.5 (DEMON) [id:10645593],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7735600593415947,"['julius randle', 'james harden', 'jared mccain', 'jalen green', 'davion mitchell']",1,Julius Randle OVER REB 5.5 (GOBLIN) [id:10649395],James Harden OVER PTS 16.5 (GOBLIN) [id:10652299],Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007],Jalen Green OVER PR 26.5 (STANDARD) [id:10649340],Davion Mitchell OVER RA 10.5 (DEMON) [id:10645593],0,
5,Giannis Antetokounmpo OVER PR 29.5 (GOBLIN) [id:10646918] | Kyle Kuzma OVER PTS 9.5 (GOBLIN) [id:10648989] | Myles Turner OVER PRA 16.5 (STANDARD) [id:10645806] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | Devin Booker OVER PA 34.5 (DEMON) [id:10652324],0.03277493009792665,20.0,1.0,20.0,0.6554986019585329,20.0,atlas,0.5051250914663373,0.11559277760851068,Giannis Antetokounmpo OVER PR 29.5 (GOBLIN) [id:10646918] | Kyle Kuzma OVER PTS 9.5 (GOBLIN) [id:10648989] | Myles Turner OVER PRA 16.5 (STANDARD) [id:10645806] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | Devin Booker OVER PA 34.5 (DEMON) [id:10652324],0.0,0.0,0.0,0.0,0.0,0,0.0,0.6554986019585329,"['giannis antetokounmpo', 'kyle kuzma', 'myles turner', 'tyler herro', 'devin booker']",1,Giannis Antetokounmpo OVER PR 29.5 (GOBLIN) [id:10646918],Kyle Kuzma OVER PTS 9.5 (GOBLIN) [id:10648989],Myles Turner OVER PRA 16.5 (STANDARD) [id:10645806],Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159],Devin Booker OVER PA 34.5 (DEMON) [id:10652324],0,
5,Naz Reid OVER REB 5.5 (GOBLIN) [id:10649440] | Miles Bridges OVER PA 14.5 (GOBLIN) [id:10644536] | Isaiah Hartenstein OVER PA 10.5 (STANDARD) [id:10648255] | Pelle Larsson OVER PRA 19.5 (STANDARD) [id:10644574] | Jalen Green OVER PR 29.5 (DEMON) [id:10652484],0.03227411351340933,20.0,1.0,20.0,0.6454822702681866,20.0,atlas,0.5036207206134012,0.0921314405844392,Naz Reid OVER REB 5.5 (GOBLIN) [id:10649440] | Miles Bridges OVER PA 14.5 (GOBLIN) [id:10644536] | Isaiah Hartenstein OVER PA 10.5 (STANDARD) [id:10648255] | Pelle Larsson OVER PRA 19.5 (STANDARD) [id:10644574] | Jalen Green OVER PR 29.5 (DEMON) [id:10652484],0.0,0.0,0.0,0.0,0.0,0,0.0,0.6454822702681866,"['naz reid', 'miles bridges', 'isaiah hartenstein', 'pelle larsson', 'jalen green']",1,Naz Reid OVER REB 5.5 (GOBLIN) [id:10649440],Miles Bridges OVER PA 14.5 (GOBLIN) [id:10644536],Isaiah Hartenstein OVER PA 10.5 (STANDARD) [id:10648255],Pelle Larsson OVER PRA 19.5 (STANDARD) [id:10644574],Jalen Green OVER PR 29.5 (DEMON) [id:10652484],0,
