projection_id,player,stat,line,direction,tier,more_allowed,less_allowed,main_line,start_time,updated_at,alt_line,is_main,odds_type,team,game_date,opp,home,minutes_s,p,p_close,fragility,fragility_abs,is_star,q_blowout,min_mean,min_std,rate_mean,rate_std,games_used,data_health_flag,p_adj,rpd_active,rpd_last10_hitrate,rpd_z,rpd_delta_p,telemetry_k_shrink,telemetry_under_penalty,telemetry_mult,external_prior_score,external_prior_n,external_prior_sources,external_prior_epsilon
9868882,LeBron James,PR,32.0,OVER,STANDARD,1,0,32.0,2026-02-12T22:10:00.000-05:00,2026-02-12T23:06:01.796000+00:00,0,0,standard,LAL,2026-02-12,,0,1.0,0.34923015396920615,0.33763247350529896,0.0,0.0,True,0.0,33.6,2.576819745345025,0.8705190558683207,0.18502773542550635,20,OK,0.39446110777844434,0,0.0,,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9868882,LeBron James,PR,32.0,UNDER,STANDARD,0,1,32.0,2026-02-12T22:10:00.000-05:00,2026-02-12T23:06:01.796000+00:00,0,0,standard,LAL,2026-02-12,,0,1.0,0.6507698460307938,0.6623675264947011,0.017509433962264273,0.0115976804639073,True,0.0,33.6,2.576819745345025,0.8705190558683207,0.18502773542550635,20,OK,0.5949850029994002,1,1.0,1.5975237614734845,0.05,0.7,0.9,1.0,-0.942384609070958,1,rotowire,0.03
9884229,Brandon Williams,PTS,14.5,OVER,STANDARD,1,0,14.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:05:55.455000+00:00,0,0,standard,DAL,2026-02-12,,0,0.6,0.46240751849630074,0.4580083983203359,0.0,0.0,False,0.0,21.5,6.3992187023104625,0.6679679193592237,0.25597803533870694,20,OK,0.47368526294741053,0,0.7,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9884229,Brandon Williams,PTS,14.5,UNDER,STANDARD,0,1,14.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:05:55.455000+00:00,0,0,standard,DAL,2026-02-12,,0,0.6,0.5375924815036993,0.5419916016796641,0.008116583656151945,0.004399120175964777,False,0.0,21.5,6.3992187023104625,0.6679679193592237,0.25597803533870694,20,OK,0.4886832633473306,0,0.3,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9870749,Brice Sensabaugh,PR,23.0,OVER,STANDARD,1,0,23.0,2026-02-12T21:10:00.000-05:00,2026-02-12T23:05:38.478000+00:00,0,0,standard,UTA,2026-02-12,BKN,1,1.0,0.33563287342531495,0.3290341931613677,0.0,0.0,False,0.0,26.7,4.148493702538308,0.7215471242048086,0.31133439647504846,20,OK,0.38494301139772047,0,0.1,,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9870749,Brice Sensabaugh,PR,23.0,UNDER,STANDARD,0,1,23.0,2026-02-12T21:10:00.000-05:00,2026-02-12T23:05:38.478000+00:00,0,0,standard,UTA,2026-02-12,BKN,1,1.0,0.6643671265746851,0.6709658068386323,0.00983459991059448,0.006598680263947165,False,0.0,26.7,4.148493702538308,0.7215471242048086,0.31133439647504846,20,OK,0.5968697031647815,1,0.8,0.8575674388208455,0.04045487631818556,0.7,0.9,1.0,-0.5956307336299842,1,rotowire,0.03
9869864,Cason Wallace,PA,17.0,OVER,STANDARD,1,0,17.0,2026-02-12T19:40:00.000-05:00,2026-02-12T23:05:13.238000+00:00,0,0,standard,OKC,2026-02-12,,0,1.0,0.14447110577884423,0.13747250549890022,0.0,0.0,False,0.0,25.75,6.007287241342801,0.4046002338145313,0.20647552830676796,20,OK,0.251129774045191,0,0.4,,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9869864,Cason Wallace,PA,17.0,UNDER,STANDARD,0,1,17.0,2026-02-12T19:40:00.000-05:00,2026-02-12T23:05:13.238000+00:00,0,0,standard,OKC,2026-02-12,,0,1.0,0.8555288942211557,0.8625274945010998,0.008114060507708383,0.006998600279944034,False,0.0,25.75,6.007287241342801,0.4046002338145313,0.20647552830676796,20,OK,0.6889832033593282,0,0.6,,0.0,0.7,0.9,1.0,-0.9655046595342631,1,rotowire,0.03
9884266,Luke Kennard,RA,3.5,OVER,GOBLIN,1,0,3.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:05:11.913000+00:00,0,0,goblin,LAL,2026-02-12,,0,1.0,0.642371525694861,0.6311737652469506,0.0,0.0,False,0.0,22.6,4.509988913511873,0.2102948704196951,0.14391249023186228,20,OK,0.5996600679864027,0,0.7,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9881536,Ryan Rollins,FG3M,4.5,OVER,DEMON,1,0,4.5,2026-02-12T19:40:00.000-05:00,2026-02-12T23:05:10.714000+00:00,0,0,demon,MIL,2026-02-12,,0,0.6,0.10807838432313538,0.10247950409918016,0.0,0.0,True,0.0,33.45,3.917588543989784,0.07783908912462698,0.04252565312070067,20,OK,0.2256548690261948,0,0.1,,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9869825,Kyle Kuzma,PRA,20.5,OVER,STANDARD,1,0,20.5,2026-02-12T19:40:00.000-05:00,2026-02-12T23:04:57.914000+00:00,0,0,standard,MIL,2026-02-12,,0,1.0,0.4396120775844831,0.44161167766446713,0.00452796015395066,0.0019996000799840097,False,0.0,26.85,5.588157120196245,0.7291817885945331,0.2819020753903183,20,OK,0.45772845430913817,0,0.7,,0.0,0.7,0.9,1.0,0.9867363222876152,1,rotowire,0.03
9869825,Kyle Kuzma,PRA,20.5,UNDER,STANDARD,0,1,20.5,2026-02-12T19:40:00.000-05:00,2026-02-12T23:04:57.914000+00:00,0,0,standard,MIL,2026-02-12,,0,1.0,0.5603879224155169,0.5583883223355329,0.0,0.0,False,0.0,26.85,5.588157120196245,0.7291817885945331,0.2819020753903183,20,OK,0.5030443911217757,0,0.3,,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9870183,Toumani Camara,PR,19.0,OVER,STANDARD,1,0,19.0,2026-02-12T21:10:00.000-05:00,2026-02-12T23:04:46.949000+00:00,0,0,standard,POR,2026-02-12,,0,1.0,0.5369926014797041,0.5327934413117377,0.0,0.0,True,0.0,33.9,4.334743360338648,0.5813191195606857,0.2090266807472724,20,OK,0.5258948210357929,0,0.6,,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9870183,Toumani Camara,PR,19.0,UNDER,STANDARD,0,1,19.0,2026-02-12T21:10:00.000-05:00,2026-02-12T23:04:46.949000+00:00,0,0,standard,POR,2026-02-12,,0,1.0,0.46300739852029593,0.46720655868826233,0.008987802268350078,0.004199160167966398,True,0.0,33.9,4.334743360338648,0.5813191195606857,0.2090266807472724,20,OK,0.44169466106778643,0,0.3,,0.0,0.7,0.9,1.0,-0.024672247102481466,1,rotowire,0.03
9884235,Jaxson Hayes,PRA,14.5,OVER,GOBLIN,1,0,14.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:04:41.050000+00:00,0,0,goblin,LAL,2026-02-12,,0,1.0,0.2886422715456909,0.28884223155368927,0.0006922810661127672,0.00019996000799837876,False,0.0,16.9,4.437341546466758,0.6910992023841163,0.260408619474639,20,OK,0.35204959008198367,0,0.2,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9883472,Aaron Wiggins,RA,5.5,OVER,GOBLIN,1,0,5.5,2026-02-12T19:40:00.000-05:00,2026-02-12T23:04:38.745000+00:00,0,0,goblin,OKC,2026-02-12,,0,1.0,0.5483903219356129,0.5431913617276545,0.0,0.0,False,0.0,24.75,6.378675411086537,0.2434019035861227,0.09276785437676172,20,OK,0.533873225354929,0,0.7,,0.0,0.7,0.9,1.0,0.1585515948300765,1,rotowire,0.03
9884366,Brandon Williams,PR,18.0,OVER,STANDARD,1,0,18.0,2026-02-12T22:10:00.000-05:00,2026-02-12T23:03:15.195000+00:00,0,0,standard,DAL,2026-02-12,,0,1.0,0.4408118376324735,0.44621075784843034,0.012099484651579718,0.005398920215956837,False,0.0,21.5,6.3992187023104625,0.8145132588828241,0.23499274216387736,20,OK,0.45856828634273145,0,0.6,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9884366,Brandon Williams,PR,18.0,UNDER,STANDARD,0,1,18.0,2026-02-12T22:10:00.000-05:00,2026-02-12T23:03:15.195000+00:00,0,0,standard,DAL,2026-02-12,,0,1.0,0.5591881623675264,0.5537892421515697,0.0,0.0,False,0.0,21.5,6.3992187023104625,0.8145132588828241,0.23499274216387736,20,OK,0.5022885422915416,0,0.4,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9883290,Rui Hachimura,PR,17.0,OVER,STANDARD,1,0,17.0,2026-02-12T22:10:00.000-05:00,2026-02-12T23:03:03.179000+00:00,0,0,standard,LAL,2026-02-12,,0,1.0,0.26124775044991,0.2534493101379724,0.0,0.0,False,0.0,26.0,5.338539126015656,0.4985767500642215,0.2162833767502839,20,OK,0.332873425314937,0,0.4,,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9883290,Rui Hachimura,PR,17.0,UNDER,STANDARD,0,1,17.0,2026-02-12T22:10:00.000-05:00,2026-02-12T23:03:03.179000+00:00,0,0,standard,LAL,2026-02-12,,0,1.0,0.73875224955009,0.7465506898620275,0.010445962233828763,0.007798440311937549,False,0.0,26.0,5.338539126015656,0.4985767500642215,0.2162833767502839,20,OK,0.6154139172165567,0,0.5,,0.0,0.7,0.9,1.0,-0.8769826214623353,1,rotowire,0.03
9881557,Ryan Rollins,PR,22.0,OVER,STANDARD,1,0,22.0,2026-02-12T19:40:00.000-05:00,2026-02-12T23:02:50.395000+00:00,0,0,standard,MIL,2026-02-12,,0,1.0,0.4776044791041792,0.47000599880023997,0.0,0.0,True,0.0,33.45,3.917588543989784,0.647271119270236,0.16136090198363015,20,OK,0.48432313537292543,0,0.6,,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9881557,Ryan Rollins,PR,22.0,UNDER,STANDARD,0,1,22.0,2026-02-12T19:40:00.000-05:00,2026-02-12T23:02:50.395000+00:00,0,0,standard,MIL,2026-02-12,,0,1.0,0.5223955208958209,0.52999400119976,0.014336917562723936,0.00759848030393917,True,0.0,33.45,3.917588543989784,0.647271119270236,0.16136090198363015,20,OK,0.47910917816436716,0,0.4,,0.0,0.7,0.9,1.0,-0.2851178153816551,1,rotowire,0.03
9884349,Brandon Williams,FG3M,0.5,OVER,STANDARD,1,0,0.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:02:43.778000+00:00,0,0,standard,DAL,2026-02-12,,0,0.6,0.5207958408318336,0.5095980803839232,0.0,0.0,False,0.0,21.5,6.3992187023104625,0.026534391534391532,0.05162499301402475,20,OK,0.5145570885822836,0,0.4,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9884349,Brandon Williams,FG3M,0.5,UNDER,STANDARD,0,1,0.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:02:43.778000+00:00,0,0,standard,DAL,2026-02-12,,0,0.6,0.4792041591681664,0.49040191961607676,0.022833843017329172,0.011197760447910377,False,0.0,21.5,6.3992187023104625,0.026534391534391532,0.05162499301402475,20,OK,0.45189862027594485,0,0.6,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9884449,Brandon Williams,PRA,16.5,OVER,GOBLIN,1,0,16.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:02:31.316000+00:00,0,0,goblin,DAL,2026-02-12,,0,1.0,0.6751649670065987,0.6741651669666067,0.0,0.0,False,0.0,21.5,6.3992187023104625,0.9493456354434617,0.22184193819830528,20,OK,0.622615476904619,0,0.7,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9884440,Brandon Williams,PTS,11.5,OVER,GOBLIN,1,0,11.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:02:28.477000+00:00,0,0,goblin,DAL,2026-02-12,,0,0.6,0.6375724855028995,0.6279744051189762,0.0,0.0,False,0.0,21.5,6.3992187023104625,0.6679679193592237,0.25597803533870694,20,OK,0.6184309556972764,1,0.8,0.6983358104636318,0.03161459406463818,0.7,0.9,1.0,0.0,0,,0.03
9883022,Cam Thomas,PA,29.5,OVER,DEMON,1,0,29.5,2026-02-12T19:40:00.000-05:00,2026-02-12T23:02:22.701000+00:00,0,0,demon,MIL,2026-02-12,,0,1.0,0.06808638272345531,0.0630873825234953,0.0,0.0,False,0.0,22.3,6.2136945531623935,0.6897018171569088,0.31293285649484065,20,OK,0.19575404919016198,0,0.0,,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9884386,Klay Thompson,RA,5.5,OVER,DEMON,1,0,5.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:01:40.467000+00:00,0,0,demon,DAL,2026-02-12,,0,1.0,0.19146170765846832,0.1882623475304939,0.0,0.0,False,0.0,22.3,4.279018579066934,0.17222402226248987,0.07564083604873775,20,OK,0.2786622675464907,0,0.2,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9884414,Scoot Henderson,RA,8.5,OVER,DEMON,1,0,8.5,2026-02-12T21:10:00.000-05:00,2026-02-12T23:01:34.538000+00:00,0,0,demon,POR,2026-02-12,,0,1.0,0.9047190561887622,0.9025194961007799,0.0,0.0,False,0.0,20.5,0.5,0.5583333333333333,0.10833333333333331,2,OK,0.7579712057588481,0,,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9868889,LeBron James,REB,7.0,OVER,STANDARD,1,0,7.0,2026-02-12T22:10:00.000-05:00,2026-02-12T23:01:19.314000+00:00,0,0,standard,LAL,2026-02-12,,0,0.6,0.3838232353529294,0.3718256348730254,0.0,0.0,True,0.0,33.6,2.576819745345025,0.18636632693617988,0.0656726529845489,20,OK,0.41867626474705055,0,0.1,,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9868889,LeBron James,REB,7.0,UNDER,STANDARD,0,1,7.0,2026-02-12T22:10:00.000-05:00,2026-02-12T23:01:19.314000+00:00,0,0,standard,LAL,2026-02-12,,0,0.6,0.6161767646470706,0.6281743651269746,0.019099156453923172,0.011997600479903947,True,0.0,33.6,2.576819745345025,0.18636632693617988,0.0656726529845489,20,OK,0.5731913617276545,1,0.8,1.280391817115685,0.05,0.7,0.9,1.0,-0.08869303433619641,1,rotowire,0.03
9883898,Luke Kennard,PRA,11.5,OVER,GOBLIN,1,0,11.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:01:09.783000+00:00,0,0,goblin,LAL,2026-02-12,,0,1.0,0.6971605678864227,0.6893621275744851,0.0,0.0,False,0.0,22.6,4.509988913511873,0.6536248799878386,0.2331046162371918,20,OK,0.6380123975204959,0,0.6,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9869134,Max Christie,PRA,27.5,OVER,DEMON,1,0,27.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:01:09.763000+00:00,0,0,demon,DAL,2026-02-12,,0,1.0,0.249250149970006,0.23925214957008598,0.0,0.0,False,0.0,31.85,3.350746185553302,0.7036535746743553,0.21000208286378244,20,OK,0.317496100779844,0,0.2,,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9870670,P.J. Washington,PR,18.5,OVER,GOBLIN,1,0,18.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:01:09.236000+00:00,0,0,goblin,DAL,2026-02-12,,0,1.0,0.4616076784643071,0.46060787842431516,0.0,0.0,False,0.0,29.75,6.339361166552983,0.611410072998994,0.2063532580253942,20,OK,0.473125374925015,0,0.2,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9871238,Kyle Kuzma,RA,10.5,OVER,DEMON,1,0,10.5,2026-02-12T19:40:00.000-05:00,2026-02-12T23:00:59.765000+00:00,0,0,demon,MIL,2026-02-12,,0,1.0,0.26044791041791643,0.2524495100979804,0.0,0.0,False,0.0,26.85,5.588157120196245,0.2954339596404246,0.1327336455351616,20,OK,0.3250209958008398,0,0.5,,0.0,0.7,0.9,1.0,0.22475410006954025,1,rotowire,0.03
9871381,Kyle Kuzma,PRA,25.5,OVER,DEMON,1,0,25.5,2026-02-12T19:40:00.000-05:00,2026-02-12T23:00:59.386000+00:00,0,0,demon,MIL,2026-02-12,,0,1.0,0.248250349930014,0.2404519096180764,0.0,0.0,False,0.0,26.85,5.588157120196245,0.7291817885945331,0.2819020753903183,20,OK,0.3168242351529694,0,0.4,,0.0,0.7,0.9,1.0,0.6847179749091058,1,rotowire,0.03
9870194,Vít Krejčí,PR,12.5,OVER,STANDARD,1,0,12.5,2026-02-12T21:10:00.000-05:00,2026-02-12T23:00:56.509000+00:00,0,0,standard,POR,2026-02-12,,0,1.0,0.20185962807438512,0.20025994801039793,0.0,0.0,False,0.0,19.7,7.294518489934753,0.3963538566375306,0.23551784259606395,20,OK,0.2913017396520696,0,0.2,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9870194,Vít Krejčí,PR,12.5,UNDER,STANDARD,0,1,12.5,2026-02-12T21:10:00.000-05:00,2026-02-12T23:00:56.509000+00:00,0,0,standard,POR,2026-02-12,,0,1.0,0.7981403719256148,0.7997400519896021,0.002000250031253969,0.0015996800639872522,False,0.0,19.7,7.294518489934753,0.3963538566375306,0.23551784259606395,20,OK,0.6867614823535264,1,0.8,1.270833068576444,0.04847578291484145,0.7,0.9,1.0,0.0,0,,0.03
9884259,Klay Thompson,REB,3.5,OVER,DEMON,1,0,3.5,2026-02-12T22:10:00.000-05:00,2026-02-12T23:00:42.229000+00:00,0,0,demon,DAL,2026-02-12,,0,0.6,0.21645670865826835,0.20785842831433712,0.0,0.0,False,0.0,22.3,4.279018579066934,0.10348913245879236,0.06236119502089855,20,OK,0.3015196960607879,0,0.2,,0.0,0.7,0.9,1.0,0.0,0,,0.03
