slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.5311,1.931,1.0255,Jaylin Williams,OKC,LAL,REB,OVER,GOBLIN,1.5,0.8686
3-leg,True,0.5311,1.931,1.0255,Cason Wallace,OKC,LAL,PA,UNDER,STANDARD,8.5,0.6939
3-leg,True,0.5311,1.931,1.0255,Deandre Ayton,LAL,OKC,PA,UNDER,STANDARD,10.5,0.6667
4-leg,True,0.3741,1.897,0.7097,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,6.5,0.8746
4-leg,True,0.3741,1.897,0.7097,Isaiah Joe,OKC,LAL,PTS,OVER,GOBLIN,0.5,0.9169
4-leg,True,0.3741,1.897,0.7097,Alex Caruso,OKC,LAL,PA,UNDER,STANDARD,8.5,0.6602
4-leg,True,0.3741,1.897,0.7097,Ausar Thompson,DET,CLE,PRA,UNDER,STANDARD,19.5,0.6953
5-leg,True,0.2025,2.145,0.4343,Evan Mobley,CLE,DET,PTS,OVER,GOBLIN,9.5,0.8143
5-leg,True,0.2025,2.145,0.4343,Jake LaRavia,LAL,OKC,PR,OVER,GOBLIN,4.5,0.8088
5-leg,True,0.2025,2.145,0.4343,Jalen Duren,DET,CLE,PR,UNDER,STANDARD,25.0,0.6727
5-leg,True,0.2025,2.145,0.4343,Austin Reaves,LAL,OKC,AST,UNDER,STANDARD,6.0,0.6925
5-leg,True,0.2025,2.145,0.4343,Dean Wade,CLE,DET,PA,OVER,DEMON,6.5,0.7534
