n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10644583] | Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0.12166759871813589,10.0,1.0,10.0,1.2166759871813588,10.0,atlas,0.5906339270005283,0.06232322759482513,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10644583] | Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2166759871813588,"['ryan kalkbrenner', 'devin booker', ""kel'el ware"", 'coby white']",1,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10644583],Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325],Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505],Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0,
4,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Coby White OVER PTS 9.5 (GOBLIN) [id:10643853] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],0.119899037326783,10.0,1.0,10.0,1.19899037326783,10.0,atlas,0.5885189659546313,0.06661030588335218,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Coby White OVER PTS 9.5 (GOBLIN) [id:10643853] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],0.0,0.0,0.0,0.0,0.0,0,0.0,1.19899037326783,"[""royce o'neale"", 'coby white', 'kon knueppel', 'davion mitchell']",1,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155],Coby White OVER PTS 9.5 (GOBLIN) [id:10643853],Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],0,
4,LaMelo Ball OVER PTS 17.5 (GOBLIN) [id:10644522] | Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083] | Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980],0.11766794284391249,10.0,1.0,10.0,1.1766794284391249,10.0,atlas,0.5857153419372716,0.06632780226121866,LaMelo Ball OVER PTS 17.5 (GOBLIN) [id:10644522] | Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083] | Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1766794284391249,"['lamelo ball', 'collin gillespie', 'norman powell', 'bam adebayo']",1,LaMelo Ball OVER PTS 17.5 (GOBLIN) [id:10644522],Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223],Norman Powell OVER PRA 27 (STANDARD) [id:10644083],Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980],0,
4,Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Kel'el Ware OVER PTS 12 (STANDARD) [id:10650500] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0.11693288745585197,10.0,1.0,10.0,1.1693288745585197,10.0,atlas,0.5848738287679301,0.0655150090439842,Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Kel'el Ware OVER PTS 12 (STANDARD) [id:10650500] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1693288745585197,"['ryan kalkbrenner', 'miles bridges', ""kel'el ware"", 'devin booker']",1,Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137],Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],Kel'el Ware OVER PTS 12 (STANDARD) [id:10650500],Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0,
4,Moussa Diabaté OVER REB 7.5 (GOBLIN) [id:10644062] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Tyler Herro OVER PA 25.5 (STANDARD) [id:10644161] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0.11623685582759602,10.0,1.0,10.0,1.1623685582759602,10.0,atlas,0.583946775072123,0.08363436913921253,Moussa Diabaté OVER REB 7.5 (GOBLIN) [id:10644062] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Tyler Herro OVER PA 25.5 (STANDARD) [id:10644161] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1623685582759602,"['moussa diabaté', 'collin gillespie', 'tyler herro', 'lamelo ball']",1,Moussa Diabaté OVER REB 7.5 (GOBLIN) [id:10644062],Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Tyler Herro OVER PA 25.5 (STANDARD) [id:10644161],LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0,
4,Royce O'Neale OVER PA 7.5 (GOBLIN) [id:10652498] | Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Brandon Miller OVER PTS 21.5 (STANDARD) [id:10643825] | LaMelo Ball OVER PTS 20.5 (STANDARD) [id:10643999],0.11602302651796381,10.0,1.0,10.0,1.1602302651796381,10.0,atlas,0.5836978093307578,0.06297243942760763,Royce O'Neale OVER PA 7.5 (GOBLIN) [id:10652498] | Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Brandon Miller OVER PTS 21.5 (STANDARD) [id:10643825] | LaMelo Ball OVER PTS 20.5 (STANDARD) [id:10643999],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1602302651796381,"[""royce o'neale"", 'rudy gobert', 'brandon miller', 'lamelo ball']",1,Royce O'Neale OVER PA 7.5 (GOBLIN) [id:10652498],Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560],Brandon Miller OVER PTS 21.5 (STANDARD) [id:10643825],LaMelo Ball OVER PTS 20.5 (STANDARD) [id:10643999],0,
4,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Davion Mitchell OVER PTS 8 (STANDARD) [id:10643883] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],0.1155380904206778,10.0,1.0,10.0,1.155380904206778,10.0,atlas,0.5831143088486446,0.06349703684785478,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Davion Mitchell OVER PTS 8 (STANDARD) [id:10643883] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],0.0,0.0,0.0,0.0,0.0,0,0.0,1.155380904206778,"[""royce o'neale"", 'collin gillespie', 'davion mitchell', 'kon knueppel']",1,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155],Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Davion Mitchell OVER PTS 8 (STANDARD) [id:10643883],Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],0,
4,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193] | Kel'el Ware OVER PTS 12 (STANDARD) [id:10650500],0.11545039353148333,10.0,1.0,10.0,1.1545039353148332,10.0,atlas,0.5829865997902932,0.06418644659565206,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193] | Kel'el Ware OVER PTS 12 (STANDARD) [id:10650500],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1545039353148332,"['ryan kalkbrenner', 'collin gillespie', 'devin booker', ""kel'el ware""]",1,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753],Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127],Devin Booker OVER PRA 36 (STANDARD) [id:10649193],Kel'el Ware OVER PTS 12 (STANDARD) [id:10650500],0,
4,Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383] | Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],0.1154480466845254,10.0,1.0,10.0,1.154480466845254,10.0,atlas,0.582950933956552,0.08155725388157004,Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383] | Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],0.0,0.0,0.0,0.0,0.0,0,0.0,1.154480466845254,"['norman powell', 'devin booker', 'tyler herro', 'oso ighodaro']",1,Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383],Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Tyler Herro OVER PR 27 (STANDARD) [id:10644162],Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],0,
4,Kel'el Ware OVER REB 8.5 (GOBLIN) [id:10650537] | Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136] | Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341],0.11542785648160085,10.0,1.0,10.0,1.1542785648160085,10.0,atlas,0.5830075736907594,0.07460198373906601,Kel'el Ware OVER REB 8.5 (GOBLIN) [id:10650537] | Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136] | Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1542785648160085,"[""kel'el ware"", 'tyler herro', 'ryan kalkbrenner', 'jalen green']",1,Kel'el Ware OVER REB 8.5 (GOBLIN) [id:10650537],Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594],Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341],0,
4,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Jaden McDaniels OVER AST 2.5 (STANDARD) [id:10652211] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0.11436820079572071,10.0,1.0,10.0,1.1436820079572072,10.0,atlas,0.5816582057429391,0.0698612084759338,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Jaden McDaniels OVER AST 2.5 (STANDARD) [id:10652211] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1436820079572072,"['rudy gobert', 'naz reid', 'jaden mcdaniels', 'lamelo ball']",1,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560],Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445],Jaden McDaniels OVER AST 2.5 (STANDARD) [id:10652211],LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0,
