n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10644583] | Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0.12166759871813589,10.0,1.0,10.0,1.2166759871813588,10.0,atlas,0.5906339270005283,0.06232322759482513,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10644583] | Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2166759871813588,"['ryan kalkbrenner', 'devin booker', ""kel'el ware"", 'coby white']",1,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10644583],Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325],Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505],Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0,
4,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Ayo Dosunmu OVER PTS 13.5 (GOBLIN) [id:10649099] | Coby White OVER PA 16.5 (STANDARD) [id:10643854] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0.11431993785596693,10.0,1.0,10.0,1.1431993785596692,10.0,atlas,0.5814854086423111,0.08908608854376884,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Ayo Dosunmu OVER PTS 13.5 (GOBLIN) [id:10649099] | Coby White OVER PA 16.5 (STANDARD) [id:10643854] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1431993785596692,"['tyler herro', 'ayo dosunmu', 'coby white', 'lamelo ball']",1,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731],Ayo Dosunmu OVER PTS 13.5 (GOBLIN) [id:10649099],Coby White OVER PA 16.5 (STANDARD) [id:10643854],LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0,
4,Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594] | Coby White OVER PTS 10.5 (GOBLIN) [id:10653645] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970] | Davion Mitchell OVER PTS 8 (STANDARD) [id:10643883],0.11420063691711771,10.0,1.0,10.0,1.142006369171177,10.0,atlas,0.5814264037306601,0.08230072353152103,Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594] | Coby White OVER PTS 10.5 (GOBLIN) [id:10653645] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970] | Davion Mitchell OVER PTS 8 (STANDARD) [id:10643883],0.0,0.0,0.0,0.0,0.0,0,0.0,1.142006369171177,"['tyler herro', 'coby white', 'kon knueppel', 'davion mitchell']",1,Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594],Coby White OVER PTS 10.5 (GOBLIN) [id:10653645],Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],Davion Mitchell OVER PTS 8 (STANDARD) [id:10643883],0,
4,Grayson Allen OVER RA 4.5 (GOBLIN) [id:10652210] | Jalen Green OVER PRA 24.5 (GOBLIN) [id:10652488] | Coby White OVER PA 16.5 (STANDARD) [id:10643854] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0.11412229357208649,10.0,1.0,10.0,1.141222935720865,10.0,atlas,0.5812284312392474,0.08587519198056102,Grayson Allen OVER RA 4.5 (GOBLIN) [id:10652210] | Jalen Green OVER PRA 24.5 (GOBLIN) [id:10652488] | Coby White OVER PA 16.5 (STANDARD) [id:10643854] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0.0,0.0,0.0,0.0,0.0,0,0.0,1.141222935720865,"['grayson allen', 'jalen green', 'coby white', 'devin booker']",1,Grayson Allen OVER RA 4.5 (GOBLIN) [id:10652210],Jalen Green OVER PRA 24.5 (GOBLIN) [id:10652488],Coby White OVER PA 16.5 (STANDARD) [id:10643854],Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0,
4,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284] | Oso Ighodaro OVER PTS 6.5 (STANDARD) [id:10649464] | Brandon Miller OVER PA 24.5 (STANDARD) [id:10643827],0.1138352687428142,10.0,1.0,10.0,1.138352687428142,10.0,atlas,0.5810128569761739,0.06603263464553796,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284] | Oso Ighodaro OVER PTS 6.5 (STANDARD) [id:10649464] | Brandon Miller OVER PA 24.5 (STANDARD) [id:10643827],0.0,0.0,0.0,0.0,0.0,0,0.0,1.138352687428142,"['jaime jaquez', 'jaden mcdaniels', 'oso ighodaro', 'brandon miller']",1,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284],Oso Ighodaro OVER PTS 6.5 (STANDARD) [id:10649464],Brandon Miller OVER PA 24.5 (STANDARD) [id:10643827],0,
4,Grayson Allen OVER PRA 19.5 (GOBLIN) [id:10650232] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145] | Ayo Dosunmu OVER PR 19.5 (STANDARD) [id:10649102],0.11354145222382966,10.0,1.0,10.0,1.1354145222382965,10.0,atlas,0.580573614358546,0.0770235731038355,Grayson Allen OVER PRA 19.5 (GOBLIN) [id:10650232] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145] | Ayo Dosunmu OVER PR 19.5 (STANDARD) [id:10649102],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1354145222382965,"['grayson allen', 'miles bridges', 'collin gillespie', 'ayo dosunmu']",1,Grayson Allen OVER PRA 19.5 (GOBLIN) [id:10650232],Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145],Ayo Dosunmu OVER PR 19.5 (STANDARD) [id:10649102],0,
4,Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:10654866] | Jaime Jaquez OVER REB 4.5 (STANDARD) [id:10643945] | Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481],0.11121519500431842,10.0,1.0,10.0,1.1121519500431842,10.0,atlas,0.5775780050013923,0.07207375926130892,Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:10654866] | Jaime Jaquez OVER REB 4.5 (STANDARD) [id:10643945] | Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1121519500431842,"['naz reid', 'jaden mcdaniels', 'jaime jaquez', 'davion mitchell']",1,Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445],Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:10654866],Jaime Jaquez OVER REB 4.5 (STANDARD) [id:10643945],Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481],0,
4,Donte DiVincenzo OVER RA 7.5 (GOBLIN) [id:10649247] | Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341] | Shai Gilgeous-Alexander OVER PTS 31.5 (STANDARD) [id:10645531],0.11054752166440923,10.0,1.0,10.0,1.1054752166440922,10.0,atlas,0.576702843163468,0.08447935230276779,Donte DiVincenzo OVER RA 7.5 (GOBLIN) [id:10649247] | Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341] | Shai Gilgeous-Alexander OVER PTS 31.5 (STANDARD) [id:10645531],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1054752166440922,"['donte divincenzo', 'jaime jaquez', 'jalen green', 'shai gilgeous-alexander']",1,Donte DiVincenzo OVER RA 7.5 (GOBLIN) [id:10649247],Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604],Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341],Shai Gilgeous-Alexander OVER PTS 31.5 (STANDARD) [id:10645531],0,
4,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284] | Moussa Diabaté OVER PA 10.5 (STANDARD) [id:10644054] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],0.1105318895135668,10.0,1.0,10.0,1.1053188951356678,10.0,atlas,0.5769610989516407,0.07726380381912201,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284] | Moussa Diabaté OVER PA 10.5 (STANDARD) [id:10644054] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1053188951356678,"['davion mitchell', 'jaden mcdaniels', 'moussa diabaté', 'ryan kalkbrenner']",1,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023],Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284],Moussa Diabaté OVER PA 10.5 (STANDARD) [id:10644054],Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],0,
4,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Sam Merrill OVER PTS 9.5 (STANDARD) [id:10645247],0.10957196061773644,10.0,1.0,10.0,1.0957196061773644,10.0,atlas,0.5756657011937567,0.10049234816829941,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Sam Merrill OVER PTS 9.5 (STANDARD) [id:10645247],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0957196061773644,"['kon knueppel', 'miles bridges', 'jaime jaquez', 'sam merrill']",1,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541],Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940],Sam Merrill OVER PTS 9.5 (STANDARD) [id:10645247],0,
4,Kon Knueppel OVER PR 19.5 (GOBLIN) [id:10644514] | Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Chet Holmgren OVER REB 8.5 (STANDARD) [id:10644991] | Brandon Miller OVER PR 26.5 (STANDARD) [id:10643828],0.10893160004302471,10.0,1.0,10.0,1.0893160004302471,10.0,atlas,0.5746200455050597,0.0874846910701948,Kon Knueppel OVER PR 19.5 (GOBLIN) [id:10644514] | Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Chet Holmgren OVER REB 8.5 (STANDARD) [id:10644991] | Brandon Miller OVER PR 26.5 (STANDARD) [id:10643828],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0893160004302471,"['kon knueppel', 'jaime jaquez', 'chet holmgren', 'brandon miller']",1,Kon Knueppel OVER PR 19.5 (GOBLIN) [id:10644514],Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604],Chet Holmgren OVER REB 8.5 (STANDARD) [id:10644991],Brandon Miller OVER PR 26.5 (STANDARD) [id:10643828],0,
4,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Rudy Gobert OVER RA 12.5 (GOBLIN) [id:10649565] | Ajay Mitchell OVER PRA 20.5 (STANDARD) [id:10644953] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.10890780944428458,10.0,1.0,10.0,1.0890780944428458,10.0,atlas,0.5748382308408535,0.07901523696125158,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Rudy Gobert OVER RA 12.5 (GOBLIN) [id:10649565] | Ajay Mitchell OVER PRA 20.5 (STANDARD) [id:10644953] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0890780944428458,"['naz reid', 'rudy gobert', 'ajay mitchell', 'tristan silva']",1,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Rudy Gobert OVER RA 12.5 (GOBLIN) [id:10649565],Ajay Mitchell OVER PRA 20.5 (STANDARD) [id:10644953],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
4,Bam Adebayo OVER REB 8.5 (GOBLIN) [id:10643804] | Kel'el Ware OVER PTS 9.5 (GOBLIN) [id:10650501] | Grayson Allen OVER PR 16.5 (STANDARD) [id:10649270] | Desmond Bane OVER PTS 19.5 (STANDARD) [id:10645922],0.10808952648700197,10.0,1.0,10.0,1.0808952648700196,10.0,atlas,0.573673331278293,0.07851428405247379,Bam Adebayo OVER REB 8.5 (GOBLIN) [id:10643804] | Kel'el Ware OVER PTS 9.5 (GOBLIN) [id:10650501] | Grayson Allen OVER PR 16.5 (STANDARD) [id:10649270] | Desmond Bane OVER PTS 19.5 (STANDARD) [id:10645922],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0808952648700196,"['bam adebayo', ""kel'el ware"", 'grayson allen', 'desmond bane']",1,Bam Adebayo OVER REB 8.5 (GOBLIN) [id:10643804],Kel'el Ware OVER PTS 9.5 (GOBLIN) [id:10650501],Grayson Allen OVER PR 16.5 (STANDARD) [id:10649270],Desmond Bane OVER PTS 19.5 (STANDARD) [id:10645922],0,
4,Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.10801935847844803,10.0,1.0,10.0,1.0801935847844804,10.0,atlas,0.5737289429125475,0.0645795197975827,Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0801935847844804,"['brandon miller', 'bam adebayo', 'donovan mitchell', 'tristan silva']",1,Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676],Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
