n_legs,legs,hit_prob,payout_mult,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,leg_1,leg_2,leg_3,leg_4,leg_5
5,Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER] | Marvin Bagley OVER AST 0.5 (GOBLIN) [id:9885300|Marvin Bagley|AST|GOBLIN|0.5|OVER] | LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER],0.13686004813198385,6.206093465874296,0.8493662504511466,20.0,pp_kernel,0.673538878518783,0.0036491447347638357,Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER] | Marvin Bagley OVER AST 0.5 (GOBLIN) [id:9885300|Marvin Bagley|AST|GOBLIN|0.5|OVER] | LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER],Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER],Marvin Bagley OVER AST 0.5 (GOBLIN) [id:9885300|Marvin Bagley|AST|GOBLIN|0.5|OVER],LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER],Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER],Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER]
5,LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Marvin Bagley OVER AST 0.5 (GOBLIN) [id:9885300|Marvin Bagley|AST|GOBLIN|0.5|OVER] | Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER] | John Konchar UNDER PRA 10.5 (STANDARD) [id:9885847|John Konchar|PRA|STANDARD|10.5|UNDER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER],0.13026402366323575,6.16205502037685,0.8026940809885307,20.0,pp_kernel,0.6676724138711607,0.002908129543952422,LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Marvin Bagley OVER AST 0.5 (GOBLIN) [id:9885300|Marvin Bagley|AST|GOBLIN|0.5|OVER] | Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER] | John Konchar UNDER PRA 10.5 (STANDARD) [id:9885847|John Konchar|PRA|STANDARD|10.5|UNDER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER],LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER],Marvin Bagley OVER AST 0.5 (GOBLIN) [id:9885300|Marvin Bagley|AST|GOBLIN|0.5|OVER],Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER],John Konchar UNDER PRA 10.5 (STANDARD) [id:9885847|John Konchar|PRA|STANDARD|10.5|UNDER],Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER]
5,Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER] | LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Marvin Bagley OVER AST 0.5 (GOBLIN) [id:9885300|Marvin Bagley|AST|GOBLIN|0.5|OVER] | Brice Sensabaugh UNDER PTS 18.5 (STANDARD) [id:9870746|Brice Sensabaugh|PTS|STANDARD|18.5|UNDER] | Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER],0.12901485337039828,6.16205502037685,0.7949966249142459,20.0,pp_kernel,0.6688061871165117,0.0045354128973514405,Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER] | LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Marvin Bagley OVER AST 0.5 (GOBLIN) [id:9885300|Marvin Bagley|AST|GOBLIN|0.5|OVER] | Brice Sensabaugh UNDER PTS 18.5 (STANDARD) [id:9870746|Brice Sensabaugh|PTS|STANDARD|18.5|UNDER] | Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER],Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER],LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER],Marvin Bagley OVER AST 0.5 (GOBLIN) [id:9885300|Marvin Bagley|AST|GOBLIN|0.5|OVER],Brice Sensabaugh UNDER PTS 18.5 (STANDARD) [id:9870746|Brice Sensabaugh|PTS|STANDARD|18.5|UNDER],Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER]
5,Naji Marshall OVER PA 18.5 (GOBLIN) [id:9883539|Naji Marshall|PA|GOBLIN|18.5|OVER] | LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER] | Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER] | Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER],0.11500364189191645,6.241863236578347,0.7178370043977748,20.0,pp_kernel,0.6513513227481711,0.001849497167957442,Naji Marshall OVER PA 18.5 (GOBLIN) [id:9883539|Naji Marshall|PA|GOBLIN|18.5|OVER] | LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER] | Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER] | Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER],Naji Marshall OVER PA 18.5 (GOBLIN) [id:9883539|Naji Marshall|PA|GOBLIN|18.5|OVER],LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER],Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER],Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER],Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER]
5,Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER] | Brice Sensabaugh OVER PA 14.5 (GOBLIN) [id:9883108|Brice Sensabaugh|PA|GOBLIN|14.5|OVER] | Toumani Camara OVER PRA 18.5 (GOBLIN) [id:9871308|Toumani Camara|PRA|GOBLIN|18.5|OVER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER] | Ace Bailey UNDER PA 19.5 (STANDARD) [id:9870730|Ace Bailey|PA|STANDARD|19.5|UNDER],0.10604231492267484,6.322138260950519,0.6704141764524068,20.0,pp_kernel,0.6391282783965095,0.0018981023496593447,Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER] | Brice Sensabaugh OVER PA 14.5 (GOBLIN) [id:9883108|Brice Sensabaugh|PA|GOBLIN|14.5|OVER] | Toumani Camara OVER PRA 18.5 (GOBLIN) [id:9871308|Toumani Camara|PRA|GOBLIN|18.5|OVER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER] | Ace Bailey UNDER PA 19.5 (STANDARD) [id:9870730|Ace Bailey|PA|STANDARD|19.5|UNDER],Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER],Brice Sensabaugh OVER PA 14.5 (GOBLIN) [id:9883108|Brice Sensabaugh|PA|GOBLIN|14.5|OVER],Toumani Camara OVER PRA 18.5 (GOBLIN) [id:9871308|Toumani Camara|PRA|GOBLIN|18.5|OVER],Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER],Ace Bailey UNDER PA 19.5 (STANDARD) [id:9870730|Ace Bailey|PA|STANDARD|19.5|UNDER]
5,Toumani Camara OVER PRA 17.5 (GOBLIN) [id:9870614|Toumani Camara|PRA|GOBLIN|17.5|OVER] | Naji Marshall OVER PA 18.5 (GOBLIN) [id:9883539|Naji Marshall|PA|GOBLIN|18.5|OVER] | LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER],0.10652094312607666,6.231425648550197,0.6637773371035909,20.0,pp_kernel,0.6411557618603487,0.002908129543952422,Toumani Camara OVER PRA 17.5 (GOBLIN) [id:9870614|Toumani Camara|PRA|GOBLIN|17.5|OVER] | Naji Marshall OVER PA 18.5 (GOBLIN) [id:9883539|Naji Marshall|PA|GOBLIN|18.5|OVER] | LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER],Toumani Camara OVER PRA 17.5 (GOBLIN) [id:9870614|Toumani Camara|PRA|GOBLIN|17.5|OVER],Naji Marshall OVER PA 18.5 (GOBLIN) [id:9883539|Naji Marshall|PA|GOBLIN|18.5|OVER],LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER],Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER],Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER]
5,Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER] | Marvin Bagley OVER AST 0.5 (GOBLIN) [id:9885300|Marvin Bagley|AST|GOBLIN|0.5|OVER] | Toumani Camara OVER PRA 18.5 (GOBLIN) [id:9871308|Toumani Camara|PRA|GOBLIN|18.5|OVER] | Brice Sensabaugh UNDER PTS 18.5 (STANDARD) [id:9870746|Brice Sensabaugh|PTS|STANDARD|18.5|UNDER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER],0.1060495926005765,6.239502524416418,0.6616967007446297,20.0,pp_kernel,0.6425794461702143,0.0034269309202054126,Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER] | Marvin Bagley OVER AST 0.5 (GOBLIN) [id:9885300|Marvin Bagley|AST|GOBLIN|0.5|OVER] | Toumani Camara OVER PRA 18.5 (GOBLIN) [id:9871308|Toumani Camara|PRA|GOBLIN|18.5|OVER] | Brice Sensabaugh UNDER PTS 18.5 (STANDARD) [id:9870746|Brice Sensabaugh|PTS|STANDARD|18.5|UNDER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER],Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER],Marvin Bagley OVER AST 0.5 (GOBLIN) [id:9885300|Marvin Bagley|AST|GOBLIN|0.5|OVER],Toumani Camara OVER PRA 18.5 (GOBLIN) [id:9871308|Toumani Camara|PRA|GOBLIN|18.5|OVER],Brice Sensabaugh UNDER PTS 18.5 (STANDARD) [id:9870746|Brice Sensabaugh|PTS|STANDARD|18.5|UNDER],Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER]
5,LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Jerami Grant OVER PA 20.5 (GOBLIN) [id:9871895|Jerami Grant|PA|GOBLIN|20.5|OVER] | Brice Sensabaugh OVER PA 14.5 (GOBLIN) [id:9883108|Brice Sensabaugh|PA|GOBLIN|14.5|OVER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER] | Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER],0.09947935255214922,6.305321979350795,0.6272493481386531,20.0,pp_kernel,0.635861518043067,0.002773916086892719,LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Jerami Grant OVER PA 20.5 (GOBLIN) [id:9871895|Jerami Grant|PA|GOBLIN|20.5|OVER] | Brice Sensabaugh OVER PA 14.5 (GOBLIN) [id:9883108|Brice Sensabaugh|PA|GOBLIN|14.5|OVER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER] | Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER],LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER],Jerami Grant OVER PA 20.5 (GOBLIN) [id:9871895|Jerami Grant|PA|GOBLIN|20.5|OVER],Brice Sensabaugh OVER PA 14.5 (GOBLIN) [id:9883108|Brice Sensabaugh|PA|GOBLIN|14.5|OVER],Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER],Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER]
5,Naji Marshall OVER RA 6.5 (GOBLIN) [id:9883541|Naji Marshall|RA|GOBLIN|6.5|OVER] | LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Daniel Gafford OVER AST 0.5 (GOBLIN) [id:9869071|Daniel Gafford|AST|GOBLIN|0.5|OVER] | Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER] | Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER],0.10041394242273975,6.236244264192557,0.6262058724787725,20.0,pp_kernel,0.6366585645548988,0.002032900896081305,Naji Marshall OVER RA 6.5 (GOBLIN) [id:9883541|Naji Marshall|RA|GOBLIN|6.5|OVER] | LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Daniel Gafford OVER AST 0.5 (GOBLIN) [id:9869071|Daniel Gafford|AST|GOBLIN|0.5|OVER] | Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER] | Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER],Naji Marshall OVER RA 6.5 (GOBLIN) [id:9883541|Naji Marshall|RA|GOBLIN|6.5|OVER],LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER],Daniel Gafford OVER AST 0.5 (GOBLIN) [id:9869071|Daniel Gafford|AST|GOBLIN|0.5|OVER],Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER],Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER]
5,Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER] | Toumani Camara OVER PRA 17.5 (GOBLIN) [id:9870614|Toumani Camara|PRA|GOBLIN|17.5|OVER] | Brice Sensabaugh OVER PA 16.5 (GOBLIN) [id:9886339|Brice Sensabaugh|PA|GOBLIN|16.5|OVER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER] | Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER],0.09219090789247983,6.349252517956763,0.5853433540690476,20.0,pp_kernel,0.6224657068586283,0.002773916086892719,Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER] | Toumani Camara OVER PRA 17.5 (GOBLIN) [id:9870614|Toumani Camara|PRA|GOBLIN|17.5|OVER] | Brice Sensabaugh OVER PA 16.5 (GOBLIN) [id:9886339|Brice Sensabaugh|PA|GOBLIN|16.5|OVER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER] | Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER],Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER],Toumani Camara OVER PRA 17.5 (GOBLIN) [id:9870614|Toumani Camara|PRA|GOBLIN|17.5|OVER],Brice Sensabaugh OVER PA 16.5 (GOBLIN) [id:9886339|Brice Sensabaugh|PA|GOBLIN|16.5|OVER],Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER],Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER]
