n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Coby White OVER PR 14.5 (GOBLIN) [id:10644474] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],0.12064478150241256,10.0,1.0,10.0,1.2064478150241256,10.0,atlas,0.5893757217424187,0.0657634709501426,Coby White OVER PR 14.5 (GOBLIN) [id:10644474] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2064478150241256,"['coby white', 'norman powell', 'rudy gobert', 'ryan kalkbrenner']",1,Coby White OVER PR 14.5 (GOBLIN) [id:10644474],Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555],Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561],Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],0,
4,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Coby White OVER PTS 9.5 (GOBLIN) [id:10643853] | Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505] | Davion Mitchell OVER PRA 15.5 (STANDARD) [id:10644488],0.12033432031636525,10.0,1.0,10.0,1.2033432031636524,10.0,atlas,0.5890418299871499,0.0656753583876162,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Coby White OVER PTS 9.5 (GOBLIN) [id:10643853] | Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505] | Davion Mitchell OVER PRA 15.5 (STANDARD) [id:10644488],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2033432031636524,"[""royce o'neale"", 'coby white', ""kel'el ware"", 'davion mitchell']",1,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155],Coby White OVER PTS 9.5 (GOBLIN) [id:10643853],Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505],Davion Mitchell OVER PRA 15.5 (STANDARD) [id:10644488],0,
4,LaMelo Ball OVER PTS 17.5 (GOBLIN) [id:10644522] | Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | Royce O'Neale OVER PRA 15.5 (STANDARD) [id:10650250] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271],0.1179409164600346,10.0,1.0,10.0,1.179409164600346,10.0,atlas,0.5860506303480887,0.06747097439011732,LaMelo Ball OVER PTS 17.5 (GOBLIN) [id:10644522] | Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | Royce O'Neale OVER PRA 15.5 (STANDARD) [id:10650250] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271],0.0,0.0,0.0,0.0,0.0,0,0.0,1.179409164600346,"['lamelo ball', 'collin gillespie', ""royce o'neale"", 'grayson allen']",1,LaMelo Ball OVER PTS 17.5 (GOBLIN) [id:10644522],Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223],Royce O'Neale OVER PRA 15.5 (STANDARD) [id:10650250],Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271],0,
4,Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162],0.11749303685324448,10.0,1.0,10.0,1.1749303685324448,10.0,atlas,0.5855617928677741,0.07930563782067276,Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1749303685324448,"['ryan kalkbrenner', 'miles bridges', 'bam adebayo', 'tyler herro']",1,Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137],Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800],Tyler Herro OVER PR 27 (STANDARD) [id:10644162],0,
4,LaMelo Ball OVER PRA 28.5 (GOBLIN) [id:10645623] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Kel'el Ware OVER RA 11.5 (STANDARD) [id:10653551] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0.1169226277788399,10.0,1.0,10.0,1.169226277788399,10.0,atlas,0.5848565044683378,0.08051656051274683,LaMelo Ball OVER PRA 28.5 (GOBLIN) [id:10645623] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Kel'el Ware OVER RA 11.5 (STANDARD) [id:10653551] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0.0,0.0,0.0,0.0,0.0,0,0.0,1.169226277788399,"['lamelo ball', 'brandon miller', ""kel'el ware"", 'coby white']",1,LaMelo Ball OVER PRA 28.5 (GOBLIN) [id:10645623],Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Kel'el Ware OVER RA 11.5 (STANDARD) [id:10653551],Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0,
4,Moussa Diabaté OVER REB 7.5 (GOBLIN) [id:10644062] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Jaime Jaquez OVER PA 18.5 (STANDARD) [id:10643938],0.1166588918655635,10.0,1.0,10.0,1.166588918655635,10.0,atlas,0.5844689102630054,0.05897953314835187,Moussa Diabaté OVER REB 7.5 (GOBLIN) [id:10644062] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Jaime Jaquez OVER PA 18.5 (STANDARD) [id:10643938],0.0,0.0,0.0,0.0,0.0,0,0.0,1.166588918655635,"['moussa diabaté', 'collin gillespie', 'tristan silva', 'jaime jaquez']",1,Moussa Diabaté OVER REB 7.5 (GOBLIN) [id:10644062],Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],Jaime Jaquez OVER PA 18.5 (STANDARD) [id:10643938],0,
4,Coby White OVER PA 14.5 (GOBLIN) [id:10644471] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Shai Gilgeous-Alexander OVER PTS 31.5 (STANDARD) [id:10645531] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],0.11660012702208997,10.0,1.0,10.0,1.1660012702208997,10.0,atlas,0.5844258838308158,0.0834024774713819,Coby White OVER PA 14.5 (GOBLIN) [id:10644471] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Shai Gilgeous-Alexander OVER PTS 31.5 (STANDARD) [id:10645531] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1660012702208997,"['coby white', 'jaime jaquez', 'shai gilgeous-alexander', 'kon knueppel']",1,Coby White OVER PA 14.5 (GOBLIN) [id:10644471],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Shai Gilgeous-Alexander OVER PTS 31.5 (STANDARD) [id:10645531],Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],0,
4,Royce O'Neale OVER PA 7.5 (GOBLIN) [id:10652498] | Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Jaime Jaquez OVER PR 18.5 (STANDARD) [id:10643939] | Norman Powell OVER PTS 21 (STANDARD) [id:10644079],0.11619673606571797,10.0,1.0,10.0,1.1619673606571796,10.0,atlas,0.5839125543607839,0.07162910603694397,Royce O'Neale OVER PA 7.5 (GOBLIN) [id:10652498] | Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Jaime Jaquez OVER PR 18.5 (STANDARD) [id:10643939] | Norman Powell OVER PTS 21 (STANDARD) [id:10644079],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1619673606571796,"[""royce o'neale"", 'rudy gobert', 'jaime jaquez', 'norman powell']",1,Royce O'Neale OVER PA 7.5 (GOBLIN) [id:10652498],Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560],Jaime Jaquez OVER PR 18.5 (STANDARD) [id:10643939],Norman Powell OVER PTS 21 (STANDARD) [id:10644079],0,
4,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800],0.11600344126486636,10.0,1.0,10.0,1.1600344126486637,10.0,atlas,0.5836745638901373,0.07797707537234062,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1600344126486637,"['ryan kalkbrenner', 'collin gillespie', 'tyler herro', 'bam adebayo']",1,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753],Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127],Tyler Herro OVER PR 27 (STANDARD) [id:10644162],Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800],0,
4,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471] | Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505],0.11592688147874297,10.0,1.0,10.0,1.1592688147874297,10.0,atlas,0.5835924850836857,0.06702569774474773,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471] | Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1592688147874297,"[""royce o'neale"", 'collin gillespie', 'oso ighodaro', ""kel'el ware""]",1,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155],Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471],Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505],0,
4,Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383] | Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Coby White OVER PR 15.5 (STANDARD) [id:10643855] | Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095],0.11569294935575382,10.0,1.0,10.0,1.1569294935575383,10.0,atlas,0.5832554803700316,0.07432149832922484,Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383] | Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Coby White OVER PR 15.5 (STANDARD) [id:10643855] | Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1569294935575383,"['norman powell', 'devin booker', 'coby white', 'ayo dosunmu']",1,Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383],Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Coby White OVER PR 15.5 (STANDARD) [id:10643855],Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095],0,
