n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Coby White OVER PR 14.5 (GOBLIN) [id:10644474] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],0.12064478150241256,10.0,1.0,10.0,1.2064478150241256,10.0,atlas,0.5893757217424187,0.0657634709501426,Coby White OVER PR 14.5 (GOBLIN) [id:10644474] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2064478150241256,"['coby white', 'norman powell', 'rudy gobert', 'ryan kalkbrenner']",1,Coby White OVER PR 14.5 (GOBLIN) [id:10644474],Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555],Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561],Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],0,
4,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Davion Mitchell OVER PTS 8 (STANDARD) [id:10643883] | Royce O'Neale OVER PTS 7.5 (STANDARD) [id:10649509],0.11481798414858371,10.0,1.0,10.0,1.148179841485837,10.0,atlas,0.5822218332233868,0.06128010597261564,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Davion Mitchell OVER PTS 8 (STANDARD) [id:10643883] | Royce O'Neale OVER PTS 7.5 (STANDARD) [id:10649509],0.0,0.0,0.0,0.0,0.0,0,0.0,1.148179841485837,"['rudy gobert', 'naz reid', 'davion mitchell', ""royce o'neale""]",1,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560],Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445],Davion Mitchell OVER PTS 8 (STANDARD) [id:10643883],Royce O'Neale OVER PTS 7.5 (STANDARD) [id:10649509],0,
4,Grayson Allen OVER RA 4.5 (GOBLIN) [id:10652210] | Jalen Green OVER PRA 24.5 (GOBLIN) [id:10652488] | Jaime Jaquez OVER PTS 14 (STANDARD) [id:10643937] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162],0.11446688970281896,10.0,1.0,10.0,1.1446688970281895,10.0,atlas,0.5816645568773212,0.0808835049928748,Grayson Allen OVER RA 4.5 (GOBLIN) [id:10652210] | Jalen Green OVER PRA 24.5 (GOBLIN) [id:10652488] | Jaime Jaquez OVER PTS 14 (STANDARD) [id:10643937] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1446688970281895,"['grayson allen', 'jalen green', 'jaime jaquez', 'tyler herro']",1,Grayson Allen OVER RA 4.5 (GOBLIN) [id:10652210],Jalen Green OVER PRA 24.5 (GOBLIN) [id:10652488],Jaime Jaquez OVER PTS 14 (STANDARD) [id:10643937],Tyler Herro OVER PR 27 (STANDARD) [id:10644162],0,
4,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],0.11416606313032114,10.0,1.0,10.0,1.1416606313032114,10.0,atlas,0.5812987607457913,0.09541693574829198,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1416606313032114,"['grayson allen', 'davion mitchell', 'lamelo ball', 'kon knueppel']",1,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204],Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023],LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],0,
4,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494] | Ayo Dosunmu OVER PRA 24.5 (STANDARD) [id:10649103],0.11416542497752356,10.0,1.0,10.0,1.1416542497752356,10.0,atlas,0.5814230864227844,0.07322494833736284,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494] | Ayo Dosunmu OVER PRA 24.5 (STANDARD) [id:10649103],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1416542497752356,"['jaime jaquez', 'jaden mcdaniels', 'bam adebayo', 'ayo dosunmu']",1,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284],Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],Ayo Dosunmu OVER PRA 24.5 (STANDARD) [id:10649103],0,
4,Grayson Allen OVER PRA 19.5 (GOBLIN) [id:10650232] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065] | Bam Adebayo OVER PR 30.5 (STANDARD) [id:10643799],0.11397497907765271,10.0,1.0,10.0,1.139749790776527,10.0,atlas,0.5811187037506474,0.08570788123582491,Grayson Allen OVER PRA 19.5 (GOBLIN) [id:10650232] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065] | Bam Adebayo OVER PR 30.5 (STANDARD) [id:10643799],0.0,0.0,0.0,0.0,0.0,0,0.0,1.139749790776527,"['grayson allen', 'miles bridges', 'lamelo ball', 'bam adebayo']",1,Grayson Allen OVER PRA 19.5 (GOBLIN) [id:10650232],Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],Bam Adebayo OVER PR 30.5 (STANDARD) [id:10643799],0,
4,Naz Reid OVER PRA 21.5 (GOBLIN) [id:10652998] | Ayo Dosunmu OVER PTS 14.5 (GOBLIN) [id:10649100] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],0.11311659461659973,10.0,1.0,10.0,1.1311659461659973,10.0,atlas,0.5799438808594919,0.07459756901680047,Naz Reid OVER PRA 21.5 (GOBLIN) [id:10652998] | Ayo Dosunmu OVER PTS 14.5 (GOBLIN) [id:10649100] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1311659461659973,"['naz reid', 'ayo dosunmu', 'norman powell', 'kon knueppel']",1,Naz Reid OVER PRA 21.5 (GOBLIN) [id:10652998],Ayo Dosunmu OVER PTS 14.5 (GOBLIN) [id:10649100],Norman Powell OVER PRA 27 (STANDARD) [id:10644083],Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],0,
4,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Norman Powell OVER PTS 21 (STANDARD) [id:10644079] | Bam Adebayo OVER PR 30.5 (STANDARD) [id:10643799],0.11263367623645239,10.0,1.0,10.0,1.126336762364524,10.0,atlas,0.5793577719750022,0.0790959180296593,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Norman Powell OVER PTS 21 (STANDARD) [id:10644079] | Bam Adebayo OVER PR 30.5 (STANDARD) [id:10643799],0.0,0.0,0.0,0.0,0.0,0,0.0,1.126336762364524,"['brandon miller', 'collin gillespie', 'norman powell', 'bam adebayo']",1,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465],Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127],Norman Powell OVER PTS 21 (STANDARD) [id:10644079],Bam Adebayo OVER PR 30.5 (STANDARD) [id:10643799],0,
4,LaMelo Ball OVER PRA 29.5 (GOBLIN) [id:10644530] | Oso Ighodaro OVER PRA 13.5 (GOBLIN) [id:10649476] | Cason Wallace OVER PTS 6.5 (STANDARD) [id:10644969] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.1125256091118582,10.0,1.0,10.0,1.125256091118582,10.0,atlas,0.5797158276292145,0.07461135427078465,LaMelo Ball OVER PRA 29.5 (GOBLIN) [id:10644530] | Oso Ighodaro OVER PRA 13.5 (GOBLIN) [id:10649476] | Cason Wallace OVER PTS 6.5 (STANDARD) [id:10644969] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0,0.0,1.125256091118582,"['lamelo ball', 'oso ighodaro', 'cason wallace', 'tristan silva']",1,LaMelo Ball OVER PRA 29.5 (GOBLIN) [id:10644530],Oso Ighodaro OVER PRA 13.5 (GOBLIN) [id:10649476],Cason Wallace OVER PTS 6.5 (STANDARD) [id:10644969],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
4,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747] | Jevon Carter OVER PTS 7 (STANDARD) [id:10645954],0.11166874023615972,10.0,1.0,10.0,1.1166874023615971,10.0,atlas,0.578361839259578,0.05875778818960835,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747] | Jevon Carter OVER PTS 7 (STANDARD) [id:10645954],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1166874023615971,"['miles bridges', 'kon knueppel', 'tristan silva', 'jevon carter']",1,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632],Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],Jevon Carter OVER PTS 7 (STANDARD) [id:10645954],0,
4,Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:10654866] | Ajay Mitchell OVER PTS 13.5 (STANDARD) [id:10644949] | Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],0.11139399716447854,10.0,1.0,10.0,1.1139399716447853,10.0,atlas,0.5778059628559031,0.07977084296501633,Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:10654866] | Ajay Mitchell OVER PTS 13.5 (STANDARD) [id:10644949] | Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1139399716447853,"['naz reid', 'jaden mcdaniels', 'ajay mitchell', 'oso ighodaro']",1,Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445],Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:10654866],Ajay Mitchell OVER PTS 13.5 (STANDARD) [id:10644949],Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],0,
4,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541] | Tyler Herro OVER PRA 31 (STANDARD) [id:10644163] | Victor Wembanyama OVER REB 11.5 (STANDARD) [id:10650718],0.109719888128457,10.0,1.0,10.0,1.0971988812845699,10.0,atlas,0.5758533154145806,0.0956302579413842,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541] | Tyler Herro OVER PRA 31 (STANDARD) [id:10644163] | Victor Wembanyama OVER REB 11.5 (STANDARD) [id:10650718],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0971988812845699,"['kon knueppel', 'miles bridges', 'tyler herro', 'victor wembanyama']",1,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541],Tyler Herro OVER PRA 31 (STANDARD) [id:10644163],Victor Wembanyama OVER REB 11.5 (STANDARD) [id:10650718],0,
4,Ayo Dosunmu OVER PTS 13.5 (GOBLIN) [id:10649099] | Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160] | Brandon Miller OVER RA 8.5 (STANDARD) [id:10650496] | Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341],0.10940803209211182,10.0,1.0,10.0,1.0940803209211183,10.0,atlas,0.5754195993046858,0.07623228648475425,Ayo Dosunmu OVER PTS 13.5 (GOBLIN) [id:10649099] | Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160] | Brandon Miller OVER RA 8.5 (STANDARD) [id:10650496] | Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0940803209211183,"['ayo dosunmu', 'tyler herro', 'brandon miller', 'jalen green']",1,Ayo Dosunmu OVER PTS 13.5 (GOBLIN) [id:10649099],Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160],Brandon Miller OVER RA 8.5 (STANDARD) [id:10650496],Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341],0,
4,Kel'el Ware OVER REB 9.5 (GOBLIN) [id:10650506] | Grayson Allen OVER PA 16.5 (GOBLIN) [id:10652988] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Paolo Banchero OVER PTS 21.5 (STANDARD) [id:10645965],0.10905514076480191,10.0,1.0,10.0,1.0905514076480192,10.0,atlas,0.5749109970603001,0.06263500390718629,Kel'el Ware OVER REB 9.5 (GOBLIN) [id:10650506] | Grayson Allen OVER PA 16.5 (GOBLIN) [id:10652988] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Paolo Banchero OVER PTS 21.5 (STANDARD) [id:10645965],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0905514076480192,"[""kel'el ware"", 'grayson allen', 'tristan silva', 'paolo banchero']",1,Kel'el Ware OVER REB 9.5 (GOBLIN) [id:10650506],Grayson Allen OVER PA 16.5 (GOBLIN) [id:10652988],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],Paolo Banchero OVER PTS 21.5 (STANDARD) [id:10645965],0,
