projection_id,source_projection_id,player,team,stat,stat_raw,stat_is_canonical,line,direction,tier,more_allowed,less_allowed,main_line,alt_line,is_main,odds_type,start_time,updated_at,game_date,spread,opp,home,home_team,away_team,home_spread,away_spread,game_spread,spread_source,spread_ok,spread_reason,minutes_s,p,p_role,p_adj,p_close,p_close_raw,p_close_role,q_blowout,minutes_s_close,is_star,fragility,fragility_abs,min_mean,min_std,rate_mean,rate_std,rate_mean_ctx,rate_std_ctx,role_ctx_mult,role_ctx_mult_raw,role_ctx_sigma_mult,role_ctx_reason,games_used,data_health_flag,prop_key,external_prior_score,external_prior_n,external_prior_sources,external_prior_epsilon
10102608|Alperen Sengun|AST|GOBLIN|5.5|OVER,10102608,Alperen Sengun,HOU,AST,ASSISTS,1,5.5,OVER,GOBLIN,1,0,5.5,0,0,goblin,2026-02-25T20:10:00.000-05:00,2026-02-24T22:45:41.138000+00:00,2026-02-25,0.0,,0,,,,,,rotowire,False,no_game_for_team_date,0.6,9.998000399920016e-05,9.998000399920016e-05,0.03,0.03,9.998000399920016e-05,9.998000399920016e-05,0.11434812974220071,0.21,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,no_iael,0,DATA_MISSING,Alperen Sengun|AST|OVER|5.5|GOBLIN,0.0,0,,0.03
10100754|Alperen Sengun|AST|STANDARD|6.5|OVER,10100754,Alperen Sengun,HOU,AST,ASSISTS,1,6.5,OVER,STANDARD,1,0,6.5,0,0,standard,2026-02-25T20:10:00.000-05:00,2026-02-24T21:07:19.169000+00:00,2026-02-25,0.0,,0,,,,,,rotowire,False,no_game_for_team_date,0.6,9.998000399920016e-05,9.998000399920016e-05,0.03,0.03,9.998000399920016e-05,9.998000399920016e-05,0.11434812974220071,0.21,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,no_iael,0,DATA_MISSING,Alperen Sengun|AST|OVER|6.5|STANDARD,0.0,0,,0.03
10102609|Alperen Sengun|AST|DEMON|7.5|OVER,10102609,Alperen Sengun,HOU,AST,ASSISTS,1,7.5,OVER,DEMON,1,0,7.5,0,0,demon,2026-02-25T20:10:00.000-05:00,2026-02-24T22:56:16.224000+00:00,2026-02-25,0.0,,0,,,,,,rotowire,False,no_game_for_team_date,0.6,9.998000399920016e-05,9.998000399920016e-05,0.03,0.03,9.998000399920016e-05,9.998000399920016e-05,0.11434812974220071,0.21,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,no_iael,0,DATA_MISSING,Alperen Sengun|AST|OVER|7.5|DEMON,0.0,0,,0.03
10102610|Alperen Sengun|AST|DEMON|8.5|OVER,10102610,Alperen Sengun,HOU,AST,ASSISTS,1,8.5,OVER,DEMON,1,0,8.5,0,0,demon,2026-02-25T20:10:00.000-05:00,2026-02-24T22:45:41.377000+00:00,2026-02-25,0.0,,0,,,,,,rotowire,False,no_game_for_team_date,0.6,9.998000399920016e-05,9.998000399920016e-05,0.03,0.03,9.998000399920016e-05,9.998000399920016e-05,0.11434812974220071,0.21,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,no_iael,0,DATA_MISSING,Alperen Sengun|AST|OVER|8.5|DEMON,0.0,0,,0.03
10102611|Alperen Sengun|AST|DEMON|9.5|OVER,10102611,Alperen Sengun,HOU,AST,ASSISTS,1,9.5,OVER,DEMON,1,0,9.5,0,0,demon,2026-02-25T20:10:00.000-05:00,2026-02-24T22:45:41.503000+00:00,2026-02-25,0.0,,0,,,,,,rotowire,False,no_game_for_team_date,0.6,9.998000399920016e-05,9.998000399920016e-05,0.03,0.03,9.998000399920016e-05,9.998000399920016e-05,0.11434812974220071,0.21,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,no_iael,0,DATA_MISSING,Alperen Sengun|AST|OVER|9.5|DEMON,0.0,0,,0.03
10100754|Alperen Sengun|AST|STANDARD|6.5|UNDER,10100754,Alperen Sengun,HOU,AST,ASSISTS,1,6.5,UNDER,STANDARD,0,1,6.5,0,0,standard,2026-02-25T20:10:00.000-05:00,2026-02-24T21:07:19.169000+00:00,2026-02-25,0.0,,0,,,,,,rotowire,False,no_game_for_team_date,0.6,0.9999000199960008,0.9999000199960008,0.9312980016665616,0.97,0.9999000199960008,0.9999000199960008,0.11434812974220071,0.21,False,0.03989896735406016,0.03870199833343835,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,no_iael,0,DATA_MISSING,Alperen Sengun|AST|UNDER|6.5|STANDARD,0.0,0,,0.03
10100753|Alperen Sengun|FG3M|DEMON|0.5|OVER,10100753,Alperen Sengun,HOU,FG3M,3-PT MADE,1,0.5,OVER,DEMON,1,0,0.5,0,0,demon,2026-02-25T20:10:00.000-05:00,2026-02-24T22:26:08.441000+00:00,2026-02-25,0.0,,0,,,,,,rotowire,False,no_game_for_team_date,0.6,9.998000399920016e-05,9.998000399920016e-05,0.03,0.03,9.998000399920016e-05,9.998000399920016e-05,0.11434812974220071,0.21,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,no_iael,0,DATA_MISSING,Alperen Sengun|FG3M|OVER|0.5|DEMON,0.0,0,,0.03
10105370|Alperen Sengun|PA|GOBLIN|24.5|OVER,10105370,Alperen Sengun,HOU,PA,PTS+ASTS,1,24.5,OVER,GOBLIN,1,0,24.5,0,0,goblin,2026-02-25T20:10:00.000-05:00,2026-02-25T01:04:26.895000+00:00,2026-02-25,0.0,,0,,,,,,rotowire,False,no_game_for_team_date,1.0,9.998000399920016e-05,9.998000399920016e-05,0.03,0.03,9.998000399920016e-05,9.998000399920016e-05,0.11434812974220071,0.35,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,no_iael,0,DATA_MISSING,Alperen Sengun|PA|OVER|24.5|GOBLIN,0.0,0,,0.03
10100761|Alperen Sengun|PA|STANDARD|26.5|OVER,10100761,Alperen Sengun,HOU,PA,PTS+ASTS,1,26.5,OVER,STANDARD,1,0,26.5,0,0,standard,2026-02-25T20:10:00.000-05:00,2026-02-25T00:49:39.527000+00:00,2026-02-25,0.0,,0,,,,,,rotowire,False,no_game_for_team_date,1.0,9.998000399920016e-05,9.998000399920016e-05,0.03,0.03,9.998000399920016e-05,9.998000399920016e-05,0.11434812974220071,0.35,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,no_iael,0,DATA_MISSING,Alperen Sengun|PA|OVER|26.5|STANDARD,0.0,0,,0.03
10105371|Alperen Sengun|PA|DEMON|29.5|OVER,10105371,Alperen Sengun,HOU,PA,PTS+ASTS,1,29.5,OVER,DEMON,1,0,29.5,0,0,demon,2026-02-25T20:10:00.000-05:00,2026-02-25T01:04:26.985000+00:00,2026-02-25,0.0,,0,,,,,,rotowire,False,no_game_for_team_date,1.0,9.998000399920016e-05,9.998000399920016e-05,0.03,0.03,9.998000399920016e-05,9.998000399920016e-05,0.11434812974220071,0.35,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,no_iael,0,DATA_MISSING,Alperen Sengun|PA|OVER|29.5|DEMON,0.0,0,,0.03
10105372|Alperen Sengun|PA|DEMON|34.5|OVER,10105372,Alperen Sengun,HOU,PA,PTS+ASTS,1,34.5,OVER,DEMON,1,0,34.5,0,0,demon,2026-02-25T20:10:00.000-05:00,2026-02-25T01:04:27.058000+00:00,2026-02-25,0.0,,0,,,,,,rotowire,False,no_game_for_team_date,1.0,9.998000399920016e-05,9.998000399920016e-05,0.03,0.03,9.998000399920016e-05,9.998000399920016e-05,0.11434812974220071,0.35,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,no_iael,0,DATA_MISSING,Alperen Sengun|PA|OVER|34.5|DEMON,0.0,0,,0.03
