slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.747,1.931,1.4424,Coby White,CHA,MIA,PA,OVER,GOBLIN,11.5,0.8631
3-leg,True,0.747,1.931,1.4424,Ajay Mitchell,OKC,ORL,PA,UNDER,STANDARD,17.0,0.7921
3-leg,True,0.747,1.931,1.4424,Dennis Schröder,CLE,MIL,PR,UNDER,STANDARD,10.5,0.8158
4-leg,True,0.4931,1.897,0.9356,Cameron Johnson,DEN,PHI,PR,OVER,GOBLIN,9.5,0.8832
4-leg,True,0.4931,1.897,0.9356,Jordan Goodwin,PHX,MIN,PTS,OVER,GOBLIN,4.5,0.8553
4-leg,True,0.4931,1.897,0.9356,Luguentz Dort,OKC,ORL,PR,UNDER,STANDARD,10.5,0.8168
4-leg,True,0.4931,1.897,0.9356,Norman Powell,MIA,CHA,RA,UNDER,STANDARD,5.5,0.8529
5-leg,True,0.1644,2.145,0.3527,LaMelo Ball,CHA,MIA,PRA,OVER,GOBLIN,24.5,0.8497
5-leg,True,0.1644,2.145,0.3527,Dean Wade,CLE,MIL,RA,OVER,GOBLIN,3.5,0.8494
5-leg,True,0.1644,2.145,0.3527,Adem Bona,PHI,DEN,REB,UNDER,STANDARD,6.0,0.8422
5-leg,True,0.1644,2.145,0.3527,Naz Reid,MIN,PHX,PR,UNDER,STANDARD,21.5,0.755
5-leg,True,0.1644,2.145,0.3527,Trae Young,WAS,DET,RA,OVER,DEMON,8.5,0.4482
