p_cal_bucket,rows,hit_rate,mean_pred,mean_p_adj,mean_p_cal,gap,abs_gap,brier,logloss
"(0.9,1.0]",63,1.0,0.9246587159374541,0.8400263668282459,0.9246587159374541,-0.07534128406254592,0.07534128406254592,0.006039261725456129,0.0785399428069772
"(0.0,0.5]",27502,0.3207039488037234,0.28900409079903877,0.28434042861063513,0.28900409079903877,-0.03169985800468461,0.03169985800468461,0.20173630935532585,0.588509635243965
"(0.5,0.6]",5922,0.5663627152988855,0.54809182720565,0.5382716541937507,0.54809182720565,-0.018270888093235516,0.018270888093235516,0.24559309594087808,0.6842947363362208
"(0.8,0.9]",574,0.8222996515679443,0.836539460045435,0.783686214773631,0.836539460045435,0.014239808477490734,0.014239808477490734,0.1444907559016884,0.4617987541977454
"(0.6,0.7]",4513,0.6348327055173942,0.6468500911406756,0.6328336632427368,0.6468500911406756,0.012017385623281363,0.012017385623281363,0.231428084545956,0.6555153575619865
"(0.7,0.8]",2348,0.7338160136286201,0.7419288179782297,0.7171356222305293,0.7419288179782297,0.008112804349609593,0.008112804349609593,0.19440624366095208,0.5769880792396699
