n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Kevin Durant OVER REB 3.5 (GOBLIN) [id:10618563] | Jordan Goodwin OVER AST 0.5 (GOBLIN) [id:10630787] | Walter Clayton UNDER PTS 11.5 (STANDARD) [id:10624031] | Nick Richards UNDER REB 7.5 (STANDARD) [id:10634135] | Rui Hachimura OVER FG3M 1.5 (DEMON) [id:10617734],0.14215010432831188,20.0,1.0,20.0,2.8430020865662375,20.0,atlas,0.6824439487524613,0.03301405197653066,Kevin Durant OVER REB 3.5 (GOBLIN) [id:10618563] | Jordan Goodwin OVER AST 0.5 (GOBLIN) [id:10630787] | Walter Clayton UNDER PTS 11.5 (STANDARD) [id:10624031] | Nick Richards UNDER REB 7.5 (STANDARD) [id:10634135] | Rui Hachimura OVER FG3M 1.5 (DEMON) [id:10617734],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.14215010432831188,"['kevin durant', 'jordan goodwin', 'walter clayton', 'nick richards', 'rui hachimura']",1,Kevin Durant OVER REB 3.5 (GOBLIN) [id:10618563],Jordan Goodwin OVER AST 0.5 (GOBLIN) [id:10630787],Walter Clayton UNDER PTS 11.5 (STANDARD) [id:10624031],Nick Richards UNDER REB 7.5 (STANDARD) [id:10634135],Rui Hachimura OVER FG3M 1.5 (DEMON) [id:10617734],0,
5,Cedric Coward OVER REB 3.5 (GOBLIN) [id:10623767] | Jayson Tatum OVER AST 2.5 (GOBLIN) [id:10641584] | Leonard Miller UNDER PR 20.5 (STANDARD) [id:10638435] | Reed Sheppard UNDER PA 19.5 (STANDARD) [id:10619015] | Rui Hachimura OVER REB 2.5 (DEMON) [id:10617737],0.1413981594346602,20.0,1.0,20.0,2.8279631886932037,20.0,atlas,0.6801055422966605,0.03778726773685921,Cedric Coward OVER REB 3.5 (GOBLIN) [id:10623767] | Jayson Tatum OVER AST 2.5 (GOBLIN) [id:10641584] | Leonard Miller UNDER PR 20.5 (STANDARD) [id:10638435] | Reed Sheppard UNDER PA 19.5 (STANDARD) [id:10619015] | Rui Hachimura OVER REB 2.5 (DEMON) [id:10617737],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1413981594346602,"['cedric coward', 'jayson tatum', 'leonard miller', 'reed sheppard', 'rui hachimura']",1,Cedric Coward OVER REB 3.5 (GOBLIN) [id:10623767],Jayson Tatum OVER AST 2.5 (GOBLIN) [id:10641584],Leonard Miller UNDER PR 20.5 (STANDARD) [id:10638435],Reed Sheppard UNDER PA 19.5 (STANDARD) [id:10619015],Rui Hachimura OVER REB 2.5 (DEMON) [id:10617737],0,
5,Devin Vassell OVER REB 2.5 (GOBLIN) [id:10617291] | Amen Thompson OVER REB 5.5 (GOBLIN) [id:10618545] | Guerschon Yabusele UNDER PR 13 (STANDARD) [id:10622922] | Taylor Hendricks UNDER PTS 12.5 (STANDARD) [id:10620124] | Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0.1365229972580994,20.0,1.0,20.0,2.7304599451619884,20.0,atlas,0.6745302486186799,0.038657075532150253,Devin Vassell OVER REB 2.5 (GOBLIN) [id:10617291] | Amen Thompson OVER REB 5.5 (GOBLIN) [id:10618545] | Guerschon Yabusele UNDER PR 13 (STANDARD) [id:10622922] | Taylor Hendricks UNDER PTS 12.5 (STANDARD) [id:10620124] | Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1365229972580994,"['devin vassell', 'amen thompson', 'guerschon yabusele', 'taylor hendricks', 'jordan goodwin']",1,Devin Vassell OVER REB 2.5 (GOBLIN) [id:10617291],Amen Thompson OVER REB 5.5 (GOBLIN) [id:10618545],Guerschon Yabusele UNDER PR 13 (STANDARD) [id:10622922],Taylor Hendricks UNDER PTS 12.5 (STANDARD) [id:10620124],Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0,
5,Jayson Tatum OVER REB 4.5 (GOBLIN) [id:10641640] | Collin Gillespie OVER PTS 5.5 (GOBLIN) [id:10626377] | Jaylen Wells UNDER PTS 15.5 (STANDARD) [id:10620036] | Leonard Miller UNDER REB 6 (STANDARD) [id:10638438] | Jaxson Hayes OVER AST 0.5 (DEMON) [id:10641890],0.13258429118097909,20.0,1.0,20.0,2.651685823619582,20.0,atlas,0.6749665848314171,0.03833290217296969,Jayson Tatum OVER REB 4.5 (GOBLIN) [id:10641640] | Collin Gillespie OVER PTS 5.5 (GOBLIN) [id:10626377] | Jaylen Wells UNDER PTS 15.5 (STANDARD) [id:10620036] | Leonard Miller UNDER REB 6 (STANDARD) [id:10638438] | Jaxson Hayes OVER AST 0.5 (DEMON) [id:10641890],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.13258429118097909,"['jayson tatum', 'collin gillespie', 'jaylen wells', 'leonard miller', 'jaxson hayes']",1,Jayson Tatum OVER REB 4.5 (GOBLIN) [id:10641640],Collin Gillespie OVER PTS 5.5 (GOBLIN) [id:10626377],Jaylen Wells UNDER PTS 15.5 (STANDARD) [id:10620036],Leonard Miller UNDER REB 6 (STANDARD) [id:10638438],Jaxson Hayes OVER AST 0.5 (DEMON) [id:10641890],0,
5,Naji Marshall OVER REB 2.5 (GOBLIN) [id:10638358] | LeBron James OVER PRA 24.5 (GOBLIN) [id:10618154] | Taylor Hendricks UNDER PR 17.5 (STANDARD) [id:10620128] | Leonard Miller UNDER PTS 12.5 (STANDARD) [id:10638431] | Amen Thompson OVER REB 7.5 (DEMON) [id:10618216],0.13044609599685905,20.0,1.0,20.0,2.608921919937181,20.0,atlas,0.6715045966202597,0.03463224012272694,Naji Marshall OVER REB 2.5 (GOBLIN) [id:10638358] | LeBron James OVER PRA 24.5 (GOBLIN) [id:10618154] | Taylor Hendricks UNDER PR 17.5 (STANDARD) [id:10620128] | Leonard Miller UNDER PTS 12.5 (STANDARD) [id:10638431] | Amen Thompson OVER REB 7.5 (DEMON) [id:10618216],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.13044609599685905,"['naji marshall', 'lebron james', 'taylor hendricks', 'leonard miller', 'amen thompson']",1,Naji Marshall OVER REB 2.5 (GOBLIN) [id:10638358],LeBron James OVER PRA 24.5 (GOBLIN) [id:10618154],Taylor Hendricks UNDER PR 17.5 (STANDARD) [id:10620128],Leonard Miller UNDER PTS 12.5 (STANDARD) [id:10638431],Amen Thompson OVER REB 7.5 (DEMON) [id:10618216],0,
5,Derrick White OVER REB 2.5 (GOBLIN) [id:10621160] | Nic Claxton OVER AST 1.5 (GOBLIN) [id:10637490] | Taylor Hendricks UNDER PTS 12.5 (STANDARD) [id:10620124] | Leonard Miller UNDER PR 20.5 (STANDARD) [id:10638435] | Jordan Goodwin OVER PRA 12.5 (DEMON) [id:10641321],0.1303447757932767,20.0,1.0,20.0,2.606895515865534,20.0,atlas,0.670398402831584,0.066115326678862,Derrick White OVER REB 2.5 (GOBLIN) [id:10621160] | Nic Claxton OVER AST 1.5 (GOBLIN) [id:10637490] | Taylor Hendricks UNDER PTS 12.5 (STANDARD) [id:10620124] | Leonard Miller UNDER PR 20.5 (STANDARD) [id:10638435] | Jordan Goodwin OVER PRA 12.5 (DEMON) [id:10641321],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1303447757932767,"['derrick white', 'nic claxton', 'taylor hendricks', 'leonard miller', 'jordan goodwin']",1,Derrick White OVER REB 2.5 (GOBLIN) [id:10621160],Nic Claxton OVER AST 1.5 (GOBLIN) [id:10637490],Taylor Hendricks UNDER PTS 12.5 (STANDARD) [id:10620124],Leonard Miller UNDER PR 20.5 (STANDARD) [id:10638435],Jordan Goodwin OVER PRA 12.5 (DEMON) [id:10641321],0,
5,Jaxson Hayes OVER REB 2.5 (GOBLIN) [id:10641366] | Khris Middleton OVER REB 1.5 (GOBLIN) [id:10642746] | Matas Buzelis UNDER PTS 21.5 (STANDARD) [id:10620096] | Amen Thompson OVER REB 7 (STANDARD) [id:10626983] | Jordan Goodwin OVER PRA 12.5 (DEMON) [id:10641321],0.12274011928371814,20.0,1.0,20.0,2.4548023856743626,20.0,atlas,0.6633295669534174,0.06018383049009894,Jaxson Hayes OVER REB 2.5 (GOBLIN) [id:10641366] | Khris Middleton OVER REB 1.5 (GOBLIN) [id:10642746] | Matas Buzelis UNDER PTS 21.5 (STANDARD) [id:10620096] | Amen Thompson OVER REB 7 (STANDARD) [id:10626983] | Jordan Goodwin OVER PRA 12.5 (DEMON) [id:10641321],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.12274011928371814,"['jaxson hayes', 'khris middleton', 'matas buzelis', 'amen thompson', 'jordan goodwin']",1,Jaxson Hayes OVER REB 2.5 (GOBLIN) [id:10641366],Khris Middleton OVER REB 1.5 (GOBLIN) [id:10642746],Matas Buzelis UNDER PTS 21.5 (STANDARD) [id:10620096],Amen Thompson OVER REB 7 (STANDARD) [id:10626983],Jordan Goodwin OVER PRA 12.5 (DEMON) [id:10641321],0,
5,Derrick White OVER AST 3.5 (GOBLIN) [id:10620579] | Harrison Barnes OVER FG3M 0.5 (GOBLIN) [id:10622067] | Nolan Traore UNDER PTS 10.5 (STANDARD) [id:10621843] | Guerschon Yabusele UNDER PTS 8.5 (STANDARD) [id:10622921] | Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0.12193637783541317,20.0,1.0,20.0,2.4387275567082636,20.0,atlas,0.6583139703690539,0.04880292338648877,Derrick White OVER AST 3.5 (GOBLIN) [id:10620579] | Harrison Barnes OVER FG3M 0.5 (GOBLIN) [id:10622067] | Nolan Traore UNDER PTS 10.5 (STANDARD) [id:10621843] | Guerschon Yabusele UNDER PTS 8.5 (STANDARD) [id:10622921] | Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.12193637783541317,"['derrick white', 'harrison barnes', 'nolan traore', 'guerschon yabusele', 'jordan goodwin']",1,Derrick White OVER AST 3.5 (GOBLIN) [id:10620579],Harrison Barnes OVER FG3M 0.5 (GOBLIN) [id:10622067],Nolan Traore UNDER PTS 10.5 (STANDARD) [id:10621843],Guerschon Yabusele UNDER PTS 8.5 (STANDARD) [id:10622921],Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0,
5,Jabari Smith OVER REB 4.5 (GOBLIN) [id:10631650] | Khris Middleton OVER REB 1.5 (GOBLIN) [id:10642746] | Nolan Traore UNDER PTS 10.5 (STANDARD) [id:10621843] | Taylor Hendricks UNDER PRA 19.5 (STANDARD) [id:10620376] | Jaxson Hayes OVER AST 0.5 (DEMON) [id:10641890],0.12085909019880332,20.0,1.0,20.0,2.4171818039760664,20.0,atlas,0.6607579004888764,0.03054397365640164,Jabari Smith OVER REB 4.5 (GOBLIN) [id:10631650] | Khris Middleton OVER REB 1.5 (GOBLIN) [id:10642746] | Nolan Traore UNDER PTS 10.5 (STANDARD) [id:10621843] | Taylor Hendricks UNDER PRA 19.5 (STANDARD) [id:10620376] | Jaxson Hayes OVER AST 0.5 (DEMON) [id:10641890],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.12085909019880332,"['jabari smith', 'khris middleton', 'nolan traore', 'taylor hendricks', 'jaxson hayes']",1,Jabari Smith OVER REB 4.5 (GOBLIN) [id:10631650],Khris Middleton OVER REB 1.5 (GOBLIN) [id:10642746],Nolan Traore UNDER PTS 10.5 (STANDARD) [id:10621843],Taylor Hendricks UNDER PRA 19.5 (STANDARD) [id:10620376],Jaxson Hayes OVER AST 0.5 (DEMON) [id:10641890],0,
5,Grayson Allen OVER REB 1.5 (GOBLIN) [id:10635672] | Payton Pritchard OVER REB 2.5 (GOBLIN) [id:10620761] | Leonard Miller UNDER PTS 12.5 (STANDARD) [id:10638431] | Drake Powell UNDER PTS 8.5 (STANDARD) [id:10625604] | Saddiq Bey OVER REB 5.5 (DEMON) [id:10616931],0.1202426469848095,20.0,1.0,20.0,2.40485293969619,20.0,atlas,0.6640804252008066,0.040142642116579794,Grayson Allen OVER REB 1.5 (GOBLIN) [id:10635672] | Payton Pritchard OVER REB 2.5 (GOBLIN) [id:10620761] | Leonard Miller UNDER PTS 12.5 (STANDARD) [id:10638431] | Drake Powell UNDER PTS 8.5 (STANDARD) [id:10625604] | Saddiq Bey OVER REB 5.5 (DEMON) [id:10616931],0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1202426469848095,"['grayson allen', 'payton pritchard', 'leonard miller', 'drake powell', 'saddiq bey']",1,Grayson Allen OVER REB 1.5 (GOBLIN) [id:10635672],Payton Pritchard OVER REB 2.5 (GOBLIN) [id:10620761],Leonard Miller UNDER PTS 12.5 (STANDARD) [id:10638431],Drake Powell UNDER PTS 8.5 (STANDARD) [id:10625604],Saddiq Bey OVER REB 5.5 (DEMON) [id:10616931],0,
