slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.7779,1.931,1.5022,Jordan Goodwin,PHX,BOS,PTS,OVER,GOBLIN,2.5,0.8739
3-leg,True,0.7779,1.931,1.5022,Austin Reaves,LAL,HOU,PRA,UNDER,STANDARD,29.5,0.8592
3-leg,True,0.7779,1.931,1.5022,Scoot Henderson,POR,BKN,PRA,UNDER,STANDARD,20.5,0.8559
4-leg,True,0.4994,1.897,0.9475,P.J. Washington,DAL,NOP,PR,OVER,GOBLIN,14.5,0.849
4-leg,True,0.4994,1.897,0.9475,Oso Ighodaro,PHX,BOS,PTS,OVER,GOBLIN,2.5,0.892
4-leg,True,0.4994,1.897,0.9475,Tari Eason,HOU,LAL,PR,UNDER,STANDARD,15.5,0.8242
4-leg,True,0.4994,1.897,0.9475,Max Christie,DAL,NOP,PA,UNDER,STANDARD,13.5,0.7938
5-leg,True,0.1625,2.145,0.3486,Nic Claxton,BKN,POR,PTS,OVER,GOBLIN,7.5,0.7106
5-leg,True,0.1625,2.145,0.3486,Luke Kennard,LAL,HOU,RA,OVER,GOBLIN,1.5,0.7656
5-leg,True,0.1625,2.145,0.3486,Tristan Vukcevic,WAS,GSW,PA,UNDER,STANDARD,13.5,0.7346
5-leg,True,0.1625,2.145,0.3486,Khris Middleton,DAL,NOP,REB,UNDER,STANDARD,3.5,0.7721
5-leg,True,0.1625,2.145,0.3486,Jaylen Brown,BOS,PHX,PRA,OVER,DEMON,36.5,0.5981
