projection_id,player,stat,line,direction,tier,more_allowed,less_allowed,main_line,start_time,updated_at,alt_line,is_main,odds_type,team,game_date,opp,home,minutes_s,p,p_close,fragility,fragility_abs,is_star,q_blowout,min_mean,min_std,rate_mean,rate_std,games_used,data_health_flag,p_adj,rpd_active,rpd_last10_hitrate,rpd_z,rpd_delta_p,external_prior_score,external_prior_n,external_prior_sources,external_prior_epsilon
9866906,Myron Gardner,REB,4.5,OVER,STANDARD,1,0,4.5,2026-02-11T20:11:00.000-05:00,2026-02-12T00:52:27.299000+00:00,0,0,standard,MIA,2026-02-11,,0,0.6,0.28524295140971806,0.29204159168166366,0.023279698733310473,0.0067986402719456,False,0.0,10.35,7.498499849969993,0.29201359329076715,0.24464734535263552,20,OK,0.28524295140971806,0,0.5,,0.0,0.0,0,,0.03
9866906,Myron Gardner,REB,4.5,UNDER,STANDARD,0,1,4.5,2026-02-11T20:11:00.000-05:00,2026-02-12T00:52:27.299000+00:00,0,0,standard,MIA,2026-02-11,,0,0.6,0.714757048590282,0.7079584083183363,0.0,0.0,False,0.0,10.35,7.498499849969993,0.29201359329076715,0.24464734535263552,20,OK,0.6432813437312538,0,0.5,,0.0,0.0,0,,0.03
9859873,Derik Queen,PR,23.5,OVER,DEMON,1,0,23.5,2026-02-11T20:11:00.000-05:00,2026-02-12T00:52:26.362000+00:00,0,0,demon,NOP,2026-02-11,,0,1.0,0.16226754649070185,0.15286942611477705,0.0,0.0,False,0.0,26.25,5.466946131068057,0.6748333924209277,0.157183214791429,20,OK,0.15577684463107377,0,0.3,,0.0,0.0,0,,0.03
9859875,Derik Queen,PR,15.5,OVER,GOBLIN,1,0,15.5,2026-02-11T20:11:00.000-05:00,2026-02-12T00:52:26.250000+00:00,0,0,goblin,NOP,2026-02-11,,0,1.0,0.6447710457908419,0.634373125374925,0.0,0.0,False,0.0,26.25,5.466946131068057,0.6748333924209277,0.157183214791429,20,OK,0.6447710457908419,0,0.5,,0.0,0.0,0,,0.03
9836907,Kel'el Ware,REB,6.5,OVER,GOBLIN,1,0,6.5,2026-02-11T20:11:00.000-05:00,2026-02-12T00:52:25.813000+00:00,0,0,goblin,MIA,2026-02-11,,0,0.6,0.4982003599280144,0.5027994401119776,0.009146947703320746,0.004599080183963211,False,0.0,18.3,7.765951326141569,0.3774719740386576,0.13375902724275668,20,OK,0.4982003599280144,0,0.3,,0.0,0.0,0,,0.03
9846518,Zion Williamson,PRA,28.5,OVER,GOBLIN,1,0,28.5,2026-02-11T20:11:00.000-05:00,2026-02-12T00:52:24.523000+00:00,0,0,goblin,NOP,2026-02-11,,0,1.0,0.5693861227754449,0.5609878024395121,0.0,0.0,False,0.0,30.6,4.363484845854286,0.9843594670731914,0.23141440719810813,20,OK,0.5742636715084843,1,0.8,0.09960725304526205,0.004877548733039472,0.0,0,,0.03
9844056,Derik Queen,PRA,20.5,OVER,GOBLIN,1,0,20.5,2026-02-11T20:11:00.000-05:00,2026-02-12T00:52:24.405000+00:00,0,0,goblin,NOP,2026-02-11,,0,1.0,0.5919816036792641,0.5865826834633073,0.0,0.0,False,0.0,26.25,5.466946131068057,0.8453061326188929,0.16575277880366995,20,OK,0.5919816036792641,0,0.4,,0.0,0.0,0,,0.03
9846923,Jaime Jaquez,PRA,22.5,OVER,GOBLIN,1,0,22.5,2026-02-11T20:11:00.000-05:00,2026-02-12T00:52:24.082000+00:00,0,0,goblin,MIA,2026-02-11,,0,1.0,0.5483903219356129,0.5463907218556289,0.0,0.0,False,0.0,27.35,5.685727745856286,0.8743797336168244,0.2350070778474073,20,OK,0.5483903219356129,0,,,0.0,0.9674228362083537,1,rotowire,0.03
9863971,Kasparas Jakučionis,AST,1.5,OVER,GOBLIN,1,0,1.5,2026-02-11T20:11:00.000-05:00,2026-02-12T00:52:23.857000+00:00,0,0,goblin,MIA,2026-02-11,,0,0.6,0.6587682463507298,0.653369326134773,0.0,0.0,False,0.0,17.2,7.972452571197899,0.1726871728181208,0.1446853460241937,20,OK,0.6587682463507298,0,0.7,,0.0,0.0,0,,0.03
9841360,Collin Gillespie,PA,19.5,OVER,STANDARD,1,0,19.5,2026-02-11T21:10:00.000-05:00,2026-02-12T00:52:22.995000+00:00,0,0,standard,PHX,2026-02-11,CLE,1,1.0,0.3500299940011998,0.3364327134573085,0.0,0.0,False,0.0,28.6,3.4117444218463966,0.5803538362617895,0.23644545068469078,20,OK,0.3500299940011998,0,0.3,,0.0,0.0,0,rotowire,0.03
