n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
3,Paolo Banchero OVER FG3M 1.5 (DEMON) [id:11784230] | Collin Murray-Boyles OVER RA 9.5 (DEMON) [id:11794770] | LeBron James OVER REB 7.5 (DEMON) [id:11784542],0.058212923324358415,6.0,1.1584607380626246,6.950764428375748,0.4046243167147153,6.0,pp_kernel,0.38856527873869506,0.015289767080175131,Paolo Banchero OVER FG3M 1.5 (DEMON) [id:11784230] | Collin Murray-Boyles OVER RA 9.5 (DEMON) [id:11794770] | LeBron James OVER REB 7.5 (DEMON) [id:11784542],0.0,0.0,0.0007644883540087566,0.0,0.0,0.0007644883540087566,0.0,1,0.3333333333333333,0.5538598283607066,"['paolo banchero', 'collin murray-boyles', 'lebron james']",0.4046243167147153,1,Paolo Banchero OVER FG3M 1.5 (DEMON) [id:11784230],Collin Murray-Boyles OVER RA 9.5 (DEMON) [id:11794770],LeBron James OVER REB 7.5 (DEMON) [id:11784542],,,0,
4,Jake LaRavia OVER REB 2.5 (DEMON) [id:11792931] | Jamal Cain OVER AST 2.5 (DEMON) [id:11798412] | Sandro Mamukelashvili OVER PR 12.5 (DEMON) [id:11808625] | Ausar Thompson OVER RA 12.5 (DEMON) [id:11785958],0.028295052100921845,10.0,0.8527313921291,8.527313921291,0.241280791683845,10.0,pp_kernel,0.4103183348617806,0.009285086281444543,Jake LaRavia OVER REB 2.5 (DEMON) [id:11792931] | Jamal Cain OVER AST 2.5 (DEMON) [id:11798412] | Sandro Mamukelashvili OVER PR 12.5 (DEMON) [id:11808625] | Ausar Thompson OVER RA 12.5 (DEMON) [id:11785958],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.391280791683845,"['jake laravia', 'jamal cain', 'sandro mamukelashvili', 'ausar thompson']",0.241280791683845,1,Jake LaRavia OVER REB 2.5 (DEMON) [id:11792931],Jamal Cain OVER AST 2.5 (DEMON) [id:11798412],Sandro Mamukelashvili OVER PR 12.5 (DEMON) [id:11808625],Ausar Thompson OVER RA 12.5 (DEMON) [id:11785958],,0,
5,Dean Wade OVER REB 4.5 (DEMON) [id:11790718] | Jalen Duren OVER PA 19.5 (DEMON) [id:11785426] | Amen Thompson OVER PRA 34.5 (DEMON) [id:11784457] | Collin Murray-Boyles OVER PR 24.5 (DEMON) [id:11799400] | Paolo Banchero OVER FG3M 1.5 (DEMON) [id:11784230],0.017149714352199096,20.0,0.3553404671148802,7.106809342297604,0.12187975017594384,20.0,pp_kernel,0.4446585248345869,0.02606792889673281,Dean Wade OVER REB 4.5 (DEMON) [id:11790718] | Jalen Duren OVER PA 19.5 (DEMON) [id:11785426] | Amen Thompson OVER PRA 34.5 (DEMON) [id:11784457] | Collin Murray-Boyles OVER PR 24.5 (DEMON) [id:11799400] | Paolo Banchero OVER FG3M 1.5 (DEMON) [id:11784230],0.0,0.0125,0.0013033964448366407,0.0,0.0,0.013803396444836642,0.0,1,0.2,0.25807635373110716,"['dean wade', 'jalen duren', 'amen thompson', 'collin murray-boyles', 'paolo banchero']",0.12187975017594384,1,Dean Wade OVER REB 4.5 (DEMON) [id:11790718],Jalen Duren OVER PA 19.5 (DEMON) [id:11785426],Amen Thompson OVER PRA 34.5 (DEMON) [id:11784457],Collin Murray-Boyles OVER PR 24.5 (DEMON) [id:11799400],Paolo Banchero OVER FG3M 1.5 (DEMON) [id:11784230],0,
