n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Coby White OVER PA 11.5 (GOBLIN) [id:10653362] | Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136] | LaMelo Ball OVER PTS 24.5 (DEMON) [id:10643997],0.08430198225001136,20.0,1.0,20.0,1.686039645000227,20.0,atlas,0.6100237533294214,0.05504926721058608,Coby White OVER PA 11.5 (GOBLIN) [id:10653362] | Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136] | LaMelo Ball OVER PTS 24.5 (DEMON) [id:10643997],0.0,0.0,0.0,0.0,0.0,0,0.0,1.686039645000227,"['coby white', 'norman powell', 'tyler herro', 'ryan kalkbrenner', 'lamelo ball']",1,Coby White OVER PA 11.5 (GOBLIN) [id:10653362],Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080],Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159],Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],LaMelo Ball OVER PTS 24.5 (DEMON) [id:10643997],0,
5,Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | Naz Reid OVER PRA 26.5 (DEMON) [id:10649432],0.08264157919998288,20.0,1.0,20.0,1.6528315839996577,20.0,atlas,0.6076025668856126,0.055763386759845636,Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | Naz Reid OVER PRA 26.5 (DEMON) [id:10649432],0.0,0.0,0.0,0.0,0.0,0,0.0,1.6528315839996577,"['collin gillespie', 'brandon miller', 'ryan kalkbrenner', 'tyler herro', 'naz reid']",1,Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223],Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159],Naz Reid OVER PRA 26.5 (DEMON) [id:10649432],0,
5,LaMelo Ball OVER PTS 17.5 (GOBLIN) [id:10644522] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365] | Jaime Jaquez OVER PA 18.5 (STANDARD) [id:10643938] | Coby White OVER AST 3.5 (DEMON) [id:10643843],0.08232261914964112,20.0,1.0,20.0,1.6464523829928224,20.0,atlas,0.6069367877327572,0.061711572235326195,LaMelo Ball OVER PTS 17.5 (GOBLIN) [id:10644522] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365] | Jaime Jaquez OVER PA 18.5 (STANDARD) [id:10643938] | Coby White OVER AST 3.5 (DEMON) [id:10643843],0.0,0.0,0.0,0.0,0.0,0,0.0,1.6464523829928224,"['lamelo ball', 'norman powell', 'ryan kalkbrenner', 'jaime jaquez', 'coby white']",1,LaMelo Ball OVER PTS 17.5 (GOBLIN) [id:10644522],Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555],Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],Jaime Jaquez OVER PA 18.5 (STANDARD) [id:10643938],Coby White OVER AST 3.5 (DEMON) [id:10643843],0,
5,LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526] | Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160] | Jaime Jaquez OVER PTS 14 (STANDARD) [id:10643937] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Kon Knueppel OVER PA 24.5 (DEMON) [id:10644512],0.08229522121586866,20.0,1.0,20.0,1.645904424317373,20.0,atlas,0.6070401017868449,0.052445292154103575,LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526] | Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160] | Jaime Jaquez OVER PTS 14 (STANDARD) [id:10643937] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Kon Knueppel OVER PA 24.5 (DEMON) [id:10644512],0.0,0.0,0.0,0.0,0.0,0,0.0,1.645904424317373,"['lamelo ball', 'tyler herro', 'jaime jaquez', 'tristan silva', 'kon knueppel']",1,LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526],Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160],Jaime Jaquez OVER PTS 14 (STANDARD) [id:10643937],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Kon Knueppel OVER PA 24.5 (DEMON) [id:10644512],0,
5,LaMelo Ball OVER PTS 16.5 (GOBLIN) [id:10646664] | Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912] | Brandon Miller OVER PA 24.5 (STANDARD) [id:10643827] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.08135279264356578,20.0,1.0,20.0,1.6270558528713155,20.0,atlas,0.6055749458333083,0.06735515278532297,LaMelo Ball OVER PTS 16.5 (GOBLIN) [id:10646664] | Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912] | Brandon Miller OVER PA 24.5 (STANDARD) [id:10643827] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.0,0.0,0.0,0.0,0.0,0,0.0,1.6270558528713155,"['lamelo ball', 'naz reid', 'grant williams', 'brandon miller', 'coby white']",1,LaMelo Ball OVER PTS 16.5 (GOBLIN) [id:10646664],Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912],Brandon Miller OVER PA 24.5 (STANDARD) [id:10643827],Coby White OVER PRA 20.5 (DEMON) [id:10643856],0,
5,Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510] | Jaime Jaquez OVER PA 14.5 (GOBLIN) [id:10644501] | Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888] | Tyler Herro OVER PTS 24.5 (DEMON) [id:10644157],0.08113417449780451,20.0,1.0,20.0,1.6226834899560902,20.0,atlas,0.6051298844066884,0.061452484981419385,Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510] | Jaime Jaquez OVER PA 14.5 (GOBLIN) [id:10644501] | Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888] | Tyler Herro OVER PTS 24.5 (DEMON) [id:10644157],0.0,0.0,0.0,0.0,0.0,0,0.0,1.6226834899560902,"['kon knueppel', 'jaime jaquez', 'bam adebayo', 'davion mitchell', 'tyler herro']",1,Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510],Jaime Jaquez OVER PA 14.5 (GOBLIN) [id:10644501],Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980],Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],Tyler Herro OVER PTS 24.5 (DEMON) [id:10644157],0,
5,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970] | Coby White OVER PA 16.5 (STANDARD) [id:10643854] | Jaime Jaquez OVER PRA 29.5 (DEMON) [id:10644507],0.08095525367506362,20.0,1.0,20.0,1.6191050735012724,20.0,atlas,0.6050336886034456,0.07463666707344442,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970] | Coby White OVER PA 16.5 (STANDARD) [id:10643854] | Jaime Jaquez OVER PRA 29.5 (DEMON) [id:10644507],0.0,0.0,0.0,0.0,0.0,0,0.0,1.6191050735012724,"['devin booker', 'tyler herro', 'kon knueppel', 'coby white', 'jaime jaquez']",1,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160],Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],Coby White OVER PA 16.5 (STANDARD) [id:10643854],Jaime Jaquez OVER PRA 29.5 (DEMON) [id:10644507],0,
5,Ryan Kalkbrenner OVER PRA 9.5 (GOBLIN) [id:10644581] | Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383] | Ayo Dosunmu OVER PA 20.5 (STANDARD) [id:10649101] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852] | Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0.08006293265858244,20.0,1.0,20.0,1.6012586531716488,20.0,atlas,0.6037107065422396,0.062001097424909744,Ryan Kalkbrenner OVER PRA 9.5 (GOBLIN) [id:10644581] | Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383] | Ayo Dosunmu OVER PA 20.5 (STANDARD) [id:10649101] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852] | Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0.0,0.0,0.0,0.0,0.0,0,0.0,1.6012586531716488,"['ryan kalkbrenner', 'norman powell', 'ayo dosunmu', 'coby white', 'davion mitchell']",1,Ryan Kalkbrenner OVER PRA 9.5 (GOBLIN) [id:10644581],Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383],Ayo Dosunmu OVER PA 20.5 (STANDARD) [id:10649101],Coby White OVER PTS 13.5 (STANDARD) [id:10643852],Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0,
5,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | LaMelo Ball OVER PA 24.5 (GOBLIN) [id:10644523] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966] | Grant Williams OVER PR 9 (STANDARD) [id:10643911] | Ryan Kalkbrenner OVER PTS 7.5 (DEMON) [id:10644577],0.07983642812963333,20.0,1.0,20.0,1.5967285625926666,20.0,atlas,0.6032814635647782,0.06316318988068648,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | LaMelo Ball OVER PA 24.5 (GOBLIN) [id:10644523] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966] | Grant Williams OVER PR 9 (STANDARD) [id:10643911] | Ryan Kalkbrenner OVER PTS 7.5 (DEMON) [id:10644577],0.0,0.0,0.0,0.0,0.0,0,0.0,1.5967285625926666,"['jaime jaquez', 'lamelo ball', 'kon knueppel', 'grant williams', 'ryan kalkbrenner']",1,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],LaMelo Ball OVER PA 24.5 (GOBLIN) [id:10644523],Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],Grant Williams OVER PR 9 (STANDARD) [id:10643911],Ryan Kalkbrenner OVER PTS 7.5 (DEMON) [id:10644577],0,
5,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481] | Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234] | Norman Powell OVER PTS 22.5 (DEMON) [id:10645649],0.07828719133793001,20.0,1.0,20.0,1.5657438267586001,20.0,atlas,0.600901343725556,0.06869106770318448,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481] | Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234] | Norman Powell OVER PTS 22.5 (DEMON) [id:10645649],0.0,0.0,0.0,0.0,0.0,0,0.0,1.5657438267586001,"['ayo dosunmu', 'kon knueppel', 'davion mitchell', 'donte divincenzo', 'norman powell']",1,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195],Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481],Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234],Norman Powell OVER PTS 22.5 (DEMON) [id:10645649],0,
5,Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912] | Brandon Miller OVER PTS 21.5 (STANDARD) [id:10643825] | Davion Mitchell OVER RA 8.5 (DEMON) [id:10645591],0.0775580652921844,20.0,1.0,20.0,1.551161305843688,20.0,atlas,0.599741057968036,0.06948689875113748,Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912] | Brandon Miller OVER PTS 21.5 (STANDARD) [id:10643825] | Davion Mitchell OVER RA 8.5 (DEMON) [id:10645591],0.0,0.0,0.0,0.0,0.0,0,0.0,1.551161305843688,"['bam adebayo', 'miles bridges', 'grant williams', 'brandon miller', 'davion mitchell']",1,Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430],Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632],Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912],Brandon Miller OVER PTS 21.5 (STANDARD) [id:10643825],Davion Mitchell OVER RA 8.5 (DEMON) [id:10645591],0,
