n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.22492049124402255,6.0,1.0,6.0,1.3495229474641353,6.0,atlas,0.6139681488769121,0.02610471128170092,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0,0.0,1.3495229474641353,"['tyler herro', 'trendon watford', 'tristan silva']",1,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730],Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
3,Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030],0.19196236170895997,6.0,1.0,6.0,1.1517741702537598,6.0,atlas,0.5783115127177895,0.015794526789096944,Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1517741702537598,"['kon knueppel', ""kel'el ware"", 'shai gilgeous-alexander']",1,Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613],Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030],0,
3,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493] | Julius Randle UNDER PTS 22.5 (STANDARD) [id:10649378] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.18890867739995237,6.0,1.0,6.0,1.1334520643997141,6.0,atlas,0.5829329796904447,0.026376369366818975,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493] | Julius Randle UNDER PTS 22.5 (STANDARD) [id:10649378] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1334520643997141,"['grant williams', 'julius randle', 'tristan silva']",1,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493],Julius Randle UNDER PTS 22.5 (STANDARD) [id:10649378],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
3,James Harden OVER PTS 14.5 (GOBLIN) [id:10645152] | Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],0.18620946169420594,6.0,1.0,6.0,1.1172567701652356,6.0,atlas,0.5726648415352532,0.032448422564901665,James Harden OVER PTS 14.5 (GOBLIN) [id:10645152] | Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1172567701652356,"['james harden', ""kel'el ware"", 'jett howard']",1,James Harden OVER PTS 14.5 (GOBLIN) [id:10645152],Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],0,
3,Coby White OVER PTS 10.5 (GOBLIN) [id:10653645] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Giannis Antetokounmpo OVER PRA 42 (STANDARD) [id:10645131],0.18591434457985923,6.0,1.0,6.0,1.1154860674791554,6.0,atlas,0.5775861959646181,0.07460536768664605,Coby White OVER PTS 10.5 (GOBLIN) [id:10653645] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Giannis Antetokounmpo OVER PRA 42 (STANDARD) [id:10645131],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1154860674791554,"['coby white', 'tristan silva', 'giannis antetokounmpo']",1,Coby White OVER PTS 10.5 (GOBLIN) [id:10653645],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],Giannis Antetokounmpo OVER PRA 42 (STANDARD) [id:10645131],0,
3,Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257] | Justin Edwards UNDER PA 15.5 (STANDARD) [id:10647162] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],0.1858317410516498,6.0,1.0,6.0,1.1149904463098987,6.0,atlas,0.577307148243679,0.02664311179925188,Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257] | Justin Edwards UNDER PA 15.5 (STANDARD) [id:10647162] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1149904463098987,"['davion mitchell', 'justin edwards', 'tristan silva']",1,Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257],Justin Edwards UNDER PA 15.5 (STANDARD) [id:10647162],Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],0,
3,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Pelle Larsson OVER PR 15.5 (STANDARD) [id:10644112] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.18569537418486937,6.0,1.0,6.0,1.1141722451092162,6.0,atlas,0.5772394636810653,0.05535572499921596,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Pelle Larsson OVER PR 15.5 (STANDARD) [id:10644112] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1141722451092162,"['devin booker', 'pelle larsson', 'tristan silva']",1,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Pelle Larsson OVER PR 15.5 (STANDARD) [id:10644112],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0,
3,Donte DiVincenzo OVER PRA 19.5 (GOBLIN) [id:10649238] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891],0.17879579331891687,6.0,1.0,6.0,1.0727747599135014,6.0,atlas,0.5642788332788101,0.02645534902895418,Donte DiVincenzo OVER PRA 19.5 (GOBLIN) [id:10649238] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0727747599135014,"['donte divincenzo', ""de'aaron fox"", 'trendon watford']",1,Donte DiVincenzo OVER PRA 19.5 (GOBLIN) [id:10649238],De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862],Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891],0,
3,LaMelo Ball OVER PR 23.5 (GOBLIN) [id:10653807] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],0.17721873270126923,6.0,1.0,6.0,1.0633123962076154,6.0,atlas,0.5626566925669989,0.02663163230323193,LaMelo Ball OVER PR 23.5 (GOBLIN) [id:10653807] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0633123962076154,"['lamelo ball', ""de'aaron fox"", 'jett howard']",1,LaMelo Ball OVER PR 23.5 (GOBLIN) [id:10653807],De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],0,
3,Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Nikola Jokić UNDER PA 38.5 (STANDARD) [id:10644403] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.1753206997655223,6.0,1.0,6.0,1.0519241985931338,6.0,atlas,0.5616651959815131,0.015727694578585198,Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Nikola Jokić UNDER PA 38.5 (STANDARD) [id:10644403] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0519241985931338,"['jaime jaquez', 'nikola jokić', 'moussa diabaté']",1,Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604],Nikola Jokić UNDER PA 38.5 (STANDARD) [id:10644403],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0,
3,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],0.17399857829698565,6.0,1.0,6.0,1.043991469781914,6.0,atlas,0.5598310908468461,0.042571452056871996,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],0.0,0.0,0.0,0.0,0.0,0,0.0,1.043991469781914,"['kon knueppel', 'ryan kalkbrenner', 'moussa diabaté']",1,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],0,
