slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.5049,1.931,0.9749,Jaxson Hayes,LAL,OKC,PTS,OVER,GOBLIN,1.5,0.8934
3-leg,True,0.5049,1.931,0.9749,Ajay Mitchell,OKC,LAL,REB,UNDER,STANDARD,4.0,0.7131
3-leg,True,0.5049,1.931,0.9749,Austin Reaves,LAL,OKC,RA,UNDER,STANDARD,9.5,0.6739
4-leg,True,0.3945,1.897,0.7485,Jaylin Williams,OKC,LAL,REB,OVER,GOBLIN,1.5,0.8865
4-leg,True,0.3945,1.897,0.7485,Jake LaRavia,LAL,OKC,PR,OVER,GOBLIN,4.5,0.8402
4-leg,True,0.3945,1.897,0.7485,Dennis Schröder,CLE,DET,FG3M,UNDER,STANDARD,0.5,0.8627
4-leg,True,0.3945,1.897,0.7485,Isaiah Stewart,DET,CLE,PRA,UNDER,STANDARD,8.5,0.7489
5-leg,True,0.1249,2.145,0.2679,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,8.5,0.9021
5-leg,True,0.1249,2.145,0.2679,Evan Mobley,CLE,DET,PTS,OVER,GOBLIN,11.5,0.8574
5-leg,True,0.1249,2.145,0.2679,Luguentz Dort,OKC,LAL,PR,UNDER,STANDARD,10.0,0.8081
5-leg,True,0.1249,2.145,0.2679,Cason Wallace,OKC,LAL,PA,UNDER,STANDARD,9.0,0.633
5-leg,True,0.1249,2.145,0.2679,Javonte Green,DET,CLE,PRA,OVER,DEMON,8.5,0.3632
