projection_id,source_projection_id,game_id,game_date,home,opp,player_key,player,team,stat,stat_raw,stat_is_canonical,line,direction,tier,more_allowed,less_allowed,main_line,alt_line,is_main,odds_type,start_time,updated_at,spread,home_team,away_team,home_spread,away_spread,game_spread,spread_source,spread_ok,spread_reason,minutes_s,p,p_role,p_adj,p_close,p_close_raw,p_close_role,q_blowout,q_blowout_spread_only,q_blowout_team_adj,q_blowout_matchup_adj,blowout_minute_drop_base,blowout_minute_drop,blowout_rule_minute_drop_mult,blowout_rule_sensitivity_mult,blowout_rule_count,blowout_rules_applied,minutes_s_blowout,under_blowout_sens_mult,under_blowout_sens_eligible,minutes_s_close,is_star,rotation_tier,blowout_minute_delta,blowout_base_min_for_curve,fragility,fragility_abs,fragility_gap_core,fragility_gap_usage,fragility_gap_dir,usage_dep,usage_dep_capped,usage_dep_cap,usage_dep_eff,usage_risk_gate,usage_baseline,usage_producer_mult,usage_pressure_mult,usage_usg_pct,usage_usg_scaled,usage_usg_mult,usage_scoring_mult,usage_assist_mult,usage_rebound_mult,usage_threes_mult,usage_metric_mult,usage_target_rate,usage_burden_ratio,usage_dep_raw,p_adj_pre_under_relief,p_adj_pre_competitive_usage,competitive_usage_bonus,competitive_usage_eligible,competitive_usage_usage_gate,competitive_usage_frag_gate,competitive_usage_tight_gate,competitive_usage_total_gate,competitive_usage_bonus_uncapped,competitive_usage_headroom,under_relief_haircut,under_relief_haircut_min,under_relief_factor,under_relief_applied,under_frag,under_frag_gap,under_frag_gap_usage,under_frag_dampen_amount,p_adj_pre_under_frag_dampen,min_mean,min_std,rate_mean,rate_std,rate_mean_ctx,rate_mean_ctx_raw,rate_std_ctx,role_metrics_mult,crafted_role_workload_enabled,role_ctx_mult,role_ctx_mult_raw,role_ctx_rate_mult,role_ctx_rate_mult_raw,role_ctx_rate_clamp_lo,role_ctx_rate_clamp_hi,role_ctx_rate_softcap_k,role_ctx_sigma_mult,role_ctx_reason,role_ctx_damp_applied,zero_dnp_mult,zero_dnp_debug,recent_form_blend,opp_defense_strength,form_z_line,form_opp_defense_factor,form_opp_defense_rel,form_pace_factor,form_opp_defense_adj,form_opp_rate_shift,games_used,thin_window_mult,role_ctx_outs_used,role_ctx_outs,role_ctx_bump,role_ctx_by_out,role_ctx_components,role_ctx_component_mults,role_ctx_component_reasons,role_metrics_score,data_health_flag,role_ctx_team,role_ctx_stat,role_ctx_min_games,p_for_cal,p_cal_src,p_cal,p_for_cal_src,player_te,player_stat_te,player_dir_te,l20_edge,p_gbm,_zero_dnp_flip,prop_key,external_prior_score,external_prior_n,external_prior_sources,external_prior_epsilon,is_questionable,q_out_frac,rotowire_game_spread
11924528|Adem Bona|PR|DEMON|11.5|OVER,11924528,156676,2026-05-06,0,NYK,adem bona,Adem Bona,PHI,PR,PTS+REBS,1,11.5,OVER,DEMON,1,0,,,0,demon,2026-05-06T19:00:00.000-04:00,2026-05-06 22:40:41.921000+00:00,0.0,,,,,,rotowire,False,rotowire_load_failed:FileNotFoundError,1.0,0.402009799020098,0.402009799020098,0.39484416803038397,0.38158925737531235,0.3847115288471153,0.3847115288471153,0.19769836014973435,0.19647260583938952,0.00122575431034483,0.0,-1.1337946495549178,0.0,1.0,1.0,0,,0.76,0.76,False,0.35,False,bench,1.1337946495549178,10.236447680161007,0.0,0.0,0.0,0.0,0.0,1.0692000000000002,1.06,1.06,1.019232786716578,0.3205464452763019,1.0,0.99,1.08,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5106530009823201,1.2150331578796998,1.0692000000000002,0.39484416803038397,0.39484416803038397,0.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.007165630989714011,0.05,1.0,False,0.0,0.0,0.0,0.0,0.39484416803038397,10.236447680161007,8.763556834521637,0.42027906618897376,0.3012676915736359,0.42027906618897376,0.42027906618897376,0.3916479990457267,1.0,False,1.0,1.0,1.0,1.0,0.94,1.08,1.1,1.0,ok_combo,demon(x0.0),2.2,"zero_dnp:Embiid, Joel(dnp=0,out_min=32,pl_min=10,x2.200)",0.0,1.0,-2.3339958304167,1.0,0.0,0.0,1.0,0.0,50,1.0,2,"[""Embiid, Joel""]",0.017073244192555737,"[{""out_canon"": ""joel embiid"", ""weight"": 0.0085653914013759}, {""out_canon"": ""joel embiid"", ""weight"": 0.0085078527911798}]","[""PTS"", ""REB""]","[1.008565391401376, 1.0085078527911797]","[""ok"", ""ok""]",0.0,OK,,,,0.402009799020098,p_role,0.32124188341932436,p_role,-0.06476272222222224,-0.029503196078431382,-0.11052835147392293,-0.15000000000000002,0.14950321932685187,False,Adem Bona|PR|OVER|11.5|DEMON,0.0,0,"oddsapi,rotowire",0.05,0,0.0,
11924006|Adem Bona|PR|DEMON|14.5|OVER,11924006,156676,2026-05-06,0,NYK,adem bona,Adem Bona,PHI,PR,PTS+REBS,1,14.5,OVER,DEMON,1,0,,,0,demon,2026-05-06T19:00:00.000-04:00,2026-05-06 17:41:53.889000+00:00,0.0,,,,,,rotowire,False,rotowire_load_failed:FileNotFoundError,1.0,0.31441855814418557,0.31441855814418557,0.30881419882391303,0.2954031457030196,0.2978202179782022,0.2978202179782022,0.19769836014973435,0.19647260583938952,0.00122575431034483,0.0,-1.1337946495549178,0.0,1.0,1.0,0,,0.76,0.76,False,0.35,False,bench,1.1337946495549178,10.236447680161007,0.0,0.0,0.0,0.0,0.0,1.0692000000000002,1.06,1.06,1.019232786716578,0.3205464452763019,1.0,0.99,1.08,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.643866827325534,1.5319983295004909,1.0692000000000002,0.30881419882391303,0.30881419882391303,0.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.005604359320272534,0.05,1.0,False,0.0,0.0,0.0,0.0,0.30881419882391303,10.236447680161007,8.763556834521637,0.42027906618897376,0.3012676915736359,0.42027906618897376,0.42027906618897376,0.3916479990457267,1.0,False,1.0,1.0,1.0,1.0,0.94,1.08,1.1,1.0,ok_combo,demon(x0.0),2.2,"zero_dnp:Embiid, Joel(dnp=0,out_min=32,pl_min=10,x2.200)",0.0,1.0,-3.306786561557674,1.0,0.0,0.0,1.0,0.0,50,1.0,2,"[""Embiid, Joel""]",0.017073244192555737,"[{""out_canon"": ""joel embiid"", ""weight"": 0.0085653914013759}, {""out_canon"": ""joel embiid"", ""weight"": 0.0085078527911798}]","[""PTS"", ""REB""]","[1.008565391401376, 1.0085078527911797]","[""ok"", ""ok""]",0.0,OK,,,,0.31441855814418557,p_role,0.25292760341088333,p_role,-0.06476272222222224,-0.029503196078431382,-0.11052835147392293,-0.25,0.12252554744714737,False,Adem Bona|PR|OVER|14.5|DEMON,0.0,0,"oddsapi,rotowire",0.05,0,0.0,
11929309|Adem Bona|PR|GOBLIN|4.5|OVER,11929309,156676,2026-05-06,0,NYK,adem bona,Adem Bona,PHI,PR,PTS+REBS,1,4.5,OVER,GOBLIN,1,0,,,0,goblin,2026-05-06T19:00:00.000-04:00,2026-05-06 21:34:34.320000+00:00,0.0,,,,,,rotowire,False,rotowire_load_failed:FileNotFoundError,1.0,0.6646835316468354,0.6683831616838316,0.7064561230378809,0.6633553600922097,0.6655834416558344,0.6687831216878313,0.19769836014973435,0.19647260583938952,0.00122575431034483,0.0,-1.1337946495549178,0.0,1.0,1.0,0,,0.76,0.76,False,0.35,False,bench,1.1337946495549178,10.236447680161007,0.01024817164722894,0.0067981795933343275,0.006885806255845783,0.0067981795933343275,0.0067981795933343275,0.9602999999999999,0.9602999999999999,1.06,0.9872743061225308,0.3205464452763019,1.0,0.99,0.97,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1998207395148209,0.47544775743118683,0.9602999999999999,0.656469553836364,0.656469553836364,0.0,True,0.0,1.0,0.0,0.0,0.0,0.006885806255845783,0.011913607847467644,0.05,1.0,False,0.0,0.0,0.0,0.0,0.656469553836364,10.236447680161007,8.763556834521637,0.42027906618897376,0.3012676915736359,0.4262745854171556,0.42628229428371983,0.39528427098781393,1.0,False,1.014283909377601,1.017000371103414,1.0142655671207903,1.014283909377601,0.94,1.08,1.1,1.0092845410954407,ok_combo,,2.2,"zero_dnp:Embiid, Joel(dnp=0,out_min=32,pl_min=10,x2.200)",0.0,1.0,-0.0641507910877609,1.0,0.0,0.0,1.0,0.0,50,1.0,2,"[""Embiid, Joel""]",0.017073244192555737,"[{""out_canon"": ""joel embiid"", ""weight"": 0.0085653914013759}, {""out_canon"": ""joel embiid"", ""weight"": 0.0085078527911798}]","[""PTS"", ""REB""]","[1.008565391401376, 1.0085078527911797]","[""ok"", ""ok""]",0.0,OK,,,,0.6683831616838316,p_role,0.6497688739335556,p_role,-0.06476272222222224,-0.029503196078431382,-0.11052835147392293,0.35,0.6341339541603362,False,Adem Bona|PR|OVER|4.5|GOBLIN,0.9997313840303388,2,"oddsapi,rotowire",0.05,0,0.0,
11929402|Adem Bona|PR|GOBLIN|5.5|OVER,11929402,156676,2026-05-06,0,NYK,adem bona,Adem Bona,PHI,PR,PTS+REBS,1,5.5,OVER,GOBLIN,1,0,,,0,goblin,2026-05-06T19:00:00.000-04:00,2026-05-06 22:35:53.345000+00:00,0.0,,,,,,rotowire,False,rotowire_load_failed:FileNotFoundError,1.0,0.6220877912208779,0.6261873812618738,0.6649749599932201,0.6202127150088411,0.6207879212078792,0.6252874712528748,0.19769836014973435,0.19647260583938952,0.00122575431034483,0.0,-1.1337946495549178,0.0,1.0,1.0,0,,0.76,0.76,False,0.35,False,bench,1.1337946495549178,10.236447680161007,0.008256548281906523,0.005120816226522827,0.005186822137238201,0.005120816226522827,0.005120816226522827,0.9602999999999999,0.9602999999999999,1.06,0.9872743061225308,0.3205464452763019,1.0,0.99,0.97,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24422534829589224,0.5811028146381173,0.9602999999999999,0.6150258928716029,0.6150258928716029,0.0,True,0.0,1.0,0.0,0.0,0.0,0.005186822137238201,0.011161488390270868,0.05,1.0,False,0.0,0.0,0.0,0.0,0.6150258928716029,10.236447680161007,8.763556834521637,0.42027906618897376,0.3012676915736359,0.4262745854171556,0.42628229428371983,0.39528427098781393,1.0,False,1.014283909377601,1.017000371103414,1.0142655671207903,1.014283909377601,0.94,1.08,1.1,1.0092845410954407,ok_combo,,2.2,"zero_dnp:Embiid, Joel(dnp=0,out_min=32,pl_min=10,x2.200)",0.0,1.0,-0.38841436813475216,1.0,0.0,0.0,1.0,0.0,50,1.0,2,"[""Embiid, Joel""]",0.017073244192555737,"[{""out_canon"": ""joel embiid"", ""weight"": 0.0085653914013759}, {""out_canon"": ""joel embiid"", ""weight"": 0.0085078527911798}]","[""PTS"", ""REB""]","[1.008565391401376, 1.0085078527911797]","[""ok"", ""ok""]",0.0,OK,,,,0.6261873812618738,p_role,0.5975961374303023,p_role,-0.06476272222222224,-0.029503196078431382,-0.11052835147392293,0.25,0.5569267080672673,False,Adem Bona|PR|OVER|5.5|GOBLIN,0.9989813424323439,2,"oddsapi,rotowire",0.05,0,0.0,
11924005|Adem Bona|PR|DEMON|9.5|OVER,11924005,156676,2026-05-06,0,NYK,adem bona,Adem Bona,PHI,PR,PTS+REBS,1,9.5,OVER,DEMON,1,0,,,0,demon,2026-05-06T19:00:00.000-04:00,2026-05-06 17:44:24.626000+00:00,0.0,,,,,,rotowire,False,rotowire_load_failed:FileNotFoundError,1.0,0.468003199680032,0.468003199680032,0.5001140142947842,0.45369202283648247,0.45740425957404257,0.45740425957404257,0.19769836014973435,0.19647260583938952,0.00122575431034483,0.0,-1.1337946495549178,0.0,1.0,1.0,0,,0.76,0.76,False,0.35,False,bench,1.1337946495549178,10.236447680161007,0.0,0.0,0.0,0.0,0.0,1.0296,1.0296,1.06,1.0094881747801785,0.3205464452763019,1.0,0.99,1.04,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4218437834201775,1.0037230434658388,1.0296,0.4596612681174511,0.4596612681174511,0.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.008341931562580895,0.05,1.0,False,0.0,0.0,0.0,0.0,0.4596612681174511,10.236447680161007,8.763556834521637,0.42027906618897376,0.3012676915736359,0.42027906618897376,0.42027906618897376,0.3916479990457267,1.0,False,1.0,1.0,1.0,1.0,0.94,1.08,1.1,1.0,ok_combo,demon(x0.0),2.2,"zero_dnp:Embiid, Joel(dnp=0,out_min=32,pl_min=10,x2.200)",0.0,1.0,-1.6854686763227174,1.0,0.0,0.0,1.0,0.0,50,1.0,2,"[""Embiid, Joel""]",0.017073244192555737,"[{""out_canon"": ""joel embiid"", ""weight"": 0.0085653914013759}, {""out_canon"": ""joel embiid"", ""weight"": 0.0085078527911798}]","[""PTS"", ""REB""]","[1.008565391401376, 1.0085078527911797]","[""ok"", ""ok""]",0.0,OK,,,,0.468003199680032,p_role,0.4596612681174511,p_role,-0.06476272222222224,-0.029503196078431382,-0.11052835147392293,0.0,0.18875319569093738,True,Adem Bona|PR|OVER|9.5|DEMON,0.8090549235466614,2,"oddsapi,rotowire",0.05,0,0.0,
11924088|Adem Bona|PTS|GOBLIN|0.5|OVER,11924088,156676,2026-05-06,0,NYK,adem bona,Adem Bona,PHI,PTS,POINTS,1,0.5,OVER,GOBLIN,1,0,,,0,goblin,2026-05-06T19:00:00.000-04:00,2026-05-06 18:07:21.721000+00:00,0.0,,,,,,rotowire,False,rotowire_load_failed:FileNotFoundError,1.0,0.7121787821217879,0.712978702129787,0.7484715792626274,0.7066963621644674,0.7114788521147886,0.7124787521247875,0.19769836014973435,0.19647260583938952,0.00122575431034483,0.0,-1.1337946495549178,0.0,1.0,1.0,0,,0.76,0.76,False,0.35,False,bench,1.1337946495549178,10.236447680161007,0.008977525392915792,0.006344384536412721,0.006426161905630834,0.006344384536412721,0.006344384536412721,0.9602999999999999,0.9602999999999999,1.06,0.9872743061225308,0.3205464452763019,1.0,0.99,0.97,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02220230439053566,0.08505813711735967,0.9602999999999999,0.7002702002588366,0.7002702002588366,0.0,True,0.0,1.0,0.0,0.0,0.0,0.006426161905630834,0.012708501870950406,0.05,1.0,False,0.0,0.0,0.0,0.0,0.7002702002588366,10.236447680161007,8.763556834521637,0.2610250487840081,0.3131676258811149,0.26305692103072326,0.26296836285450287,0.4090880413510284,1.0,False,1.0074449332719129,1.008565391401376,1.0077842040684626,1.0074449332719129,0.94,1.08,1.1,1.0048392066267433,ok,,2.2,"zero_dnp:Embiid, Joel(dnp=0,out_min=32,pl_min=10,x2.200)",0.0,1.0,0.6775284594882668,1.0,0.0,0.0,1.0,0.0,50,1.0,1,"[""Embiid, Joel""]",0.00856539140137591,"[{""out_canon"": ""joel embiid"", ""weight"": 0.0085653914013759}]",,,,0.0,OK,PHI,PTS,3.0,0.712978702129787,p_role,0.7002702002588366,p_role,-0.06476272222222224,-0.07491876271186443,-0.11052835147392293,0.5,0.4314822637400685,True,Adem Bona|PTS|OVER|0.5|GOBLIN,0.9640275800758169,1,oddsapi,0.05,0,0.0,
11924087|Adem Bona|PTS|GOBLIN|1.5|OVER,11924087,156676,2026-05-06,0,NYK,adem bona,Adem Bona,PHI,PTS,POINTS,1,1.5,OVER,GOBLIN,1,0,,,0,goblin,2026-05-06T19:00:00.000-04:00,2026-05-06 18:12:43.224000+00:00,0.0,,,,,,rotowire,False,rotowire_load_failed:FileNotFoundError,1.0,0.6625837416258374,0.6638836116388361,0.6955532891902885,0.6558177945144258,0.6595840415958404,0.6611838816118388,0.19769836014973435,0.19647260583938952,0.00122575431034483,0.0,-1.1337946495549178,0.0,1.0,1.0,0,,0.76,0.76,False,0.35,False,bench,1.1337946495549178,10.236447680161007,0.005671763202532225,0.0037196432344927606,0.0037675884112708946,0.0037196432344927606,0.0037196432344927606,0.9602999999999999,0.9602999999999999,1.06,0.9872743061225308,0.3205464452763019,1.0,0.99,0.97,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06660691317160697,0.25517441135207897,0.9602999999999999,0.6520502061031549,0.6520502061031549,0.0,True,0.0,1.0,0.0,0.0,0.0,0.0037675884112708946,0.01183340553568124,0.05,1.0,False,0.0,0.0,0.0,0.0,0.6520502061031549,10.236447680161007,8.763556834521637,0.2610250487840081,0.3131676258811149,0.26305692103072326,0.26296836285450287,0.4090880413510284,1.0,False,1.0074449332719129,1.008565391401376,1.0077842040684626,1.0074449332719129,0.94,1.08,1.1,1.0048392066267433,ok,,2.2,"zero_dnp:Embiid, Joel(dnp=0,out_min=32,pl_min=10,x2.200)",0.0,1.0,0.36558644746355595,1.0,0.0,0.0,1.0,0.0,50,1.0,1,"[""Embiid, Joel""]",0.00856539140137591,"[{""out_canon"": ""joel embiid"", ""weight"": 0.0085653914013759}]",,,,0.0,OK,PHI,PTS,3.0,0.6638836116388361,p_role,0.6520502061031549,p_role,-0.06476272222222224,-0.07491876271186443,-0.11052835147392293,0.44999999999999996,0.42271757222781686,True,Adem Bona|PTS|OVER|1.5|GOBLIN,0.870061661742672,1,oddsapi,0.05,0,0.0,
11924004|Adem Bona|PTS|GOBLIN|2.5|OVER,11924004,156676,2026-05-06,0,NYK,adem bona,Adem Bona,PHI,PTS,POINTS,1,2.5,OVER,GOBLIN,1,0,,,0,goblin,2026-05-06T19:00:00.000-04:00,2026-05-06 20:27:52.058000+00:00,0.0,,,,,,rotowire,False,rotowire_load_failed:FileNotFoundError,1.0,0.6187881211878812,0.6197880211978802,0.6378797455851011,0.6087080096532761,0.6117888211178882,0.6136886311368863,0.19769836014973435,0.19647260583938952,0.00122575431034483,0.0,-1.1337946495549178,0.0,1.0,1.0,0,,0.76,0.76,False,0.35,False,bench,1.1337946495549178,10.236447680161007,0.0,0.0,0.0,0.0,0.0,0.9602999999999999,0.9602999999999999,1.06,0.9872743061225308,0.3205464452763019,1.0,0.99,0.97,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11101152195267829,0.4252906855867983,0.9602999999999999,0.6087405983177056,0.6087405983177056,0.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.011047422880174684,0.05,1.0,False,0.0,0.0,0.0,0.0,0.6087405983177056,10.236447680161007,8.763556834521637,0.2610250487840081,0.3131676258811149,0.26305692103072326,0.26296836285450287,0.4090880413510284,1.0,False,1.0074449332719129,1.008565391401376,1.0077842040684626,1.0074449332719129,0.94,1.08,1.1,1.0048392066267433,ok,,2.2,"zero_dnp:Embiid, Joel(dnp=0,out_min=32,pl_min=10,x2.200)",0.0,1.0,0.05364443543884508,1.0,0.0,0.0,1.0,0.0,50,1.0,1,"[""Embiid, Joel""]",0.00856539140137591,"[{""out_canon"": ""joel embiid"", ""weight"": 0.0085653914013759}]",,,,0.0,OK,PHI,PTS,3.0,0.6197880211978802,p_role,0.6087405983177056,p_role,-0.06476272222222224,-0.07491876271186443,-0.11052835147392293,0.35,0.33562231877238474,True,Adem Bona|PTS|OVER|2.5|GOBLIN,0.5827829453479103,1,oddsapi,0.05,0,0.0,
11924003|Adem Bona|PTS|STANDARD|3.5|OVER,11924003,156676,2026-05-06,0,NYK,adem bona,Adem Bona,PHI,PTS,POINTS,1,3.5,OVER,STANDARD,1,0,,,0,standard,2026-05-06T19:00:00.000-04:00,2026-05-06 22:34:16.773000+00:00,0.0,,,,,,rotowire,False,rotowire_load_failed:FileNotFoundError,1.0,0.5705929407059294,0.5716928307169283,0.5615026814360702,0.5650694720976848,0.5688931106889311,0.5696930306969303,0.19769836014973435,0.19647260583938952,0.00122575431034483,0.0,-1.1337946495549178,0.0,1.0,1.0,0,,0.76,0.76,False,0.35,False,bench,1.1337946495549178,10.236447680161007,0.006231801485324458,0.0035214007755298596,0.003566790661614583,0.0035214007755298596,0.0035214007755298596,0.9602999999999999,0.9602999999999999,1.06,0.9872743061225308,0.3205464452763019,1.0,0.99,0.97,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1554161307337496,0.5954069598215176,0.9602999999999999,0.5615026814360702,0.5615026814360702,0.0,True,0.0,1.0,0.0,0.0,0.0,0.003566790661614583,0.010190149280858152,0.05,1.0,False,0.0,0.0,0.0,0.0,0.5615026814360702,10.236447680161007,8.763556834521637,0.2610250487840081,0.3131676258811149,0.26305692103072326,0.26296836285450287,0.4090880413510284,1.0,False,1.0074449332719129,1.008565391401376,1.0077842040684626,1.0074449332719129,0.94,1.08,1.1,1.0048392066267433,ok,,2.2,"zero_dnp:Embiid, Joel(dnp=0,out_min=32,pl_min=10,x2.200)",0.0,1.0,-0.2582975765858658,1.0,0.0,0.0,1.0,0.0,50,1.0,1,"[""Embiid, Joel""]",0.00856539140137591,"[{""out_canon"": ""joel embiid"", ""weight"": 0.0085653914013759}]",,,,0.0,OK,PHI,PTS,3.0,0.5716928307169283,p_role,0.5615026814360702,p_role,-0.06476272222222224,-0.07491876271186443,-0.11052835147392293,0.30000000000000004,0.20553356166933218,True,Adem Bona|PTS|OVER|3.5|STANDARD,2.9605947323337506e-16,1,oddsapi,0.05,0,0.0,
11924002|Adem Bona|PTS|DEMON|4.5|OVER,11924002,156676,2026-05-06,0,NYK,adem bona,Adem Bona,PHI,PTS,POINTS,1,4.5,OVER,DEMON,1,0,,,0,demon,2026-05-06T19:00:00.000-04:00,2026-05-06 17:42:40.903000+00:00,0.0,,,,,,rotowire,False,rotowire_load_failed:FileNotFoundError,1.0,0.5275972402759724,0.5275972402759724,0.5181930736506208,0.5167695453032009,0.520997900209979,0.520997900209979,0.19769836014973435,0.19647260583938952,0.00122575431034483,0.0,-1.1337946495549178,0.0,1.0,1.0,0,,0.76,0.76,False,0.35,False,bench,1.1337946495549178,10.236447680161007,0.0,0.0,0.0,0.0,0.0,0.9602999999999999,0.9602999999999999,1.06,0.9872743061225308,0.3205464452763019,1.0,0.99,0.97,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1998207395148209,0.7655232340562369,0.9602999999999999,0.5181930736506208,0.5181930736506208,0.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.009404166625351595,0.05,1.0,False,0.0,0.0,0.0,0.0,0.5181930736506208,10.236447680161007,8.763556834521637,0.2610250487840081,0.3131676258811149,0.2610250487840081,0.2610250487840081,0.4071179136454494,1.0,False,1.0,1.0,1.0,1.0,0.94,1.08,1.1,1.0,ok,demon(x0.0),2.2,"zero_dnp:Embiid, Joel(dnp=0,out_min=32,pl_min=10,x2.200)",0.0,1.0,-0.5702395886105767,1.0,0.0,0.0,1.0,0.0,50,1.0,1,"[""Embiid, Joel""]",0.00856539140137591,"[{""out_canon"": ""joel embiid"", ""weight"": 0.0085653914013759}]",,,,0.0,OK,PHI,PTS,3.0,0.5275972402759724,p_role,0.5181930736506208,p_role,-0.06476272222222224,-0.07491876271186443,-0.11052835147392293,0.0,0.11663650588686578,True,Adem Bona|PTS|OVER|4.5|DEMON,0.0,0,oddsapi,0.05,0,0.0,
