_ep_player,_ep_stat,_ep_tier,_ep_dir,_ep_line,mu,edge_at_pp_line,implied_direction,apply_prior,external_prior_score,bp_market_prob,bp_market_divergence,external_prior_n,external_prior_sources,delta_p
Josh Giddey,PRA,DEMON,OVER,41.5,,,,False,0.0,,0.0,0,,0.0
Josh Giddey,PRA,DEMON,OVER,39.5,,,,False,0.0,,0.0,0,,0.0
VJ Edgecombe,PRA,DEMON,OVER,39.5,26.041546656891335,-13.458453343108665,UNDER,False,0.0,,0.0,0,rotowire,0.0
Joel Embiid,PR,DEMON,OVER,39.5,,,,False,0.0,,0.0,0,,0.0
VJ Edgecombe,PR,DEMON,OVER,39.5,21.35687665324899,-18.14312334675101,UNDER,False,0.0,,0.0,0,rotowire,0.0
Josh Giddey,PA,DEMON,OVER,39.5,,,,False,0.0,,0.0,0,,0.0
Josh Giddey,PR,DEMON,OVER,39.5,,,,False,0.0,,0.0,0,,0.0
Joel Embiid,PRA,DEMON,OVER,38.5,,,,False,0.0,,0.0,0,,0.0
Josh Giddey,PRA,STANDARD,OVER,37.5,,,,False,0.0,,0.0,0,,0.0
Josh Giddey,PRA,STANDARD,UNDER,37.5,,,,False,0.0,,0.0,0,,0.0
Joel Embiid,PRA,DEMON,OVER,36.5,,,,False,0.0,,0.0,0,,0.0
Josh Giddey,PRA,GOBLIN,OVER,35.5,,,,False,0.0,,0.0,0,,0.0
VJ Edgecombe,PRA,DEMON,OVER,35.5,26.041546656891335,-9.458453343108665,UNDER,False,0.0,,0.0,0,rotowire,0.0
Joel Embiid,PA,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Joel Embiid,PR,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
VJ Edgecombe,PA,DEMON,OVER,34.5,21.266214348569218,-13.233785651430782,UNDER,False,0.0,,0.0,0,rotowire,0.0
VJ Edgecombe,PR,DEMON,OVER,34.5,21.35687665324899,-13.143123346751011,UNDER,False,0.0,,0.0,0,rotowire,0.0
Josh Giddey,PA,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Josh Giddey,PR,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Josh Giddey,PRA,GOBLIN,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Matas Buzelis,PR,DEMON,OVER,34.5,25.0826958825338,-9.417304117466202,UNDER,False,0.0,,0.0,0,rotowire,0.0
Paul George,PA,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Paul George,PR,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Joel Embiid,PRA,STANDARD,OVER,33.5,,,,False,0.0,,0.0,0,,0.0
Joel Embiid,PRA,STANDARD,UNDER,33.5,,,,False,0.0,,0.0,0,,0.0
