_ep_player,_ep_stat,_ep_tier,_ep_dir,_ep_line,mu,edge_at_pp_line,implied_direction,apply_prior,external_prior_score,bp_market_prob,bp_market_divergence,external_prior_n,external_prior_sources,delta_p
Ja'Kobe Walter,PA,DEMON,OVER,19.5,11.5,-8.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Ja'Kobe Walter,PA,DEMON,OVER,14.5,11.5,-3.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jakob Poeltl,PA,DEMON,OVER,14.5,11.5,-3.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Max Strus,PA,STANDARD,OVER,10.5,12.2,1.6999999999999993,OVER,True,0.8121570079614575,,0.0,1,bettingpros,0.0
Max Strus,PA,STANDARD,UNDER,10.5,12.2,1.6999999999999993,OVER,False,0.0,,0.0,0,bettingpros,0.0
Ja'Kobe Walter,PA,GOBLIN,OVER,9.5,11.5,2.0,OVER,True,0.8700616617426719,,0.0,1,bettingpros,0.0
Cade Cunningham,PRA,DEMON,OVER,54.5,42.29972210520378,-12.200277894796223,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Cade Cunningham,PA,DEMON,OVER,49.5,35.93517844212831,-13.564821557871689,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Cade Cunningham,PRA,DEMON,OVER,49.5,42.29972210520378,-7.200277894796223,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Paolo Banchero,PRA,DEMON,OVER,49.5,37.93479944259286,-11.565200557407138,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Cade Cunningham,PRA,DEMON,OVER,47.5,42.29972210520378,-5.200277894796223,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Cade Cunningham,PA,DEMON,OVER,44.5,35.93517844212831,-8.564821557871689,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Cade Cunningham,PR,DEMON,OVER,44.5,33.924945972915616,-10.575054027084384,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Cade Cunningham,PRA,STANDARD,OVER,44.5,42.29972210520378,-2.2002778947962227,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Cade Cunningham,PRA,STANDARD,UNDER,44.5,42.29972210520378,-2.2002778947962227,UNDER,True,-0.8989752229982909,,0.0,2,"bettingpros,rotowire",0.0
Paolo Banchero,PRA,DEMON,OVER,44.5,37.93479944259286,-6.565200557407138,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Cade Cunningham,PRA,GOBLIN,OVER,41.5,42.29972210520378,0.7997221052037773,OVER,True,0.4877838124481739,,0.0,2,"bettingpros,rotowire",0.0
Cade Cunningham,PRA,GOBLIN,OVER,40.5,42.29972210520378,1.7997221052037773,OVER,True,0.8335980893041018,,0.0,2,"bettingpros,rotowire",0.0
Cade Cunningham,PR,DEMON,OVER,40.5,33.924945972915616,-6.575054027084384,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Cade Cunningham,PTS,DEMON,OVER,39.5,28.14263692459305,-11.357363075406951,UNDER,False,0.0,0.4846,0.33150214533785294,0,"bettingpros,oddsapi,rotowire",0.0
Cade Cunningham,PR,DEMON,OVER,39.5,33.924945972915616,-5.575054027084384,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Cade Cunningham,PRA,GOBLIN,OVER,39.5,42.29972210520378,2.7997221052037773,OVER,True,0.9532740613259042,,0.0,2,"bettingpros,rotowire",0.0
Paolo Banchero,PA,DEMON,OVER,39.5,28.817723649637202,-10.682276350362798,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Paolo Banchero,PR,DEMON,OVER,39.5,33.335476700160804,-6.164523299839196,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Paolo Banchero,PRA,DEMON,OVER,39.5,37.93479944259286,-1.5652005574071381,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Cade Cunningham,PA,DEMON,OVER,39.5,35.93517844212831,-3.5648215578716886,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
