_ep_player,_ep_stat,_ep_tier,_ep_dir,_ep_line,mu,edge_at_pp_line,implied_direction,apply_prior,external_prior_score,bp_market_prob,bp_market_divergence,external_prior_n,external_prior_sources,delta_p
Jayson Tatum,PRA,DEMON,OVER,49.5,45.2,-4.299999999999997,UNDER,False,0.0,0.6550032307203,0.4297035034828506,0,bettingpros,0.0
Joel Embiid,PR,DEMON,OVER,49.5,33.6,-15.899999999999999,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PRA,DEMON,OVER,48.5,37.5,-11.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PRA,DEMON,OVER,46.5,37.5,-9.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PRA,DEMON,OVER,44.5,37.5,-7.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PA,DEMON,OVER,44.5,29.5,-15.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Tyrese Maxey,PRA,DEMON,OVER,44.5,37.89339644711191,-6.606603552888089,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Jaylen Brown,PRA,DEMON,OVER,44.5,37.82368048660232,-6.676319513397679,UNDER,False,0.0,,0.0,0,rotowire,0.0
Jayson Tatum,PR,DEMON,OVER,44.5,38.6,-5.899999999999999,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jayson Tatum,PRA,DEMON,OVER,44.5,45.2,0.7000000000000028,OVER,True,0.4355021139154815,0.6550032307203,0.303587932114384,1,bettingpros,0.0
Joel Embiid,PR,DEMON,OVER,44.5,33.6,-10.899999999999999,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Tyrese Maxey,PA,DEMON,OVER,44.5,33.56045206414356,-10.939547935856439,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Jaylen Brown,PR,DEMON,OVER,44.5,32.94413437436592,-11.555865625634077,UNDER,False,0.0,,0.0,0,rotowire,0.0
Jayson Tatum,PRA,DEMON,OVER,43.5,45.2,1.7000000000000028,OVER,True,0.8121570079614583,0.6550032307203,0.2757696935741893,1,bettingpros,0.0
Jayson Tatum,PRA,STANDARD,OVER,41.5,45.2,3.700000000000003,OVER,True,0.985698098721393,0.6550032307203,0.21733272268102866,1,bettingpros,0.0
Jayson Tatum,PRA,STANDARD,UNDER,41.5,45.2,3.700000000000003,OVER,False,0.0,0.3449967692797,-0.20313151442185662,0,bettingpros,0.0
Joel Embiid,PRA,STANDARD,OVER,40.5,37.5,-3.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PRA,STANDARD,UNDER,40.5,37.5,-3.0,UNDER,True,-0.9640275800758169,,0.0,1,bettingpros,0.0
Jayson Tatum,PRA,GOBLIN,OVER,40.5,45.2,4.700000000000003,OVER,True,0.9962101022255075,0.6550032307203,0.18615389156550838,1,bettingpros,0.0
Jayson Tatum,PR,DEMON,OVER,40.5,38.6,-1.8999999999999986,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jaylen Brown,PA,DEMON,OVER,39.5,29.986433426860067,-9.513566573139933,UNDER,False,0.0,,0.0,0,rotowire,0.0
Jayson Tatum,PRA,GOBLIN,OVER,39.5,45.2,5.700000000000003,OVER,True,0.9989995977858408,0.6550032307203,0.15488171065622902,1,bettingpros,0.0
Joel Embiid,PA,DEMON,OVER,39.5,29.5,-10.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PRA,GOBLIN,OVER,39.5,37.5,-2.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Tyrese Maxey,PRA,DEMON,OVER,39.5,37.89339644711191,-1.6066035528880889,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Jaylen Brown,PR,DEMON,OVER,39.5,32.94413437436592,-6.555865625634077,UNDER,False,0.0,,0.0,0,rotowire,0.0
Jaylen Brown,PRA,DEMON,OVER,39.5,37.82368048660232,-1.6763195133976794,UNDER,False,0.0,,0.0,0,rotowire,0.0
Jayson Tatum,PA,DEMON,OVER,39.5,32.7,-6.799999999999997,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jayson Tatum,PR,DEMON,OVER,39.5,38.6,-0.8999999999999986,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PR,DEMON,OVER,39.5,33.6,-5.899999999999999,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Tyrese Maxey,PA,DEMON,OVER,39.5,33.56045206414356,-5.939547935856439,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Tyrese Maxey,PR,DEMON,OVER,39.5,30.488987209075994,-9.011012790924006,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Joel Embiid,PRA,GOBLIN,OVER,38.5,37.5,-1.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jaylen Brown,PRA,DEMON,OVER,38.5,37.82368048660232,-0.6763195133976794,UNDER,False,0.0,,0.0,0,rotowire,0.0
Tyrese Maxey,PRA,DEMON,OVER,37.5,37.89339644711191,0.39339644711191113,OVER,True,0.2564121847207459,,0.0,2,"bettingpros,rotowire",0.0
Jaylen Brown,PRA,STANDARD,OVER,37.0,37.82368048660232,0.8236804866023206,OVER,True,0.4998606221026276,,0.0,1,rotowire,0.0
Jaylen Brown,PRA,STANDARD,UNDER,37.0,37.82368048660232,0.8236804866023206,OVER,False,0.0,,0.0,0,rotowire,0.0
Tyrese Maxey,PRA,STANDARD,OVER,36.5,37.89339644711191,1.3933964471119111,OVER,True,0.7300950876569674,,0.0,2,"bettingpros,rotowire",0.0
Tyrese Maxey,PRA,STANDARD,UNDER,36.5,37.89339644711191,1.3933964471119111,OVER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Jayson Tatum,PA,DEMON,OVER,36.5,32.7,-3.799999999999997,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PR,STANDARD,OVER,36.0,33.6,-2.3999999999999986,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PR,STANDARD,UNDER,36.0,33.6,-2.3999999999999986,UNDER,True,-0.9216685544064711,,0.0,1,bettingpros,0.0
Jayson Tatum,PR,STANDARD,OVER,35.5,38.6,3.1000000000000014,OVER,True,0.9684470564892363,,0.0,1,bettingpros,0.0
Jayson Tatum,PR,STANDARD,UNDER,35.5,38.6,3.1000000000000014,OVER,False,0.0,,0.0,0,bettingpros,0.0
Jaylen Brown,PRA,GOBLIN,OVER,35.5,37.82368048660232,2.3236804866023206,OVER,True,0.9136402303667528,,0.0,1,rotowire,0.0
Jaylen Brown,PA,DEMON,OVER,35.5,29.986433426860067,-5.513566573139933,UNDER,False,0.0,,0.0,0,rotowire,0.0
Joel Embiid,PTS,DEMON,OVER,34.5,25.600000000000005,-8.899999999999995,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jaylen Brown,PA,DEMON,OVER,34.5,29.986433426860067,-4.513566573139933,UNDER,False,0.0,,0.0,0,rotowire,0.0
Jaylen Brown,PRA,GOBLIN,OVER,34.5,37.82368048660232,3.3236804866023206,OVER,True,0.9764881882046066,,0.0,1,rotowire,0.0
Joel Embiid,PA,DEMON,OVER,34.5,29.5,-5.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Tyrese Maxey,PRA,GOBLIN,OVER,34.5,37.89339644711191,3.393396447111911,OVER,True,0.9785528371198724,,0.0,2,"bettingpros,rotowire",0.0
Jaylen Brown,PR,DEMON,OVER,34.5,32.94413437436592,-1.5558656256340768,UNDER,False,0.0,,0.0,0,rotowire,0.0
Jayson Tatum,PA,DEMON,OVER,34.5,32.7,-1.7999999999999972,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jayson Tatum,PRA,GOBLIN,OVER,34.5,45.2,10.700000000000003,OVER,True,0.999998726217991,0.6550032307203,-0.0008257453338539333,1,bettingpros,0.0
Joel Embiid,PR,GOBLIN,OVER,34.5,33.6,-0.8999999999999986,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PRA,GOBLIN,OVER,34.5,37.5,3.0,OVER,True,0.9640275800758169,,0.0,1,bettingpros,0.0
Paul George,PRA,DEMON,OVER,34.5,27.0,-7.5,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Tyrese Maxey,PA,DEMON,OVER,34.5,33.56045206414356,-0.9395479358564387,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Tyrese Maxey,PR,DEMON,OVER,34.5,30.488987209075994,-4.011012790924006,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Jayson Tatum,PR,GOBLIN,OVER,33.5,38.6,5.100000000000001,OVER,True,0.9977749279342794,,0.0,1,bettingpros,0.0
Tyrese Maxey,PRA,GOBLIN,OVER,33.5,37.89339644711191,4.393396447111911,OVER,True,0.9943015896034438,,0.0,2,"bettingpros,rotowire",0.0
Tyrese Maxey,PR,DEMON,OVER,33.5,30.488987209075994,-3.0110127909240063,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Joel Embiid,PTS,DEMON,OVER,32.5,25.600000000000005,-6.899999999999995,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jaylen Brown,PR,STANDARD,OVER,32.5,32.94413437436592,0.4441343743659232,OVER,True,0.28772998233123537,,0.0,1,rotowire,0.0
Jaylen Brown,PR,STANDARD,UNDER,32.5,32.94413437436592,0.4441343743659232,OVER,False,0.0,,0.0,0,rotowire,0.0
Joel Embiid,PA,STANDARD,OVER,32.5,29.5,-3.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PA,STANDARD,UNDER,32.5,29.5,-3.0,UNDER,True,-0.9640275800758169,,0.0,1,bettingpros,0.0
Tyrese Maxey,PA,STANDARD,OVER,31.5,33.56045206414356,2.0604520641435613,OVER,True,0.8795179029741985,,0.0,2,"bettingpros,rotowire",0.0
Tyrese Maxey,PA,STANDARD,UNDER,31.5,33.56045206414356,2.0604520641435613,OVER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Jaylen Brown,PRA,GOBLIN,OVER,31.5,37.82368048660232,6.323680486602321,OVER,True,0.9995643383535437,,0.0,1,rotowire,0.0
Jaylen Brown,PR,GOBLIN,OVER,31.5,32.94413437436592,1.4441343743659232,OVER,True,0.7455037778391228,,0.0,1,rotowire,0.0
Jaylen Brown,PA,STANDARD,OVER,30.5,29.986433426860067,-0.5135665731399328,UNDER,False,0.0,,0.0,0,rotowire,0.0
Jaylen Brown,PA,STANDARD,UNDER,30.5,29.986433426860067,-0.5135665731399328,UNDER,True,-0.329598465034912,,0.0,1,rotowire,0.0
Jayson Tatum,PA,STANDARD,OVER,30.5,32.7,2.200000000000003,OVER,True,0.8989396755291734,,0.0,1,bettingpros,0.0
Jayson Tatum,PA,STANDARD,UNDER,30.5,32.7,2.200000000000003,OVER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PTS,DEMON,OVER,30.5,25.600000000000005,-4.899999999999995,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jaylen Brown,PTS,DEMON,OVER,30.5,25.629304571639786,-4.870695428360214,UNDER,False,0.0,0.5143,0.2337292678652425,0,"oddsapi,rotowire",0.0
Jaylen Brown,PR,GOBLIN,OVER,30.5,32.94413437436592,2.444134374365923,OVER,True,0.9259793550053744,,0.0,1,rotowire,0.0
Tyrese Maxey,PA,GOBLIN,OVER,30.5,33.56045206414356,3.0604520641435613,OVER,True,0.966766991943434,,0.0,2,"bettingpros,rotowire",0.0
Jayson Tatum,PR,GOBLIN,OVER,30.5,38.6,8.100000000000001,OVER,True,0.9999592018254402,,0.0,1,bettingpros,0.0
Jaylen Brown,PTS,DEMON,OVER,29.5,25.629304571639786,-3.8706954283602144,UNDER,False,0.0,0.5143,0.20188549364059538,0,"oddsapi,rotowire",0.0
Tyrese Maxey,PTS,DEMON,OVER,29.5,26.59291743962732,-2.907082560372679,UNDER,False,0.0,0.505,0.3297357622173975,0,"bettingpros,oddsapi,rotowire",0.0
Jayson Tatum,PTS,DEMON,OVER,29.5,24.242857142857144,-5.257142857142856,UNDER,False,0.0,0.4987,0.29337712862698573,0,"bettingpros,oddsapi",0.0
Joel Embiid,PA,GOBLIN,OVER,29.5,29.5,0.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Tyrese Maxey,PR,STANDARD,OVER,29.5,30.488987209075994,0.9889872090759937,OVER,True,0.5779138988620486,,0.0,2,"bettingpros,rotowire",0.0
Tyrese Maxey,PR,STANDARD,UNDER,29.5,30.488987209075994,0.9889872090759937,OVER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Tyrese Maxey,PRA,GOBLIN,OVER,29.5,37.89339644711191,8.393396447111911,OVER,True,0.999972410129881,,0.0,2,"bettingpros,rotowire",0.0
Derrick White,PRA,DEMON,OVER,29.5,30.716246157644573,1.216246157644573,OVER,True,0.6700482990328794,,0.0,1,rotowire,0.0
Jaylen Brown,PR,GOBLIN,OVER,29.5,32.94413437436592,3.444134374365923,OVER,True,0.9799416904723579,,0.0,1,rotowire,0.0
Jayson Tatum,PA,GOBLIN,OVER,29.5,32.7,3.200000000000003,OVER,True,0.9723312168866952,,0.0,1,bettingpros,0.0
Jayson Tatum,PR,GOBLIN,OVER,29.5,38.6,9.100000000000001,OVER,True,0.999989245556393,,0.0,1,bettingpros,0.0
Joel Embiid,PR,GOBLIN,OVER,29.5,33.6,4.100000000000001,OVER,True,0.9915849699272821,,0.0,1,bettingpros,0.0
Paul George,PR,DEMON,OVER,29.5,23.3,-6.199999999999999,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Paul George,PRA,DEMON,OVER,29.5,27.0,-2.5,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Payton Pritchard,PRA,DEMON,OVER,29.5,29.99766509059203,0.49766509059202946,OVER,True,0.3201163406103312,,0.0,1,rotowire,0.0
Tyrese Maxey,PA,GOBLIN,OVER,29.5,33.56045206414356,4.060452064143561,OVER,True,0.9911313535147734,,0.0,2,"bettingpros,rotowire",0.0
VJ Edgecombe,PRA,DEMON,OVER,29.5,25.834622214076113,-3.665377785923887,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Jaylen Brown,PTS,DEMON,OVER,28.5,25.629304571639786,-2.8706954283602144,UNDER,False,0.0,0.5143,0.16836081637769706,0,"oddsapi,rotowire",0.0
