_ep_player,_ep_stat,_ep_tier,_ep_dir,_ep_line,mu,edge_at_pp_line,implied_direction,apply_prior,external_prior_score,bp_market_prob,bp_market_divergence,external_prior_n,external_prior_sources,delta_p
Maxime Raynaud,PR,DEMON,OVER,39.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PA,DEMON,OVER,39.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PRA,DEMON,OVER,36.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PRA,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Maxime Raynaud,PRA,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PR,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Kon Knueppel,PR,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PA,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PR,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Maxime Raynaud,PR,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Precious Achiuwa,PR,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PA,DEMON,OVER,34.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PRA,DEMON,OVER,33.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PRA,STANDARD,OVER,32.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PRA,STANDARD,UNDER,32.5,,,,False,0.0,,0.0,0,,0.0
Maxime Raynaud,PRA,DEMON,OVER,32.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PRA,DEMON,OVER,31.5,,,,False,0.0,,0.0,0,,0.0
Maxime Raynaud,PRA,DEMON,OVER,30.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PRA,STANDARD,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PRA,STANDARD,UNDER,29.5,,,,False,0.0,,0.0,0,,0.0
DeMar DeRozan,PRA,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Kon Knueppel,PRA,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Precious Achiuwa,PRA,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PRA,GOBLIN,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PA,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PR,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Coby White,PA,DEMON,OVER,29.5,27.15319100167913,-2.3468089983208706,UNDER,False,0.0,,0.0,0,rotowire,0.0
Kon Knueppel,PA,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Kon Knueppel,PR,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PA,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PR,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
DeMar DeRozan,PA,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Malik Monk,PA,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Maxime Raynaud,PA,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Maxime Raynaud,PR,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Precious Achiuwa,PR,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
DeMar DeRozan,PR,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Miles Bridges,PR,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Malik Monk,PR,DEMON,OVER,29.5,,,,False,0.0,,0.0,0,,0.0
Coby White,PR,DEMON,OVER,29.5,26.034426602014697,-3.4655733979853025,UNDER,False,0.0,,0.0,0,rotowire,0.0
Coby White,PRA,DEMON,OVER,28.5,31.97349664204684,3.4734966420468396,OVER,True,0.9807043642406603,,0.0,1,rotowire,0.0
LaMelo Ball,PRA,GOBLIN,OVER,28.5,,,,False,0.0,,0.0,0,,0.0
Malik Monk,PRA,DEMON,OVER,28.5,,,,False,0.0,,0.0,0,,0.0
Maxime Raynaud,PRA,STANDARD,OVER,28.5,,,,False,0.0,,0.0,0,,0.0
Maxime Raynaud,PRA,STANDARD,UNDER,28.5,,,,False,0.0,,0.0,0,,0.0
DeMar DeRozan,PRA,DEMON,OVER,27.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PA,STANDARD,OVER,27.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PA,STANDARD,UNDER,27.5,,,,False,0.0,,0.0,0,,0.0
Miles Bridges,PRA,DEMON,OVER,27.5,,,,False,0.0,,0.0,0,,0.0
Precious Achiuwa,PRA,DEMON,OVER,27.5,,,,False,0.0,,0.0,0,,0.0
Coby White,PRA,DEMON,OVER,26.5,31.97349664204684,5.47349664204684,OVER,True,0.9986471272810346,,0.0,1,rotowire,0.0
Malik Monk,PRA,DEMON,OVER,26.5,,,,False,0.0,,0.0,0,,0.0
Maxime Raynaud,PR,STANDARD,OVER,26.5,,,,False,0.0,,0.0,0,,0.0
Maxime Raynaud,PR,STANDARD,UNDER,26.5,,,,False,0.0,,0.0,0,,0.0
Maxime Raynaud,PRA,GOBLIN,OVER,26.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PRA,GOBLIN,OVER,26.5,,,,False,0.0,,0.0,0,,0.0
Kon Knueppel,PRA,STANDARD,OVER,26.0,,,,False,0.0,,0.0,0,,0.0
Kon Knueppel,PRA,STANDARD,UNDER,26.0,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PR,STANDARD,OVER,25.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PR,STANDARD,UNDER,25.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PRA,GOBLIN,OVER,25.5,,,,False,0.0,,0.0,0,,0.0
Daeqwon Plowden,PRA,DEMON,OVER,25.5,,,,False,0.0,,0.0,0,,0.0
DeMar DeRozan,PRA,DEMON,OVER,25.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PTS,DEMON,OVER,25.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PR,STANDARD,OVER,25.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PR,STANDARD,UNDER,25.5,,,,False,0.0,,0.0,0,,0.0
Miles Bridges,PRA,DEMON,OVER,25.5,,,,False,0.0,,0.0,0,,0.0
Precious Achiuwa,PRA,DEMON,OVER,25.5,,,,False,0.0,,0.0,0,,0.0
Maxime Raynaud,PRA,GOBLIN,OVER,25.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PTS,DEMON,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PA,STANDARD,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PA,STANDARD,UNDER,24.5,,,,False,0.0,,0.0,0,,0.0
Coby White,PRA,DEMON,OVER,24.5,31.97349664204684,7.47349664204684,OVER,True,0.9999059385288176,,0.0,1,rotowire,0.0
DeMar DeRozan,PRA,STANDARD,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
DeMar DeRozan,PRA,STANDARD,UNDER,24.5,,,,False,0.0,,0.0,0,,0.0
Kon Knueppel,PTS,DEMON,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
Malik Monk,PRA,DEMON,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
Moussa Diabaté,PRA,DEMON,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
Brandon Miller,PRA,GOBLIN,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
Coby White,PA,DEMON,OVER,24.5,27.15319100167913,2.6531910016791294,OVER,True,0.9434770945433207,,0.0,1,rotowire,0.0
Coby White,PR,DEMON,OVER,24.5,26.034426602014697,1.5344266020146975,OVER,True,0.7710657940798119,,0.0,1,rotowire,0.0
Kon Knueppel,PA,DEMON,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
Kon Knueppel,PRA,GOBLIN,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
LaMelo Ball,PA,GOBLIN,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
Miles Bridges,PA,DEMON,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
Miles Bridges,PR,DEMON,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
Moussa Diabaté,PR,DEMON,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
DeMar DeRozan,PA,DEMON,OVER,24.5,,,,False,0.0,,0.0,0,,0.0
