_ep_player,_ep_stat,_ep_tier,_ep_dir,_ep_line,mu,edge_at_pp_line,implied_direction,apply_prior,external_prior_score,bp_market_prob,bp_market_divergence,external_prior_n,external_prior_sources,delta_p
Joel Embiid,PRA,DEMON,OVER,49.5,40.5,-9.0,UNDER,False,0.0,0.4921,0.3057417339780494,0,oddsapi,0.0
Jalen Brunson,PA,DEMON,OVER,44.5,32.639015860508756,-11.860984139491244,UNDER,False,0.0,0.4894,0.33072144439862794,0,"bettingpros,oddsapi,rotowire",0.0
Jalen Brunson,PRA,DEMON,OVER,44.5,36.25459286392751,-8.245407136072487,UNDER,False,0.0,0.4838,0.2757526565238568,0,"bettingpros,oddsapi,rotowire",0.0
Joel Embiid,PR,DEMON,OVER,44.5,35.5,-9.0,UNDER,False,0.0,0.5037,0.338117353668141,0,oddsapi,0.0
Joel Embiid,PRA,DEMON,OVER,44.5,40.5,-4.0,UNDER,False,0.0,0.4921,0.20282103735662788,0,oddsapi,0.0
Karl-Anthony Towns,PRA,DEMON,OVER,44.5,36.41195373023728,-8.088046269762721,UNDER,False,0.0,0.4865,0.2894671994681886,0,"bettingpros,oddsapi,rotowire",0.0
Tyrese Maxey,PRA,DEMON,OVER,44.5,36.97769160972606,-7.522308390273942,UNDER,False,0.0,0.5082,0.3536047655985656,0,"bettingpros,oddsapi,rotowire",0.0
Joel Embiid,PRA,DEMON,OVER,41.5,40.5,-1.0,UNDER,False,0.0,0.4921,0.12900535633791532,0,oddsapi,0.0
Joel Embiid,PRA,STANDARD,OVER,40.5,40.5,0.0,UNDER,False,0.0,0.4921,0.10382568823425592,0,oddsapi,0.0
Joel Embiid,PRA,STANDARD,UNDER,40.5,40.5,0.0,UNDER,True,0.0,0.5079,-0.06330520567368536,1,oddsapi,0.0
Joel Embiid,PR,DEMON,OVER,40.5,35.5,-5.0,UNDER,False,0.0,0.5037,0.25175970868905057,0,oddsapi,0.0
Jalen Brunson,PA,DEMON,OVER,39.5,32.639015860508756,-6.860984139491244,UNDER,False,0.0,0.4894,0.22452114490057368,0,"bettingpros,oddsapi,rotowire",0.0
Jalen Brunson,PR,DEMON,OVER,39.5,29.055452878578034,-10.444547121421966,UNDER,False,0.0,0.5147,0.3330592174801298,0,"bettingpros,oddsapi,rotowire",0.0
Jalen Brunson,PRA,DEMON,OVER,39.5,36.25459286392751,-3.2454071360724868,UNDER,False,0.0,0.4838,0.15213933494594134,0,"bettingpros,oddsapi,rotowire",0.0
Joel Embiid,PA,DEMON,OVER,39.5,31.5,-8.0,UNDER,False,0.0,0.5034,0.30861659788252827,0,oddsapi,0.0
Joel Embiid,PR,DEMON,OVER,39.5,35.5,-4.0,UNDER,False,0.0,0.5037,0.2270587414999094,0,oddsapi,0.0
Karl-Anthony Towns,PR,DEMON,OVER,39.5,32.97869288488774,-6.521307115112258,UNDER,False,0.0,0.5,0.36566165306240117,0,"bettingpros,oddsapi,rotowire",0.0
Karl-Anthony Towns,PRA,DEMON,OVER,39.5,36.41195373023728,-3.088046269762721,UNDER,False,0.0,0.4865,0.16020826428012086,0,"bettingpros,oddsapi,rotowire",0.0
Tyrese Maxey,PA,DEMON,OVER,39.5,33.04169498464818,-6.458305015351819,UNDER,False,0.0,0.5123,0.37608288708885007,0,"bettingpros,oddsapi,rotowire",0.0
Tyrese Maxey,PR,DEMON,OVER,39.5,30.171189767260795,-9.328810232739205,UNDER,False,0.0,0.5122,0.38683835781368126,0,"bettingpros,oddsapi,rotowire",0.0
Tyrese Maxey,PRA,DEMON,OVER,39.5,36.97769160972606,-2.522308390273942,UNDER,False,0.0,0.5082,0.2423838023827507,0,"bettingpros,oddsapi,rotowire",0.0
Jalen Brunson,PRA,DEMON,OVER,38.5,36.25459286392751,-2.2454071360724868,UNDER,False,0.0,0.4838,0.12362790318880607,0,"bettingpros,oddsapi,rotowire",0.0
Joel Embiid,PRA,GOBLIN,OVER,38.5,40.5,2.0,OVER,True,0.8700616617426719,0.4921,0.05068988672273134,1,oddsapi,0.0
Joel Embiid,PRA,GOBLIN,OVER,37.5,40.5,3.0,OVER,True,0.9640275800758169,0.4921,0.019957288010660323,1,oddsapi,0.0
Karl-Anthony Towns,PRA,DEMON,OVER,37.5,36.41195373023728,-1.088046269762721,UNDER,False,0.0,0.4865,0.1031253512853903,0,"bettingpros,oddsapi,rotowire",0.0
Jalen Brunson,PRA,STANDARD,OVER,36.5,36.25459286392751,-0.24540713607248676,UNDER,False,0.0,0.4838,0.06516990049212934,0,"bettingpros,oddsapi,rotowire",0.0
Jalen Brunson,PRA,STANDARD,UNDER,36.5,36.25459286392751,-0.24540713607248676,UNDER,True,-0.16216050859657932,0.5162,-0.03699636383733862,3,"bettingpros,oddsapi,rotowire",0.0
Tyrese Maxey,PRA,DEMON,OVER,36.5,36.97769160972606,0.4776916097260582,OVER,True,0.3081147531416815,0.5082,0.15563526001151157,3,"bettingpros,oddsapi,rotowire",0.0
Joel Embiid,PA,DEMON,OVER,36.5,31.5,-5.0,UNDER,False,0.0,0.5034,0.23700294107059966,0,oddsapi,0.0
