slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
5-leg,True,0.1944,2.145,0.417,Ausar Thompson,DET,CLE,AST,OVER,GOBLIN,2.5,0.7268
5-leg,True,0.1944,2.145,0.417,Austin Reaves,LAL,OKC,REB,OVER,GOBLIN,2.5,0.772
5-leg,True,0.1944,2.145,0.417,Julian Champagnie,SAS,MIN,PA,OVER,STANDARD,9.5,0.822
5-leg,True,0.1944,2.145,0.417,VJ Edgecombe,PHI,NYK,PTS,OVER,STANDARD,12.5,0.7749
5-leg,True,0.1944,2.145,0.417,Andre Drummond,PHI,NYK,PTS,OVER,DEMON,4.5,0.5617
4-leg,True,0.3411,1.897,0.6472,Cade Cunningham,DET,CLE,PRA,OVER,GOBLIN,41.5,0.8031
4-leg,True,0.3411,1.897,0.6472,Chet Holmgren,OKC,LAL,PTS,OVER,GOBLIN,13.5,0.7277
4-leg,True,0.3411,1.897,0.6472,Isaiah Joe,OKC,LAL,PTS,OVER,STANDARD,6.5,0.7571
4-leg,True,0.3411,1.897,0.6472,Dylan Harper,SAS,MIN,PA,OVER,STANDARD,12.0,0.7572
3-leg,True,0.5203,1.931,1.0047,Daniss Jenkins,DET,CLE,PA,OVER,GOBLIN,7.5,0.7274
3-leg,True,0.5203,1.931,1.0047,Max Strus,CLE,DET,PTS,OVER,STANDARD,8.5,0.7262
3-leg,True,0.5203,1.931,1.0047,Dean Wade,CLE,DET,PA,OVER,STANDARD,5.5,0.7243
