n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Keldon Johnson OVER PRA 9.5 (GOBLIN) [id:11940152] | Mitchell Robinson OVER REB 4.5 (GOBLIN) [id:11960679] | Mike Conley OVER PRA 10.5 (STANDARD) [id:11940077] | Mikal Bridges UNDER REB 4 (STANDARD) [id:11952920] | Terrence Shannon OVER PTS 12.5 (DEMON) [id:11940561],0.13273801043635722,20.0,0.20806951773117938,4.161390354623587,0.5523746763217819,20.0,pp_kernel,0.6738601050554103,0.07709927998193031,Keldon Johnson OVER PRA 9.5 (GOBLIN) [id:11940152] | Mitchell Robinson OVER REB 4.5 (GOBLIN) [id:11960679] | Mike Conley OVER PRA 10.5 (STANDARD) [id:11940077] | Mikal Bridges UNDER REB 4 (STANDARD) [id:11952920] | Terrence Shannon OVER PTS 12.5 (DEMON) [id:11940561],0.0025,0.0,0.0,0.0,0.0,0.0025,0.0,2,0.4,0.8498746763217819,"['keldon johnson', 'mitchell robinson', 'mike conley', 'mikal bridges', 'terrence shannon']",0.5523746763217819,1,Keldon Johnson OVER PRA 9.5 (GOBLIN) [id:11940152],Mitchell Robinson OVER REB 4.5 (GOBLIN) [id:11960679],Mike Conley OVER PRA 10.5 (STANDARD) [id:11940077],Mikal Bridges UNDER REB 4 (STANDARD) [id:11952920],Terrence Shannon OVER PTS 12.5 (DEMON) [id:11940561],4,Mitchell Robinson | Mike Conley | Mikal Bridges | Terrence Shannon
