n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080] | Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.11258720961123148,10.0,1.0,10.0,1.1258720961123148,10.0,atlas,0.5809807721587135,0.032024967294447954,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080] | Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1258720961123148,"['norman powell', 'bam adebayo', 'moussa diabaté', 'tristan silva']",1,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080],Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0,
4,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Coby White OVER PRA 16.5 (GOBLIN) [id:10653798] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.11072265797892843,10.0,1.0,10.0,1.1072265797892842,10.0,atlas,0.5789309880866531,0.039995860409252584,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Coby White OVER PRA 16.5 (GOBLIN) [id:10653798] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1072265797892842,"['collin gillespie', 'coby white', 'moussa diabaté', 'tristan silva']",1,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150],Coby White OVER PRA 16.5 (GOBLIN) [id:10653798],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0,
4,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0.09977331488168774,10.0,1.0,10.0,0.9977331488168774,10.0,atlas,0.5642278366086708,0.05990003041423579,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9977331488168774,"['tyler herro', 'bam adebayo', 'tristan silva', 'ryan kalkbrenner']",1,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731],Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565],Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0,
4,Jaime Jaquez OVER PA 17.5 (GOBLIN) [id:10654220] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0.09927117980972926,10.0,1.0,10.0,0.9927117980972926,10.0,atlas,0.5635952699339181,0.05206816585121265,Jaime Jaquez OVER PA 17.5 (GOBLIN) [id:10654220] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9927117980972926,"['jaime jaquez', 'miles bridges', 'devin booker', 'tristan silva']",1,Jaime Jaquez OVER PA 17.5 (GOBLIN) [id:10654220],Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],Devin Booker OVER PRA 36 (STANDARD) [id:10649193],Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0,
4,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Ryan Kalkbrenner OVER RA 4.5 (GOBLIN) [id:10645664] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741] | Kon Knueppel OVER PA 22.5 (STANDARD) [id:10643968],0.09748969042133186,10.0,1.0,10.0,0.9748969042133186,10.0,atlas,0.5611938311119035,0.05998969862864091,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Ryan Kalkbrenner OVER RA 4.5 (GOBLIN) [id:10645664] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741] | Kon Knueppel OVER PA 22.5 (STANDARD) [id:10643968],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9748969042133186,"['tyler herro', 'ryan kalkbrenner', 'tristan silva', 'kon knueppel']",1,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730],Ryan Kalkbrenner OVER RA 4.5 (GOBLIN) [id:10645664],Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741],Kon Knueppel OVER PA 22.5 (STANDARD) [id:10643968],0,
4,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],0.09176231666185669,10.0,1.0,10.0,0.9176231666185669,10.0,atlas,0.5508532695634365,0.023692301386644334,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9176231666185669,"['ayo dosunmu', 'kon knueppel', 'shai gilgeous-alexander', ""kel'el ware""]",1,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117],Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613],Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034],Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],0,
4,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],0.08899545260623612,10.0,1.0,10.0,0.8899545260623611,10.0,atlas,0.5466063876950291,0.05200004421352929,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8899545260623611,"['ryan kalkbrenner', 'tyler herro', 'grant williams', ""kel'el ware""]",1,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753],Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731],Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912],Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],0,
4,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.08890958078451183,10.0,1.0,10.0,0.8890958078451183,10.0,atlas,0.546385624922175,0.05157568402869073,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8890958078451183,"['brandon miller', 'bam adebayo', 'davion mitchell', ""kel'el ware""]",1,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465],Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0,
4,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],0.08725011278755294,10.0,1.0,10.0,0.8725011278755295,10.0,atlas,0.5440579250229001,0.032611138051453194,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8725011278755295,"['collin gillespie', 'brandon miller', 'nikola jokić', 'trendon watford']",1,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150],Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676],Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],0,
4,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490] | Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266] | Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],0.08697474481964404,10.0,1.0,10.0,0.8697474481964405,10.0,atlas,0.5433402448079768,0.043354260518931036,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490] | Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266] | Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8697474481964405,"['jordan goodwin', 'norman powell', ""kel'el ware"", 'ryan kalkbrenner']",1,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490],Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266],Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546],Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],0,
4,Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Davion Mitchell OVER PTS 5.5 (GOBLIN) [id:10644479] | Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546] | Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980],0.08677893934438607,10.0,1.0,10.0,0.8677893934438607,10.0,atlas,0.5430213223156996,0.043823335471184825,Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Davion Mitchell OVER PTS 5.5 (GOBLIN) [id:10644479] | Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546] | Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8677893934438607,"['kon knueppel', 'davion mitchell', ""kel'el ware"", 'bam adebayo']",1,Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615],Davion Mitchell OVER PTS 5.5 (GOBLIN) [id:10644479],Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546],Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980],0,
