team,outs,player,stat,games_used,rate_mean,role_ctx_mult,rate_mean_ctx,scenario_probe_player,scenario_cap_base,scenario_cap_adj,scenario_n_eff,scenario_removed_budget,scenario_redistributed,role_ctx_reason,role_ctx_removed_budget,role_ctx_redistributed,role_ctx_weight,role_ctx_bump,role_ctx_outs_used_pattern,role_ctx_team,role_ctx_stat,role_ctx_base_mean,role_ctx_cap_base,role_ctx_cap_adj,role_ctx_cap_adj_pre_clamp,role_ctx_n_eff,role_ctx_depth_top_mass_n,role_ctx_depth_conc_penalty,role_ctx_cfg_depth_ref_engines,role_ctx_cfg_depth_slope,role_ctx_cfg_depth_cap_min,role_ctx_cfg_depth_cap_max,role_ctx_cfg_depth_top_k,role_ctx_cfg_depth_conc_enabled,role_ctx_cfg_depth_conc_top_n,role_ctx_cfg_depth_conc_floor,role_ctx_cfg_depth_conc_span,role_ctx_cfg_depth_conc_max_penalty,role_ctx_outs,role_ctx_mult_pre_guardrails,role_ctx_guardrails_enabled,role_ctx_guardrails_applied,role_ctx_guardrails_trigger,role_ctx_guardrails_cap_mult,role_ctx_guardrails_softness,role_ctx_outs_used_pattern_effective,role_ctx_teamshare_rel_threshold,role_ctx_teamshare_rel_wmean,role_ctx_teamshare_rel_min,role_ctx_teamshare_rel_max,role_ctx_teamshare_supported_outs,role_ctx_teamshare_support_score,role_ctx_teamshare_alpha_mult,role_ctx_teamshare_alpha_eff,role_ctx_weight_mode,role_ctx_weight_mode_str,role_ctx_blend_alpha_raw,role_ctx_usage_power,role_ctx_weight_usage,role_ctx_weight_teamshare,role_ctx_rotation_enabled,role_ctx_rot_factor,role_ctx_weight_final_sum,role_ctx_candidate_count,role_ctx_usage_g_cur_team,role_ctx_usage_w_season_used,role_ctx_usage_w_recent_used,role_ctx_usage_score_season_used,role_ctx_usage_score_recent_used,role_ctx_usage_score_blend,role_ctx_usage_mode,role_ctx_usage_lb_legacy
TOR,Chucky Hepburn,A.J. Lawson,PTS,16,0.4402507296624944,1.0148542423017328,0.44679032067441576,Jamal Shead,0.9,0.8898525381018592,5.966184796468244,5.285714285714286,4.703506272824113,ok,5.285714285714286,4.703506272824113,0.01284302571808337,0.06040725202704653,1.0,TOR,PTS,4.066666666666666,0.9,0.8898525381018592,0.8898525381018592,5.966184796468244,0.6072375487667743,0.03773701170402582,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,1.0,1.0148542423017328,1.0,0.0,,,0.15,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.01437512859474762,0.1258420216721062,1.0,0.3243981946337845,1.0000000000000002,21.0,15.0,0.7,0.3,4.396896545545957,3.611063885134473,4.161146747422512,0.0,15.0
TOR,Chucky Hepburn,A.J. Lawson,AST,16,0.02751131221719457,1.0029708715591978,0.027593044792216845,Jamal Shead,0.85,0.8290275484722115,5.603091603526777,2.142857142857143,1.7764876038690245,ok,2.142857142857143,1.7764876038690245,0.0004459543731465823,0.0007922324157860848,1.0,TOR,AST,0.26666666666666666,0.85,0.8290275484722115,0.8290275484722115,5.603091603526777,0.6518792312113241,0.04845101549071777,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,1.0,1.0029708715591978,1.0,0.0,,,0.15,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.0016143146796987308,0.0,1.0,0.3243981946337845,1.0,21.0,15.0,0.7,0.3,0.26666666666666666,0.3,0.2766666666666666,0.0,15.0
TOR,Chucky Hepburn,A.J. Lawson,REB,16,0.21771183065300712,1.0090968387417494,0.21969232006862857,Jamal Shead,0.95,0.95,6.8107960910383705,0.7142857142857143,0.6785714285714286,ok,0.7142857142857143,0.6785714285714286,0.024130561714955936,0.01637430973514867,1.0,TOR,REB,1.8,0.95,0.95,0.9616488536516524,6.8107960910383705,0.5328411434861624,0.019881874436678975,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,1.0,1.0090968387417494,1.0,0.0,,,0.15,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.01517848937251476,0.2704899132659013,1.0,0.3243981946337845,1.0000000000000002,21.0,15.0,0.7,0.3,1.8,1.8,1.8,0.0,15.0
TOR,Chucky Hepburn,Alijah Martin,PTS,17,0.30771548712725183,1.007754904284648,0.3101017912768275,Jamal Shead,0.9,0.8898525381018592,5.966184796468244,5.285714285714286,4.703506272824113,ok,5.285714285714286,4.703506272824113,0.004849263653681874,0.02280854201367067,1.0,TOR,PTS,2.9411764705882355,0.9,0.8898525381018592,0.8898525381018592,5.966184796468244,0.6072375487667743,0.03773701170402582,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,1.0,1.007754904284648,1.0,0.0,,,0.15,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.010228400519792314,0.0,1.0,0.5488862999253996,1.0000000000000002,21.0,17.0,0.7,0.3,3.1316990145571455,3.9055072927072922,3.3638414980021896,0.0,15.0
TOR,Chucky Hepburn,Alijah Martin,AST,17,0.07142351112939349,1.0536411328638065,0.07525474917948484,Jamal Shead,0.85,0.8290275484722115,5.603091603526777,2.142857142857143,1.7764876038690245,ok,2.142857142857143,1.7764876038690245,0.017761794395989065,0.031553607566944884,1.0,TOR,AST,0.5882352941176471,0.85,0.8290275484722115,0.8290275484722115,5.603091603526777,0.6518792312113241,0.04845101549071777,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,1.0,1.0536411328638065,1.0,0.0,,,0.15,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.006359201672453819,0.1265621602697848,1.0,0.5488862999253996,1.0,21.0,17.0,0.7,0.3,0.5882352941176471,0.8,0.6517647058823529,0.0,15.0
TOR,Chucky Hepburn,Alijah Martin,REB,17,0.14147274294333118,1.0024171561280684,0.1418147046508913,Jamal Shead,0.95,0.95,6.8107960910383705,0.7142857142857143,0.6785714285714286,ok,0.7142857142857143,0.6785714285714286,0.00481934534512704,0.00327027005562192,1.0,TOR,REB,1.3529411764705883,0.95,0.95,0.9616488536516524,6.8107960910383705,0.5328411434861624,0.019881874436678975,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,1.0,1.0024171561280684,1.0,0.0,,,0.15,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.009773543864721417,0.0,1.0,0.5488862999253996,1.0000000000000002,21.0,17.0,0.7,0.3,1.3529411764705883,1.4,1.3670588235294117,0.0,15.0
TOR,Chucky Hepburn,Brandon Ingram,PTS,20,0.6365659496429762,1.0395899501391066,0.6617675638495947,Jamal Shead,0.9,0.8898525381018592,5.966184796468244,5.285714285714286,4.703506272824113,ok,5.285714285714286,4.703506272824113,0.16455458552090202,0.7739835252195345,1.0,TOR,PTS,19.55,0.9,0.8898525381018592,0.8898525381018592,5.966184796468244,0.6072375487667743,0.03773701170402582,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,1.0,1.0395899501391066,1.0,0.0,,,0.15,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.19051292729948982,0.0,1.0,0.9999996734240592,1.0000000000000002,21.0,57.0,0.7,0.3,21.321301939100522,19.99917287114846,20.9246632187149,0.0,15.0
TOR,Chucky Hepburn,Brandon Ingram,AST,20,0.10334024735029038,1.049000697356178,0.10840399153541454,Jamal Shead,0.85,0.8290275484722115,5.603091603526777,2.142857142857143,1.7764876038690245,ok,2.142857142857143,1.7764876038690245,0.09378189335414473,0.16660237101100497,1.0,TOR,AST,3.4,0.85,0.8290275484722115,0.8290275484722115,5.603091603526777,0.6518792312113241,0.04845101549071777,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,1.0,1.049000697356178,1.0,0.0,,,0.15,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.09190598197228143,0.0728856210765024,1.0,0.9999996734240592,1.0,21.0,57.0,0.7,0.3,3.6140350877192984,3.1,3.459824561403509,0.0,15.0
TOR,Chucky Hepburn,Brandon Ingram,REB,20,0.16480360624550008,1.0124317381709178,0.16685240152796718,Jamal Shead,0.95,0.95,6.8107960910383705,0.7142857142857143,0.6785714285714286,ok,0.7142857142857143,0.6785714285714286,0.1007625093853349,0.0683745599400487,1.0,TOR,REB,5.5,0.95,0.95,0.9616488536516524,6.8107960910383705,0.5328411434861624,0.019881874436678975,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,1.0,1.0124317381709178,1.0,0.0,,,0.15,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.08727910665649834,0.09953134718996673,1.0,0.9999996734240592,1.0000000000000002,21.0,57.0,0.7,0.3,5.701754385964913,4.6,5.371228070175439,0.0,15.0
TOR,Chucky Hepburn,Collin Murray-Boyles,PTS,20,0.3310156712874289,1.0261062442428623,0.3396572472502736,Jamal Shead,0.9,0.8898525381018592,5.966184796468244,5.285714285714286,4.703506272824113,ok,5.285714285714286,4.703506272824113,0.036910022894643006,0.173606524215035,1.0,TOR,PTS,6.65,0.9,0.8898525381018592,0.8898525381018592,5.966184796468244,0.6072375487667743,0.03773701170402582,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,1.0,1.0261062442428623,1.0,0.0,,,0.15,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.040012135964674775,0.0109227605786012,1.0,0.9997591788242425,1.0000000000000002,21.0,46.0,0.7,0.3,7.506691195522846,8.784298018018019,7.889973242271397,0.0,15.0
