team,outs,player,stat,games_used,rate_mean,role_ctx_mult,rate_mean_ctx,scenario_probe_player,scenario_cap_base,scenario_cap_adj,scenario_n_eff,scenario_removed_budget,scenario_redistributed,role_ctx_reason,role_ctx_removed_budget,role_ctx_redistributed,role_ctx_weight,role_ctx_bump,role_ctx_outs_used_pattern,role_ctx_team,role_ctx_stat,role_ctx_base_mean,role_ctx_cap_base,role_ctx_cap_adj,role_ctx_cap_adj_pre_clamp,role_ctx_n_eff,role_ctx_depth_top_mass_n,role_ctx_depth_conc_penalty,role_ctx_cfg_depth_ref_engines,role_ctx_cfg_depth_slope,role_ctx_cfg_depth_cap_min,role_ctx_cfg_depth_cap_max,role_ctx_cfg_depth_top_k,role_ctx_cfg_depth_conc_enabled,role_ctx_cfg_depth_conc_top_n,role_ctx_cfg_depth_conc_floor,role_ctx_cfg_depth_conc_span,role_ctx_cfg_depth_conc_max_penalty,role_ctx_outs,role_ctx_mult_pre_guardrails,role_ctx_guardrails_enabled,role_ctx_guardrails_applied,role_ctx_guardrails_trigger,role_ctx_guardrails_cap_mult,role_ctx_guardrails_softness,role_ctx_outs_used_pattern_effective,role_ctx_teamshare_rel_threshold,role_ctx_teamshare_rel_wmean,role_ctx_teamshare_rel_min,role_ctx_teamshare_rel_max,role_ctx_teamshare_supported_outs,role_ctx_teamshare_support_score,role_ctx_teamshare_alpha_mult,role_ctx_teamshare_alpha_eff,role_ctx_weight_mode,role_ctx_weight_mode_str,role_ctx_blend_alpha_raw,role_ctx_usage_power,role_ctx_weight_usage,role_ctx_weight_teamshare,role_ctx_rotation_enabled,role_ctx_rot_factor,role_ctx_weight_final_sum,role_ctx_candidate_count,role_ctx_usage_g_cur_team,role_ctx_usage_w_season_used,role_ctx_usage_w_recent_used,role_ctx_usage_score_season_used,role_ctx_usage_score_recent_used,role_ctx_usage_score_blend,role_ctx_usage_mode,role_ctx_usage_lb_legacy
BKN,"Michael Porter Jr., Nicolas Claxton, Noah Clowney",Ben Saraf,PTS,20,0.3535052819024208,1.342282300488728,0.4745038830268977,Day'Ron Sharpe,0.9,0.9312227836293918,7.5269292385532,33.849999999999994,31.521891225854908,ok,33.849999999999994,31.521891225854908,0.06189378355526754,1.9510091127857507,2.0,BKN,PTS,5.7,0.9,0.9312227836293918,0.9312227836293918,7.5269292385532,0.4584515777523426,0.0020283786605622156,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,3.0,1.342282300488728,1.0,0.0,outs_and_removed,1.35,0.15,2.0,0.25,0.875,0.75,1.0,2.0,0.875,0.875,0.17500000000000002,blend,"blend(alpha_eff=0.18, raw=0.20, support=0.88)|usage_power=1.60|rotation_reweight",0.2,1.6,0.05800904236050593,0.051589106665693704,1.0,0.9999426280487489,1.0000000000000002,19.0,26.0,0.7,0.3,8.2529488182854,7.7722748723240995,8.10874663449701,0.0,15.0
BKN,"Michael Porter Jr., Nicolas Claxton, Noah Clowney",Ben Saraf,AST,20,0.16731240027306007,1.0997560347878002,0.1840028218951298,Day'Ron Sharpe,0.85,0.8617909052098505,6.971775505240171,4.15,3.5764322566208797,ok,4.15,3.5764322566208797,0.087861725606531,0.3142315095815702,2.0,BKN,AST,3.15,0.85,0.8617909052098505,0.8617909052098505,6.971775505240171,0.5300444607621091,0.019210670582906177,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,3.0,1.0997560347878002,1.0,0.0,outs,1.25,0.15,2.0,0.25,0.875,0.75,1.0,2.0,0.875,0.875,0.17500000000000002,blend,"blend(alpha_eff=0.18, raw=0.20, support=0.88)|usage_power=1.60|rotation_reweight",0.2,1.6,0.10059318084407248,0.00991055594768571,1.0,0.9999426280487489,0.9999999999999998,19.0,26.0,0.7,0.3,3.1538461538461537,2.6,2.987692307692307,0.0,15.0
BKN,"Michael Porter Jr., Nicolas Claxton, Noah Clowney",Ben Saraf,REB,20,0.11029245294609073,1.12088352557156,0.12362499350214956,Day'Ron Sharpe,0.95,0.9227839638151748,5.621585469042415,10.7,9.87378841282237,ok,10.7,9.87378841282237,0.018364307677675766,0.18132528835733985,2.0,BKN,REB,1.5,0.95,0.9227839638151748,0.9227839638151748,5.621585469042415,0.6685456092965052,0.05245094623116124,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,3.0,1.12088352557156,1.0,0.0,outs_and_removed,1.2,0.15,2.0,0.25,0.875,0.75,1.0,2.0,0.875,0.875,0.17500000000000002,blend,"blend(alpha_eff=0.18, raw=0.20, support=0.88)|usage_power=1.60|rotation_reweight",0.2,1.6,0.019839473887205982,0.0055341713343740875,1.0,0.9999426280487489,1.0000000000000002,19.0,26.0,0.7,0.3,1.6153846153846154,1.7,1.6407692307692308,0.0,15.0
BKN,"Michael Porter Jr., Nicolas Claxton, Noah Clowney",Cam Thomas,PTS,20,0.5748701139630773,1.2701176312813327,0.7301526674412135,Day'Ron Sharpe,0.9,0.9312227836293918,7.5269292385532,33.849999999999994,31.521891225854908,ok,33.849999999999994,31.521891225854908,0.15124651493642163,4.767576192115523,2.0,BKN,PTS,17.65,0.9,0.9312227836293918,0.9312227836293918,7.5269292385532,0.4584515777523426,0.0020283786605622156,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,3.0,1.2701176312813327,1.0,0.0,outs_and_removed,1.35,0.15,2.0,0.25,0.875,0.75,1.0,2.0,0.875,0.875,0.17500000000000002,blend,"blend(alpha_eff=0.18, raw=0.20, support=0.88)|usage_power=1.60|rotation_reweight",0.2,1.6,0.15606018040706626,0.06074169592321352,1.0,0.9972790220209938,1.0000000000000002,19.0,28.0,0.7,0.3,15.936941426672513,12.985089138062548,15.051385740089524,0.0,15.0
BKN,"Michael Porter Jr., Nicolas Claxton, Noah Clowney",Cam Thomas,AST,20,0.13897456033668848,1.1616785523007174,0.16144376605855296,Day'Ron Sharpe,0.85,0.8617909052098505,6.971775505240171,4.15,3.5764322566208797,ok,4.15,3.5764322566208797,0.13335964309240267,0.47695172928711677,2.0,BKN,AST,2.95,0.85,0.8617909052098505,0.8617909052098505,6.971775505240171,0.5300444607621091,0.019210670582906177,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,3.0,1.1616785523007174,1.0,0.0,outs,1.25,0.15,2.0,0.25,0.875,0.75,1.0,2.0,0.875,0.875,0.17500000000000002,blend,"blend(alpha_eff=0.18, raw=0.20, support=0.88)|usage_power=1.60|rotation_reweight",0.2,1.6,0.12810286569355792,0.13288725931605802,1.0,0.9972790220209938,0.9999999999999998,19.0,28.0,0.7,0.3,3.25,4.0,3.4749999999999996,0.0,15.0
BKN,"Michael Porter Jr., Nicolas Claxton, Noah Clowney",Cam Thomas,REB,20,0.08537693361177343,1.1858377466543573,0.10124319057044405,Day'Ron Sharpe,0.95,0.9227839638151748,5.621585469042415,10.7,9.87378841282237,ok,10.7,9.87378841282237,0.03576051094884151,0.35309171864327876,2.0,BKN,REB,1.9,0.95,0.9227839638151748,0.9227839638151748,5.621585469042415,0.6685456092965052,0.05245094623116124,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,3.0,1.1858377466543573,1.0,0.0,outs_and_removed,1.2,0.15,2.0,0.25,0.875,0.75,1.0,2.0,0.875,0.875,0.17500000000000002,blend,"blend(alpha_eff=0.18, raw=0.20, support=0.88)|usage_power=1.60|rotation_reweight",0.2,1.6,0.024352316747607898,0.07861540864934538,1.0,0.9972790220209938,1.0000000000000002,19.0,28.0,0.7,0.3,1.8928571428571428,1.8,1.865,0.0,15.0
BKN,"Michael Porter Jr., Nicolas Claxton, Noah Clowney",Danny Wolf,PTS,20,0.4417877358411861,1.3502121607737814,0.5965071734134844,Day'Ron Sharpe,0.9,0.9312227836293918,7.5269292385532,33.849999999999994,31.521891225854908,ok,33.849999999999994,31.521891225854908,0.09531766804782037,3.0045931641055397,2.0,BKN,PTS,8.55,0.9,0.9312227836293918,0.9312227836293918,7.5269292385532,0.4584515777523426,0.0020283786605622156,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,3.0,1.3514144051585426,1.0,1.0,outs_and_removed,1.35,0.15,2.0,0.25,0.875,0.75,1.0,2.0,0.875,0.875,0.17500000000000002,blend,"blend(alpha_eff=0.18, raw=0.20, support=0.88)|usage_power=1.60|rotation_reweight",0.2,1.6,0.07856198778672076,0.1302120248979579,1.0,0.9999899903327936,1.0000000000000002,19.0,42.0,0.7,0.3,8.806502464531558,12.121969766523227,9.801142655129059,0.0,15.0
BKN,"Michael Porter Jr., Nicolas Claxton, Noah Clowney",Danny Wolf,AST,20,0.09282171355061555,1.1367541219989465,0.1055154654896677,Day'Ron Sharpe,0.85,0.8617909052098505,6.971775505240171,4.15,3.5764322566208797,ok,4.15,3.5764322566208797,0.07647516417836804,0.2735082439978931,2.0,BKN,AST,2.0,0.85,0.8617909052098505,0.8617909052098505,6.971775505240171,0.5300444607621091,0.019210670582906177,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,3.0,1.1367541219989465,1.0,0.0,outs,1.25,0.15,2.0,0.25,0.875,0.75,1.0,2.0,0.875,0.875,0.17500000000000002,blend,"blend(alpha_eff=0.18, raw=0.20, support=0.88)|usage_power=1.60|rotation_reweight",0.2,1.6,0.06451025849720161,0.11725358889355852,1.0,0.9999899903327936,0.9999999999999998,19.0,42.0,0.7,0.3,2.119047619047619,2.6,2.263333333333333,0.0,15.0
BKN,"Michael Porter Jr., Nicolas Claxton, Noah Clowney",Danny Wolf,REB,20,0.26884173703169795,1.222306536086002,0.32860701234655854,Day'Ron Sharpe,0.95,0.9227839638151748,5.621585469042415,10.7,9.87378841282237,ok,10.7,9.87378841282237,0.14833040259462194,1.4645830104080553,2.0,BKN,REB,4.2,0.95,0.9227839638151748,0.9227839638151748,5.621585469042415,0.6685456092965052,0.05245094623116124,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,3.0,1.3487102405733464,1.0,1.0,outs_and_removed,1.2,0.15,2.0,0.25,0.875,0.75,1.0,2.0,0.875,0.875,0.17500000000000002,blend,"blend(alpha_eff=0.18, raw=0.20, support=0.88)|usage_power=1.60|rotation_reweight",0.2,1.6,0.12215959559280097,0.2242098766340398,1.0,0.9999899903327936,1.0000000000000002,19.0,42.0,0.7,0.3,4.642857142857143,6.2,5.109999999999999,0.0,15.0
BKN,"Michael Porter Jr., Nicolas Claxton, Noah Clowney",Dariq Whitehead,PTS,2,0.125,1.017949237875936,0.127243654734492,Day'Ron Sharpe,0.9,0.9312227836293918,7.5269292385532,33.849999999999994,31.521891225854908,ok,33.849999999999994,31.521891225854908,0.0005694213506204136,0.017949237875936067,2.0,BKN,PTS,1.0,0.9,0.9312227836293918,0.9312227836293918,7.5269292385532,0.4584515777523426,0.0020283786605622156,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,3.0,1.017949237875936,1.0,0.0,outs_and_removed,1.35,0.15,2.0,0.25,0.875,0.75,1.0,2.0,0.875,0.875,0.17500000000000002,blend,"blend(alpha_eff=0.18, raw=0.20, support=0.88)|usage_power=1.60|rotation_reweight",0.2,1.6,0.007905558984854726,0.0,1.0,0.08023747536253567,1.0000000000000002,19.0,2.0,0.7,0.3,2.333333333333333,2.333333333333333,2.333333333333333,0.0,15.0
