team,outs,player,stat,games_used,rate_mean,role_ctx_mult,rate_mean_ctx,scenario_probe_player,scenario_cap_base,scenario_cap_adj,scenario_n_eff,scenario_removed_budget,scenario_redistributed,role_ctx_reason,role_ctx_removed_budget,role_ctx_redistributed,role_ctx_weight,role_ctx_bump,role_ctx_outs_used_pattern,role_ctx_team,role_ctx_stat,role_ctx_base_mean,role_ctx_cap_base,role_ctx_cap_adj,role_ctx_cap_adj_pre_clamp,role_ctx_n_eff,role_ctx_depth_top_mass_n,role_ctx_depth_conc_penalty,role_ctx_cfg_depth_ref_engines,role_ctx_cfg_depth_slope,role_ctx_cfg_depth_cap_min,role_ctx_cfg_depth_cap_max,role_ctx_cfg_depth_top_k,role_ctx_cfg_depth_conc_enabled,role_ctx_cfg_depth_conc_top_n,role_ctx_cfg_depth_conc_floor,role_ctx_cfg_depth_conc_span,role_ctx_cfg_depth_conc_max_penalty,role_ctx_outs,role_ctx_mult_pre_guardrails,role_ctx_guardrails_enabled,role_ctx_guardrails_applied,role_ctx_guardrails_trigger,role_ctx_guardrails_cap_mult,role_ctx_guardrails_softness,role_ctx_outs_used_pattern_effective,role_ctx_teamshare_rel_threshold,role_ctx_teamshare_rel_wmean,role_ctx_teamshare_rel_min,role_ctx_teamshare_rel_max,role_ctx_teamshare_supported_outs,role_ctx_teamshare_support_score,role_ctx_teamshare_alpha_mult,role_ctx_teamshare_alpha_eff,role_ctx_weight_mode,role_ctx_weight_mode_str,role_ctx_blend_alpha_raw,role_ctx_usage_power,role_ctx_weight_usage,role_ctx_weight_teamshare,role_ctx_rotation_enabled,role_ctx_rot_factor,role_ctx_weight_final_sum,role_ctx_candidate_count,role_ctx_usage_g_cur_team,role_ctx_usage_w_season_used,role_ctx_usage_w_recent_used,role_ctx_usage_score_season_used,role_ctx_usage_score_recent_used,role_ctx_usage_score_blend,role_ctx_usage_mode,role_ctx_usage_lb_legacy
CHA,"Brandon Miller, LaMelo Ball",Antonio Reeves,PTS,9,0.22549019607843135,1.0253622817175199,0.23120914195591133,Sion James,0.9,0.8812003975791218,5.897185971969255,37.25,32.82471480982229,ok,37.25,32.82471480982229,0.0021462724948819556,0.07045078254866596,2.0,CHA,PTS,2.7777777777777777,0.9,0.8812003975791218,0.8812003975791218,5.897185971969255,0.6444228991077563,0.046661495785861505,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,2.0,1.0253622817175199,1.0,0.0,outs_and_removed,1.35,0.15,2.0,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.007594810471216814,0.08079479145340364,1.0,0.08023747536253567,1.0,20.0,9.0,0.7,0.3,2.1892156862745096,2.1892156862745096,2.1892156862745096,0.0,15.0
CHA,"Brandon Miller, LaMelo Ball",Antonio Reeves,AST,9,0.04753086419753086,1.0087071142946737,0.047944720864623376,Sion James,0.85,0.822231146063553,5.529707338451051,11.25,9.250100393214971,ok,11.25,9.250100393214971,0.0003137664790845774,0.0029023714315579265,2.0,CHA,AST,0.3333333333333333,0.85,0.822231146063553,0.822231146063553,5.529707338451051,0.6823585662360452,0.05576605589665084,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,2.0,1.0087071142946737,1.0,0.0,outs_and_removed,1.25,0.15,2.0,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.003664647369483721,0.0,1.0,0.08023747536253567,1.0000000000000002,20.0,9.0,0.7,0.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,15.0
CHA,"Brandon Miller, LaMelo Ball",Antonio Reeves,REB,9,0.08035584604212055,1.005946326832682,0.08083366816560368,Sion James,0.95,0.95,6.522484862902216,9.05,8.5975,ok,9.05,8.5975,0.0005379378737846905,0.0046249208698638765,2.0,CHA,REB,0.7777777777777778,0.95,0.95,0.9544317445385092,6.522484862902216,0.5566886840535985,0.025605284172863636,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,2.0,1.005946326832682,1.0,0.0,outs,1.2,0.15,2.0,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.0042735198774501515,0.009852083446005216,1.0,0.08023747536253567,0.9999999999999999,20.0,9.0,0.7,0.3,0.7777777777777778,0.7777777777777778,0.7777777777777777,0.0,15.0
CHA,"Brandon Miller, LaMelo Ball",Collin Sexton,PTS,20,0.6300174163035195,1.3096393818154133,0.8250956196206851,Sion James,0.9,0.8812003975791218,5.897185971969255,37.25,32.82471480982229,ok,37.25,32.82471480982229,0.1429117255605154,4.691036634503509,2.0,CHA,PTS,15.15,0.9,0.8812003975791218,0.8812003975791218,5.897185971969255,0.6444228991077563,0.046661495785861505,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,2.0,1.3096393818154133,1.0,0.0,outs_and_removed,1.35,0.15,2.0,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.1274543761380902,0.08678208366170333,1.0,0.99559033308656,1.0,20.0,47.0,0.7,0.3,13.552067691906151,10.908072523444163,12.758869141367555,0.0,15.0
CHA,"Brandon Miller, LaMelo Ball",Collin Sexton,AST,20,0.13364788631594565,1.2838465279411047,0.1715833748133943,Sion James,0.85,0.822231146063553,5.529707338451051,11.25,9.250100393214971,ok,11.25,9.250100393214971,0.2416757058976776,2.235524542154613,2.0,CHA,AST,4.7,0.85,0.822231146063553,0.822231146063553,5.529707338451051,0.6823585662360452,0.05576605589665084,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,2.0,1.4756435196073645,1.0,1.0,outs_and_removed,1.25,0.15,2.0,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.15492405460137912,0.29024893894320575,1.0,0.99559033308656,1.0000000000000002,20.0,47.0,0.7,0.3,3.8297872340425534,2.6,3.4608510638297876,0.0,15.0
CHA,"Brandon Miller, LaMelo Ball",Collin Sexton,REB,20,0.08626381049671243,1.1261310634170774,0.097144356649072,Sion James,0.95,0.95,6.522484862902216,9.05,8.5975,ok,9.05,8.5975,0.03300900176660938,0.28379489268842417,2.0,CHA,REB,2.25,0.95,0.95,0.9544317445385092,6.522484862902216,0.5566886840535985,0.025605284172863636,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,2.0,1.1261310634170774,1.0,0.0,outs,1.2,0.15,2.0,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.016879338894886662,0.06574079601667886,1.0,0.99559033308656,0.9999999999999999,20.0,47.0,0.7,0.3,1.9361702127659575,1.6,1.8353191489361702,0.0,15.0
CHA,"Brandon Miller, LaMelo Ball",Drew Peterson,PTS,9,0.14212076909445331,1.0318308788105846,0.14664459807196592,Sion James,0.9,0.8812003975791218,5.897185971969255,37.25,32.82471480982229,ok,37.25,32.82471480982229,0.0012929639143352504,0.04244117174744609,2.0,CHA,PTS,1.3333333333333333,0.9,0.8812003975791218,0.8812003975791218,5.897185971969255,0.6444228991077563,0.046661495785861505,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,2.0,1.0318308788105846,1.0,0.0,outs_and_removed,1.35,0.15,2.0,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.012876829379435248,0.015466477124021964,1.0,0.08023747536253567,1.0,20.0,9.0,0.7,0.3,3.0450613838186937,3.0450613838186937,3.0450613838186933,0.0,15.0
CHA,"Brandon Miller, LaMelo Ball",Drew Peterson,AST,9,0.050378787878787884,1.0297205590194447,0.05187607361726748,Sion James,0.85,0.822231146063553,5.529707338451051,11.25,9.250100393214971,ok,11.25,9.250100393214971,0.0014279993492464632,0.013209137341975433,2.0,CHA,AST,0.4444444444444444,0.85,0.822231146063553,0.822231146063553,5.529707338451051,0.6823585662360452,0.05576605589665084,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,2.0,1.0297205590194447,1.0,0.0,outs_and_removed,1.25,0.15,2.0,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.00580676391859585,0.043486432319723246,1.0,0.08023747536253567,1.0000000000000002,20.0,9.0,0.7,0.3,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,15.0
CHA,"Brandon Miller, LaMelo Ball",Drew Peterson,REB,9,0.15602590229783211,1.0198671965558919,0.15912569956659353,Sion James,0.95,0.95,6.522484862902216,9.05,8.5975,ok,9.05,8.5975,0.003337837940313337,0.028697061691843915,2.0,CHA,REB,1.4444444444444444,0.95,0.95,0.9544317445385092,6.522484862902216,0.5566886840535985,0.025605284172863636,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,2.0,1.0198671965558919,1.0,0.0,outs,1.2,0.15,2.0,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.011506367161742278,0.12117213807100233,1.0,0.08023747536253567,0.9999999999999999,20.0,9.0,0.7,0.3,1.4444444444444444,1.4444444444444444,1.4444444444444444,0.0,15.0
CHA,"Brandon Miller, LaMelo Ball",Grant Williams,PTS,14,0.35811202787457763,1.2416980506239108,0.44466700691683864,Sion James,0.9,0.8812003975791218,5.897185971969255,37.25,32.82471480982229,ok,37.25,32.82471480982229,0.04733546632726085,1.5537731825822836,2.0,CHA,PTS,6.428571428571429,0.9,0.8812003975791218,0.8812003975791218,5.897185971969255,0.6444228991077563,0.046661495785861505,3.0,0.04,0.75,0.95,8.0,1.0,3.0,0.45,0.25,0.06,2.0,1.2416980506239108,1.0,0.0,outs_and_removed,1.35,0.15,2.0,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.2,blend,"blend(alpha_eff=0.20, raw=0.20, support=1.00)|usage_power=1.60|rotation_reweight",0.2,1.6,0.04918760157883276,0.0,1.0,0.9999235094756118,1.0,20.0,14.0,0.7,0.3,6.905766118242167,7.3425476105951155,7.036800565948051,0.0,15.0
