n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Davion Mitchell OVER AST 6.5 (DEMON) [id:10643870],0.06360722049380281,20.0,1.0,20.0,1.2721444098760561,20.0,atlas,0.582095371887952,0.036241133715625,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Davion Mitchell OVER AST 6.5 (DEMON) [id:10643870],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2721444098760561,"['lamelo ball', 'jaime jaquez', ""kel'el ware"", 'tristan silva', 'davion mitchell']",1,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Davion Mitchell OVER AST 6.5 (DEMON) [id:10643870],0,
5,Ryan Kalkbrenner OVER PRA 9.5 (GOBLIN) [id:10644581] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Jalen Green OVER PRA 30.5 (DEMON) [id:10649344],0.050501871351867025,20.0,1.0,20.0,1.0100374270373405,20.0,atlas,0.5519400693843284,0.042711151563141384,Ryan Kalkbrenner OVER PRA 9.5 (GOBLIN) [id:10644581] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Jalen Green OVER PRA 30.5 (DEMON) [id:10649344],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0100374270373405,"['ryan kalkbrenner', 'brandon miller', 'jett howard', ""kel'el ware"", 'jalen green']",1,Ryan Kalkbrenner OVER PRA 9.5 (GOBLIN) [id:10644581],Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Jalen Green OVER PRA 30.5 (DEMON) [id:10649344],0,
5,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987] | Tyler Herro OVER PRA 34.5 (DEMON) [id:10644596],0.050390424154434954,20.0,1.0,20.0,1.007808483088699,20.0,atlas,0.5517904007189504,0.04170033899710912,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987] | Tyler Herro OVER PRA 34.5 (DEMON) [id:10644596],0.0,0.0,0.0,0.0,0.0,0,0.0,1.007808483088699,"['grayson allen', 'davion mitchell', 'moussa diabaté', ""de'aaron fox"", 'tyler herro']",1,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204],Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987],Tyler Herro OVER PRA 34.5 (DEMON) [id:10644596],0,
5,Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503] | Coby White OVER PRA 14.5 (GOBLIN) [id:10653364] | Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Naz Reid OVER RA 10.5 (DEMON) [id:10649443],0.04970596699213058,20.0,1.0,20.0,0.9941193398426117,20.0,atlas,0.550415928663147,0.048757711612405365,Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503] | Coby White OVER PRA 14.5 (GOBLIN) [id:10653364] | Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Naz Reid OVER RA 10.5 (DEMON) [id:10649443],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9941193398426117,"['jaime jaquez', 'coby white', 'nikola jokić', 'moussa diabaté', 'naz reid']",1,Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503],Coby White OVER PRA 14.5 (GOBLIN) [id:10653364],Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],Naz Reid OVER RA 10.5 (DEMON) [id:10649443],0,
5,Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497] | Brandon Miller OVER PRA 26.5 (GOBLIN) [id:10645572] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054] | De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004] | Grayson Allen OVER PTS 16.5 (DEMON) [id:10649762],0.04913109313011351,20.0,1.0,20.0,0.9826218626022702,20.0,atlas,0.5488237821644584,0.03673335074719035,Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497] | Brandon Miller OVER PRA 26.5 (GOBLIN) [id:10645572] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054] | De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004] | Grayson Allen OVER PTS 16.5 (DEMON) [id:10649762],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9826218626022702,"['ryan kalkbrenner', 'brandon miller', 'moussa diabaté', ""de'aaron fox"", 'grayson allen']",1,Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497],Brandon Miller OVER PRA 26.5 (GOBLIN) [id:10645572],Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004],Grayson Allen OVER PTS 16.5 (DEMON) [id:10649762],0,
5,Tyler Herro OVER PA 24.5 (GOBLIN) [id:10644586] | Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Davion Mitchell OVER PR 11.5 (DEMON) [id:10650526],0.04721298105374438,20.0,1.0,20.0,0.9442596210748876,20.0,atlas,0.5442562021747973,0.04953092450428536,Tyler Herro OVER PA 24.5 (GOBLIN) [id:10644586] | Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Davion Mitchell OVER PR 11.5 (DEMON) [id:10650526],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9442596210748876,"['tyler herro', 'brandon miller', 'jett howard', 'karl-anthony towns', 'davion mitchell']",1,Tyler Herro OVER PA 24.5 (GOBLIN) [id:10644586],Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134],Davion Mitchell OVER PR 11.5 (DEMON) [id:10650526],0,
5,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Grant Williams OVER PR 14.5 (DEMON) [id:10644495],0.04676272818727772,20.0,1.0,20.0,0.9352545637455544,20.0,atlas,0.54294285983635,0.0431755461089168,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Grant Williams OVER PR 14.5 (DEMON) [id:10644495],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9352545637455544,"['davion mitchell', 'jaime jaquez', 'trendon watford', 'shai gilgeous-alexander', 'grant williams']",1,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891],Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034],Grant Williams OVER PR 14.5 (DEMON) [id:10644495],0,
5,Grayson Allen OVER PTS 11.5 (GOBLIN) [id:10650230] | Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Jared McCain UNDER PR 8.5 (STANDARD) [id:10649850] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Oso Ighodaro OVER PRA 17.5 (DEMON) [id:10649473],0.044930638484279466,20.0,1.0,20.0,0.8986127696855893,20.0,atlas,0.5385969569393598,0.04366896896137916,Grayson Allen OVER PTS 11.5 (GOBLIN) [id:10650230] | Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Jared McCain UNDER PR 8.5 (STANDARD) [id:10649850] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Oso Ighodaro OVER PRA 17.5 (DEMON) [id:10649473],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8986127696855893,"['grayson allen', 'brandon miller', 'jared mccain', 'jett howard', 'oso ighodaro']",1,Grayson Allen OVER PTS 11.5 (GOBLIN) [id:10650230],Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461],Jared McCain UNDER PR 8.5 (STANDARD) [id:10649850],Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861],Oso Ighodaro OVER PRA 17.5 (DEMON) [id:10649473],0,
5,Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Grant Williams OVER PRA 8.5 (GOBLIN) [id:10645596] | Justin Edwards UNDER PTS 12.5 (STANDARD) [id:10647161] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862] | Bam Adebayo OVER PR 34.5 (DEMON) [id:10644449],0.0418976476299793,20.0,1.0,20.0,0.837952952599586,20.0,atlas,0.5312018098781331,0.04988902370769769,Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Grant Williams OVER PRA 8.5 (GOBLIN) [id:10645596] | Justin Edwards UNDER PTS 12.5 (STANDARD) [id:10647161] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862] | Bam Adebayo OVER PR 34.5 (DEMON) [id:10644449],0.0,0.0,0.0,0.0,0.0,0,0.0,0.837952952599586,"['collin gillespie', 'grant williams', 'justin edwards', ""de'aaron fox"", 'bam adebayo']",1,Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Grant Williams OVER PRA 8.5 (GOBLIN) [id:10645596],Justin Edwards UNDER PTS 12.5 (STANDARD) [id:10647161],De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862],Bam Adebayo OVER PR 34.5 (DEMON) [id:10644449],0,
5,Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764] | Coby White OVER PRA 16.5 (GOBLIN) [id:10653798] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970] | Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.04087558301370561,20.0,1.0,20.0,0.8175116602741123,20.0,atlas,0.5279067427351996,0.0647314280330562,Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764] | Coby White OVER PRA 16.5 (GOBLIN) [id:10653798] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970] | Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8175116602741123,"['grayson allen', 'coby white', 'kon knueppel', 'nikola jokić', 'grant williams']",1,Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764],Coby White OVER PRA 16.5 (GOBLIN) [id:10653798],Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402],Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0,
5,Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594] | Giannis Antetokounmpo OVER PTS 27.5 (STANDARD) [id:10645128] | Jaden McDaniels UNDER PTS 15.5 (STANDARD) [id:10649294] | Collin Gillespie OVER PRA 21.5 (DEMON) [id:10649147],0.03790262401228,20.0,1.0,20.0,0.7580524802456,20.0,atlas,0.5197761779497484,0.062214942293065664,Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594] | Giannis Antetokounmpo OVER PTS 27.5 (STANDARD) [id:10645128] | Jaden McDaniels UNDER PTS 15.5 (STANDARD) [id:10649294] | Collin Gillespie OVER PRA 21.5 (DEMON) [id:10649147],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7580524802456,"['coby white', 'tyler herro', 'giannis antetokounmpo', 'jaden mcdaniels', 'collin gillespie']",1,Coby White OVER PTS 11.5 (GOBLIN) [id:10644469],Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594],Giannis Antetokounmpo OVER PTS 27.5 (STANDARD) [id:10645128],Jaden McDaniels UNDER PTS 15.5 (STANDARD) [id:10649294],Collin Gillespie OVER PRA 21.5 (DEMON) [id:10649147],0,
5,Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510] | Paolo Banchero OVER PTS 17.5 (GOBLIN) [id:10646887] | Quentin Grimes UNDER PR 24.5 (STANDARD) [id:10644628] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496] | Thomas Bryant OVER PTS 9.5 (DEMON) [id:10645257],0.037507377638193735,20.0,1.0,20.0,0.7501475527638747,20.0,atlas,0.5196890056670108,0.050121299023583935,Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510] | Paolo Banchero OVER PTS 17.5 (GOBLIN) [id:10646887] | Quentin Grimes UNDER PR 24.5 (STANDARD) [id:10644628] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496] | Thomas Bryant OVER PTS 9.5 (DEMON) [id:10645257],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7501475527638747,"['kon knueppel', 'paolo banchero', 'quentin grimes', ""royce o'neale"", 'thomas bryant']",1,Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510],Paolo Banchero OVER PTS 17.5 (GOBLIN) [id:10646887],Quentin Grimes UNDER PR 24.5 (STANDARD) [id:10644628],Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],Thomas Bryant OVER PTS 9.5 (DEMON) [id:10645257],0,
5,Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Donte DiVincenzo OVER RA 7.5 (GOBLIN) [id:10649247] | Shai Gilgeous-Alexander UNDER FG3M 1.5 (STANDARD) [id:10645019] | Miles Bridges OVER PTS 15.5 (STANDARD) [id:10644026] | Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0.03684591274962848,20.0,1.0,20.0,0.7369182549925696,20.0,atlas,0.516842587786217,0.0531261678714083,Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Donte DiVincenzo OVER RA 7.5 (GOBLIN) [id:10649247] | Shai Gilgeous-Alexander UNDER FG3M 1.5 (STANDARD) [id:10645019] | Miles Bridges OVER PTS 15.5 (STANDARD) [id:10644026] | Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7369182549925696,"['kon knueppel', 'donte divincenzo', 'shai gilgeous-alexander', 'miles bridges', 'jordan goodwin']",1,Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615],Donte DiVincenzo OVER RA 7.5 (GOBLIN) [id:10649247],Shai Gilgeous-Alexander UNDER FG3M 1.5 (STANDARD) [id:10645019],Miles Bridges OVER PTS 15.5 (STANDARD) [id:10644026],Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0,
5,Bam Adebayo OVER PTS 17.5 (GOBLIN) [id:10644443] | Isaiah Hartenstein OVER PRA 16.5 (GOBLIN) [id:10648832] | Myles Turner OVER REB 4.5 (STANDARD) [id:10647826] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Jaylon Tyson OVER PR 19.5 (DEMON) [id:10652947],0.03423760003816694,20.0,1.0,20.0,0.6847520007633389,20.0,atlas,0.5112314471483012,0.09572114732363474,Bam Adebayo OVER PTS 17.5 (GOBLIN) [id:10644443] | Isaiah Hartenstein OVER PRA 16.5 (GOBLIN) [id:10648832] | Myles Turner OVER REB 4.5 (STANDARD) [id:10647826] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Jaylon Tyson OVER PR 19.5 (DEMON) [id:10652947],0.0,0.0,0.0,0.0,0.0,0,0.0,0.6847520007633389,"['bam adebayo', 'isaiah hartenstein', 'myles turner', 'jett howard', 'jaylon tyson']",1,Bam Adebayo OVER PTS 17.5 (GOBLIN) [id:10644443],Isaiah Hartenstein OVER PRA 16.5 (GOBLIN) [id:10648832],Myles Turner OVER REB 4.5 (STANDARD) [id:10647826],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Jaylon Tyson OVER PR 19.5 (DEMON) [id:10652947],0,
5,Ajay Mitchell OVER PRA 14.5 (GOBLIN) [id:10648254] | Alex Caruso OVER PTS 4.5 (GOBLIN) [id:10644960] | Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084] | Nikola Jokić UNDER RA 24 (STANDARD) [id:10644406] | Collin Gillespie OVER PTS 14.5 (DEMON) [id:10649140],0.03174614904753149,20.0,1.0,20.0,0.6349229809506297,20.0,atlas,0.5020296252550055,0.08434816860425806,Ajay Mitchell OVER PRA 14.5 (GOBLIN) [id:10648254] | Alex Caruso OVER PTS 4.5 (GOBLIN) [id:10644960] | Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084] | Nikola Jokić UNDER RA 24 (STANDARD) [id:10644406] | Collin Gillespie OVER PTS 14.5 (DEMON) [id:10649140],0.0,0.0,0.0,0.0,0.0,0,0.0,0.6349229809506297,"['ajay mitchell', 'alex caruso', 'donovan mitchell', 'nikola jokić', 'collin gillespie']",1,Ajay Mitchell OVER PRA 14.5 (GOBLIN) [id:10648254],Alex Caruso OVER PTS 4.5 (GOBLIN) [id:10644960],Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084],Nikola Jokić UNDER RA 24 (STANDARD) [id:10644406],Collin Gillespie OVER PTS 14.5 (DEMON) [id:10649140],0,
