n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Davion Mitchell OVER AST 6.5 (DEMON) [id:10643870],0.06360722049380281,20.0,1.0,20.0,1.2721444098760561,20.0,atlas,0.582095371887952,0.036241133715625,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Davion Mitchell OVER AST 6.5 (DEMON) [id:10643870],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2721444098760561,"['lamelo ball', 'jaime jaquez', ""kel'el ware"", 'tristan silva', 'davion mitchell']",1,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Davion Mitchell OVER AST 6.5 (DEMON) [id:10643870],0,
5,Brandon Miller OVER PRA 26.5 (GOBLIN) [id:10645572] | Coby White OVER PRA 17.5 (GOBLIN) [id:10645581] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Davion Mitchell OVER PR 11.5 (DEMON) [id:10650526],0.061296571194589734,20.0,1.0,20.0,1.2259314238917947,20.0,atlas,0.5770228055587789,0.04939412641270007,Brandon Miller OVER PRA 26.5 (GOBLIN) [id:10645572] | Coby White OVER PRA 17.5 (GOBLIN) [id:10645581] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Davion Mitchell OVER PR 11.5 (DEMON) [id:10650526],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2259314238917947,"['brandon miller', 'coby white', 'tristan silva', ""kel'el ware"", 'davion mitchell']",1,Brandon Miller OVER PRA 26.5 (GOBLIN) [id:10645572],Coby White OVER PRA 17.5 (GOBLIN) [id:10645581],Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],Davion Mitchell OVER PR 11.5 (DEMON) [id:10650526],0,
5,Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Tyler Herro OVER PR 29.5 (DEMON) [id:10644591],0.06093182583767534,20.0,1.0,20.0,1.2186365167535067,20.0,atlas,0.5753550272551232,0.035706978489029116,Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Tyler Herro OVER PR 29.5 (DEMON) [id:10644591],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2186365167535067,"['miles bridges', 'norman powell', 'jett howard', 'tristan silva', 'tyler herro']",1,Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555],Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],Tyler Herro OVER PR 29.5 (DEMON) [id:10644591],0,
5,Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.06051706326108659,20.0,1.0,20.0,1.2103412652217318,20.0,atlas,0.5743652129119998,0.0483113857210231,Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2103412652217318,"['devin booker', 'lamelo ball', 'tristan silva', 'jared mccain', 'coby white']",1,Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325],LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007],Coby White OVER PRA 20.5 (DEMON) [id:10643856],0,
5,Ryan Kalkbrenner OVER PR 7.5 (GOBLIN) [id:10650594] | Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Norman Powell OVER PTS 24.5 (DEMON) [id:10644077],0.05848258665283432,20.0,1.0,20.0,1.1696517330566865,20.0,atlas,0.5722248141012445,0.043385304401187444,Ryan Kalkbrenner OVER PR 7.5 (GOBLIN) [id:10650594] | Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Norman Powell OVER PTS 24.5 (DEMON) [id:10644077],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1696517330566865,"['ryan kalkbrenner', 'devin booker', ""de'aaron fox"", 'tristan silva', 'norman powell']",1,Ryan Kalkbrenner OVER PR 7.5 (GOBLIN) [id:10650594],Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325],De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Norman Powell OVER PTS 24.5 (DEMON) [id:10644077],0,
5,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Jalen Green OVER REB 2.5 (GOBLIN) [id:10652818] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030] | Tyler Herro OVER PR 29.5 (DEMON) [id:10644591],0.05250521794161829,20.0,1.0,20.0,1.0501043588323657,20.0,atlas,0.5560725437390888,0.03447036834738802,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Jalen Green OVER REB 2.5 (GOBLIN) [id:10652818] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030] | Tyler Herro OVER PR 29.5 (DEMON) [id:10644591],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0501043588323657,"['bam adebayo', 'jalen green', 'trendon watford', 'shai gilgeous-alexander', 'tyler herro']",1,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Jalen Green OVER REB 2.5 (GOBLIN) [id:10652818],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030],Tyler Herro OVER PR 29.5 (DEMON) [id:10644591],0,
5,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Norman Powell OVER PRA 24.5 (GOBLIN) [id:10644562] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028] | Ryan Kalkbrenner OVER REB 5.5 (DEMON) [id:10644134],0.05233893675699509,20.0,1.0,20.0,1.0467787351399018,20.0,atlas,0.5558875067063601,0.04170500155322568,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Norman Powell OVER PRA 24.5 (GOBLIN) [id:10644562] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028] | Ryan Kalkbrenner OVER REB 5.5 (DEMON) [id:10644134],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0467787351399018,"['ayo dosunmu', 'norman powell', 'moussa diabaté', 'shai gilgeous-alexander', 'ryan kalkbrenner']",1,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195],Norman Powell OVER PRA 24.5 (GOBLIN) [id:10644562],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028],Ryan Kalkbrenner OVER REB 5.5 (DEMON) [id:10644134],0,
5,LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.052141959683428434,20.0,1.0,20.0,1.0428391936685686,20.0,atlas,0.5559025749025568,0.042921195293724,LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0428391936685686,"['lamelo ball', 'jaime jaquez', 'karl-anthony towns', 'moussa diabaté', 'grant williams']",1,LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0,
5,Norman Powell OVER PA 19.5 (GOBLIN) [id:10644556] | Grayson Allen OVER PRA 19.5 (GOBLIN) [id:10650232] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Ryan Kalkbrenner OVER PR 11.5 (DEMON) [id:10650593],0.05118798065113961,20.0,1.0,20.0,1.0237596130227922,20.0,atlas,0.5532069335612052,0.04809488774391392,Norman Powell OVER PA 19.5 (GOBLIN) [id:10644556] | Grayson Allen OVER PRA 19.5 (GOBLIN) [id:10650232] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Ryan Kalkbrenner OVER PR 11.5 (DEMON) [id:10650593],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0237596130227922,"['norman powell', 'grayson allen', ""de'aaron fox"", 'trendon watford', 'ryan kalkbrenner']",1,Norman Powell OVER PA 19.5 (GOBLIN) [id:10644556],Grayson Allen OVER PRA 19.5 (GOBLIN) [id:10650232],De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],Ryan Kalkbrenner OVER PR 11.5 (DEMON) [id:10650593],0,
5,LaMelo Ball OVER PTS 17.5 (GOBLIN) [id:10644522] | Ayo Dosunmu OVER PRA 19.5 (GOBLIN) [id:10652198] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505] | Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.051100706350949064,20.0,1.0,20.0,1.0220141270189813,20.0,atlas,0.5533855888961894,0.042189798089692095,LaMelo Ball OVER PTS 17.5 (GOBLIN) [id:10644522] | Ayo Dosunmu OVER PRA 19.5 (GOBLIN) [id:10652198] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505] | Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0220141270189813,"['lamelo ball', 'ayo dosunmu', ""kel'el ware"", 'nikola jokić', 'norman powell']",1,LaMelo Ball OVER PTS 17.5 (GOBLIN) [id:10644522],Ayo Dosunmu OVER PRA 19.5 (GOBLIN) [id:10652198],Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401],Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0,
5,Jaime Jaquez OVER PRA 19.5 (GOBLIN) [id:10644506] | LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500] | Grant Williams OVER PR 10.5 (DEMON) [id:10654249],0.050592690905416085,20.0,1.0,20.0,1.0118538181083216,20.0,atlas,0.5519181956797957,0.04873643474096464,Jaime Jaquez OVER PRA 19.5 (GOBLIN) [id:10644506] | LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500] | Grant Williams OVER PR 10.5 (DEMON) [id:10654249],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0118538181083216,"['jaime jaquez', 'lamelo ball', 'jared mccain', ""kel'el ware"", 'grant williams']",1,Jaime Jaquez OVER PRA 19.5 (GOBLIN) [id:10644506],LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873],Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],Grant Williams OVER PR 10.5 (DEMON) [id:10654249],0,
