slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6899,1.931,1.3321,VJ Edgecombe,PHI,NYK,PA,OVER,GOBLIN,11.5,0.8241
3-leg,True,0.6899,1.931,1.3321,Terrence Shannon,MIN,SAS,PTS,OVER,STANDARD,10.0,0.8449
3-leg,True,0.6899,1.931,1.3321,Anthony Edwards,MIN,SAS,AST,UNDER,STANDARD,4.0,0.7708
4-leg,True,0.3998,1.897,0.7586,Keldon Johnson,SAS,MIN,PTS,OVER,GOBLIN,4.5,0.7928
4-leg,True,0.3998,1.897,0.7586,Quentin Grimes,PHI,NYK,PTS,OVER,GOBLIN,3.5,0.7862
4-leg,True,0.3998,1.897,0.7586,Naz Reid,MIN,SAS,PTS,UNDER,STANDARD,11.5,0.8163
4-leg,True,0.3998,1.897,0.7586,Mitchell Robinson,NYK,PHI,PRA,UNDER,STANDARD,12.5,0.761
5-leg,True,0.2047,2.145,0.4389,Luke Kornet,SAS,MIN,PRA,OVER,GOBLIN,7.5,0.7846
5-leg,True,0.2047,2.145,0.4389,Ayo Dosunmu,MIN,SAS,PTS,OVER,GOBLIN,5.5,0.8784
5-leg,True,0.2047,2.145,0.4389,De'Aaron Fox,SAS,MIN,PA,UNDER,STANDARD,22.5,0.7761
5-leg,True,0.2047,2.145,0.4389,Tyrese Maxey,PHI,NYK,REB,UNDER,STANDARD,4.0,0.6735
5-leg,True,0.2047,2.145,0.4389,Jalen Brunson,NYK,PHI,RA,OVER,DEMON,10.5,0.6484
