slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.5453,1.931,1.053,VJ Edgecombe,PHI,NYK,PA,OVER,GOBLIN,11.5,0.8241
3-leg,True,0.5453,1.931,1.053,Terrence Shannon,MIN,SAS,PR,OVER,STANDARD,13.5,0.6367
3-leg,True,0.5453,1.931,1.053,Anthony Edwards,MIN,SAS,RA,UNDER,STANDARD,9.0,0.8436
4-leg,True,0.3565,1.897,0.6765,Keldon Johnson,SAS,MIN,PTS,OVER,GOBLIN,4.5,0.7928
4-leg,True,0.3565,1.897,0.6765,Quentin Grimes,PHI,NYK,PTS,OVER,GOBLIN,3.5,0.7862
4-leg,True,0.3565,1.897,0.6765,Naz Reid,MIN,SAS,REB,UNDER,STANDARD,6.0,0.7666
4-leg,True,0.3565,1.897,0.6765,Mitchell Robinson,NYK,PHI,REB,UNDER,STANDARD,7.0,0.828
5-leg,True,0.2519,2.145,0.5402,Luke Kornet,SAS,MIN,PRA,OVER,GOBLIN,7.5,0.7846
5-leg,True,0.2519,2.145,0.5402,Ayo Dosunmu,MIN,SAS,PTS,OVER,GOBLIN,5.5,0.8784
5-leg,True,0.2519,2.145,0.5402,De'Aaron Fox,SAS,MIN,REB,UNDER,STANDARD,3.5,0.7916
5-leg,True,0.2519,2.145,0.5402,Tyrese Maxey,PHI,NYK,PA,UNDER,STANDARD,31.5,0.8168
5-leg,True,0.2519,2.145,0.5402,Jalen Brunson,NYK,PHI,RA,OVER,DEMON,10.5,0.6451
