source,league,player,stat,asof_ts,projection,confidence,over_prob,under_prob,over_rating,under_rating,opp_rank,notes
oddsapi,NBA,Scottie Barnes,AST,2026-05-03 22:30:25,7.5,0.6,0.549,0.451,,,,n_books=6
oddsapi,NBA,James Harden,AST,2026-05-03 22:30:25,6.5,0.7,0.5453,0.4547,,,,n_books=7
oddsapi,NBA,Jamal Shead,AST,2026-05-03 22:30:25,5.5,0.7,0.5458,0.4542,,,,n_books=7
oddsapi,NBA,Donovan Mitchell,AST,2026-05-03 22:30:25,4.5,0.7,0.43,0.57,,,,n_books=7
oddsapi,NBA,R.J. Barrett,AST,2026-05-03 22:30:25,3.5,0.8,0.5413,0.4587,,,,n_books=8
oddsapi,NBA,Evan Mobley,AST,2026-05-03 22:30:25,2.5,0.5,0.5866,0.4134,,,,n_books=5
oddsapi,NBA,Collin Murray-Boyles,AST,2026-05-03 22:30:25,2.5,0.4,0.4214,0.5786,,,,n_books=4
oddsapi,NBA,Dennis Schroder,AST,2026-05-03 22:30:25,2.5,0.3,0.3958,0.6042,,,,n_books=3
oddsapi,NBA,Max Strus,AST,2026-05-03 22:30:25,1.5,0.4,0.5883,0.4117,,,,n_books=4
oddsapi,NBA,Ja'Kobe Walter,AST,2026-05-03 22:30:25,1.5,0.3,0.5178,0.4822,,,,n_books=3
oddsapi,NBA,Jakob Poeltl,AST,2026-05-03 22:30:25,1.5,0.3,0.4484,0.5516,,,,n_books=3
oddsapi,NBA,Jarrett Allen,AST,2026-05-03 22:30:25,1.5,0.3,0.3676,0.6324,,,,n_books=3
oddsapi,NBA,Donovan Mitchell,PTS,2026-05-03 22:30:25,25.5,0.7,0.5108,0.4892,,,,n_books=7
oddsapi,NBA,R.J. Barrett,PTS,2026-05-03 22:30:25,23.5,0.6,0.4888,0.5112,,,,n_books=6
oddsapi,NBA,Scottie Barnes,PTS,2026-05-03 22:30:25,21.5,0.6,0.4918,0.5082,,,,n_books=6
oddsapi,NBA,James Harden,PTS,2026-05-03 22:30:25,19.5,0.7,0.4952,0.5048,,,,n_books=7
oddsapi,NBA,Evan Mobley,PTS,2026-05-03 22:30:25,16.5,0.6,0.4823,0.5177,,,,n_books=6
oddsapi,NBA,Collin Murray-Boyles,PTS,2026-05-03 22:30:25,12.5,0.6,0.5169,0.4831,,,,n_books=6
oddsapi,NBA,Ja'Kobe Walter,PTS,2026-05-03 22:30:25,11.5,0.7,0.4841,0.5159,,,,n_books=7
oddsapi,NBA,Jarrett Allen,PTS,2026-05-03 22:30:25,10.5,0.6,0.5193,0.4807,,,,n_books=6
oddsapi,NBA,Jamal Shead,PTS,2026-05-03 22:30:25,8.5,0.7,0.5232,0.4768,,,,n_books=7
oddsapi,NBA,Max Strus,PTS,2026-05-03 22:30:25,8.5,0.7,0.4898,0.5102,,,,n_books=7
oddsapi,NBA,Jakob Poeltl,PTS,2026-05-03 22:30:25,6.5,0.6,0.5243,0.4757,,,,n_books=6
oddsapi,NBA,Jaylon Tyson,PTS,2026-05-03 22:30:25,6.5,0.5,0.4667,0.5333,,,,n_books=5
oddsapi,NBA,Sam Merrill,PTS,2026-05-03 22:30:25,5.5,0.5,0.5348,0.4652,,,,n_books=5
oddsapi,NBA,Dennis Schroder,PTS,2026-05-03 22:30:25,5.5,0.6,0.5224,0.4776,,,,n_books=6
oddsapi,NBA,Sandro Mamukelashvili,PTS,2026-05-03 22:30:25,5.5,0.7,0.5244,0.4756,,,,n_books=7
oddsapi,NBA,Dean Wade,PTS,2026-05-03 22:30:25,4.5,0.6,0.5352,0.4648,,,,n_books=6
oddsapi,NBA,Evan Mobley,REB,2026-05-03 22:30:25,8.5,0.4,0.5467,0.4533,,,,n_books=4
oddsapi,NBA,Jarrett Allen,REB,2026-05-03 22:30:25,7.5,0.7,0.5212,0.4788,,,,n_books=7
oddsapi,NBA,Scottie Barnes,REB,2026-05-03 22:30:25,6.5,0.5,0.5692,0.4308,,,,n_books=5
oddsapi,NBA,Collin Murray-Boyles,REB,2026-05-03 22:30:25,6.5,0.7,0.515,0.485,,,,n_books=7
oddsapi,NBA,R.J. Barrett,REB,2026-05-03 22:30:25,6.5,0.7,0.4456,0.5544,,,,n_books=7
oddsapi,NBA,Jakob Poeltl,REB,2026-05-03 22:30:25,5.5,0.7,0.5249,0.4751,,,,n_books=7
oddsapi,NBA,James Harden,REB,2026-05-03 22:30:25,4.5,0.7,0.5074,0.4926,,,,n_books=7
oddsapi,NBA,Donovan Mitchell,REB,2026-05-03 22:30:25,4.5,0.6,0.4512,0.5488,,,,n_books=6
oddsapi,NBA,Dean Wade,REB,2026-05-03 22:30:25,3.5,0.4,0.5804,0.4196,,,,n_books=4
oddsapi,NBA,Max Strus,REB,2026-05-03 22:30:25,3.5,0.7,0.535,0.465,,,,n_books=7
oddsapi,NBA,Ja'Kobe Walter,REB,2026-05-03 22:30:25,3.5,0.7,0.5363,0.4637,,,,n_books=7
oddsapi,NBA,Sandro Mamukelashvili,REB,2026-05-03 22:30:25,3.5,0.7,0.4645,0.5355,,,,n_books=7
oddsapi,NBA,Jaylon Tyson,REB,2026-05-03 22:30:25,2.5,0.3,0.5058,0.4942,,,,n_books=3
oddsapi,NBA,Jamal Shead,REB,2026-05-03 22:30:25,2.5,0.5,0.3959,0.6041,,,,n_books=5
oddsapi,NBA,Sam Merrill,REB,2026-05-03 22:30:25,1.5,0.3,0.5013,0.4987,,,,n_books=3
oddsapi,NBA,Donovan Mitchell,FG3M,2026-05-03 22:30:25,2.5,0.7,0.5397,0.4603,,,,n_books=7
oddsapi,NBA,James Harden,FG3M,2026-05-03 22:30:25,2.5,0.7,0.5306,0.4694,,,,n_books=7
oddsapi,NBA,Ja'Kobe Walter,FG3M,2026-05-03 22:30:25,2.5,0.7,0.4639,0.5361,,,,n_books=7
oddsapi,NBA,Max Strus,FG3M,2026-05-03 22:30:25,2.5,0.5,0.3848,0.6152,,,,n_books=5
oddsapi,NBA,R.J. Barrett,FG3M,2026-05-03 22:30:25,1.5,0.7,0.5646,0.4354,,,,n_books=7
oddsapi,NBA,Jamal Shead,FG3M,2026-05-03 22:30:25,1.5,0.7,0.4656,0.5344,,,,n_books=7
oddsapi,NBA,Sam Merrill,FG3M,2026-05-03 22:30:25,1.5,0.4,0.4461,0.5539,,,,n_books=4
oddsapi,NBA,Scottie Barnes,FG3M,2026-05-03 22:30:25,1.5,0.5,0.3333,0.6667,,,,n_books=5
oddsapi,NBA,Jaylon Tyson,FG3M,2026-05-03 22:30:25,0.5,0.3,0.6563,0.3437,,,,n_books=3
oddsapi,NBA,Dean Wade,FG3M,2026-05-03 22:30:25,0.5,0.4,0.6202,0.3798,,,,n_books=4
oddsapi,NBA,Sandro Mamukelashvili,FG3M,2026-05-03 22:30:25,0.5,0.3,0.5749,0.4251,,,,n_books=3
oddsapi,NBA,Evan Mobley,FG3M,2026-05-03 22:30:25,0.5,0.4,0.5724,0.4276,,,,n_books=4
oddsapi,NBA,Dennis Schroder,FG3M,2026-05-03 22:30:25,0.5,0.3,0.4871,0.5129,,,,n_books=3
oddsapi,NBA,Dennis Schroder,REB,2026-05-03 22:30:25,1.5,0.1,0.4435,0.5565,,,,n_books=1
oddsapi,NBA,Collin Murray-Boyles,FG3M,2026-05-03 22:30:25,0.5,0.1,0.3187,0.6813,,,,n_books=1
oddsapi,NBA,Jalen Brunson,AST,2026-05-03 22:30:25,6.5,0.7,0.5058,0.4942,,,,n_books=7
oddsapi,NBA,Tyrese Maxey,AST,2026-05-03 22:30:25,6.5,0.7,0.4615,0.5385,,,,n_books=7
oddsapi,NBA,Joel Embiid,AST,2026-05-03 22:30:25,4.5,0.6,0.5653,0.4347,,,,n_books=6
oddsapi,NBA,Josh Hart,AST,2026-05-03 22:30:25,4.5,0.7,0.4908,0.5092,,,,n_books=7
oddsapi,NBA,Karl-Anthony Towns,AST,2026-05-03 22:30:25,3.5,0.6,0.5676,0.4324,,,,n_books=6
oddsapi,NBA,Paul George,AST,2026-05-03 22:30:25,3.5,0.7,0.4569,0.5431,,,,n_books=7
oddsapi,NBA,VJ Edgecombe,AST,2026-05-03 22:30:25,3.5,0.7,0.422,0.578,,,,n_books=7
oddsapi,NBA,Mikal Bridges,AST,2026-05-03 22:30:25,2.5,0.6,0.4292,0.5708,,,,n_books=6
oddsapi,NBA,OG Anunoby,AST,2026-05-03 22:30:25,1.5,0.5,0.5004,0.4996,,,,n_books=5
oddsapi,NBA,Kelly Oubre Jr,AST,2026-05-03 22:30:25,1.5,0.4,0.3843,0.6157,,,,n_books=4
oddsapi,NBA,Jalen Brunson,PTS,2026-05-03 22:30:25,27.5,0.6,0.5032,0.4968,,,,n_books=6
oddsapi,NBA,Joel Embiid,PTS,2026-05-03 22:30:25,26.5,0.5,0.5053,0.4947,,,,n_books=5
oddsapi,NBA,Tyrese Maxey,PTS,2026-05-03 22:30:25,25.5,0.7,0.5017,0.4983,,,,n_books=7
oddsapi,NBA,Karl-Anthony Towns,PTS,2026-05-03 22:30:25,19.5,0.7,0.4832,0.5168,,,,n_books=7
oddsapi,NBA,OG Anunoby,PTS,2026-05-03 22:30:25,17.5,0.6,0.4824,0.5176,,,,n_books=6
oddsapi,NBA,Paul George,PTS,2026-05-03 22:30:25,14.5,0.7,0.5249,0.4751,,,,n_books=7
oddsapi,NBA,VJ Edgecombe,PTS,2026-05-03 22:30:25,12.5,0.8,0.4792,0.5208,,,,n_books=8
oddsapi,NBA,Josh Hart,PTS,2026-05-03 22:30:25,11.5,0.7,0.483,0.517,,,,n_books=7
oddsapi,NBA,Mikal Bridges,PTS,2026-05-03 22:30:25,10.5,0.6,0.4732,0.5268,,,,n_books=6
oddsapi,NBA,Kelly Oubre Jr,PTS,2026-05-03 22:30:25,9.5,0.7,0.4892,0.5108,,,,n_books=7
oddsapi,NBA,Miles McBride,PTS,2026-05-03 22:30:25,7.5,0.6,0.4938,0.5062,,,,n_books=6
oddsapi,NBA,Quentin Grimes,PTS,2026-05-03 22:30:25,6.5,0.5,0.4787,0.5213,,,,n_books=5
oddsapi,NBA,Mitchell Robinson,PTS,2026-05-03 22:30:25,4.5,0.5,0.4915,0.5085,,,,n_books=5
oddsapi,NBA,Karl-Anthony Towns,REB,2026-05-03 22:30:25,11.5,0.7,0.5099,0.4901,,,,n_books=7
oddsapi,NBA,Joel Embiid,REB,2026-05-03 22:30:25,8.5,0.5,0.5347,0.4653,,,,n_books=5
oddsapi,NBA,Josh Hart,REB,2026-05-03 22:30:25,8.5,0.6,0.4627,0.5373,,,,n_books=6
oddsapi,NBA,OG Anunoby,REB,2026-05-03 22:30:25,6.5,0.7,0.5419,0.4581,,,,n_books=7
oddsapi,NBA,Mitchell Robinson,REB,2026-05-03 22:30:25,6.5,0.5,0.5242,0.4758,,,,n_books=5
oddsapi,NBA,VJ Edgecombe,REB,2026-05-03 22:30:25,5.5,0.6,0.5365,0.4635,,,,n_books=6
oddsapi,NBA,Kelly Oubre Jr,REB,2026-05-03 22:30:25,5.5,0.6,0.4549,0.5451,,,,n_books=6
oddsapi,NBA,Paul George,REB,2026-05-03 22:30:25,4.5,0.6,0.5661,0.4339,,,,n_books=6
oddsapi,NBA,Tyrese Maxey,REB,2026-05-03 22:30:25,3.5,0.6,0.552,0.448,,,,n_books=6
oddsapi,NBA,Jalen Brunson,REB,2026-05-03 22:30:25,2.5,0.6,0.5878,0.4122,,,,n_books=6
oddsapi,NBA,Mikal Bridges,REB,2026-05-03 22:30:25,2.5,0.6,0.4934,0.5066,,,,n_books=6
oddsapi,NBA,Tyrese Maxey,FG3M,2026-05-03 22:30:25,2.5,0.7,0.5692,0.4308,,,,n_books=7
oddsapi,NBA,Jalen Brunson,FG3M,2026-05-03 22:30:25,2.5,0.8,0.4948,0.5052,,,,n_books=8
oddsapi,NBA,OG Anunoby,FG3M,2026-05-03 22:30:25,2.5,0.7,0.4288,0.5712,,,,n_books=7
oddsapi,NBA,Paul George,FG3M,2026-05-03 22:30:25,2.5,0.7,0.4131,0.5869,,,,n_books=7
oddsapi,NBA,VJ Edgecombe,FG3M,2026-05-03 22:30:25,1.5,0.7,0.5733,0.4267,,,,n_books=7
oddsapi,NBA,Miles McBride,FG3M,2026-05-03 22:30:25,1.5,0.6,0.5207,0.4793,,,,n_books=6
oddsapi,NBA,Karl-Anthony Towns,FG3M,2026-05-03 22:30:25,1.5,0.7,0.4092,0.5908,,,,n_books=7
oddsapi,NBA,Mikal Bridges,FG3M,2026-05-03 22:30:25,1.5,0.7,0.4103,0.5897,,,,n_books=7
oddsapi,NBA,Joel Embiid,FG3M,2026-05-03 22:30:25,1.5,0.6,0.3969,0.6031,,,,n_books=6
oddsapi,NBA,Josh Hart,FG3M,2026-05-03 22:30:25,1.5,0.5,0.4057,0.5943,,,,n_books=5
oddsapi,NBA,Kelly Oubre Jr,FG3M,2026-05-03 22:30:25,1.5,0.7,0.357,0.643,,,,n_books=7
oddsapi,NBA,Quentin Grimes,FG3M,2026-05-03 22:30:25,0.5,0.3,0.6538,0.3462,,,,n_books=3
oddsapi,NBA,Stephon Castle,AST,2026-05-03 22:30:25,7.5,0.7,0.4502,0.5498,,,,n_books=7
oddsapi,NBA,De'Aaron Fox,AST,2026-05-03 22:30:25,6.5,0.5,0.4458,0.5542,,,,n_books=5
oddsapi,NBA,Julius Randle,AST,2026-05-03 22:30:25,4.5,0.7,0.4633,0.5367,,,,n_books=7
oddsapi,NBA,Ayo Dosunmu,AST,2026-05-03 22:30:25,3.5,0.6,0.5709,0.4291,,,,n_books=6
oddsapi,NBA,Mike Conley,AST,2026-05-03 22:30:25,3.5,0.7,0.5234,0.4766,,,,n_books=7
oddsapi,NBA,Victor Wembanyama,AST,2026-05-03 22:30:25,3.5,0.6,0.3952,0.6048,,,,n_books=6
oddsapi,NBA,Dylan Harper,AST,2026-05-03 22:30:25,2.5,0.6,0.5377,0.4623,,,,n_books=6
oddsapi,NBA,Jaden McDaniels,AST,2026-05-03 22:30:25,2.5,0.6,0.5088,0.4912,,,,n_books=6
oddsapi,NBA,Devin Vassell,AST,2026-05-03 22:30:25,2.5,0.6,0.4536,0.5464,,,,n_books=6
oddsapi,NBA,Rudy Gobert,AST,2026-05-03 22:30:25,1.5,0.3,0.5243,0.4757,,,,n_books=3
oddsapi,NBA,Julian Champagnie,AST,2026-05-03 22:30:25,1.5,0.3,0.3807,0.6193,,,,n_books=3
oddsapi,NBA,Victor Wembanyama,PTS,2026-05-03 22:30:25,27.5,0.6,0.5192,0.4808,,,,n_books=6
oddsapi,NBA,Julius Randle,PTS,2026-05-03 22:30:25,21.5,0.6,0.481,0.519,,,,n_books=6
oddsapi,NBA,Ayo Dosunmu,PTS,2026-05-03 22:30:25,17.5,0.7,0.4947,0.5053,,,,n_books=7
oddsapi,NBA,De'Aaron Fox,PTS,2026-05-03 22:30:25,17.5,0.7,0.4986,0.5014,,,,n_books=7
oddsapi,NBA,Stephon Castle,PTS,2026-05-03 22:30:25,17.5,0.7,0.4885,0.5115,,,,n_books=7
oddsapi,NBA,Jaden McDaniels,PTS,2026-05-03 22:30:25,16.5,0.6,0.5153,0.4847,,,,n_books=6
oddsapi,NBA,Naz Reid,PTS,2026-05-03 22:30:25,12.5,0.6,0.5075,0.4925,,,,n_books=6
oddsapi,NBA,Devin Vassell,PTS,2026-05-03 22:30:25,12.5,0.7,0.5107,0.4893,,,,n_books=7
oddsapi,NBA,Dylan Harper,PTS,2026-05-03 22:30:25,9.5,0.7,0.4846,0.5154,,,,n_books=7
oddsapi,NBA,Rudy Gobert,PTS,2026-05-03 22:30:25,8.5,0.7,0.4944,0.5056,,,,n_books=7
oddsapi,NBA,Keldon Johnson,PTS,2026-05-03 22:30:25,8.5,0.7,0.4796,0.5204,,,,n_books=7
