n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Ayo Dosunmu OVER PTS 5.5 (GOBLIN) [id:11940458] | Devin Vassell OVER REB 2.5 (GOBLIN) [id:11939723] | Dylan Harper OVER PTS 6.5 (GOBLIN) [id:11940488] | Mitchell Robinson UNDER REB 7 (STANDARD) [id:11966806] | Naz Reid UNDER PR 18.5 (STANDARD) [id:11940196],0.4797050182809292,20.0,0.21466673806972197,4.29333476139444,2.0595342302008683,20.0,pp_kernel,0.8637715394967762,0.05460077282447416,Ayo Dosunmu OVER PTS 5.5 (GOBLIN) [id:11940458] | Devin Vassell OVER REB 2.5 (GOBLIN) [id:11939723] | Dylan Harper OVER PTS 6.5 (GOBLIN) [id:11940488] | Mitchell Robinson UNDER REB 7 (STANDARD) [id:11966806] | Naz Reid UNDER PR 18.5 (STANDARD) [id:11940196],0.0125,0.015625,0.004368061825957933,0.0,0.0,0.03249306182595793,0.0,2,0.4,2.3270411683749104,"['ayo dosunmu', 'devin vassell', 'dylan harper', 'mitchell robinson', 'naz reid']",2.0595342302008683,1,Ayo Dosunmu OVER PTS 5.5 (GOBLIN) [id:11940458],Devin Vassell OVER REB 2.5 (GOBLIN) [id:11939723],Dylan Harper OVER PTS 6.5 (GOBLIN) [id:11940488],Mitchell Robinson UNDER REB 7 (STANDARD) [id:11966806],Naz Reid UNDER PR 18.5 (STANDARD) [id:11940196],2,Ayo Dosunmu | Naz Reid
