n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Coby White OVER PA 14.5 (GOBLIN) [id:10644471] | Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361],0.04551276368568954,20.0,1.0,20.0,0.9102552737137908,20.0,atlas,0.5447518231246946,0.04795585690089377,Coby White OVER PA 14.5 (GOBLIN) [id:10644471] | Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9102552737137908,"['coby white', 'tyler herro', 'bam adebayo', 'tristan silva', 'julius randle']",1,Coby White OVER PA 14.5 (GOBLIN) [id:10644471],Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731],Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565],Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361],0,
5,Jalen Green OVER RA 5.5 (GOBLIN) [id:10649354] | Coby White OVER PA 14.5 (GOBLIN) [id:10644471] | Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401],0.044427838042764664,20.0,1.0,20.0,0.8885567608552933,20.0,atlas,0.5424029683369127,0.04783677672999369,Jalen Green OVER RA 5.5 (GOBLIN) [id:10649354] | Coby White OVER PA 14.5 (GOBLIN) [id:10644471] | Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8885567608552933,"['jalen green', 'coby white', 'rudy gobert', 'tristan silva', 'nikola jokić']",1,Jalen Green OVER RA 5.5 (GOBLIN) [id:10649354],Coby White OVER PA 14.5 (GOBLIN) [id:10644471],Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337],Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401],0,
5,Bam Adebayo OVER REB 8.5 (GOBLIN) [id:10643804] | Tyler Herro OVER PA 24.5 (GOBLIN) [id:10644586] | Jalen Green OVER PR 19.5 (GOBLIN) [id:10652486] | Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],0.04279936196842246,20.0,1.0,20.0,0.8559872393684492,20.0,atlas,0.5361177383386196,0.04083797232565295,Bam Adebayo OVER REB 8.5 (GOBLIN) [id:10643804] | Tyler Herro OVER PA 24.5 (GOBLIN) [id:10644586] | Jalen Green OVER PR 19.5 (GOBLIN) [id:10652486] | Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8559872393684492,"['bam adebayo', 'tyler herro', 'jalen green', 'moussa diabaté', 'shai gilgeous-alexander']",1,Bam Adebayo OVER REB 8.5 (GOBLIN) [id:10643804],Tyler Herro OVER PA 24.5 (GOBLIN) [id:10644586],Jalen Green OVER PR 19.5 (GOBLIN) [id:10652486],Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053],Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],0,
5,Isaiah Hartenstein OVER REB 6.5 (GOBLIN) [id:10647817] | LaMelo Ball OVER PRA 29.5 (GOBLIN) [id:10644530] | Ayo Dosunmu OVER PTS 13.5 (GOBLIN) [id:10649099] | Quentin Grimes UNDER PR 24.5 (STANDARD) [id:10644628] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.04235313804466163,20.0,1.0,20.0,0.8470627608932325,20.0,atlas,0.5395646303323012,0.04135288672988138,Isaiah Hartenstein OVER REB 6.5 (GOBLIN) [id:10647817] | LaMelo Ball OVER PRA 29.5 (GOBLIN) [id:10644530] | Ayo Dosunmu OVER PTS 13.5 (GOBLIN) [id:10649099] | Quentin Grimes UNDER PR 24.5 (STANDARD) [id:10644628] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8470627608932325,"['isaiah hartenstein', 'lamelo ball', 'ayo dosunmu', 'quentin grimes', 'tristan silva']",1,Isaiah Hartenstein OVER REB 6.5 (GOBLIN) [id:10647817],LaMelo Ball OVER PRA 29.5 (GOBLIN) [id:10644530],Ayo Dosunmu OVER PTS 13.5 (GOBLIN) [id:10649099],Quentin Grimes UNDER PR 24.5 (STANDARD) [id:10644628],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
5,Rudy Gobert OVER REB 9.5 (GOBLIN) [id:10652125] | Devin Booker OVER PRA 34.5 (GOBLIN) [id:10650228] | Coby White OVER AST 2.5 (GOBLIN) [id:10643844] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],0.04234151452270775,20.0,1.0,20.0,0.8468302904541549,20.0,atlas,0.5343520788772796,0.035146865796403026,Rudy Gobert OVER REB 9.5 (GOBLIN) [id:10652125] | Devin Booker OVER PRA 34.5 (GOBLIN) [id:10650228] | Coby White OVER AST 2.5 (GOBLIN) [id:10643844] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8468302904541549,"['rudy gobert', 'devin booker', 'coby white', 'moussa diabaté', ""royce o'neale""]",1,Rudy Gobert OVER REB 9.5 (GOBLIN) [id:10652125],Devin Booker OVER PRA 34.5 (GOBLIN) [id:10650228],Coby White OVER AST 2.5 (GOBLIN) [id:10643844],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],0,
5,Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Coby White OVER PTS 9.5 (GOBLIN) [id:10643853] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747] | Cason Wallace UNDER PTS 6.5 (STANDARD) [id:10644969],0.04030118113887778,20.0,1.0,20.0,0.8060236227775557,20.0,atlas,0.531976434712267,0.03528619590880443,Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Coby White OVER PTS 9.5 (GOBLIN) [id:10643853] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747] | Cason Wallace UNDER PTS 6.5 (STANDARD) [id:10644969],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8060236227775557,"['bam adebayo', 'jaime jaquez', 'coby white', 'tristan silva', 'cason wallace']",1,Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Coby White OVER PTS 9.5 (GOBLIN) [id:10643853],Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],Cason Wallace UNDER PTS 6.5 (STANDARD) [id:10644969],0,
5,Coby White OVER PRA 17.5 (GOBLIN) [id:10645581] | Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Davion Mitchell OVER PTS 5.5 (GOBLIN) [id:10644479] | Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546] | Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402],0.03984094653121816,20.0,1.0,20.0,0.7968189306243633,20.0,atlas,0.5274158813314049,0.04145757090219333,Coby White OVER PRA 17.5 (GOBLIN) [id:10645581] | Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Davion Mitchell OVER PTS 5.5 (GOBLIN) [id:10644479] | Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546] | Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7968189306243633,"['coby white', 'kon knueppel', 'davion mitchell', ""kel'el ware"", 'nikola jokić']",1,Coby White OVER PRA 17.5 (GOBLIN) [id:10645581],Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615],Davion Mitchell OVER PTS 5.5 (GOBLIN) [id:10644479],Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546],Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402],0,
5,Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510] | LaMelo Ball OVER PTS 16.5 (GOBLIN) [id:10646664] | Julius Randle OVER PTS 17.5 (GOBLIN) [id:10652122] | Jaden McDaniels UNDER PR 19.5 (STANDARD) [id:10649301] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0.0392927216896812,20.0,1.0,20.0,0.785854433793624,20.0,atlas,0.5294441146561074,0.030253503130898397,Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510] | LaMelo Ball OVER PTS 16.5 (GOBLIN) [id:10646664] | Julius Randle OVER PTS 17.5 (GOBLIN) [id:10652122] | Jaden McDaniels UNDER PR 19.5 (STANDARD) [id:10649301] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0.0,0.0,0.0,0.0,0.0,0,0.0,0.785854433793624,"['kon knueppel', 'lamelo ball', 'julius randle', 'jaden mcdaniels', 'tristan silva']",1,Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510],LaMelo Ball OVER PTS 16.5 (GOBLIN) [id:10646664],Julius Randle OVER PTS 17.5 (GOBLIN) [id:10652122],Jaden McDaniels UNDER PR 19.5 (STANDARD) [id:10649301],Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0,
5,Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541] | Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503] | Collin Gillespie OVER PA 11.5 (GOBLIN) [id:10652475] | Justin Edwards UNDER PTS 12.5 (STANDARD) [id:10647161] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],0.038172806535971576,20.0,1.0,20.0,0.7634561307194315,20.0,atlas,0.5235101698585184,0.048000124280192034,Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541] | Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503] | Collin Gillespie OVER PA 11.5 (GOBLIN) [id:10652475] | Justin Edwards UNDER PTS 12.5 (STANDARD) [id:10647161] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7634561307194315,"['miles bridges', 'jaime jaquez', 'collin gillespie', 'justin edwards', 'moussa diabaté']",1,Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541],Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503],Collin Gillespie OVER PA 11.5 (GOBLIN) [id:10652475],Justin Edwards UNDER PTS 12.5 (STANDARD) [id:10647161],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],0,
5,Pelle Larsson OVER AST 2.5 (GOBLIN) [id:10644101] | Donte DiVincenzo OVER PRA 19.5 (GOBLIN) [id:10649238] | Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207] | Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.037877354103393636,20.0,1.0,20.0,0.7575470820678727,20.0,atlas,0.5226502887582217,0.042197227674616464,Pelle Larsson OVER AST 2.5 (GOBLIN) [id:10644101] | Donte DiVincenzo OVER PRA 19.5 (GOBLIN) [id:10649238] | Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207] | Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7575470820678727,"['pelle larsson', 'donte divincenzo', 'grayson allen', 'julius randle', ""kel'el ware""]",1,Pelle Larsson OVER AST 2.5 (GOBLIN) [id:10644101],Donte DiVincenzo OVER PRA 19.5 (GOBLIN) [id:10649238],Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207],Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0,
5,Devin Booker OVER PA 29.5 (GOBLIN) [id:10652322] | Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Miles Bridges OVER PA 14.5 (GOBLIN) [id:10644536] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Karl-Anthony Towns UNDER RA 14.5 (STANDARD) [id:10650152],0.03774357673324993,20.0,1.0,20.0,0.7548715346649986,20.0,atlas,0.5223974835580447,0.04161653303051198,Devin Booker OVER PA 29.5 (GOBLIN) [id:10652322] | Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Miles Bridges OVER PA 14.5 (GOBLIN) [id:10644536] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Karl-Anthony Towns UNDER RA 14.5 (STANDARD) [id:10650152],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7548715346649986,"['devin booker', 'davion mitchell', 'miles bridges', 'moussa diabaté', 'karl-anthony towns']",1,Devin Booker OVER PA 29.5 (GOBLIN) [id:10652322],Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884],Miles Bridges OVER PA 14.5 (GOBLIN) [id:10644536],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Karl-Anthony Towns UNDER RA 14.5 (STANDARD) [id:10650152],0,
