n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Coby White OVER PR 14.5 (GOBLIN) [id:10644474] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],0.12064478150241256,10.0,1.0,10.0,1.2064478150241256,10.0,atlas,0.5893757217424187,0.0657634709501426,Coby White OVER PR 14.5 (GOBLIN) [id:10644474] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2064478150241256,"['coby white', 'norman powell', 'rudy gobert', 'ryan kalkbrenner']",1,Coby White OVER PR 14.5 (GOBLIN) [id:10644474],Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555],Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561],Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],0,
4,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Jaden McDaniels OVER AST 2.5 (STANDARD) [id:10652211] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083],0.11457196251083011,10.0,1.0,10.0,1.145719625108301,10.0,atlas,0.5819145327558237,0.06997748514399718,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Jaden McDaniels OVER AST 2.5 (STANDARD) [id:10652211] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083],0.0,0.0,0.0,0.0,0.0,0,0.0,1.145719625108301,"['rudy gobert', 'naz reid', 'jaden mcdaniels', 'norman powell']",1,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560],Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445],Jaden McDaniels OVER AST 2.5 (STANDARD) [id:10652211],Norman Powell OVER PRA 27 (STANDARD) [id:10644083],0,
4,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Moussa Diabaté OVER PRA 20.5 (STANDARD) [id:10644056] | Coby White OVER PR 15.5 (STANDARD) [id:10643855],0.11453990085163798,10.0,1.0,10.0,1.1453990085163799,10.0,atlas,0.5819610874436199,0.08685122204234008,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Moussa Diabaté OVER PRA 20.5 (STANDARD) [id:10644056] | Coby White OVER PR 15.5 (STANDARD) [id:10643855],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1453990085163799,"['tyler herro', 'rudy gobert', 'moussa diabaté', 'coby white']",1,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585],Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337],Moussa Diabaté OVER PRA 20.5 (STANDARD) [id:10644056],Coby White OVER PR 15.5 (STANDARD) [id:10643855],0,
4,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Ayo Dosunmu OVER PTS 13.5 (GOBLIN) [id:10649099] | Jaime Jaquez OVER PTS 14 (STANDARD) [id:10643937] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083],0.11452399050717378,10.0,1.0,10.0,1.145239905071738,10.0,atlas,0.5817422145444581,0.07936735510942743,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Ayo Dosunmu OVER PTS 13.5 (GOBLIN) [id:10649099] | Jaime Jaquez OVER PTS 14 (STANDARD) [id:10643937] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083],0.0,0.0,0.0,0.0,0.0,0,0.0,1.145239905071738,"['tyler herro', 'ayo dosunmu', 'jaime jaquez', 'norman powell']",1,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731],Ayo Dosunmu OVER PTS 13.5 (GOBLIN) [id:10649099],Jaime Jaquez OVER PTS 14 (STANDARD) [id:10643937],Norman Powell OVER PRA 27 (STANDARD) [id:10644083],0,
4,Grayson Allen OVER RA 4.5 (GOBLIN) [id:10652210] | Jalen Green OVER PRA 24.5 (GOBLIN) [id:10652488] | Jaime Jaquez OVER PTS 14 (STANDARD) [id:10643937] | LaMelo Ball OVER PRA 32.5 (STANDARD) [id:10644003],0.1142291330955762,10.0,1.0,10.0,1.142291330955762,10.0,atlas,0.5813636512535002,0.08135382877893299,Grayson Allen OVER RA 4.5 (GOBLIN) [id:10652210] | Jalen Green OVER PRA 24.5 (GOBLIN) [id:10652488] | Jaime Jaquez OVER PTS 14 (STANDARD) [id:10643937] | LaMelo Ball OVER PRA 32.5 (STANDARD) [id:10644003],0.0,0.0,0.0,0.0,0.0,0,0.0,1.142291330955762,"['grayson allen', 'jalen green', 'jaime jaquez', 'lamelo ball']",1,Grayson Allen OVER RA 4.5 (GOBLIN) [id:10652210],Jalen Green OVER PRA 24.5 (GOBLIN) [id:10652488],Jaime Jaquez OVER PTS 14 (STANDARD) [id:10643937],LaMelo Ball OVER PRA 32.5 (STANDARD) [id:10644003],0,
4,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284] | Oso Ighodaro OVER PTS 6.5 (STANDARD) [id:10649464] | Brandon Miller OVER PA 24.5 (STANDARD) [id:10643827],0.1138352687428142,10.0,1.0,10.0,1.138352687428142,10.0,atlas,0.5810128569761739,0.06603263464553796,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284] | Oso Ighodaro OVER PTS 6.5 (STANDARD) [id:10649464] | Brandon Miller OVER PA 24.5 (STANDARD) [id:10643827],0.0,0.0,0.0,0.0,0.0,0,0.0,1.138352687428142,"['jaime jaquez', 'jaden mcdaniels', 'oso ighodaro', 'brandon miller']",1,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284],Oso Ighodaro OVER PTS 6.5 (STANDARD) [id:10649464],Brandon Miller OVER PA 24.5 (STANDARD) [id:10643827],0,
4,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095] | Royce O'Neale OVER PRA 15.5 (STANDARD) [id:10650250],0.1135895451520025,10.0,1.0,10.0,1.135895451520025,10.0,atlas,0.580568828587512,0.07893281430290912,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095] | Royce O'Neale OVER PRA 15.5 (STANDARD) [id:10650250],0.0,0.0,0.0,0.0,0.0,0,0.0,1.135895451520025,"['grayson allen', 'davion mitchell', 'ayo dosunmu', ""royce o'neale""]",1,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204],Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023],Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095],Royce O'Neale OVER PRA 15.5 (STANDARD) [id:10650250],0,
4,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Collin Gillespie OVER PRA 19.5 (STANDARD) [id:10649146] | Jevon Carter OVER PTS 7 (STANDARD) [id:10645954],0.1115374778130689,10.0,1.0,10.0,1.115374778130689,10.0,atlas,0.5781914867938358,0.07946410210133259,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Collin Gillespie OVER PRA 19.5 (STANDARD) [id:10649146] | Jevon Carter OVER PTS 7 (STANDARD) [id:10645954],0.0,0.0,0.0,0.0,0.0,0,0.0,1.115374778130689,"['miles bridges', 'kon knueppel', 'collin gillespie', 'jevon carter']",1,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632],Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Collin Gillespie OVER PRA 19.5 (STANDARD) [id:10649146],Jevon Carter OVER PTS 7 (STANDARD) [id:10645954],0,
4,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510] | Miles Bridges OVER PTS 15.5 (STANDARD) [id:10644026] | Naz Reid OVER PA 17.5 (STANDARD) [id:10649428],0.11113808151680134,10.0,1.0,10.0,1.1113808151680133,10.0,atlas,0.5776013651163215,0.07291610264854928,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510] | Miles Bridges OVER PTS 15.5 (STANDARD) [id:10644026] | Naz Reid OVER PA 17.5 (STANDARD) [id:10649428],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1113808151680133,"['devin booker', 'kon knueppel', 'miles bridges', 'naz reid']",1,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510],Miles Bridges OVER PTS 15.5 (STANDARD) [id:10644026],Naz Reid OVER PA 17.5 (STANDARD) [id:10649428],0,
4,Brandon Miller OVER PA 19.5 (GOBLIN) [id:10644458] | Devin Booker OVER AST 3.5 (GOBLIN) [id:10649177] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966] | James Harden OVER PTS 19.5 (STANDARD) [id:10645153],0.1095215515541915,10.0,1.0,10.0,1.095215515541915,10.0,atlas,0.575418910057939,0.08753453822842736,Brandon Miller OVER PA 19.5 (GOBLIN) [id:10644458] | Devin Booker OVER AST 3.5 (GOBLIN) [id:10649177] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966] | James Harden OVER PTS 19.5 (STANDARD) [id:10645153],0.0,0.0,0.0,0.0,0.0,0,0.0,1.095215515541915,"['brandon miller', 'devin booker', 'kon knueppel', 'james harden']",1,Brandon Miller OVER PA 19.5 (GOBLIN) [id:10644458],Devin Booker OVER AST 3.5 (GOBLIN) [id:10649177],Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],James Harden OVER PTS 19.5 (STANDARD) [id:10645153],0,
4,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Rudy Gobert OVER RA 12.5 (GOBLIN) [id:10649565] | Desmond Bane OVER PTS 19.5 (STANDARD) [id:10645922] | Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],0.10898805918766634,10.0,1.0,10.0,1.0898805918766634,10.0,atlas,0.5749405787001025,0.08116570104331758,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Rudy Gobert OVER RA 12.5 (GOBLIN) [id:10649565] | Desmond Bane OVER PTS 19.5 (STANDARD) [id:10645922] | Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0898805918766634,"['naz reid', 'rudy gobert', 'desmond bane', 'oso ighodaro']",1,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Rudy Gobert OVER RA 12.5 (GOBLIN) [id:10649565],Desmond Bane OVER PTS 19.5 (STANDARD) [id:10645922],Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],0,
4,Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084] | Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],0.10805221686479519,10.0,1.0,10.0,1.0805221686479518,10.0,atlas,0.573772488821172,0.08507287199220623,Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084] | Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0805221686479518,"['brandon miller', 'bam adebayo', 'donovan mitchell', 'oso ighodaro']",1,Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676],Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084],Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],0,
4,Julius Randle OVER PRA 29.5 (GOBLIN) [id:10652218] | Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Miles Bridges OVER REB 5.5 (STANDARD) [id:10644035] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0.1077851019930338,10.0,1.0,10.0,1.077851019930338,10.0,atlas,0.5731094007636323,0.07962722724776373,Julius Randle OVER PRA 29.5 (GOBLIN) [id:10652218] | Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Miles Bridges OVER REB 5.5 (STANDARD) [id:10644035] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0.0,0.0,0.0,0.0,0.0,0,0.0,1.077851019930338,"['julius randle', 'brandon miller', 'miles bridges', 'devin booker']",1,Julius Randle OVER PRA 29.5 (GOBLIN) [id:10652218],Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461],Miles Bridges OVER REB 5.5 (STANDARD) [id:10644035],Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0,
4,Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482] | Jalen Green OVER REB 3.5 (GOBLIN) [id:10649350] | Dylan Harper OVER REB 3.5 (STANDARD) [id:10650456] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271],0.10678470215565367,10.0,1.0,10.0,1.0678470215565365,10.0,atlas,0.5720211142007755,0.0885161426000377,Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482] | Jalen Green OVER REB 3.5 (GOBLIN) [id:10649350] | Dylan Harper OVER REB 3.5 (STANDARD) [id:10650456] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0678470215565365,"['davion mitchell', 'jalen green', 'dylan harper', 'grayson allen']",1,Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482],Jalen Green OVER REB 3.5 (GOBLIN) [id:10649350],Dylan Harper OVER REB 3.5 (STANDARD) [id:10650456],Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271],0,
