slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6969,1.931,1.3457,Jaxson Hayes,LAL,OKC,PTS,OVER,GOBLIN,1.5,0.897
3-leg,True,0.6969,1.931,1.3457,Austin Reaves,LAL,OKC,PTS,UNDER,STANDARD,18.5,0.839
3-leg,True,0.6969,1.931,1.3457,Ajay Mitchell,OKC,LAL,RA,UNDER,STANDARD,7.5,0.7036
4-leg,True,0.4356,1.897,0.8265,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,6.5,0.8783
4-leg,True,0.4356,1.897,0.8265,Jaylin Williams,OKC,LAL,PTS,OVER,GOBLIN,0.5,0.8453
4-leg,True,0.4356,1.897,0.8265,Luguentz Dort,OKC,LAL,PA,UNDER,STANDARD,8.5,0.807
4-leg,True,0.4356,1.897,0.8265,Isaiah Stewart,DET,CLE,PR,UNDER,STANDARD,6.5,0.6992
5-leg,False,0.0953,2.145,0.2044,Jake LaRavia,LAL,OKC,PRA,OVER,GOBLIN,4.5,0.738
5-leg,False,0.0953,2.145,0.2044,Evan Mobley,CLE,DET,PTS,OVER,GOBLIN,9.5,0.8069
5-leg,False,0.0953,2.145,0.2044,Shai Gilgeous-Alexander,OKC,LAL,PR,UNDER,STANDARD,33.5,0.8009
5-leg,False,0.0953,2.145,0.2044,Cason Wallace,OKC,LAL,PR,UNDER,STANDARD,9.5,0.694
5-leg,False,0.0953,2.145,0.2044,Jaylon Tyson,CLE,DET,PTS,OVER,DEMON,7.5,0.3243
