slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
5-leg,True,0.1716,2.145,0.3679,Alperen Sengun,HOU,LAL,REB,OVER,GOBLIN,6.5,0.7564
5-leg,True,0.1716,2.145,0.3679,Amen Thompson,HOU,LAL,PTS,OVER,GOBLIN,14.5,0.6913
5-leg,True,0.1716,2.145,0.3679,Tobias Harris,DET,ORL,PTS,OVER,STANDARD,16.5,0.7943
5-leg,True,0.1716,2.145,0.3679,Rui Hachimura,LAL,HOU,PTS,OVER,STANDARD,12.0,0.754
5-leg,True,0.1716,2.145,0.3679,Baylor Scheierman,BOS,PHI,REB,OVER,DEMON,2.5,0.6061
4-leg,True,0.2794,1.897,0.5301,Anthony Black,ORL,DET,REB,OVER,GOBLIN,2.5,0.6908
4-leg,True,0.2794,1.897,0.5301,Ausar Thompson,DET,ORL,RA,OVER,GOBLIN,7.5,0.8103
4-leg,True,0.2794,1.897,0.5301,Duncan Robinson,DET,ORL,PRA,OVER,STANDARD,13.5,0.8108
4-leg,True,0.2794,1.897,0.5301,Sam Hauser,BOS,PHI,PA,OVER,STANDARD,6.5,0.704
3-leg,True,0.4525,1.931,0.8738,Austin Reaves,LAL,HOU,AST,OVER,GOBLIN,3.5,0.6807
3-leg,True,0.4525,1.931,0.8738,Daniss Jenkins,DET,ORL,PA,OVER,STANDARD,7.5,0.7221
3-leg,True,0.4525,1.931,0.8738,Goga Bitadze,ORL,DET,REB,OVER,STANDARD,3.5,0.767
