n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Tari Eason OVER FG3M 0.5 (GOBLIN) [id:10624779] | Matas Buzelis UNDER PTS 21.5 (STANDARD) [id:10620096] | Walter Clayton UNDER PTS 11.5 (STANDARD) [id:10624031] | Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0.2311270283860482,10.0,1.0,10.0,2.311270283860482,10.0,atlas,0.6971079035233717,0.0301648668091604,Tari Eason OVER FG3M 0.5 (GOBLIN) [id:10624779] | Matas Buzelis UNDER PTS 21.5 (STANDARD) [id:10620096] | Walter Clayton UNDER PTS 11.5 (STANDARD) [id:10624031] | Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0.0,0.0,0.0,0.0,0.0,0,0.0,2.311270283860482,"['tari eason', 'matas buzelis', 'walter clayton', 'jordan goodwin']",1,Tari Eason OVER FG3M 0.5 (GOBLIN) [id:10624779],Matas Buzelis UNDER PTS 21.5 (STANDARD) [id:10620096],Walter Clayton UNDER PTS 11.5 (STANDARD) [id:10624031],Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0,
4,Austin Reaves OVER PTS 14.5 (GOBLIN) [id:10617664] | Leonard Miller UNDER PA 14.5 (STANDARD) [id:10638434] | Matas Buzelis UNDER PTS 21.5 (STANDARD) [id:10620096] | Marcus Smart OVER REB 2.5 (DEMON) [id:10619936],0.22566475673384734,10.0,1.0,10.0,2.256647567338473,10.0,atlas,0.6961971713210864,0.018007273737113597,Austin Reaves OVER PTS 14.5 (GOBLIN) [id:10617664] | Leonard Miller UNDER PA 14.5 (STANDARD) [id:10638434] | Matas Buzelis UNDER PTS 21.5 (STANDARD) [id:10620096] | Marcus Smart OVER REB 2.5 (DEMON) [id:10619936],0.0,0.0,0.0,0.0,0.0,0,0.0,2.256647567338473,"['austin reaves', 'leonard miller', 'matas buzelis', 'marcus smart']",1,Austin Reaves OVER PTS 14.5 (GOBLIN) [id:10617664],Leonard Miller UNDER PA 14.5 (STANDARD) [id:10638434],Matas Buzelis UNDER PTS 21.5 (STANDARD) [id:10620096],Marcus Smart OVER REB 2.5 (DEMON) [id:10619936],0,
4,Deandre Ayton OVER REB 4.5 (GOBLIN) [id:10638528] | Rui Hachimura OVER PRA 11.5 (STANDARD) [id:10621407] | Leonard Miller UNDER PTS 12.5 (STANDARD) [id:10638431] | Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0.2199559818667337,10.0,1.0,10.0,2.1995598186673373,10.0,atlas,0.6925099302682717,0.044761831369803946,Deandre Ayton OVER REB 4.5 (GOBLIN) [id:10638528] | Rui Hachimura OVER PRA 11.5 (STANDARD) [id:10621407] | Leonard Miller UNDER PTS 12.5 (STANDARD) [id:10638431] | Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0.0,0.0,0.0,0.0,0.0,0,0.0,2.1995598186673373,"['deandre ayton', 'rui hachimura', 'leonard miller', 'jordan goodwin']",1,Deandre Ayton OVER REB 4.5 (GOBLIN) [id:10638528],Rui Hachimura OVER PRA 11.5 (STANDARD) [id:10621407],Leonard Miller UNDER PTS 12.5 (STANDARD) [id:10638431],Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0,
4,Jayson Tatum OVER FG3M 1.5 (GOBLIN) [id:10620690] | Nick Richards UNDER REB 7.5 (STANDARD) [id:10634135] | Leonard Miller UNDER PRA 22 (STANDARD) [id:10638436] | Jaxson Hayes OVER AST 0.5 (DEMON) [id:10641890],0.20956251051024707,10.0,1.0,10.0,2.095625105102471,10.0,atlas,0.6840793025020792,0.027729440938187112,Jayson Tatum OVER FG3M 1.5 (GOBLIN) [id:10620690] | Nick Richards UNDER REB 7.5 (STANDARD) [id:10634135] | Leonard Miller UNDER PRA 22 (STANDARD) [id:10638436] | Jaxson Hayes OVER AST 0.5 (DEMON) [id:10641890],0.0,0.0,0.0,0.0,0.0,0,0.0,2.095625105102471,"['jayson tatum', 'nick richards', 'leonard miller', 'jaxson hayes']",1,Jayson Tatum OVER FG3M 1.5 (GOBLIN) [id:10620690],Nick Richards UNDER REB 7.5 (STANDARD) [id:10634135],Leonard Miller UNDER PRA 22 (STANDARD) [id:10638436],Jaxson Hayes OVER AST 0.5 (DEMON) [id:10641890],0,
4,Rui Hachimura OVER PTS 6.5 (GOBLIN) [id:10619971] | Nick Richards UNDER REB 7.5 (STANDARD) [id:10634135] | Leonard Miller UNDER PTS 12.5 (STANDARD) [id:10638431] | Amen Thompson OVER REB 7.5 (DEMON) [id:10618216],0.20951490363058087,10.0,1.0,10.0,2.0951490363058087,10.0,atlas,0.6837313120090733,0.019250488397746294,Rui Hachimura OVER PTS 6.5 (GOBLIN) [id:10619971] | Nick Richards UNDER REB 7.5 (STANDARD) [id:10634135] | Leonard Miller UNDER PTS 12.5 (STANDARD) [id:10638431] | Amen Thompson OVER REB 7.5 (DEMON) [id:10618216],0.0,0.0,0.0,0.0,0.0,0,0.0,2.0951490363058087,"['rui hachimura', 'nick richards', 'leonard miller', 'amen thompson']",1,Rui Hachimura OVER PTS 6.5 (GOBLIN) [id:10619971],Nick Richards UNDER REB 7.5 (STANDARD) [id:10634135],Leonard Miller UNDER PTS 12.5 (STANDARD) [id:10638431],Amen Thompson OVER REB 7.5 (DEMON) [id:10618216],0,
4,Marcus Smart OVER PTS 4.5 (GOBLIN) [id:10617063] | Walter Clayton UNDER PTS 11.5 (STANDARD) [id:10624031] | Leonard Miller UNDER PA 14.5 (STANDARD) [id:10638434] | Luke Kennard OVER RA 3.5 (DEMON) [id:10619919],0.2080436225677894,10.0,1.0,10.0,2.080436225677894,10.0,atlas,0.6846765738752274,0.027225412834433534,Marcus Smart OVER PTS 4.5 (GOBLIN) [id:10617063] | Walter Clayton UNDER PTS 11.5 (STANDARD) [id:10624031] | Leonard Miller UNDER PA 14.5 (STANDARD) [id:10638434] | Luke Kennard OVER RA 3.5 (DEMON) [id:10619919],0.0,0.0,0.0,0.0,0.0,0,0.0,2.080436225677894,"['marcus smart', 'walter clayton', 'leonard miller', 'luke kennard']",1,Marcus Smart OVER PTS 4.5 (GOBLIN) [id:10617063],Walter Clayton UNDER PTS 11.5 (STANDARD) [id:10624031],Leonard Miller UNDER PA 14.5 (STANDARD) [id:10638434],Luke Kennard OVER RA 3.5 (DEMON) [id:10619919],0,
4,Jayson Tatum OVER FG3M 1.5 (GOBLIN) [id:10620690] | Jalen Smith UNDER PTS 14 (STANDARD) [id:10634033] | Taylor Hendricks UNDER PTS 12.5 (STANDARD) [id:10620124] | Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0.20306384733982544,10.0,1.0,10.0,2.0306384733982545,10.0,atlas,0.6750493320901855,0.03798275644157182,Jayson Tatum OVER FG3M 1.5 (GOBLIN) [id:10620690] | Jalen Smith UNDER PTS 14 (STANDARD) [id:10634033] | Taylor Hendricks UNDER PTS 12.5 (STANDARD) [id:10620124] | Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0.0,0.0,0.0,0.0,0.0,0,0.0,2.0306384733982545,"['jayson tatum', 'jalen smith', 'taylor hendricks', 'jordan goodwin']",1,Jayson Tatum OVER FG3M 1.5 (GOBLIN) [id:10620690],Jalen Smith UNDER PTS 14 (STANDARD) [id:10634033],Taylor Hendricks UNDER PTS 12.5 (STANDARD) [id:10620124],Jordan Goodwin OVER AST 1.5 (DEMON) [id:10630785],0,
4,Max Christie OVER REB 1.5 (GOBLIN) [id:10618418] | Jayson Tatum UNDER PTS 21.5 (STANDARD) [id:10620975] | Taylor Hendricks UNDER REB 5.5 (STANDARD) [id:10620131] | Marcus Smart OVER REB 2.5 (DEMON) [id:10619936],0.193945492384041,10.0,1.0,10.0,1.93945492384041,10.0,atlas,0.6689215965377884,0.026895159353400526,Max Christie OVER REB 1.5 (GOBLIN) [id:10618418] | Jayson Tatum UNDER PTS 21.5 (STANDARD) [id:10620975] | Taylor Hendricks UNDER REB 5.5 (STANDARD) [id:10620131] | Marcus Smart OVER REB 2.5 (DEMON) [id:10619936],0.0,0.0,0.0,0.0,0.0,0,0.0,1.93945492384041,"['max christie', 'jayson tatum', 'taylor hendricks', 'marcus smart']",1,Max Christie OVER REB 1.5 (GOBLIN) [id:10618418],Jayson Tatum UNDER PTS 21.5 (STANDARD) [id:10620975],Taylor Hendricks UNDER REB 5.5 (STANDARD) [id:10620131],Marcus Smart OVER REB 2.5 (DEMON) [id:10619936],0,
4,Austin Reaves OVER AST 2.5 (GOBLIN) [id:10638680] | Guerschon Yabusele UNDER PTS 8.5 (STANDARD) [id:10622921] | Jayson Tatum UNDER PTS 21.5 (STANDARD) [id:10620975] | Grayson Allen OVER AST 3.5 (DEMON) [id:10620628],0.19197141761308212,10.0,1.0,10.0,1.9197141761308212,10.0,atlas,0.6710752250335195,0.029327226353562056,Austin Reaves OVER AST 2.5 (GOBLIN) [id:10638680] | Guerschon Yabusele UNDER PTS 8.5 (STANDARD) [id:10622921] | Jayson Tatum UNDER PTS 21.5 (STANDARD) [id:10620975] | Grayson Allen OVER AST 3.5 (DEMON) [id:10620628],0.0,0.0,0.0,0.0,0.0,0,0.0,1.9197141761308212,"['austin reaves', 'guerschon yabusele', 'jayson tatum', 'grayson allen']",1,Austin Reaves OVER AST 2.5 (GOBLIN) [id:10638680],Guerschon Yabusele UNDER PTS 8.5 (STANDARD) [id:10622921],Jayson Tatum UNDER PTS 21.5 (STANDARD) [id:10620975],Grayson Allen OVER AST 3.5 (DEMON) [id:10620628],0,
4,Jabari Smith OVER REB 4.5 (GOBLIN) [id:10631650] | Nick Richards UNDER PR 17.5 (STANDARD) [id:10622942] | Jalen Smith UNDER PR 23 (STANDARD) [id:10622932] | Rui Hachimura OVER REB 2.5 (DEMON) [id:10617737],0.19167956462778465,10.0,1.0,10.0,1.9167956462778466,10.0,atlas,0.663663709172986,0.020278270820049654,Jabari Smith OVER REB 4.5 (GOBLIN) [id:10631650] | Nick Richards UNDER PR 17.5 (STANDARD) [id:10622942] | Jalen Smith UNDER PR 23 (STANDARD) [id:10622932] | Rui Hachimura OVER REB 2.5 (DEMON) [id:10617737],0.0,0.0,0.0,0.0,0.0,0,0.0,1.9167956462778466,"['jabari smith', 'nick richards', 'jalen smith', 'rui hachimura']",1,Jabari Smith OVER REB 4.5 (GOBLIN) [id:10631650],Nick Richards UNDER PR 17.5 (STANDARD) [id:10622942],Jalen Smith UNDER PR 23 (STANDARD) [id:10622932],Rui Hachimura OVER REB 2.5 (DEMON) [id:10617737],0,
