n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Julius Randle OVER REB 4.5 (GOBLIN) [id:11881500] | Miles McBride OVER FG3M 0.5 (GOBLIN) [id:11881299] | OG Anunoby OVER REB 3.5 (GOBLIN) [id:11881301] | Luke Kornet OVER REB 3.5 (STANDARD) [id:11883501] | Ayo Dosunmu OVER PTS 11.5 (STANDARD) [id:11908809],0.3062708007936092,20.0,1.0,20.0,6.125416015872184,20.0,atlas,0.7915850791966871,0.018654792090336273,Julius Randle OVER REB 4.5 (GOBLIN) [id:11881500] | Miles McBride OVER FG3M 0.5 (GOBLIN) [id:11881299] | OG Anunoby OVER REB 3.5 (GOBLIN) [id:11881301] | Luke Kornet OVER REB 3.5 (STANDARD) [id:11883501] | Ayo Dosunmu OVER PTS 11.5 (STANDARD) [id:11908809],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.6062708007936092,"['julius randle', 'miles mcbride', 'og anunoby', 'luke kornet', 'ayo dosunmu']",1,Julius Randle OVER REB 4.5 (GOBLIN) [id:11881500],Miles McBride OVER FG3M 0.5 (GOBLIN) [id:11881299],OG Anunoby OVER REB 3.5 (GOBLIN) [id:11881301],Luke Kornet OVER REB 3.5 (STANDARD) [id:11883501],Ayo Dosunmu OVER PTS 11.5 (STANDARD) [id:11908809],2,Julius Randle | Ayo Dosunmu
5,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | OG Anunoby OVER FG3M 1.5 (GOBLIN) [id:11878952] | Julian Champagnie OVER PTS 4.5 (GOBLIN) [id:11882648] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115],0.30497906968598587,20.0,1.0,20.0,6.099581393719717,20.0,atlas,0.7915862019202485,0.01873163161924954,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | OG Anunoby OVER FG3M 1.5 (GOBLIN) [id:11878952] | Julian Champagnie OVER PTS 4.5 (GOBLIN) [id:11882648] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.4549790696859859,"['stephon castle', 'og anunoby', 'julian champagnie', 'jose alvarado', 'ayo dosunmu']",1,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590],OG Anunoby OVER FG3M 1.5 (GOBLIN) [id:11878952],Julian Champagnie OVER PTS 4.5 (GOBLIN) [id:11882648],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115],1,Ayo Dosunmu
5,Julius Randle OVER REB 4.5 (GOBLIN) [id:11881500] | Kelly Oubre OVER REB 3.5 (GOBLIN) [id:11878930] | Harrison Barnes OVER PTS 0.5 (GOBLIN) [id:11905239] | Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115] | Luke Kornet OVER RA 4.5 (STANDARD) [id:11894429],0.3032559329338999,20.0,1.0,20.0,6.065118658677998,20.0,atlas,0.7898728448151074,0.020764513458986104,Julius Randle OVER REB 4.5 (GOBLIN) [id:11881500] | Kelly Oubre OVER REB 3.5 (GOBLIN) [id:11878930] | Harrison Barnes OVER PTS 0.5 (GOBLIN) [id:11905239] | Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115] | Luke Kornet OVER RA 4.5 (STANDARD) [id:11894429],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.6032559329338999,"['julius randle', 'kelly oubre', 'harrison barnes', 'ayo dosunmu', 'luke kornet']",1,Julius Randle OVER REB 4.5 (GOBLIN) [id:11881500],Kelly Oubre OVER REB 3.5 (GOBLIN) [id:11878930],Harrison Barnes OVER PTS 0.5 (GOBLIN) [id:11905239],Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115],Luke Kornet OVER RA 4.5 (STANDARD) [id:11894429],2,Julius Randle | Ayo Dosunmu
5,Dylan Harper OVER PTS 7.5 (GOBLIN) [id:11881400] | Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646] | OG Anunoby OVER REB 3.5 (GOBLIN) [id:11881301] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],0.30113541303069796,20.0,1.0,20.0,6.0227082606139595,20.0,atlas,0.7885988878699909,0.023165483292613982,Dylan Harper OVER PTS 7.5 (GOBLIN) [id:11881400] | Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646] | OG Anunoby OVER REB 3.5 (GOBLIN) [id:11881301] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.601135413030698,"['dylan harper', 'jaden mcdaniels', 'og anunoby', 'ayo dosunmu', 'luke kornet']",1,Dylan Harper OVER PTS 7.5 (GOBLIN) [id:11881400],Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646],OG Anunoby OVER REB 3.5 (GOBLIN) [id:11881301],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],2,Jaden McDaniels | Ayo Dosunmu
5,Julian Champagnie OVER PTS 4.5 (GOBLIN) [id:11882648] | Julius Randle OVER PTS 12.5 (GOBLIN) [id:11882711] | Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Jordan Clarkson OVER PTS 5 (STANDARD) [id:11917544],0.29974660808109466,20.0,1.0,20.0,5.994932161621893,20.0,atlas,0.7921291291389112,0.021289336509477765,Julian Champagnie OVER PTS 4.5 (GOBLIN) [id:11882648] | Julius Randle OVER PTS 12.5 (GOBLIN) [id:11882711] | Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Jordan Clarkson OVER PTS 5 (STANDARD) [id:11917544],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.5997466080810947,"['julian champagnie', 'julius randle', 'stephon castle', 'ayo dosunmu', 'jordan clarkson']",1,Julian Champagnie OVER PTS 4.5 (GOBLIN) [id:11882648],Julius Randle OVER PTS 12.5 (GOBLIN) [id:11882711],Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],Jordan Clarkson OVER PTS 5 (STANDARD) [id:11917544],2,Julius Randle | Ayo Dosunmu
5,Anthony Edwards OVER RA 4.5 (GOBLIN) [id:11908384] | Luke Kornet OVER REB 1.5 (GOBLIN) [id:11909133] | Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Mitchell Robinson OVER PTS 4.5 (STANDARD) [id:11878948],0.25685831324384184,20.0,1.0,20.0,5.137166264876837,20.0,atlas,0.7709869790571824,0.008320324991772304,Anthony Edwards OVER RA 4.5 (GOBLIN) [id:11908384] | Luke Kornet OVER REB 1.5 (GOBLIN) [id:11909133] | Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Mitchell Robinson OVER PTS 4.5 (STANDARD) [id:11878948],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.4068583132438418,"['anthony edwards', 'luke kornet', 'stephon castle', 'jose alvarado', 'mitchell robinson']",1,Anthony Edwards OVER RA 4.5 (GOBLIN) [id:11908384],Luke Kornet OVER REB 1.5 (GOBLIN) [id:11909133],Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Mitchell Robinson OVER PTS 4.5 (STANDARD) [id:11878948],1,Anthony Edwards
5,Julius Randle OVER PR 19.5 (GOBLIN) [id:11881491] | OG Anunoby OVER REB 3.5 (GOBLIN) [id:11881301] | Luke Kornet OVER REB 1.5 (GOBLIN) [id:11909133] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Julian Champagnie OVER PR 13.5 (STANDARD) [id:11881463],0.25420795971050936,20.0,1.0,20.0,5.084159194210187,20.0,atlas,0.7662203023330594,0.024937988763721775,Julius Randle OVER PR 19.5 (GOBLIN) [id:11881491] | OG Anunoby OVER REB 3.5 (GOBLIN) [id:11881301] | Luke Kornet OVER REB 1.5 (GOBLIN) [id:11909133] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Julian Champagnie OVER PR 13.5 (STANDARD) [id:11881463],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.4042079597105094,"['julius randle', 'og anunoby', 'luke kornet', 'jose alvarado', 'julian champagnie']",1,Julius Randle OVER PR 19.5 (GOBLIN) [id:11881491],OG Anunoby OVER REB 3.5 (GOBLIN) [id:11881301],Luke Kornet OVER REB 1.5 (GOBLIN) [id:11909133],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Julian Champagnie OVER PR 13.5 (STANDARD) [id:11881463],1,Julius Randle
5,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Naz Reid OVER REB 4.5 (GOBLIN) [id:11881549] | Julian Champagnie OVER PA 10 (STANDARD) [id:11881460] | Andre Drummond OVER PRA 5.5 (STANDARD) [id:11893273],0.24110535331378752,20.0,1.0,20.0,4.82210706627575,20.0,atlas,0.761357446508081,0.02490545760156657,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Naz Reid OVER REB 4.5 (GOBLIN) [id:11881549] | Julian Champagnie OVER PA 10 (STANDARD) [id:11881460] | Andre Drummond OVER PRA 5.5 (STANDARD) [id:11893273],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.5411053533137875,"['julius randle', 'stephon castle', 'naz reid', 'julian champagnie', 'andre drummond']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590],Naz Reid OVER REB 4.5 (GOBLIN) [id:11881549],Julian Champagnie OVER PA 10 (STANDARD) [id:11881460],Andre Drummond OVER PRA 5.5 (STANDARD) [id:11893273],2,Julius Randle | Naz Reid
5,Keldon Johnson OVER PRA 9.5 (GOBLIN) [id:11881519] | Karl-Anthony Towns OVER REB 7.5 (GOBLIN) [id:11895965] | Kelly Oubre OVER REB 3.5 (GOBLIN) [id:11878930] | Andre Drummond OVER PRA 5.5 (STANDARD) [id:11893273] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],0.23699642000760374,20.0,1.0,20.0,4.739928400152075,20.0,atlas,0.7540059952099022,0.015033290235942071,Keldon Johnson OVER PRA 9.5 (GOBLIN) [id:11881519] | Karl-Anthony Towns OVER REB 7.5 (GOBLIN) [id:11895965] | Kelly Oubre OVER REB 3.5 (GOBLIN) [id:11878930] | Andre Drummond OVER PRA 5.5 (STANDARD) [id:11893273] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.23699642000760374,"['keldon johnson', 'karl-anthony towns', 'kelly oubre', 'andre drummond', 'jose alvarado']",1,Keldon Johnson OVER PRA 9.5 (GOBLIN) [id:11881519],Karl-Anthony Towns OVER REB 7.5 (GOBLIN) [id:11895965],Kelly Oubre OVER REB 3.5 (GOBLIN) [id:11878930],Andre Drummond OVER PRA 5.5 (STANDARD) [id:11893273],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],0,
5,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Julian Champagnie OVER REB 3.5 (GOBLIN) [id:11881466] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Paul George UNDER RA 8.5 (STANDARD) [id:11880895],0.23588196312021661,20.0,1.0,20.0,4.717639262404332,20.0,atlas,0.7561785827894764,0.0535932277483029,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Julian Champagnie OVER REB 3.5 (GOBLIN) [id:11881466] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Paul George UNDER RA 8.5 (STANDARD) [id:11880895],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.3858819631202166,"['naz reid', 'mitchell robinson', 'julian champagnie', 'jose alvarado', 'paul george']",1,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545],Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399],Julian Champagnie OVER REB 3.5 (GOBLIN) [id:11881466],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Paul George UNDER RA 8.5 (STANDARD) [id:11880895],1,Naz Reid
