"n_legs","legs","hit_prob","payout_mult","ev_mult","atlas_power_mult","pricing_engine","avg_p","avg_fragility","slip_key","leg_1","leg_2","leg_3"
"3","Jusuf Nurkić OVER REB 7.5 (GOBLIN) [id:9870435] | LeBron James UNDER PR 31.5 (STANDARD) [id:9868882] | Kyle Filipowski UNDER PA 18 (STANDARD) [id:9870768]","0.30095530057498804","4.034889876667143","1.2143214956193364","6.0","pp_kernel","0.674136842930944","0.007596794883878047","Jusuf Nurkić OVER REB 7.5 (GOBLIN) [id:9870435] | LeBron James UNDER PR 31.5 (STANDARD) [id:9868882] | Kyle Filipowski UNDER PA 18 (STANDARD) [id:9870768]","Jusuf Nurkić OVER REB 7.5 (GOBLIN) [id:9870435]","LeBron James UNDER PR 31.5 (STANDARD) [id:9868882]","Kyle Filipowski UNDER PA 18 (STANDARD) [id:9870768]"
"3","LeBron James OVER PTS 20.5 (GOBLIN) [id:9869104] | Ace Bailey UNDER PRA 25 (STANDARD) [id:9870732] | Kyle Filipowski UNDER PA 18 (STANDARD) [id:9870768]","0.2890468703992136","4.083575479209202","1.1803447123043889","6.0","pp_kernel","0.6616733480405389","0.0038153754739930243","LeBron James OVER PTS 20.5 (GOBLIN) [id:9869104] | Ace Bailey UNDER PRA 25 (STANDARD) [id:9870732] | Kyle Filipowski UNDER PA 18 (STANDARD) [id:9870768]","LeBron James OVER PTS 20.5 (GOBLIN) [id:9869104]","Ace Bailey UNDER PRA 25 (STANDARD) [id:9870732]","Kyle Filipowski UNDER PA 18 (STANDARD) [id:9870768]"
"3","Jusuf Nurkić OVER PTS 9.5 (GOBLIN) [id:9879945] | Jrue Holiday UNDER RA 10.5 (STANDARD) [id:9870276] | Scoot Henderson OVER AST 4.5 (STANDARD) [id:9884323]","0.2821362060562901","4.060011447509822","1.1454762263455278","6.0","pp_kernel","0.6739266945024482","0.0036567681735073707","Jusuf Nurkić OVER PTS 9.5 (GOBLIN) [id:9879945] | Jrue Holiday UNDER RA 10.5 (STANDARD) [id:9870276] | Scoot Henderson OVER AST 4.5 (STANDARD) [id:9884323]","Jusuf Nurkić OVER PTS 9.5 (GOBLIN) [id:9879945]","Jrue Holiday UNDER RA 10.5 (STANDARD) [id:9870276]","Scoot Henderson OVER AST 4.5 (STANDARD) [id:9884323]"
"3","Donovan Clingan OVER REB 11.5 (GOBLIN) [id:9870138] | Max Christie OVER PR 18.5 (STANDARD) [id:9868940] | Scoot Henderson OVER AST 4.5 (STANDARD) [id:9884323]","0.27413893223959124","4.097379556755456","1.1232512566692703","6.0","pp_kernel","0.6621808971539026","0.0","Donovan Clingan OVER REB 11.5 (GOBLIN) [id:9870138] | Max Christie OVER PR 18.5 (STANDARD) [id:9868940] | Scoot Henderson OVER AST 4.5 (STANDARD) [id:9884323]","Donovan Clingan OVER REB 11.5 (GOBLIN) [id:9870138]","Max Christie OVER PR 18.5 (STANDARD) [id:9868940]","Scoot Henderson OVER AST 4.5 (STANDARD) [id:9884323]"
"3","Cody Williams OVER PRA 11.5 (GOBLIN) [id:9883575] | Scoot Henderson OVER RA 7 (STANDARD) [id:9885187] | Brice Sensabaugh UNDER PR 23 (STANDARD) [id:9870749]","0.25868517095112825","4.120598757391301","1.0659377939767753","6.0","pp_kernel","0.650053015098785","0.003755706024292761","Cody Williams OVER PRA 11.5 (GOBLIN) [id:9883575] | Scoot Henderson OVER RA 7 (STANDARD) [id:9885187] | Brice Sensabaugh UNDER PR 23 (STANDARD) [id:9870749]","Cody Williams OVER PRA 11.5 (GOBLIN) [id:9883575]","Scoot Henderson OVER RA 7 (STANDARD) [id:9885187]","Brice Sensabaugh UNDER PR 23 (STANDARD) [id:9870749]"
"3","LeBron James OVER PR 24.5 (GOBLIN) [id:9869598] | Jusuf Nurkić OVER REB 9 (STANDARD) [id:9878030] | Kyle Filipowski UNDER RA 12 (STANDARD) [id:9870775]","0.2609718592158808","4.0618543150132815","1.060029672453064","6.0","pp_kernel","0.6416637006136193","0.0","LeBron James OVER PR 24.5 (GOBLIN) [id:9869598] | Jusuf Nurkić OVER REB 9 (STANDARD) [id:9878030] | Kyle Filipowski UNDER RA 12 (STANDARD) [id:9870775]","LeBron James OVER PR 24.5 (GOBLIN) [id:9869598]","Jusuf Nurkić OVER REB 9 (STANDARD) [id:9878030]","Kyle Filipowski UNDER RA 12 (STANDARD) [id:9870775]"
"3","Austin Reaves OVER REB 2.5 (GOBLIN) [id:9869536] | Jake LaRavia UNDER PRA 16 (STANDARD) [id:9878044] | Ace Bailey UNDER PR 22.5 (STANDARD) [id:9870731]","0.26208346713514885","4.029994254336736","1.0561948667113006","6.0","pp_kernel","0.6476564687062588","0.001159276280379262","Austin Reaves OVER REB 2.5 (GOBLIN) [id:9869536] | Jake LaRavia UNDER PRA 16 (STANDARD) [id:9878044] | Ace Bailey UNDER PR 22.5 (STANDARD) [id:9870731]","Austin Reaves OVER REB 2.5 (GOBLIN) [id:9869536]","Jake LaRavia UNDER PRA 16 (STANDARD) [id:9878044]","Ace Bailey UNDER PR 22.5 (STANDARD) [id:9870731]"
"3","Jusuf Nurkić OVER PTS 9.5 (GOBLIN) [id:9879945] | Marcus Smart UNDER PRA 18 (STANDARD) [id:9868913] | Vít Krejčí UNDER PRA 14.5 (STANDARD) [id:9878236]","0.2591017802308658","4.060011447509822","1.0519561938074893","6.0","pp_kernel","0.6416559924979767","0.005746637057137031","Jusuf Nurkić OVER PTS 9.5 (GOBLIN) [id:9879945] | Marcus Smart UNDER PRA 18 (STANDARD) [id:9868913] | Vít Krejčí UNDER PRA 14.5 (STANDARD) [id:9878236]","Jusuf Nurkić OVER PTS 9.5 (GOBLIN) [id:9879945]","Marcus Smart UNDER PRA 18 (STANDARD) [id:9868913]","Vít Krejčí UNDER PRA 14.5 (STANDARD) [id:9878236]"
"3","John Konchar OVER REB 2.5 (GOBLIN) [id:9886151] | Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782] | Jerami Grant UNDER PRA 28 (STANDARD) [id:9870154]","0.25696018226677003","4.078646359715292","1.0480497119941397","6.0","pp_kernel","0.6361308212669087","0.0016414296852558631","John Konchar OVER REB 2.5 (GOBLIN) [id:9886151] | Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782] | Jerami Grant UNDER PRA 28 (STANDARD) [id:9870154]","John Konchar OVER REB 2.5 (GOBLIN) [id:9886151]","Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782]","Jerami Grant UNDER PRA 28 (STANDARD) [id:9870154]"
"3","Toumani Camara OVER PRA 18.5 (GOBLIN) [id:9871308] | Jrue Holiday UNDER PTS 17 (STANDARD) [id:9870165] | Jusuf Nurkić OVER PTS 10.5 (STANDARD) [id:9871280]","0.23314083938539498","4.087917975680753","0.9530606281888554","6.0","pp_kernel","0.6158735936297569","0.0","Toumani Camara OVER PRA 18.5 (GOBLIN) [id:9871308] | Jrue Holiday UNDER PTS 17 (STANDARD) [id:9870165] | Jusuf Nurkić OVER PTS 10.5 (STANDARD) [id:9871280]","Toumani Camara OVER PRA 18.5 (GOBLIN) [id:9871308]","Jrue Holiday UNDER PTS 17 (STANDARD) [id:9870165]","Jusuf Nurkić OVER PTS 10.5 (STANDARD) [id:9871280]"
