rank,tier,player,team,opp,stat,direction,line,hit_probability_pct,p_cal,game_date,start_time,run_id,generated_at
1,GOBLIN,VJ Edgecombe,PHI,NYK,PA,OVER,11.5,84.5,0.8450427709799025,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
2,GOBLIN,Dylan Harper,SAS,MIN,RA,OVER,4.5,80.7,0.8068515293488537,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
3,GOBLIN,Luke Kornet,SAS,MIN,PR,OVER,4.5,80.6,0.8059431337345768,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
4,GOBLIN,Bones Hyland,MIN,SAS,FG3M,OVER,0.5,78.2,0.7823153246858348,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
5,GOBLIN,Paul George,PHI,NYK,PR,OVER,14.5,78.0,0.7801056593367406,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
6,GOBLIN,Quentin Grimes,PHI,NYK,PTS,OVER,3.5,77.5,0.7748717288204637,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
7,GOBLIN,Rudy Gobert,MIN,SAS,PTS,OVER,5.5,76.8,0.768074168968006,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
8,GOBLIN,Keldon Johnson,SAS,MIN,PTS,OVER,5.5,76.0,0.7598879912566626,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
9,GOBLIN,Mikal Bridges,NYK,PHI,PR,OVER,9.5,73.2,0.7317536005532809,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
10,GOBLIN,Andre Drummond,PHI,NYK,RA,OVER,2.5,63.4,0.6335114874764733,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
1,STANDARD,Naz Reid,MIN,SAS,PRA,UNDER,21.5,84.7,0.8473832434470574,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
2,STANDARD,Andre Drummond,PHI,NYK,REB,UNDER,3.0,80.0,0.7997001747289785,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
3,STANDARD,Anthony Edwards,MIN,SAS,PA,UNDER,25.5,79.3,0.792908776597317,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
4,STANDARD,De'Aaron Fox,SAS,MIN,FG3M,UNDER,1.5,78.7,0.787387614307969,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
5,STANDARD,Tyrese Maxey,PHI,NYK,PR,UNDER,29.0,78.4,0.7835065451869798,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
6,STANDARD,Mikal Bridges,NYK,PHI,RA,UNDER,5.0,71.0,0.710294514282633,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
7,STANDARD,Mitchell Robinson,NYK,PHI,PR,UNDER,12.5,69.1,0.6913525221456824,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
8,STANDARD,Quentin Grimes,PHI,NYK,PTS,UNDER,6.5,67.7,0.6765362841795425,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
9,STANDARD,Bones Hyland,MIN,SAS,PTS,UNDER,6.5,67.5,0.6747456441476298,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
10,STANDARD,Joel Embiid,PHI,NYK,AST,OVER,4.5,52.9,0.5285794816239608,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
1,DEMON,Jose Alvarado,NYK,PHI,AST,OVER,2.5,74.2,0.74162338725417,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
2,DEMON,Jordan Clarkson,NYK,PHI,PRA,OVER,10.5,69.3,0.6926428390070289,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
3,DEMON,Andre Drummond,PHI,NYK,AST,OVER,0.5,61.4,0.613755388944527,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
4,DEMON,Mikal Bridges,NYK,PHI,PA,OVER,14.5,57.0,0.5697540324839588,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
5,DEMON,VJ Edgecombe,PHI,NYK,REB,OVER,5.5,50.3,0.5033170545982284,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
6,DEMON,Luke Kornet,SAS,MIN,PR,OVER,9.5,45.9,0.4592366045929277,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
7,DEMON,Quentin Grimes,PHI,NYK,PRA,OVER,14.5,44.5,0.4452947074658293,2026-05-04,2026-05-04T20:00:00.000-04:00,20260504_173457,2026-05-04 17:34:59
8,DEMON,Dylan Harper,SAS,MIN,PR,OVER,13.5,40.8,0.4078285966680418,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
9,DEMON,Keldon Johnson,SAS,MIN,PR,OVER,14.5,32.8,0.3281849107697746,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
10,DEMON,Harrison Barnes,SAS,MIN,FG3M,OVER,0.5,24.6,0.2461869541768147,2026-05-04,2026-05-04T21:30:00.000-04:00,20260504_173457,2026-05-04 17:34:59
