n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160] | Coby White OVER PA 14.5 (GOBLIN) [id:10644471] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.12656425496665674,10.0,1.0,10.0,1.2656425496665675,10.0,atlas,0.6005063299542645,0.03174887980879515,Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160] | Coby White OVER PA 14.5 (GOBLIN) [id:10644471] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2656425496665675,"['tyler herro', 'coby white', ""kel'el ware"", 'tristan silva']",1,Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160],Coby White OVER PA 14.5 (GOBLIN) [id:10644471],Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0,
4,Jalen Green OVER RA 5.5 (GOBLIN) [id:10649354] | Ryan Kalkbrenner OVER PR 8.5 (GOBLIN) [id:10652267] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.12471246792500795,10.0,1.0,10.0,1.2471246792500796,10.0,atlas,0.5990625496205166,0.03990598726823182,Jalen Green OVER RA 5.5 (GOBLIN) [id:10649354] | Ryan Kalkbrenner OVER PR 8.5 (GOBLIN) [id:10652267] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2471246792500796,"['jalen green', 'ryan kalkbrenner', 'moussa diabaté', 'tristan silva']",1,Jalen Green OVER RA 5.5 (GOBLIN) [id:10649354],Ryan Kalkbrenner OVER PR 8.5 (GOBLIN) [id:10652267],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0,
4,Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489] | Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896],0.11075281102614892,10.0,1.0,10.0,1.1075281102614891,10.0,atlas,0.5810498490317585,0.04017062040259921,Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489] | Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1075281102614891,"['davion mitchell', 'brandon miller', 'tristan silva', 'trendon watford']",1,Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489],Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465],Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896],0,
4,LaMelo Ball OVER PR 23.5 (GOBLIN) [id:10653807] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Justin Edwards UNDER PTS 12.5 (STANDARD) [id:10647161] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0.10337480833292507,10.0,1.0,10.0,1.0337480833292507,10.0,atlas,0.5716939323401571,0.03196520895165137,LaMelo Ball OVER PR 23.5 (GOBLIN) [id:10653807] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Justin Edwards UNDER PTS 12.5 (STANDARD) [id:10647161] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0337480833292507,"['lamelo ball', 'miles bridges', 'justin edwards', 'tristan silva']",1,LaMelo Ball OVER PR 23.5 (GOBLIN) [id:10653807],Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],Justin Edwards UNDER PTS 12.5 (STANDARD) [id:10647161],Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0,
4,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Jalen Green OVER PR 19.5 (GOBLIN) [id:10652486] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741] | Collin Gillespie OVER PRA 19.5 (STANDARD) [id:10649146],0.1017129552142442,10.0,1.0,10.0,1.017129552142442,10.0,atlas,0.5695630953970329,0.0604498994072063,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Jalen Green OVER PR 19.5 (GOBLIN) [id:10652486] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741] | Collin Gillespie OVER PRA 19.5 (STANDARD) [id:10649146],0.0,0.0,0.0,0.0,0.0,0,0.0,1.017129552142442,"['davion mitchell', 'jalen green', 'tristan silva', 'collin gillespie']",1,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023],Jalen Green OVER PR 19.5 (GOBLIN) [id:10652486],Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741],Collin Gillespie OVER PRA 19.5 (STANDARD) [id:10649146],0,
4,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150] | Coby White OVER PR 14.5 (GOBLIN) [id:10644474] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.10077317935628564,10.0,1.0,10.0,1.0077317935628565,10.0,atlas,0.5648034840943975,0.031624440536441714,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150] | Coby White OVER PR 14.5 (GOBLIN) [id:10644474] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0077317935628565,"['jordan goodwin', 'coby white', ""royce o'neale"", 'moussa diabaté']",1,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150],Coby White OVER PR 14.5 (GOBLIN) [id:10644474],Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0,
4,Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804] | Grant Williams OVER PTS 4.5 (GOBLIN) [id:10643909] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],0.09610543653619351,10.0,1.0,10.0,0.9610543653619351,10.0,atlas,0.5580699767589019,0.03322338297804722,Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804] | Grant Williams OVER PTS 4.5 (GOBLIN) [id:10643909] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9610543653619351,"['kon knueppel', 'grant williams', ""kel'el ware"", 'trendon watford']",1,Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804],Grant Williams OVER PTS 4.5 (GOBLIN) [id:10643909],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],0,
4,Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863],0.0957110309326254,10.0,1.0,10.0,0.957110309326254,10.0,atlas,0.557373187199576,0.03220781781632569,Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863],0.0,0.0,0.0,0.0,0.0,0,0.0,0.957110309326254,"['bam adebayo', 'brandon miller', ""kel'el ware"", ""de'aaron fox""]",1,Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565],Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863],0,
4,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493] | Oso Ighodaro OVER PRA 13.5 (GOBLIN) [id:10649476] | Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],0.09362227507924874,10.0,1.0,10.0,0.9362227507924874,10.0,atlas,0.5546824237670034,0.04054078412166352,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493] | Oso Ighodaro OVER PRA 13.5 (GOBLIN) [id:10649476] | Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9362227507924874,"['grant williams', 'oso ighodaro', 'trendon watford', 'moussa diabaté']",1,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493],Oso Ighodaro OVER PRA 13.5 (GOBLIN) [id:10649476],Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896],Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],0,
4,Coby White OVER PR 11.5 (GOBLIN) [id:10653363] | Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489] | Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030] | De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0.09242739975728066,10.0,1.0,10.0,0.9242739975728066,10.0,atlas,0.5517796410120439,0.039964488918954856,Coby White OVER PR 11.5 (GOBLIN) [id:10653363] | Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489] | Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030] | De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9242739975728066,"['coby white', 'davion mitchell', 'shai gilgeous-alexander', ""de'aaron fox""]",1,Coby White OVER PR 11.5 (GOBLIN) [id:10653363],Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489],Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030],De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0,
4,Rudy Gobert OVER REB 9.5 (GOBLIN) [id:10652125] | Grant Williams OVER PRA 9.5 (GOBLIN) [id:10644496] | Nikola Jokić UNDER RA 24 (STANDARD) [id:10644406] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.09234049842637128,10.0,1.0,10.0,0.9234049842637128,10.0,atlas,0.5523207128488327,0.03127958694064625,Rudy Gobert OVER REB 9.5 (GOBLIN) [id:10652125] | Grant Williams OVER PRA 9.5 (GOBLIN) [id:10644496] | Nikola Jokić UNDER RA 24 (STANDARD) [id:10644406] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9234049842637128,"['rudy gobert', 'grant williams', 'nikola jokić', ""kel'el ware""]",1,Rudy Gobert OVER REB 9.5 (GOBLIN) [id:10652125],Grant Williams OVER PRA 9.5 (GOBLIN) [id:10644496],Nikola Jokić UNDER RA 24 (STANDARD) [id:10644406],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0,
