n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Luke Kornet OVER PR 8.5 (DEMON) [id:11909129] | Ayo Dosunmu OVER PR 19.5 (DEMON) [id:11909112] | Jaden McDaniels OVER PR 20.5 (DEMON) [id:11882790],0.19708965332974687,6.0,0.046234157046817125,0.27740494228090273,0.05467364390610156,6.0,pp_kernel,0.5819853933184709,0.058890203889293447,Luke Kornet OVER PR 8.5 (DEMON) [id:11909129] | Ayo Dosunmu OVER PR 19.5 (DEMON) [id:11909112] | Jaden McDaniels OVER PR 20.5 (DEMON) [id:11882790],0.0125,0.05,0.0029445101944646727,0.0,0.0,0.06544451019446468,0.0,2,0.6666666666666666,0.2892291337116369,"['luke kornet', 'ayo dosunmu', 'jaden mcdaniels']",0.05467364390610156,1,Luke Kornet OVER PR 8.5 (DEMON) [id:11909129],Ayo Dosunmu OVER PR 19.5 (DEMON) [id:11909112],Jaden McDaniels OVER PR 20.5 (DEMON) [id:11882790],2,Ayo Dosunmu | Jaden McDaniels
