projection_id,player,stat,line,tag,team,opp,home,game_date,direction
9916511,Brandon Miller,PTS,21.5,,CHA,,0,,OVER
9916511,Brandon Miller,PTS,21.5,,CHA,,0,,UNDER
9916510,LaMelo Ball,PTS,19.5,,CHA,,0,,OVER
9916510,LaMelo Ball,PTS,19.5,,CHA,,0,,UNDER
9916509,Miles Bridges,PTS,16.5,,CHA,,0,,OVER
9916509,Miles Bridges,PTS,16.5,,CHA,,0,,UNDER
9916507,Amen Thompson,PTS,15.5,,HOU,,0,,OVER
9916507,Amen Thompson,PTS,15.5,,HOU,,0,,UNDER
9916508,Jabari Smith,PTS,14.5,,HOU,,0,,OVER
9916508,Jabari Smith,PTS,14.5,,HOU,,0,,UNDER
9916513,LaMelo Ball,AST,7.5,,CHA,,0,,OVER
9916513,LaMelo Ball,AST,7.5,,CHA,,0,,UNDER
9916515,Amen Thompson,REB,7.0,,HOU,,0,,OVER
9916515,Amen Thompson,REB,7.0,,HOU,,0,,UNDER
9916516,Jabari Smith,REB,6.5,,HOU,,0,,OVER
9916516,Jabari Smith,REB,6.5,,HOU,,0,,UNDER
9916517,Miles Bridges,REB,5.5,,CHA,,0,,OVER
9916517,Miles Bridges,REB,5.5,,CHA,,0,,UNDER
9916512,Amen Thompson,AST,5.0,,HOU,,0,,OVER
9916512,Amen Thompson,AST,5.0,,HOU,,0,,UNDER
9916518,LaMelo Ball,REB,4.5,,CHA,,0,,OVER
9916518,LaMelo Ball,REB,4.5,,CHA,,0,,UNDER
9916519,Brandon Miller,REB,4.5,,CHA,,0,,OVER
9916519,Brandon Miller,REB,4.5,,CHA,,0,,UNDER
9916514,Brandon Miller,AST,3.5,,CHA,,0,,OVER
9916514,Brandon Miller,AST,3.5,,CHA,,0,,UNDER
9916520,Andrew Nembhard,PTS,16.5,,IND,,0,,OVER
9916520,Andrew Nembhard,PTS,16.5,,IND,,0,,UNDER
9916522,Aaron Nesmith,PTS,13.5,,IND,,0,,OVER
9916522,Aaron Nesmith,PTS,13.5,,IND,,0,,UNDER
9916523,Andrew Nembhard,AST,7.5,,IND,,0,,OVER
9916523,Andrew Nembhard,AST,7.5,,IND,,0,,UNDER
9916525,Aaron Nesmith,REB,4.5,,IND,,0,,OVER
9916525,Aaron Nesmith,REB,4.5,,IND,,0,,UNDER
9916556,Joel Embiid,PTS,28.5,,PHI,,0,,OVER
9916556,Joel Embiid,PTS,28.5,,PHI,,0,,UNDER
9916557,Joel Embiid,REB,8.5,,PHI,,0,,OVER
9916557,Joel Embiid,REB,8.5,,PHI,,0,,UNDER
9916572,Paolo Banchero,PTS,21.5,,ORL,,0,,OVER
9916572,Paolo Banchero,PTS,21.5,,ORL,,0,,UNDER
9916573,Desmond Bane,PTS,18.5,,ORL,,0,,OVER
9916573,Desmond Bane,PTS,18.5,,ORL,,0,,UNDER
9916574,Paolo Banchero,REB,8.0,,ORL,,0,,OVER
9916574,Paolo Banchero,REB,8.0,,ORL,,0,,UNDER
9916575,Desmond Bane,REB,4.0,,ORL,,0,,OVER
9916575,Desmond Bane,REB,4.0,,ORL,,0,,UNDER
