slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.7477,1.931,1.4438,Jalen Williams,OKC,PHI,PRA,OVER,GOBLIN,19.5,0.8626
3-leg,True,0.7477,1.931,1.4438,Austin Reaves,LAL,DET,PA,UNDER,STANDARD,26.5,0.8279
3-leg,True,0.7477,1.931,1.4438,Scoot Henderson,POR,BKN,PRA,UNDER,STANDARD,20.5,0.8339
4-leg,True,0.3764,1.897,0.7141,Taurean Prince,MIL,LAC,FG3M,OVER,GOBLIN,0.5,0.8991
4-leg,True,0.3764,1.897,0.7141,Nic Claxton,BKN,POR,PTS,OVER,GOBLIN,7.5,0.6844
4-leg,True,0.3764,1.897,0.7141,Andrew Wiggins,MIA,SAS,PTS,UNDER,STANDARD,12.5,0.799
4-leg,True,0.3764,1.897,0.7141,Tari Eason,HOU,CHI,PR,UNDER,STANDARD,16.5,0.7888
5-leg,True,0.2127,2.145,0.4562,P.J. Washington,DAL,GSW,PTS,OVER,GOBLIN,9.5,0.8411
5-leg,True,0.2127,2.145,0.4562,Toumani Camara,POR,BKN,PRA,OVER,GOBLIN,14.5,0.8224
5-leg,True,0.2127,2.145,0.4562,Luguentz Dort,OKC,PHI,PRA,UNDER,STANDARD,11.5,0.8332
5-leg,True,0.2127,2.145,0.4562,Rob Dillingham,CHI,HOU,PA,UNDER,STANDARD,12.5,0.7673
5-leg,True,0.2127,2.145,0.4562,Kyle Kuzma,MIL,LAC,PA,OVER,DEMON,14.5,0.485
