_ep_player,_ep_stat,_ep_tier,_ep_dir,_ep_line,mu,edge_at_pp_line,implied_direction,apply_prior,external_prior_score,external_prior_n,external_prior_sources,delta_p
Jalen Johnson,PTS,STANDARD,OVER,22.5,20.933085664744013,-1.5669143352559871,UNDER,False,0.0,0,rotowire,0.0
Jalen Johnson,PTS,STANDARD,UNDER,22.5,20.933085664744013,-1.5669143352559871,UNDER,True,-0.4794768868988534,1,rotowire,-0.014384306606965602
Jaylen Brown,PRA,DEMON,OVER,44.5,37.82368048660232,-6.676319513397679,UNDER,False,0.0,0,rotowire,0.0
Jaylen Brown,PR,DEMON,OVER,44.5,32.94413437436592,-11.555865625634077,UNDER,False,0.0,0,rotowire,0.0
Jaylen Brown,PA,DEMON,OVER,44.5,29.986433426860067,-14.513566573139933,UNDER,False,0.0,0,rotowire,0.0
Jaylen Brown,PRA,DEMON,OVER,42.5,37.82368048660232,-4.676319513397679,UNDER,False,0.0,0,rotowire,0.0
Jayson Tatum,PRA,DEMON,OVER,41.5,,,,False,0.0,0,,0.0
Jaylen Brown,PRA,DEMON,OVER,40.5,37.82368048660232,-2.6763195133976794,UNDER,False,0.0,0,rotowire,0.0
Jayson Tatum,PRA,DEMON,OVER,39.5,,,,False,0.0,0,,0.0
Jaylen Brown,PA,DEMON,OVER,39.5,29.986433426860067,-9.513566573139933,UNDER,False,0.0,0,rotowire,0.0
Jaylen Brown,PR,DEMON,OVER,39.5,32.94413437436592,-6.555865625634077,UNDER,False,0.0,0,rotowire,0.0
Jayson Tatum,PA,DEMON,OVER,39.5,,,,False,0.0,0,,0.0
Jayson Tatum,PR,DEMON,OVER,39.5,,,,False,0.0,0,,0.0
Jaylen Brown,PRA,STANDARD,OVER,37.5,37.82368048660232,0.3236804866023206,OVER,True,0.10747677289836946,1,rotowire,0.0032243031869510835
Jaylen Brown,PRA,STANDARD,UNDER,37.5,37.82368048660232,0.3236804866023206,OVER,False,0.0,0,rotowire,0.0
Jayson Tatum,PRA,DEMON,OVER,37.5,,,,False,0.0,0,,0.0
Jaylen Brown,PRA,GOBLIN,OVER,36.5,37.82368048660232,1.3236804866023206,OVER,True,0.41466084221621413,1,rotowire,0.012439825266486423
Jayson Tatum,PR,DEMON,OVER,35.5,,,,False,0.0,0,,0.0
Jaylen Brown,PTS,DEMON,OVER,34.5,25.106887314623663,-9.393112685376337,UNDER,False,0.0,0,rotowire,0.0
Jaylen Brown,PA,DEMON,OVER,34.5,29.986433426860067,-4.513566573139933,UNDER,False,0.0,0,rotowire,0.0
Jaylen Brown,PR,DEMON,OVER,34.5,32.94413437436592,-1.5558656256340768,UNDER,False,0.0,0,rotowire,0.0
Jaylen Brown,PRA,GOBLIN,OVER,34.5,37.82368048660232,3.3236804866023206,OVER,True,0.8033165142394573,1,rotowire,0.024099495427183718
Jayson Tatum,PA,DEMON,OVER,34.5,,,,False,0.0,0,,0.0
Jayson Tatum,PR,DEMON,OVER,34.5,,,,False,0.0,0,,0.0
Jayson Tatum,PRA,STANDARD,OVER,33.5,,,,False,0.0,0,,0.0
Jayson Tatum,PRA,STANDARD,UNDER,33.5,,,,False,0.0,0,,0.0
Derrick White,PRA,DEMON,OVER,32.5,30.716246157644573,-1.783753842355427,UNDER,False,0.0,0,rotowire,0.0
Jayson Tatum,PRA,GOBLIN,OVER,32.5,,,,False,0.0,0,,0.0
Jaylen Brown,PR,STANDARD,OVER,31.5,32.94413437436592,1.4441343743659232,OVER,True,0.44734662538832937,1,rotowire,0.01342039876164988
Jaylen Brown,PR,STANDARD,UNDER,31.5,32.94413437436592,1.4441343743659232,OVER,False,0.0,0,rotowire,0.0
Jayson Tatum,PRA,GOBLIN,OVER,31.5,,,,False,0.0,0,,0.0
Payton Pritchard,PRA,DEMON,OVER,31.5,29.99766509059203,-1.5023349094079705,UNDER,False,0.0,0,rotowire,0.0
Jaylen Brown,PA,STANDARD,OVER,30.5,29.986433426860067,-0.5135665731399328,UNDER,False,0.0,0,rotowire,0.0
Jaylen Brown,PA,STANDARD,UNDER,30.5,29.986433426860067,-0.5135665731399328,UNDER,True,-0.1695359651431449,1,rotowire,-0.005086078954294347
Derrick White,PRA,DEMON,OVER,30.5,30.716246157644573,0.2162461576445729,OVER,True,0.07195746962074451,1,rotowire,0.002158724088622335
Jaylen Brown,PR,GOBLIN,OVER,30.5,32.94413437436592,2.444134374365923,OVER,True,0.6721811375013772,1,rotowire,0.020165434125041317
Jaylen Brown,PTS,DEMON,OVER,29.5,25.106887314623663,-4.393112685376337,UNDER,False,0.0,0,rotowire,0.0
Jayson Tatum,PTS,DEMON,OVER,29.5,,,,False,0.0,0,,0.0
Payton Pritchard,PRA,DEMON,OVER,29.5,29.99766509059203,0.49766509059202946,OVER,True,0.16438323800424606,1,rotowire,0.004931497140127382
Derrick White,PA,DEMON,OVER,29.5,25.047745479167627,-4.452254520832373,UNDER,False,0.0,0,rotowire,0.0
Derrick White,PR,DEMON,OVER,29.5,25.122564867290365,-4.3774351327096355,UNDER,False,0.0,0,rotowire,0.0
Jaylen Brown,PA,GOBLIN,OVER,29.5,29.986433426860067,0.4864334268600672,OVER,True,0.16073829067842998,1,rotowire,0.0048221487203529
Jaylen Brown,PR,GOBLIN,OVER,29.5,32.94413437436592,3.444134374365923,OVER,True,0.8171053234162644,1,rotowire,0.024513159702487932
Jayson Tatum,PA,DEMON,OVER,29.5,,,,False,0.0,0,,0.0
Jayson Tatum,PRA,GOBLIN,OVER,29.5,,,,False,0.0,0,,0.0
Payton Pritchard,PA,DEMON,OVER,29.5,24.50848140721429,-4.9915185927857095,UNDER,False,0.0,0,rotowire,0.0
Payton Pritchard,PR,DEMON,OVER,29.5,24.41734399117805,-5.0826560088219495,UNDER,False,0.0,0,rotowire,0.0
Trae Young,PA,DEMON,OVER,29.5,,,,False,0.0,0,,0.0
Jayson Tatum,PR,STANDARD,OVER,28.5,,,,False,0.0,0,,0.0
Jayson Tatum,PR,STANDARD,UNDER,28.5,,,,False,0.0,0,,0.0
Derrick White,PRA,DEMON,OVER,28.5,30.716246157644573,2.216246157644573,OVER,True,0.628388571916014,1,rotowire,0.018851657157480422
Jaylen Brown,PTS,DEMON,OVER,27.5,25.106887314623663,-2.3931126853763374,UNDER,False,0.0,0,rotowire,0.0
Payton Pritchard,PRA,DEMON,OVER,27.5,29.99766509059203,2.4976650905920295,OVER,True,0.6818455515999226,1,rotowire,0.020455366547997674
Jayson Tatum,PR,GOBLIN,OVER,27.5,,,,False,0.0,0,,0.0
Derrick White,PRA,STANDARD,OVER,26.5,30.716246157644573,4.216246157644573,OVER,True,0.886516600401626,1,rotowire,0.02659549801204878
Derrick White,PRA,STANDARD,UNDER,26.5,30.716246157644573,4.216246157644573,OVER,False,0.0,0,rotowire,0.0
Jayson Tatum,PA,STANDARD,OVER,26.5,,,,False,0.0,0,,0.0
Jayson Tatum,PA,STANDARD,UNDER,26.5,,,,False,0.0,0,,0.0
Payton Pritchard,PRA,STANDARD,OVER,26.5,29.99766509059203,3.4976650905920295,OVER,True,0.8229496060201967,1,rotowire,0.0246884881806059
Payton Pritchard,PRA,STANDARD,UNDER,26.5,29.99766509059203,3.4976650905920295,OVER,False,0.0,0,rotowire,0.0
Jayson Tatum,PTS,DEMON,OVER,26.5,,,,False,0.0,0,,0.0
Neemias Queta,PRA,DEMON,OVER,26.5,,,,False,0.0,0,,0.0
Trae Young,PRA,DEMON,OVER,26.5,,,,False,0.0,0,,0.0
Payton Pritchard,PA,DEMON,OVER,26.5,24.50848140721429,-1.9915185927857095,UNDER,False,0.0,0,rotowire,0.0
Jaylen Brown,PTS,STANDARD,OVER,25.5,25.106887314623663,-0.39311268537633737,UNDER,False,0.0,0,rotowire,0.0
Jaylen Brown,PTS,STANDARD,UNDER,25.5,25.106887314623663,-0.39311268537633737,UNDER,True,-0.1302926690987544,1,rotowire,-0.003908780072962631
Derrick White,PRA,GOBLIN,OVER,25.5,30.716246157644573,5.216246157644573,OVER,True,0.9400813536720654,1,rotowire,0.028202440610161958
Jayson Tatum,PA,GOBLIN,OVER,25.5,,,,False,0.0,0,,0.0
Jayson Tatum,PR,GOBLIN,OVER,25.5,,,,False,0.0,0,,0.0
Derrick White,PR,DEMON,OVER,25.5,25.122564867290365,-0.37743513270963547,UNDER,False,0.0,0,rotowire,0.0
Derrick White,PTS,DEMON,OVER,24.5,19.45406418881342,-5.045935811186581,UNDER,False,0.0,0,rotowire,0.0
Jayson Tatum,PTS,DEMON,OVER,24.5,,,,False,0.0,0,,0.0
Payton Pritchard,PTS,DEMON,OVER,24.5,18.92816030780031,-5.571839692199688,UNDER,False,0.0,0,rotowire,0.0
Alex Sarr,PRA,DEMON,OVER,24.5,29.08438713669139,4.58438713669139,OVER,True,0.9101038770475913,1,rotowire,0.02730311631142774
Derrick White,PRA,GOBLIN,OVER,24.5,30.716246157644573,6.216246157644573,OVER,True,0.9687816496747153,1,rotowire,0.029063449490241457
Neemias Queta,PRA,DEMON,OVER,24.5,,,,False,0.0,0,,0.0
Trae Young,PRA,DEMON,OVER,24.5,,,,False,0.0,0,,0.0
Derrick White,PA,DEMON,OVER,24.5,25.047745479167627,0.5477454791676273,OVER,True,0.18057966314113932,1,rotowire,0.00541738989423418
Derrick White,PR,DEMON,OVER,24.5,25.122564867290365,0.6225648672903645,OVER,True,0.2045930712203266,1,rotowire,0.006137792136609798
Jayson Tatum,PA,GOBLIN,OVER,24.5,,,,False,0.0,0,,0.0
Jayson Tatum,PR,GOBLIN,OVER,24.5,,,,False,0.0,0,,0.0
Neemias Queta,PR,DEMON,OVER,24.5,22.859894301117013,-1.6401056988829872,UNDER,False,0.0,0,rotowire,0.0
Payton Pritchard,PA,DEMON,OVER,24.5,24.50848140721429,0.00848140721429047,OVER,True,0.0028271282059749484,1,rotowire,8.481384617924844e-05
Payton Pritchard,PR,DEMON,OVER,24.5,24.41734399117805,-0.08265600882194946,UNDER,False,0.0,0,rotowire,0.0
Alex Sarr,PR,DEMON,OVER,24.5,26.07216544755936,1.5721654475593603,OVER,True,0.4808237190580014,1,rotowire,0.014424711571740042
