projection_id,player,stat,line,direction,tier,more_allowed,less_allowed,main_line,start_time,updated_at,alt_line,is_main,odds_type,team,game_date,opp,home,minutes_s,p,p_close,fragility,fragility_abs,is_star,q_blowout,min_mean,min_std,rate_mean,rate_std,games_used,data_health_flag,p_adj,external_prior_score,external_prior_n,external_prior_sources,external_prior_epsilon
9817420,Amen Thompson,PA,21.5,UNDER,STANDARD,0,1,21.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:34:16.076000+00:00,0,0,standard,HOU,2026-02-10,,0,1.0,0.36102779444111177,0.3708258348330334,0.026422216230789965,0.009798040391921614,True,0.0,37.95,3.4853263835686894,0.6175948429391449,0.13542475667014686,20,OK,0.3249250149970006,0.0,0,,0.03
9817513,P.J. Washington,PA,13.5,OVER,STANDARD,1,0,13.5,2026-02-10T21:10:00.000-05:00,2026-02-10T20:33:53.905000+00:00,0,0,standard,DAL,2026-02-10,,0,1.0,0.5191961607678465,0.5119976004799041,0.0,0.0,False,0.0,30.15,6.342515273927214,0.4666655650890976,0.19279872036995704,20,OK,0.5191961607678465,0.0,0,,0.03
9817513,P.J. Washington,PA,13.5,UNDER,STANDARD,0,1,13.5,2026-02-10T21:10:00.000-05:00,2026-02-10T20:33:53.905000+00:00,0,0,standard,DAL,2026-02-10,,0,1.0,0.4808038392321536,0.488002399520096,0.014751075599262448,0.007198560287942413,False,0.0,30.15,6.342515273927214,0.4666655650890976,0.19279872036995704,20,OK,0.43272345530893824,0.0,0,,0.03
9826712,Kevin Durant,PR,25.5,OVER,GOBLIN,1,0,25.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:33:38.019000+00:00,0,0,goblin,HOU,2026-02-10,,0,1.0,0.789742051589682,0.7809438112377525,0.0,0.0,True,0.0,37.7,2.8301943396169813,0.8526158492959093,0.21291227977730504,20,OK,0.789742051589682,0.0,0,,0.03
9826759,Jabari Smith,PA,18.5,OVER,DEMON,1,0,18.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:33:37.977000+00:00,0,0,demon,HOU,2026-02-10,,0,1.0,0.353629274145171,0.3390321935612877,0.0,0.0,True,0.0,36.15,3.004579837514723,0.44988951888582224,0.1461029136367127,20,OK,0.3394841031793641,0.0,0,,0.03
9826763,Jabari Smith,PA,13.5,OVER,GOBLIN,1,0,13.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:33:37.787000+00:00,0,0,goblin,HOU,2026-02-10,,0,1.0,0.7001599680063987,0.6885622875424915,0.0,0.0,True,0.0,36.15,3.004579837514723,0.44988951888582224,0.1461029136367127,20,OK,0.7001599680063987,0.0,0,,0.03
9826701,Alperen Sengun,RA,12.5,OVER,GOBLIN,1,0,12.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:33:37.507000+00:00,0,0,goblin,HOU,2026-02-10,,0,1.0,0.7025594881023796,0.6991601679664067,0.0,0.0,False,0.0,31.45,7.559596550081228,0.5147376221754217,0.1600118713979356,20,OK,0.7025594881023796,0.0,0,,0.03
9830025,Julian Champagnie,PA,9.5,OVER,GOBLIN,1,0,9.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:33:35.278000+00:00,0,0,goblin,SAS,2026-02-10,,0,1.0,0.7985402919416117,0.7929414117176564,0.0,0.0,False,0.0,29.8,5.334791467339656,0.504574207979503,0.20285331145065488,20,OK,0.7985402919416117,0.0,0,,0.03
9816962,Mikal Bridges,PTS,15.5,OVER,STANDARD,1,0,15.5,2026-02-10T19:40:00.000-05:00,2026-02-10T20:33:32.309000+00:00,0,0,standard,NYK,2026-02-10,,0,0.6,0.47220555888822235,0.46380723855228956,0.0,0.0,True,0.0,33.1,5.146843692983109,0.4556783262722064,0.18627315248422072,20,OK,0.47220555888822235,0.13196000831664992,1,rotowire,0.03
9816962,Mikal Bridges,PTS,15.5,UNDER,STANDARD,0,1,15.5,2026-02-10T19:40:00.000-05:00,2026-02-10T20:33:32.309000+00:00,0,0,standard,NYK,2026-02-10,,0,0.6,0.5277944411117776,0.5361927614477104,0.015662875256386318,0.008398320335932796,True,0.0,33.1,5.146843692983109,0.4556783262722064,0.18627315248422072,20,OK,0.4750149970005999,0.0,0,rotowire,0.03
9821970,Jake LaRavia,PRA,16.5,OVER,STANDARD,1,0,16.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:33:17.339000+00:00,0,0,standard,LAL,2026-02-10,,0,1.0,0.4378124375124975,0.4356128774245151,0.0,0.0,False,0.0,28.85,5.720795399243012,0.5419113480329063,0.2228029761375569,20,OK,0.4378124375124975,0.0,0,rotowire,0.03
9821970,Jake LaRavia,PRA,16.5,UNDER,STANDARD,0,1,16.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:33:17.339000+00:00,0,0,standard,LAL,2026-02-10,,0,1.0,0.5621875624875025,0.564387122575485,0.003897254207263234,0.0021995600879824995,False,0.0,28.85,5.720795399243012,0.5419113480329063,0.2228029761375569,20,OK,0.5059688062387522,-0.09378271583258617,1,rotowire,0.03
9828269,Rui Hachimura,PRA,24.5,OVER,DEMON,1,0,24.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:33:14.802000+00:00,0,0,demon,LAL,2026-02-10,,0,1.0,0.07448510297940412,0.07108578284343131,0.0,0.0,False,0.0,26.2,5.44609952167604,0.5291051670641567,0.22799974345279253,20,OK,0.07150569886022795,0.0,0,rotowire,0.03
9828267,Rui Hachimura,PA,19.5,OVER,DEMON,1,0,19.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:32:52.640000+00:00,0,0,demon,LAL,2026-02-10,,0,1.0,0.09748050389922015,0.09288142371525696,0.0,0.0,False,0.0,26.2,5.44609952167604,0.4136790913845828,0.21788519919013655,20,OK,0.09358128374325134,0.0,0,rotowire,0.03
9821506,De'Aaron Fox,PR,24.5,OVER,DEMON,1,0,24.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:32:47.360000+00:00,0,0,demon,SAS,2026-02-10,,0,1.0,0.31543691261747653,0.3108378324335133,0.0,0.0,False,0.0,32.75,3.433292880020579,0.6546734669163243,0.1753288926861934,20,OK,0.30281943611277745,0.0,0,,0.03
9823135,Ryan Rollins,FG3M,4.5,OVER,DEMON,1,0,4.5,2026-02-11T19:10:00.000-05:00,2026-02-10T20:32:41.573000+00:00,0,0,demon,MIL,2026-02-11,,0,0.6,0.10807838432313538,0.10247950409918016,0.0,0.0,True,0.0,33.45,3.917588543989784,0.07783908912462698,0.04252565312070067,20,OK,0.10807838432313538,0.0,0,rotowire,0.03
9827352,Harrison Barnes,PA,10.5,OVER,STANDARD,1,0,10.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:32:37.069000+00:00,0,0,standard,SAS,2026-02-10,,0,1.0,0.4206158768246351,0.4170165966806639,0.0,0.0,False,0.0,25.65,4.777813307361434,0.3801714290255846,0.1526948625057373,20,OK,0.4206158768246351,0.0,0,,0.03
9827352,Harrison Barnes,PA,10.5,UNDER,STANDARD,0,1,10.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:32:37.069000+00:00,0,0,standard,SAS,2026-02-10,,0,1.0,0.5793841231753649,0.5829834033193362,0.00617389813068094,0.003599280143971262,False,0.0,25.65,4.777813307361434,0.3801714290255846,0.1526948625057373,20,OK,0.5214457108578284,0.0,0,,0.03
9817522,Royce O'Neale,PA,13.5,OVER,STANDARD,1,0,13.5,2026-02-10T21:10:00.000-05:00,2026-02-10T20:32:36.231000+00:00,0,0,standard,PHX,2026-02-10,CLE,1,1.0,0.5111977604479104,0.5035992801439712,0.0,0.0,False,0.0,29.9,3.3749074061372406,0.45489714114485913,0.15806446525460277,20,OK,0.5111977604479104,0.11284481951874734,1,rotowire,0.03
9817522,Royce O'Neale,PA,13.5,UNDER,STANDARD,0,1,13.5,2026-02-10T21:10:00.000-05:00,2026-02-10T20:32:36.231000+00:00,0,0,standard,PHX,2026-02-10,CLE,1,1.0,0.48880223955208957,0.4964007198560288,0.015307150050352495,0.007598480303939226,False,0.0,29.9,3.3749074061372406,0.45489714114485913,0.15806446525460277,20,OK,0.4399220155968806,0.0,0,rotowire,0.03
9830009,Luke Kennard,PRA,15.5,OVER,DEMON,1,0,15.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:32:32.562000+00:00,0,0,demon,LAL,2026-02-10,,0,1.0,0.3592281543691262,0.3680263947210558,0.023906547133930985,0.00879824035192961,False,0.0,21.45,5.748695504199191,0.6361248799878386,0.23829264132713543,20,OK,0.34485902819436115,0.0,0,,0.03
9820445,Kevin Durant,PR,39.5,OVER,DEMON,1,0,39.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:32:29.268000+00:00,0,0,demon,HOU,2026-02-10,,0,1.0,0.20485902819436114,0.19586082783443312,0.0,0.0,True,0.0,37.7,2.8301943396169813,0.8526158492959093,0.21291227977730504,20,OK,0.1966646670665867,0.0,0,,0.03
9821688,Bennedict Mathurin,PR,18.5,OVER,STANDARD,1,0,18.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:32:03.847000+00:00,0,0,standard,LAC,2026-02-10,DEN,0,1.0,0.6289742051589682,0.6189762047590482,0.0,0.0,False,0.0,31.3,5.330103188494571,0.661839530117781,0.16771927209261397,20,OK,0.6289742051589682,0.0,0,,0.03
9821688,Bennedict Mathurin,PR,18.5,UNDER,STANDARD,0,1,18.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:32:03.847000+00:00,0,0,standard,LAC,2026-02-10,DEN,0,1.0,0.3710257948410318,0.3810237952409518,0.02623983206507472,0.009998000399919993,False,0.0,31.3,5.330103188494571,0.661839530117781,0.16771927209261397,20,OK,0.33392321535692865,0.0,0,,0.03
9821686,Bennedict Mathurin,PTS,14.5,OVER,STANDARD,1,0,14.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:31:45.602000+00:00,0,0,standard,LAC,2026-02-10,DEN,0,0.6,0.5461907618476305,0.5395920815836832,0.0,0.0,False,0.0,31.3,5.330103188494571,0.49145611014980217,0.1773602823016833,20,OK,0.5461907618476305,0.0,0,,0.03
9821686,Bennedict Mathurin,PTS,14.5,UNDER,STANDARD,0,1,14.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:31:45.602000+00:00,0,0,standard,LAC,2026-02-10,DEN,0,0.6,0.4538092381523695,0.46040791841631673,0.01433224755700328,0.006598680263947221,False,0.0,31.3,5.330103188494571,0.49145611014980217,0.1773602823016833,20,OK,0.40842831433713256,0.0,0,,0.03
9818645,Victor Wembanyama,PA,26.5,OVER,STANDARD,1,0,26.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:31:36.354000+00:00,0,0,standard,SAS,2026-02-10,,0,1.0,0.5155968806238752,0.5081983603279344,0.0,0.0,False,0.0,27.85,3.2291639784935047,0.9627662079124487,0.2994851687403411,20,OK,0.5155968806238752,0.0,0,,0.03
9818645,Victor Wembanyama,PA,26.5,UNDER,STANDARD,0,1,26.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:31:36.354000+00:00,0,0,standard,SAS,2026-02-10,,0,1.0,0.4844031193761248,0.4918016396720656,0.015043708070746046,0.007398520295940791,False,0.0,27.85,3.2291639784935047,0.9627662079124487,0.2994851687403411,20,OK,0.43596280743851235,0.0,0,,0.03
9826240,Landry Shamet,PRA,19.5,OVER,DEMON,1,0,19.5,2026-02-10T19:40:00.000-05:00,2026-02-10T20:31:34.496000+00:00,0,0,demon,NYK,2026-02-10,,0,1.0,0.23425314937012598,0.23165366926614678,0.0,0.0,False,0.0,22.65,8.180922930818992,0.6101446002266772,0.27581285516276993,20,OK,0.22488302339532093,0.0,0,rotowire,0.03
9828228,Deandre Ayton,PRA,19.5,OVER,GOBLIN,1,0,19.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:31:22.014000+00:00,0,0,goblin,LAL,2026-02-10,,0,1.0,0.4996000799840032,0.4918016396720656,0.0,0.0,False,0.0,26.6,5.132250968142537,0.740211125280352,0.3022917756148064,20,OK,0.4996000799840032,0.7537625038848431,1,rotowire,0.03
9816661,Pascal Siakam,PA,26.5,OVER,STANDARD,1,0,26.5,2026-02-10T19:40:00.000-05:00,2026-02-10T20:30:47.197000+00:00,0,0,standard,IND,2026-02-10,,0,1.0,0.6495700859828034,0.6381723655268946,0.0,0.0,True,0.0,33.5,3.170173496829472,0.8499512480584587,0.1357042693868464,20,OK,0.6495700859828034,0.0,0,,0.03
9816661,Pascal Siakam,PA,26.5,UNDER,STANDARD,0,1,26.5,2026-02-10T19:40:00.000-05:00,2026-02-10T20:30:47.197000+00:00,0,0,standard,IND,2026-02-10,,0,1.0,0.3504299140171966,0.3618276344731054,0.03150041447913786,0.01139772045590881,True,0.0,33.5,3.170173496829472,0.8499512480584587,0.1357042693868464,20,OK,0.31538692261547696,0.0,0,,0.03
9820571,Klay Thompson,PR,11.5,OVER,STANDARD,1,0,11.5,2026-02-10T21:10:00.000-05:00,2026-02-10T20:30:36.529000+00:00,0,0,standard,DAL,2026-02-10,,0,1.0,0.6769646070785843,0.6679664067186563,0.0,0.0,False,0.0,22.3,4.279018579066934,0.6633818078137497,0.2783997290853948,20,OK,0.6769646070785843,0.9843872418653002,1,rotowire,0.03
9820571,Klay Thompson,PR,11.5,UNDER,STANDARD,0,1,11.5,2026-02-10T21:10:00.000-05:00,2026-02-10T20:30:36.529000+00:00,0,0,standard,DAL,2026-02-10,,0,1.0,0.3230353929214157,0.33203359328134374,0.027100271002710116,0.008998200359928044,False,0.0,22.3,4.279018579066934,0.6633818078137497,0.2783997290853948,20,OK,0.2907318536292741,0.0,0,rotowire,0.03
9828322,Clint Capela,RA,5.5,OVER,DEMON,1,0,5.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:30:34.650000+00:00,0,0,demon,HOU,2026-02-10,,0,1.0,0.46560687862427513,0.46760647870425914,0.004276245456489217,0.0019996000799840097,False,0.0,12.55,5.210326285368316,0.4474181238151826,0.2092008230208923,20,OK,0.44698260347930413,0.0,0,,0.03
9816954,Karl-Anthony Towns,PR,32.5,OVER,STANDARD,1,0,32.5,2026-02-10T19:40:00.000-05:00,2026-02-10T20:30:19.221000+00:00,0,0,standard,NYK,2026-02-10,,0,1.0,0.2980403919216157,0.29424115176964605,0.0,0.0,False,0.0,29.3,4.828043081829324,0.9529632834656034,0.2520243589826079,20,OK,0.2980403919216157,0.5796726395966074,1,rotowire,0.03
9816954,Karl-Anthony Towns,PR,32.5,UNDER,STANDARD,0,1,32.5,2026-02-10T19:40:00.000-05:00,2026-02-10T20:30:19.221000+00:00,0,0,standard,NYK,2026-02-10,,0,1.0,0.7019596080783843,0.705758848230354,0.005383198753364548,0.0037992401519696406,False,0.0,29.3,4.828043081829324,0.9529632834656034,0.2520243589826079,20,OK,0.6317636472705459,0.0,0,rotowire,0.03
9823500,Josh Hart,PR,22.5,OVER,DEMON,1,0,22.5,2026-02-10T19:40:00.000-05:00,2026-02-10T20:30:19.182000+00:00,0,0,demon,NYK,2026-02-10,,0,1.0,0.3146370725854829,0.31543691261747653,0.00253565768621244,0.0007998400319936261,False,0.0,31.3,4.94064773081425,0.629827115000915,0.16339010221938058,20,OK,0.3020515896820636,0.0,0,rotowire,0.03
9826472,Karl-Anthony Towns,PA,20.5,OVER,GOBLIN,1,0,20.5,2026-02-10T19:40:00.000-05:00,2026-02-10T20:30:19.144000+00:00,0,0,goblin,NYK,2026-02-10,,0,1.0,0.3930213957208558,0.3950209958008398,0.005062009617818291,0.0019996000799840097,False,0.0,29.3,4.828043081829324,0.6469575238657564,0.18382304465047086,20,OK,0.3930213957208558,0.6977845399061546,1,rotowire,0.03
9817029,Kawhi Leonard,PA,32.5,OVER,STANDARD,1,0,32.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:30:08.969000+00:00,0,0,standard,LAC,2026-02-10,DEN,0,1.0,0.5665866826634673,0.5613877224555089,0.0,0.0,False,0.0,32.4,4.509988913511872,1.0489232410116296,0.19201309978654652,20,OK,0.5665866826634673,0.0,0,,0.03
9817029,Kawhi Leonard,PA,32.5,UNDER,STANDARD,0,1,32.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:30:08.969000+00:00,0,0,standard,LAC,2026-02-10,DEN,0,1.0,0.4334133173365327,0.4386122775444911,0.011853202644175963,0.005198960207958403,False,0.0,32.4,4.509988913511872,1.0489232410116296,0.19201309978654652,20,OK,0.3900719856028794,0.0,0,,0.03
9829483,Luke Kennard,PA,9.5,OVER,GOBLIN,1,0,9.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:29:35.023000+00:00,0,0,goblin,LAL,2026-02-10,,0,1.0,0.5817836432713457,0.5767846430713858,0.0,0.0,False,0.0,21.45,5.748695504199191,0.519306438060175,0.2420216873987337,20,OK,0.5817836432713457,0.0,0,,0.03
9817590,Kris Dunn,PRA,15.5,OVER,STANDARD,1,0,15.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:29:18.659000+00:00,0,0,standard,LAC,2026-02-10,DEN,0,1.0,0.36682663467306537,0.3712257548490302,0.011850255857796997,0.004399120175964832,False,0.0,28.0,6.156297588648554,0.4933294789471119,0.17511282061289524,20,OK,0.36682663467306537,0.0,0,,0.03
9817590,Kris Dunn,PRA,15.5,UNDER,STANDARD,0,1,15.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:29:18.659000+00:00,0,0,standard,LAC,2026-02-10,DEN,0,1.0,0.6331733653269346,0.6287742451509698,0.0,0.0,False,0.0,28.0,6.156297588648554,0.4933294789471119,0.17511282061289524,20,OK,0.5698560287942411,0.0,0,,0.03
9818629,Stephon Castle,PA,23.5,OVER,STANDARD,1,0,23.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:29:13.945000+00:00,0,0,standard,SAS,2026-02-10,,0,1.0,0.46640671865626876,0.45500899820035995,0.0,0.0,False,0.0,31.05,4.271709259769443,0.7314384185016114,0.2749665410297725,20,OK,0.46640671865626876,0.0,0,,0.03
9818629,Stephon Castle,PA,23.5,UNDER,STANDARD,0,1,23.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:29:13.945000+00:00,0,0,standard,SAS,2026-02-10,,0,1.0,0.5335932813437313,0.5449910017996401,0.02091359383599338,0.01139772045590881,False,0.0,31.05,4.271709259769443,0.7314384185016114,0.2749665410297725,20,OK,0.4802339532093582,0.0,0,,0.03
9826594,Jaxson Hayes,PR,7.5,OVER,GOBLIN,1,0,7.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:29:13.920000+00:00,0,0,goblin,LAL,2026-02-10,,0,1.0,0.7239552089582083,0.7235552889422115,0.0,0.0,False,0.0,17.6,5.398147830506312,0.6183783991074651,0.221730903671159,20,OK,0.7239552089582083,0.0,0,,0.03
9824197,Mikal Bridges,PR,20.5,OVER,DEMON,1,0,20.5,2026-02-10T19:40:00.000-05:00,2026-02-10T20:29:08.869000+00:00,0,0,demon,NYK,2026-02-10,,0,1.0,0.3862227554489102,0.380623875224955,0.0,0.0,True,0.0,33.1,5.146843692983109,0.5602041214806108,0.19688665813634063,20,OK,0.3707738452309538,0.0,0,rotowire,0.03
9818647,Victor Wembanyama,PRA,37.5,OVER,STANDARD,1,0,37.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:29:04.013000+00:00,0,0,standard,SAS,2026-02-10,,0,1.0,0.4924015196960608,0.4854029194161168,0.0,0.0,False,0.0,27.85,3.2291639784935047,1.3405861289302856,0.3086132348489048,20,OK,0.4924015196960608,0.0,0,,0.03
9818647,Victor Wembanyama,PRA,37.5,UNDER,STANDARD,0,1,37.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:29:04.013000+00:00,0,0,standard,SAS,2026-02-10,,0,1.0,0.5075984803039392,0.5145970805838832,0.01360015543034782,0.006998600279944034,False,0.0,27.85,3.2291639784935047,1.3405861289302856,0.3086132348489048,20,OK,0.45683863227354526,0.0,0,,0.03
9821807,John Collins,PRA,20.5,OVER,STANDARD,1,0,20.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:29:02.499000+00:00,0,0,standard,LAC,2026-02-10,DEN,0,1.0,0.5835832833433313,0.5791841631673665,0.0,0.0,False,0.0,28.4,5.24785670536077,0.7805484660108712,0.18388330513471884,20,OK,0.5835832833433313,0.0,0,,0.03
9821807,John Collins,PRA,20.5,UNDER,STANDARD,0,1,20.5,2026-02-10T20:10:00.000-05:00,2026-02-10T20:29:02.499000+00:00,0,0,standard,LAC,2026-02-10,DEN,0,1.0,0.4164167166566687,0.42081583683263346,0.010453789498693205,0.004399120175964777,False,0.0,28.4,5.24785670536077,0.7805484660108712,0.18388330513471884,20,OK,0.37477504499100184,0.0,0,,0.03
9819761,Pascal Siakam,PA,34.5,OVER,DEMON,1,0,34.5,2026-02-10T19:40:00.000-05:00,2026-02-10T20:28:01.303000+00:00,0,0,demon,IND,2026-02-10,,0,1.0,0.14007198560287942,0.13307338532293542,0.0,0.0,True,0.0,33.5,3.170173496829472,0.8499512480584587,0.1357042693868464,20,OK,0.13446910617876423,0.0,0,,0.03
9830024,Jarace Walker,PA,14.5,OVER,GOBLIN,1,0,14.5,2026-02-10T19:40:00.000-05:00,2026-02-10T20:27:52.052000+00:00,0,0,goblin,IND,2026-02-10,,0,1.0,0.45920815836832635,0.45880823835232953,0.0,0.0,False,0.0,23.45,6.10307299645023,0.6108751459235148,0.1791563124795228,20,OK,0.45920815836832635,0.9909891137587412,1,rotowire,0.03
9825508,Deandre Ayton,RA,12.5,OVER,DEMON,1,0,12.5,2026-02-10T22:40:00.000-05:00,2026-02-10T20:27:44.440000+00:00,0,0,demon,LAL,2026-02-10,,0,1.0,0.20985802839432113,0.20345930813837232,0.0,0.0,False,0.0,26.6,5.132250968142537,0.3328312553935927,0.14924154015674554,20,OK,0.20146370725854829,0.0,0,,0.03
