n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],0.46956338444005336,6.0,1.0,6.0,2.8173803066403202,6.0,atlas,0.65,0.029924728704282717,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],0.0125,0.0125,0.0,0.0,0.0,0.025,0.0,2,0.6666666666666666,0.7445633844400533,"['julius randle', 'luke kornet', 'ayo dosunmu']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],2,Julius Randle | Ayo Dosunmu
3,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],0.4647648043126878,6.0,1.0,6.0,2.788588825876127,6.0,atlas,0.65,0.024125858796087824,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],0.0125,0.0125,0.0,0.0,0.0,0.025,0.0,2,0.6666666666666666,0.7397648043126878,"['naz reid', 'luke kornet', 'ayo dosunmu']",1,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],2,Naz Reid | Ayo Dosunmu
3,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812],0.46191314410296597,6.0,1.0,6.0,2.7714788646177957,6.0,atlas,0.65,0.03125693037912409,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812],0.0125,0.0,0.0,0.0,0.0,0.0125,0.0,2,0.6666666666666666,0.7494131441029659,"['julius randle', 'luke kornet', 'ayo dosunmu']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812],2,Julius Randle | Ayo Dosunmu
3,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115],0.45814779143705575,6.0,1.0,6.0,2.7488867486223345,6.0,atlas,0.65,0.031548866660866454,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115],0.0125,0.0,0.0,0.0,0.0,0.0125,0.0,2,0.6666666666666666,0.7456477914370557,"['julius randle', 'luke kornet', 'ayo dosunmu']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115],2,Julius Randle | Ayo Dosunmu
3,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Ayo Dosunmu OVER PTS 11.5 (STANDARD) [id:11908809] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],0.45434234238695287,6.0,1.0,6.0,2.7260540543217173,6.0,atlas,0.65,0.029037148354691702,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Ayo Dosunmu OVER PTS 11.5 (STANDARD) [id:11908809] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],0.0125,0.0,0.0,0.0,0.0,0.0125,0.0,2,0.6666666666666666,0.7418423423869529,"['julius randle', 'ayo dosunmu', 'jose alvarado']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Ayo Dosunmu OVER PTS 11.5 (STANDARD) [id:11908809],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],2,Julius Randle | Ayo Dosunmu
3,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],0.4094003909757168,6.0,1.0,6.0,2.4564023458543005,6.0,atlas,0.65,0.011975420466260454,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,0.5594003909757168,"['naz reid', 'luke kornet', 'jose alvarado']",1,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],1,Naz Reid
3,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Andre Drummond OVER REB 3 (STANDARD) [id:11917375],0.36886511766895824,6.0,1.0,6.0,2.2131907060137497,6.0,atlas,0.6444921051892187,0.016332477904704632,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Andre Drummond OVER REB 3 (STANDARD) [id:11917375],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,0.5188651176689583,"['julius randle', 'jose alvarado', 'andre drummond']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Andre Drummond OVER REB 3 (STANDARD) [id:11917375],1,Julius Randle
3,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],0.3592733152894861,6.0,1.0,6.0,2.1556398917369166,6.0,atlas,0.6411246970585389,0.10662871256294527,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],0.0125,0.0,0.0,0.0,0.0,0.0125,0.0,1,0.3333333333333333,0.4967733152894861,"['naz reid', 'josh hart', 'jose alvarado']",1,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545],Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],1,Naz Reid
3,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638],0.35927331528948603,6.0,1.0,6.0,2.155639891736916,6.0,atlas,0.6411246970585389,0.10662871256294527,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638],0.0125,0.0,0.0,0.0,0.0,0.0125,0.0,1,0.3333333333333333,0.496773315289486,"['naz reid', 'jose alvarado', 'josh hart']",1,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638],1,Naz Reid
3,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Andre Drummond OVER REB 3 (STANDARD) [id:11917375] | Quentin Grimes OVER RA 4.5 (STANDARD) [id:11890152],0.3336929512056627,6.0,1.0,6.0,2.0021577072339762,6.0,atlas,0.6386493617235405,0.021260184048513705,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Andre Drummond OVER REB 3 (STANDARD) [id:11917375] | Quentin Grimes OVER RA 4.5 (STANDARD) [id:11890152],0.0125,0.0,0.0,0.0,0.0,0.0125,0.0,1,0.3333333333333333,0.47119295120566274,"['naz reid', 'andre drummond', 'quentin grimes']",1,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545],Andre Drummond OVER REB 3 (STANDARD) [id:11917375],Quentin Grimes OVER RA 4.5 (STANDARD) [id:11890152],1,Naz Reid
