n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Devin Vassell OVER REB 2.5 (GOBLIN) [id:11881854] | Julius Randle UNDER PRA 29 (STANDARD) [id:11881498] | Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115],0.4615908549532739,6.0,0.712414381535293,4.274486289211758,1.9730637807233027,6.0,pp_kernel,0.7761047299432406,0.02329266594800226,Devin Vassell OVER REB 2.5 (GOBLIN) [id:11881854] | Julius Randle UNDER PRA 29 (STANDARD) [id:11881498] | Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115],0.005,0.0,0.0,0.0,0.0,0.005,0.0,2,0.6666666666666666,2.2680637807233026,"['devin vassell', 'julius randle', 'ayo dosunmu']",1.9730637807233027,1,Devin Vassell OVER REB 2.5 (GOBLIN) [id:11881854],Julius Randle UNDER PRA 29 (STANDARD) [id:11881498],Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115],2,Julius Randle | Ayo Dosunmu
3,Mike Conley OVER PTS 2.5 (GOBLIN) [id:11882721] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Keldon Johnson UNDER REB 3.5 (STANDARD) [id:11881526],0.48505802713061447,6.0,0.6770655053021799,4.062393031813079,1.9704963494404077,6.0,pp_kernel,0.7883770569064049,0.014713524827084786,Mike Conley OVER PTS 2.5 (GOBLIN) [id:11882721] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Keldon Johnson UNDER REB 3.5 (STANDARD) [id:11881526],0.005,0.0,0.0,0.0,0.0,0.005,0.0,2,0.6666666666666666,2.265496349440408,"['mike conley', 'ayo dosunmu', 'keldon johnson']",1.9704963494404077,1,Mike Conley OVER PTS 2.5 (GOBLIN) [id:11882721],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],Keldon Johnson UNDER REB 3.5 (STANDARD) [id:11881526],2,Mike Conley | Ayo Dosunmu
3,Ayo Dosunmu OVER PR 9.5 (GOBLIN) [id:11909114] | OG Anunoby OVER PTS 17 (STANDARD) [id:11878958] | Julius Randle UNDER PRA 29 (STANDARD) [id:11881498],0.462296366618377,6.0,0.7096179542030664,4.257707725218398,1.9683228114914604,6.0,pp_kernel,0.776334054661682,0.027096525084562936,Ayo Dosunmu OVER PR 9.5 (GOBLIN) [id:11909114] | OG Anunoby OVER PTS 17 (STANDARD) [id:11878958] | Julius Randle UNDER PRA 29 (STANDARD) [id:11881498],0.005,0.0,0.0,0.0,0.0,0.005,0.0,2,0.6666666666666666,2.2633228114914603,"['ayo dosunmu', 'og anunoby', 'julius randle']",1.9683228114914604,1,Ayo Dosunmu OVER PR 9.5 (GOBLIN) [id:11909114],OG Anunoby OVER PTS 17 (STANDARD) [id:11878958],Julius Randle UNDER PRA 29 (STANDARD) [id:11881498],2,Ayo Dosunmu | Julius Randle
3,Mike Conley OVER PTS 3.5 (GOBLIN) [id:11882723] | Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812] | Karl-Anthony Towns OVER REB 11 (STANDARD) [id:11878921],0.4785076974716139,6.0,0.6855485423924443,4.113291254354666,1.9682415271513778,6.0,pp_kernel,0.7849521551166078,0.033093646400542416,Mike Conley OVER PTS 3.5 (GOBLIN) [id:11882723] | Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812] | Karl-Anthony Towns OVER REB 11 (STANDARD) [id:11878921],0.005,0.0,0.0,0.0,0.0,0.005,0.0,2,0.6666666666666666,2.263241527151378,"['mike conley', 'ayo dosunmu', 'karl-anthony towns']",1.9682415271513778,1,Mike Conley OVER PTS 3.5 (GOBLIN) [id:11882723],Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812],Karl-Anthony Towns OVER REB 11 (STANDARD) [id:11878921],2,Mike Conley | Ayo Dosunmu
3,Joel Embiid OVER REB 5.5 (GOBLIN) [id:11881294] | De'Aaron Fox UNDER PTS 17.5 (STANDARD) [id:11881347] | Karl-Anthony Towns OVER PRA 34.5 (STANDARD) [id:11879458],0.4973193919237984,6.0,0.6667595235829659,4.000557141497795,1.9895546449660928,6.0,pp_kernel,0.7952034130402393,0.0632244240995898,Joel Embiid OVER REB 5.5 (GOBLIN) [id:11881294] | De'Aaron Fox UNDER PTS 17.5 (STANDARD) [id:11881347] | Karl-Anthony Towns OVER PRA 34.5 (STANDARD) [id:11879458],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.9895546449660928,"['joel embiid', ""de'aaron fox"", 'karl-anthony towns']",1.9895546449660928,1,Joel Embiid OVER REB 5.5 (GOBLIN) [id:11881294],De'Aaron Fox UNDER PTS 17.5 (STANDARD) [id:11881347],Karl-Anthony Towns OVER PRA 34.5 (STANDARD) [id:11879458],0,
3,Joel Embiid OVER REB 6.5 (GOBLIN) [id:11879074] | OG Anunoby OVER PTS 17 (STANDARD) [id:11878958] | Keldon Johnson UNDER PR 12.5 (STANDARD) [id:11881518],0.4712436140801256,6.0,0.7033440234793518,4.220064140876111,1.9886782773963987,6.0,pp_kernel,0.7816560471656095,0.03663709958241271,Joel Embiid OVER REB 6.5 (GOBLIN) [id:11879074] | OG Anunoby OVER PTS 17 (STANDARD) [id:11878958] | Keldon Johnson UNDER PR 12.5 (STANDARD) [id:11881518],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.9886782773963987,"['joel embiid', 'og anunoby', 'keldon johnson']",1.9886782773963987,1,Joel Embiid OVER REB 6.5 (GOBLIN) [id:11879074],OG Anunoby OVER PTS 17 (STANDARD) [id:11878958],Keldon Johnson UNDER PR 12.5 (STANDARD) [id:11881518],0,
3,OG Anunoby OVER FG3M 1.5 (GOBLIN) [id:11878952] | Joel Embiid OVER PTS 26.5 (STANDARD) [id:11878891] | Keldon Johnson UNDER PRA 13.5 (STANDARD) [id:11881521],0.46336101642882765,6.0,0.7117429494699774,4.270457696819864,1.9787636190147626,6.0,pp_kernel,0.7772067596625517,0.03395116744707351,OG Anunoby OVER FG3M 1.5 (GOBLIN) [id:11878952] | Joel Embiid OVER PTS 26.5 (STANDARD) [id:11878891] | Keldon Johnson UNDER PRA 13.5 (STANDARD) [id:11881521],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.9787636190147626,"['og anunoby', 'joel embiid', 'keldon johnson']",1.9787636190147626,1,OG Anunoby OVER FG3M 1.5 (GOBLIN) [id:11878952],Joel Embiid OVER PTS 26.5 (STANDARD) [id:11878891],Keldon Johnson UNDER PRA 13.5 (STANDARD) [id:11881521],0,
3,Joel Embiid OVER REB 6.5 (GOBLIN) [id:11879074] | Karl-Anthony Towns OVER PRA 34.5 (STANDARD) [id:11879458] | Paul George UNDER REB 5 (STANDARD) [id:11878971],0.4868207715208591,6.0,0.6787209415014392,4.0723256490086355,1.9824927143345672,6.0,pp_kernel,0.7896450548905062,0.10925813069858226,Joel Embiid OVER REB 6.5 (GOBLIN) [id:11879074] | Karl-Anthony Towns OVER PRA 34.5 (STANDARD) [id:11879458] | Paul George UNDER REB 5 (STANDARD) [id:11878971],0.005,0.0,0.0,0.0,0.0,0.005,0.0,0,0.0,1.9774927143345673,"['joel embiid', 'karl-anthony towns', 'paul george']",1.9824927143345672,1,Joel Embiid OVER REB 6.5 (GOBLIN) [id:11879074],Karl-Anthony Towns OVER PRA 34.5 (STANDARD) [id:11879458],Paul George UNDER REB 5 (STANDARD) [id:11878971],0,
3,Joel Embiid OVER REB 6.5 (GOBLIN) [id:11879074] | Karl-Anthony Towns OVER REB 11 (STANDARD) [id:11878921] | Jose Alvarado OVER RA 2.5 (STANDARD) [id:11917440],0.49067228352204706,6.0,0.6730068614290344,4.038041168574207,1.9813548811403414,6.0,pp_kernel,0.7915672887227427,0.036237927147136716,Joel Embiid OVER REB 6.5 (GOBLIN) [id:11879074] | Karl-Anthony Towns OVER REB 11 (STANDARD) [id:11878921] | Jose Alvarado OVER RA 2.5 (STANDARD) [id:11917440],0.005,0.0,0.0,0.0,0.0,0.005,0.0,0,0.0,1.9763548811403415,"['joel embiid', 'karl-anthony towns', 'jose alvarado']",1.9813548811403414,1,Joel Embiid OVER REB 6.5 (GOBLIN) [id:11879074],Karl-Anthony Towns OVER REB 11 (STANDARD) [id:11878921],Jose Alvarado OVER RA 2.5 (STANDARD) [id:11917440],0,
3,OG Anunoby OVER FG3M 1.5 (GOBLIN) [id:11878952] | Keldon Johnson UNDER PRA 13.5 (STANDARD) [id:11881521] | Jose Alvarado OVER RA 2.5 (STANDARD) [id:11917440],0.4740931126684668,6.0,0.694525750286429,4.167154501718574,1.9756192486901727,6.0,pp_kernel,0.7827831373366844,0.007770733990568691,OG Anunoby OVER FG3M 1.5 (GOBLIN) [id:11878952] | Keldon Johnson UNDER PRA 13.5 (STANDARD) [id:11881521] | Jose Alvarado OVER RA 2.5 (STANDARD) [id:11917440],0.005,0.0,0.0,0.0,0.0,0.005,0.0,0,0.0,1.9706192486901728,"['og anunoby', 'keldon johnson', 'jose alvarado']",1.9756192486901727,1,OG Anunoby OVER FG3M 1.5 (GOBLIN) [id:11878952],Keldon Johnson UNDER PRA 13.5 (STANDARD) [id:11881521],Jose Alvarado OVER RA 2.5 (STANDARD) [id:11917440],0,
