slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.7084,1.931,1.368,Jaxson Hayes,LAL,OKC,PTS,OVER,GOBLIN,1.5,0.8934
3-leg,True,0.7084,1.931,1.368,Ajay Mitchell,OKC,LAL,PRA,UNDER,STANDARD,23.5,0.7814
3-leg,True,0.7084,1.931,1.368,Austin Reaves,LAL,OKC,PA,UNDER,STANDARD,26.0,0.7794
4-leg,True,0.4005,1.897,0.7599,Jaylin Williams,OKC,LAL,REB,OVER,GOBLIN,1.5,0.8865
4-leg,True,0.4005,1.897,0.7599,Jake LaRavia,LAL,OKC,PR,OVER,GOBLIN,4.5,0.8402
4-leg,True,0.4005,1.897,0.7599,Dennis Schröder,CLE,DET,FG3M,UNDER,STANDARD,0.5,0.8627
4-leg,True,0.4005,1.897,0.7599,Isaiah Stewart,DET,CLE,REB,UNDER,STANDARD,3.0,0.7784
5-leg,True,0.1295,2.145,0.2776,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,8.5,0.9021
5-leg,True,0.1295,2.145,0.2776,Evan Mobley,CLE,DET,PTS,OVER,GOBLIN,11.5,0.8581
5-leg,True,0.1295,2.145,0.2776,Luguentz Dort,OKC,LAL,REB,UNDER,STANDARD,3.0,0.7833
5-leg,True,0.1295,2.145,0.2776,Cason Wallace,OKC,LAL,REB,UNDER,STANDARD,3.0,0.7549
5-leg,True,0.1295,2.145,0.2776,Javonte Green,DET,CLE,PRA,OVER,DEMON,7.5,0.3773
