source,league,player,stat,asof_ts,projection,confidence,over_prob,under_prob,over_rating,under_rating,opp_rank,notes
bettingpros,NBA,Duncan Robinson,BLK,2026-05-01 22:30:22,0.3,0.2,None,None,None,None,26,side=under; rating=0; diff=-0.2; line=0.5; L10=2o/8u/10g; streak=2u; opp_rank=26
bettingpros,NBA,Jabari Smith Jr.,BLK,2026-05-01 22:30:22,0.7,0.2,None,None,None,None,1,side=over; rating=0; diff=0.2; line=0.5; L10=5o/5u/10g; streak=1o; opp_rank=1
bettingpros,NBA,Collin Murray-Boyles,PTS,2026-05-01 22:30:22,11.3,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.2; line=12.5; L10=6o/4u/10g; streak=1u; opp_rank=14
bettingpros,NBA,Tari Eason,PTS,2026-05-01 22:30:22,13.3,0.2,None,None,None,None,11,side=under; rating=0; diff=-0.2; line=13.5; L10=5o/5u/10g; streak=2o; opp_rank=11
bettingpros,NBA,Reed Sheppard,PTS,2026-05-01 22:30:22,16.7,0.2,None,None,None,None,11,side=over; rating=0; diff=0.2; line=16.5; L10=4o/6u/10g; streak=1u; opp_rank=11
bettingpros,NBA,Duncan Robinson,REB,2026-05-01 22:30:22,2.7,0.2,None,None,None,None,14,side=over; rating=0; diff=0.2; line=2.5; L10=4o/6u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Josh Okogie,REB,2026-05-01 22:30:22,2.7,0.2,None,None,None,None,5,side=over; rating=0; diff=0.2; line=2.5; L10=5o/5u/10g; streak=2o; opp_rank=5
bettingpros,NBA,Austin Reaves,REB,2026-05-01 22:30:22,4.3,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.2; line=4.5; L10=4o/6u/10g; streak=2u; opp_rank=1
bettingpros,NBA,Jabari Smith Jr.,REB,2026-05-01 22:30:22,7.3,0.2,None,None,None,None,5,side=under; rating=0; diff=-0.2; line=7.5; L10=3o/7u/10g; streak=1u; opp_rank=5
bettingpros,NBA,Jakob Poeltl,STL,2026-05-01 22:30:22,0.7,0.2,None,None,None,None,17,side=over; rating=0; diff=0.2; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=17
bettingpros,NBA,Dean Wade,STL,2026-05-01 22:30:22,0.7,0.2,None,None,None,None,8,side=over; rating=0; diff=0.2; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=8
bettingpros,NBA,Evan Mobley,STL,2026-05-01 22:30:22,0.7,0.2,None,None,None,None,8,side=over; rating=0; diff=0.2; line=0.5; L10=4o/6u/10g; streak=3o; opp_rank=8
bettingpros,NBA,Scottie Barnes,STL,2026-05-01 22:30:22,1.7,0.2,None,None,None,None,17,side=over; rating=0; diff=0.2; line=1.5; L10=2o/8u/10g; streak=3u; opp_rank=17
bettingpros,NBA,Jamal Shead,STL,2026-05-01 22:30:22,1.3,0.2,None,None,None,None,17,side=under; rating=0; diff=-0.2; line=1.5; L10=3o/7u/10g; streak=1o; opp_rank=17
bettingpros,NBA,Tristan da Silva,STL,2026-05-01 22:30:22,0.7,0.2,None,None,None,None,24,side=over; rating=0; diff=0.2; line=0.5; L10=2o/8u/10g; streak=3u; opp_rank=24
bettingpros,NBA,LeBron James,STL,2026-05-01 22:30:22,1.3,0.2,None,None,None,None,23,side=under; rating=0; diff=-0.2; line=1.5; L10=6o/4u/10g; streak=1o; opp_rank=23
bettingpros,NBA,Marcus Smart,STL,2026-05-01 22:30:22,1.7,0.2,None,None,None,None,23,side=over; rating=0; diff=0.2; line=1.5; L10=6o/4u/10g; streak=1u; opp_rank=23
bettingpros,NBA,Deandre Ayton,STL,2026-05-01 22:30:22,0.7,0.2,None,None,None,None,23,side=over; rating=0; diff=0.2; line=0.5; L10=2o/8u/10g; streak=2u; opp_rank=23
bettingpros,NBA,Rui Hachimura,STL,2026-05-01 22:30:22,0.7,0.2,None,None,None,None,23,side=over; rating=0; diff=0.2; line=0.5; L10=7o/3u/10g; streak=3o; opp_rank=23
bettingpros,NBA,Tari Eason,STL,2026-05-01 22:30:22,1.7,0.2,None,None,None,None,26,side=over; rating=0; diff=0.2; line=1.5; L10=5o/5u/10g; streak=1u; opp_rank=26
bettingpros,NBA,Max Strus,FG3M,2026-05-01 22:30:22,2.3,0.2,None,None,None,None,9,side=under; rating=0; diff=-0.2; line=2.5; L10=3o/7u/10g; streak=2u; opp_rank=9
bettingpros,NBA,Anthony Black,FG3M,2026-05-01 22:30:22,1.7,0.2,None,None,None,None,8,side=over; rating=0; diff=0.2; line=1.5; L10=2o/8u/10g; streak=1o; opp_rank=8
bettingpros,NBA,LeBron James,FG3M,2026-05-01 22:30:22,1.3,0.2,None,None,None,None,4,side=under; rating=0; diff=-0.2; line=1.5; L10=4o/6u/10g; streak=2u; opp_rank=4
bettingpros,NBA,Dorian Finney-Smith,FG3M,2026-05-01 22:30:22,0.7,0.2,None,None,None,None,10,side=over; rating=0; diff=0.2; line=0.5; L10=5o/5u/10g; streak=1o; opp_rank=10
bettingpros,NBA,Aaron Holiday,FG3M,2026-05-01 22:30:22,1.3,0.2,None,None,None,None,10,side=under; rating=0; diff=-0.2; line=1.5; L10=4o/6u/10g; streak=1u; opp_rank=10
bettingpros,NBA,Alperen Sengun,FG3M,2026-05-01 22:30:22,0.7,0.2,None,None,None,None,10,side=over; rating=0; diff=0.2; line=0.5; L10=2o/8u/10g; streak=2u; opp_rank=10
bettingpros,NBA,Amen Thompson,FG3M,2026-05-01 22:30:22,0.3,0.2,None,None,None,None,10,side=under; rating=0; diff=-0.2; line=0.5; L10=1o/9u/10g; streak=1o; opp_rank=10
bettingpros,NBA,Reed Sheppard,FG3M,2026-05-01 22:30:22,3.3,0.2,None,None,None,None,10,side=under; rating=0; diff=-0.2; line=3.5; L10=4o/6u/10g; streak=1u; opp_rank=10
bettingpros,NBA,Paolo Banchero,PA,2026-05-01 22:30:22,30.7,0.2,None,None,None,None,2,side=over; rating=0; diff=0.2; line=29.5; L10=4o/6u/10g; streak=1o; opp_rank=2
bettingpros,NBA,Jabari Smith Jr.,PA,2026-05-01 22:30:22,19.7,0.2,None,None,None,None,13,side=over; rating=0; diff=0.2; line=19.5; L10=4o/6u/10g; streak=1o; opp_rank=13
bettingpros,NBA,RJ Barrett,PR,2026-05-01 22:30:22,30.7,0.2,None,None,None,None,14,side=over; rating=0; diff=0.2; line=29.5; L10=3o/7u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Collin Murray-Boyles,RA,2026-05-01 22:30:22,8.7,0.2,None,None,None,None,15,side=over; rating=0; diff=0.2; line=8.5; L10=5o/5u/10g; streak=1u; opp_rank=15
bettingpros,NBA,Ausar Thompson,RA,2026-05-01 22:30:22,10.7,0.2,None,None,None,None,8,side=over; rating=0; diff=0.2; line=10.5; L10=3o/7u/10g; streak=1o; opp_rank=8
bettingpros,NBA,Josh Okogie,RA,2026-05-01 22:30:22,3.7,0.2,None,None,None,None,7,side=over; rating=0; diff=0.2; line=3.5; L10=5o/5u/10g; streak=2o; opp_rank=7
bettingpros,NBA,Austin Reaves,RA,2026-05-01 22:30:22,9.7,0.2,None,None,None,None,1,side=over; rating=0; diff=0.2; line=9.5; L10=6o/4u/10g; streak=1o; opp_rank=1
bettingpros,NBA,Reed Sheppard,RA,2026-05-01 22:30:22,7.7,0.2,None,None,None,None,7,side=over; rating=0; diff=0.2; line=7.5; L10=2o/8u/10g; streak=2u; opp_rank=7
bettingpros,NBA,Tari Eason,PRA,2026-05-01 22:30:22,22.7,0.2,None,None,None,None,11,side=over; rating=0; diff=0.2; line=22.5; L10=5o/5u/10g; streak=2o; opp_rank=11
bettingpros,NBA,Ja'Kobe Walter,AST,2026-05-01 22:30:22,1.6,0.2,None,None,None,None,16,side=over; rating=0; diff=0.1; line=1.5; L10=5o/5u/10g; streak=2o; opp_rank=16
bettingpros,NBA,Caris LeVert,AST,2026-05-01 22:30:22,2.6,0.2,None,None,None,None,6,side=over; rating=0; diff=0.1; line=2.5; L10=4o/6u/10g; streak=1u; opp_rank=6
bettingpros,NBA,Paolo Banchero,AST,2026-05-01 22:30:22,5.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=5.5; L10=7o/3u/10g; streak=1o; opp_rank=1
bettingpros,NBA,Marcus Smart,AST,2026-05-01 22:30:22,3.1,0.2,None,None,None,None,3,side=over; rating=0; diff=0.1; line=2.5; L10=8o/2u/10g; streak=1u; opp_rank=3
bettingpros,NBA,Austin Reaves,AST,2026-05-01 22:30:22,5.4,0.2,None,None,None,None,3,side=under; rating=0; diff=-0.1; line=5.5; L10=4o/6u/10g; streak=1o; opp_rank=3
bettingpros,NBA,James Harden,BLK,2026-05-01 22:30:22,0.4,0.2,None,None,None,None,19,side=under; rating=0; diff=-0.1; line=0.5; L10=4o/6u/10g; streak=2o; opp_rank=19
bettingpros,NBA,Brandon Ingram,BLK,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,8,side=over; rating=0; diff=0.1; line=0.5; L10=5o/5u/10g; streak=2o; opp_rank=8
bettingpros,NBA,Jakob Poeltl,BLK,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,8,side=over; rating=0; diff=0.1; line=0.5; L10=7o/3u/10g; streak=3o; opp_rank=8
bettingpros,NBA,RJ Barrett,BLK,2026-05-01 22:30:22,0.4,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.1; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=8
bettingpros,NBA,Scottie Barnes,BLK,2026-05-01 22:30:22,1.6,0.2,None,None,None,None,8,side=over; rating=0; diff=0.1; line=1.5; L10=3o/7u/10g; streak=2o; opp_rank=8
bettingpros,NBA,Tobias Harris,BLK,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,26,side=over; rating=0; diff=0.1; line=0.5; L10=4o/6u/10g; streak=1u; opp_rank=26
bettingpros,NBA,Isaiah Stewart,BLK,2026-05-01 22:30:22,1.4,0.2,None,None,None,None,26,side=under; rating=0; diff=-0.1; line=1.5; L10=4o/6u/10g; streak=1u; opp_rank=26
bettingpros,NBA,Desmond Bane,BLK,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,30,side=over; rating=0; diff=0.1; line=0.5; L10=3o/7u/10g; streak=3u; opp_rank=30
bettingpros,NBA,Ausar Thompson,BLK,2026-05-01 22:30:22,1.4,0.2,None,None,None,None,26,side=under; rating=0; diff=-0.1; line=1.5; L10=5o/5u/10g; streak=3o; opp_rank=26
bettingpros,NBA,LeBron James,BLK,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,16,side=over; rating=0; diff=0.1; line=0.5; L10=4o/6u/10g; streak=2u; opp_rank=16
bettingpros,NBA,Marcus Smart,BLK,2026-05-01 22:30:22,0.4,0.2,None,None,None,None,16,side=under; rating=0; diff=-0.1; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=16
bettingpros,NBA,Rui Hachimura,BLK,2026-05-01 22:30:22,0.4,0.2,None,None,None,None,16,side=under; rating=0; diff=-0.1; line=0.5; L10=3o/7u/10g; streak=1u; opp_rank=16
bettingpros,NBA,Austin Reaves,BLK,2026-05-01 22:30:22,0.4,0.2,None,None,None,None,16,side=under; rating=0; diff=-0.1; line=0.5; L10=5o/5u/10g; streak=1o; opp_rank=16
bettingpros,NBA,Tari Eason,BLK,2026-05-01 22:30:22,0.4,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.1; line=0.5; L10=4o/6u/10g; streak=2o; opp_rank=1
bettingpros,NBA,Amen Thompson,BLK,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=0.5; L10=3o/7u/10g; streak=2u; opp_rank=1
bettingpros,NBA,Reed Sheppard,BLK,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=0.5; L10=4o/6u/10g; streak=2u; opp_rank=1
bettingpros,NBA,Daniss Jenkins,PTS,2026-05-01 22:30:22,5.6,0.2,None,None,None,None,12,side=over; rating=0; diff=0.1; line=5.5; L10=6o/4u/10g; streak=1o; opp_rank=12
bettingpros,NBA,Jabari Smith Jr.,PTS,2026-05-01 22:30:22,17.6,0.2,None,None,None,None,11,side=over; rating=0; diff=0.1; line=17.5; L10=7o/3u/10g; streak=1o; opp_rank=11
bettingpros,NBA,Donovan Mitchell,REB,2026-05-01 22:30:22,4.6,0.2,None,None,None,None,9,side=over; rating=0; diff=0.1; line=4.5; L10=7o/3u/10g; streak=4o; opp_rank=9
bettingpros,NBA,RJ Barrett,REB,2026-05-01 22:30:22,6.6,0.2,None,None,None,None,11,side=over; rating=0; diff=0.1; line=6.5; L10=4o/6u/10g; streak=2o; opp_rank=11
bettingpros,NBA,Ja'Kobe Walter,REB,2026-05-01 22:30:22,3.4,0.2,None,None,None,None,11,side=under; rating=0; diff=-0.1; line=3.5; L10=2o/8u/10g; streak=1u; opp_rank=11
bettingpros,NBA,Jamal Shead,REB,2026-05-01 22:30:22,2.4,0.2,None,None,None,None,11,side=under; rating=0; diff=-0.1; line=2.5; L10=2o/8u/10g; streak=1u; opp_rank=11
bettingpros,NBA,Collin Murray-Boyles,REB,2026-05-01 22:30:22,6.4,0.2,None,None,None,None,11,side=under; rating=0; diff=-0.1; line=6.5; L10=5o/5u/10g; streak=1u; opp_rank=11
bettingpros,NBA,Jalen Suggs,REB,2026-05-01 22:30:22,4.4,0.2,None,None,None,None,4,side=under; rating=0; diff=-0.1; line=4.5; L10=4o/6u/10g; streak=3u; opp_rank=4
bettingpros,NBA,Tristan da Silva,REB,2026-05-01 22:30:22,2.4,0.2,None,None,None,None,4,side=under; rating=0; diff=-0.1; line=2.5; L10=7o/3u/10g; streak=2o; opp_rank=4
bettingpros,NBA,Jaxson Hayes,REB,2026-05-01 22:30:22,3.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=3.5; L10=5o/5u/10g; streak=2u; opp_rank=1
bettingpros,NBA,Rui Hachimura,REB,2026-05-01 22:30:22,3.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=3.5; L10=6o/4u/10g; streak=1o; opp_rank=1
bettingpros,NBA,Dennis Schroder,STL,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,8,side=over; rating=0; diff=0.1; line=0.5; L10=3o/7u/10g; streak=1u; opp_rank=8
bettingpros,NBA,Donovan Mitchell,STL,2026-05-01 22:30:22,1.4,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.1; line=1.5; L10=2o/8u/10g; streak=4u; opp_rank=8
bettingpros,NBA,Max Strus,STL,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,8,side=over; rating=0; diff=0.1; line=0.5; L10=2o/8u/10g; streak=1o; opp_rank=8
bettingpros,NBA,Sandro Mamukelashvili,STL,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,17,side=over; rating=0; diff=0.1; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=17
bettingpros,NBA,Sam Merrill,STL,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,8,side=over; rating=0; diff=0.1; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=8
bettingpros,NBA,Ja'Kobe Walter,STL,2026-05-01 22:30:22,1.4,0.2,None,None,None,None,17,side=under; rating=0; diff=-0.1; line=1.5; L10=3o/7u/10g; streak=2o; opp_rank=17
bettingpros,NBA,Duncan Robinson,STL,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,13,side=over; rating=0; diff=0.1; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=13
bettingpros,NBA,Cade Cunningham,STL,2026-05-01 22:30:22,1.6,0.2,None,None,None,None,13,side=over; rating=0; diff=0.1; line=1.5; L10=1o/9u/10g; streak=9u; opp_rank=13
bettingpros,NBA,Jamal Cain,STL,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,24,side=over; rating=0; diff=0.1; line=0.5; L10=1o/9u/10g; streak=3u; opp_rank=24
bettingpros,NBA,Daniss Jenkins,STL,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,13,side=over; rating=0; diff=0.1; line=0.5; L10=5o/5u/10g; streak=1o; opp_rank=13
bettingpros,NBA,Aaron Holiday,STL,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,26,side=over; rating=0; diff=0.1; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=26
bettingpros,NBA,Jake LaRavia,STL,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,23,side=over; rating=0; diff=0.1; line=0.5; L10=7o/3u/10g; streak=2u; opp_rank=23
bettingpros,NBA,Jamal Shead,FG3M,2026-05-01 22:30:22,1.6,0.2,None,None,None,None,23,side=over; rating=0; diff=0.1; line=1.5; L10=3o/7u/10g; streak=1o; opp_rank=23
bettingpros,NBA,Tobias Harris,FG3M,2026-05-01 22:30:22,1.4,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.1; line=1.5; L10=3o/7u/10g; streak=2u; opp_rank=1
bettingpros,NBA,Duncan Robinson,FG3M,2026-05-01 22:30:22,2.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=2.5; L10=8o/2u/10g; streak=1o; opp_rank=1
bettingpros,NBA,Jalen Suggs,FG3M,2026-05-01 22:30:22,2.6,0.2,None,None,None,None,8,side=over; rating=0; diff=0.1; line=2.5; L10=6o/4u/10g; streak=2u; opp_rank=8
bettingpros,NBA,Paolo Banchero,FG3M,2026-05-01 22:30:22,1.4,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.1; line=1.5; L10=4o/6u/10g; streak=1o; opp_rank=8
bettingpros,NBA,Daniss Jenkins,FG3M,2026-05-01 22:30:22,0.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=0.5; L10=5o/5u/10g; streak=2u; opp_rank=1
bettingpros,NBA,Marcus Smart,FG3M,2026-05-01 22:30:22,1.6,0.2,None,None,None,None,4,side=over; rating=0; diff=0.1; line=1.5; L10=3o/7u/10g; streak=1o; opp_rank=4
bettingpros,NBA,Jabari Smith Jr.,FG3M,2026-05-01 22:30:22,2.6,0.2,None,None,None,None,10,side=over; rating=0; diff=0.1; line=2.5; L10=7o/3u/10g; streak=1o; opp_rank=10
bettingpros,NBA,Daniss Jenkins,PA,2026-05-01 22:30:22,7.6,0.2,None,None,None,None,10,side=over; rating=0; diff=0.1; line=7.5; L10=6o/4u/10g; streak=1o; opp_rank=10
bettingpros,NBA,Scottie Barnes,PR,2026-05-01 22:30:22,29.6,0.2,None,None,None,None,14,side=over; rating=0; diff=0.1; line=29.5; L10=5o/5u/10g; streak=1u; opp_rank=14
bettingpros,NBA,Jamal Shead,PR,2026-05-01 22:30:22,11.4,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.1; line=11.5; L10=2o/8u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Cade Cunningham,PR,2026-05-01 22:30:22,35.6,0.2,None,None,None,None,12,side=over; rating=0; diff=0.1; line=35.5; L10=3o/7u/10g; streak=1o; opp_rank=12
bettingpros,NBA,Jakob Poeltl,RA,2026-05-01 22:30:22,7.6,0.2,None,None,None,None,15,side=over; rating=0; diff=0.1; line=7.5; L10=4o/6u/10g; streak=1o; opp_rank=15
bettingpros,NBA,Evan Mobley,RA,2026-05-01 22:30:22,12.6,0.2,None,None,None,None,6,side=over; rating=0; diff=0.1; line=12.5; L10=3o/7u/10g; streak=2u; opp_rank=6
bettingpros,NBA,Scottie Barnes,RA,2026-05-01 22:30:22,15.6,0.2,None,None,None,None,15,side=over; rating=0; diff=0.1; line=15.5; L10=3o/7u/10g; streak=1o; opp_rank=15
bettingpros,NBA,Wendell Carter Jr.,RA,2026-05-01 22:30:22,10.6,0.2,None,None,None,None,2,side=over; rating=0; diff=0.1; line=10.5; L10=4o/6u/10g; streak=1u; opp_rank=2
bettingpros,NBA,Rui Hachimura,RA,2026-05-01 22:30:22,4.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=4.5; L10=6o/4u/10g; streak=2u; opp_rank=1
bettingpros,NBA,Jake LaRavia,PRA,2026-05-01 22:30:22,5.6,0.2,None,None,None,None,3,side=over; rating=0; diff=0.1; line=5.5; L10=7o/3u/10g; streak=1u; opp_rank=3
